	Rhodotorula_mucilaginosa_TFCN_25-331D-1.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00002630	TFCN25331D1_003277-T1	DBVPG3775_005862-T1
GF00002631	TFCN25331D1_003278-T1	DBVPG3775_005861-T1
GF00002632	TFCN25331D1_007284-T1	DBVPG3775_005860-T1
GF00002633	TFCN25331D1_003280-T1	DBVPG3775_005859-T1
GF00002634	TFCN25331D1_007286-T1	DBVPG3775_005858-T1
GF00002635	TFCN25331D1_003285-T1	DBVPG3775_005854-T1
GF00002636	TFCN25331D1_007291-T1	DBVPG3775_005853-T1
GF00002637	TFCN25331D1_007292-T1	DBVPG3775_005852-T1
GF00002638	TFCN25331D1_003288-T1	DBVPG3775_005851-T1
GF00002639	TFCN25331D1_003291-T1	DBVPG3775_005849-T1
GF00002640	TFCN25331D1_003294-T1	DBVPG3775_005846-T1
GF00002641	TFCN25331D1_003296-T1	DBVPG3775_005844-T1
GF00002642	TFCN25331D1_003299-T1	DBVPG3775_005841-T1
GF00002643	TFCN25331D1_003300-T1	DBVPG3775_005840-T1
GF00002644	TFCN25331D1_007306-T1	DBVPG3775_005838-T1
GF00002645	TFCN25331D1_003303-T1	DBVPG3775_005837-T1
GF00002646	TFCN25331D1_007308-T1	DBVPG3775_005836-T1
GF00002647	TFCN25331D1_003305-T1	DBVPG3775_005835-T1
GF00002648	TFCN25331D1_003309-T1	DBVPG3775_005831-T1
GF00002649	TFCN25331D1_009523-T1	DBVPG3775_005829-T1
GF00002650	TFCN25331D1_009520-T1	DBVPG3775_005824-T1
GF00002651	TFCN25331D1_003317-T1	DBVPG3775_005823-T1
GF00002652	TFCN25331D1_009518-T1	DBVPG3775_005822-T1
GF00002653	TFCN25331D1_003319-T1	DBVPG3775_005821-T1
GF00002654	TFCN25331D1_003321-T1	DBVPG3775_005819-T1
GF00002655	TFCN25331D1_003322-T1	DBVPG3775_005818-T1
GF00002656	TFCN25331D1_003324-T1	DBVPG3775_005816-T1
GF00002657	TFCN25331D1_009510-T1	DBVPG3775_005814-T1
GF00002658	TFCN25331D1_003327-T1	DBVPG3775_005813-T1
GF00002659	TFCN25331D1_003329-T1	DBVPG3775_005811-T1
GF00002660	TFCN25331D1_003330-T1	DBVPG3775_000247-T1
GF00002661	TFCN25331D1_003332-T1	DBVPG3775_000251-T1
GF00002662	TFCN25331D1_003336-T1	DBVPG3775_000255-T1
GF00002663	TFCN25331D1_003339-T1	DBVPG3775_000259-T1
GF00002664	TFCN25331D1_003340-T1	DBVPG3775_000260-T1
GF00002665	TFCN25331D1_010494-T1	DBVPG3775_000261-T1
GF00002666	TFCN25331D1_003342-T1	DBVPG3775_000262-T1
GF00002667	TFCN25331D1_003344-T1	DBVPG3775_000264-T1
GF00002668	TFCN25331D1_003345-T1	DBVPG3775_000265-T1
GF00002669	TFCN25331D1_010499-T1	DBVPG3775_000266-T1
GF00002670	TFCN25331D1_010500-T1	DBVPG3775_000267-T1
GF00002671	TFCN25331D1_011755-T1	DBVPG3775_003291-T1
GF00002672	TFCN25331D1_010503-T1	DBVPG3775_000270-T1
GF00002673	TFCN25331D1_013245-T1	DBVPG3775_004662-T1
GF00002674	TFCN25331D1_009597-T1	DBVPG3775_000276-T1
GF00002675	TFCN25331D1_009598-T1	DBVPG3775_000277-T1
GF00002676	TFCN25331D1_003359-T1	DBVPG3775_000279-T1
GF00002677	TFCN25331D1_003360-T1	DBVPG3775_000280-T1
GF00002678	TFCN25331D1_003361-T1	DBVPG3775_000281-T1
GF00002679	TFCN25331D1_003363-T1	DBVPG3775_000284-T1
GF00002680	TFCN25331D1_003364-T1	DBVPG3775_000285-T1
GF00002681	TFCN25331D1_003365-T1	DBVPG3775_000286-T1
GF00002682	TFCN25331D1_009609-T1	DBVPG3775_000289-T1
GF00002683	TFCN25331D1_009610-T1	DBVPG3775_000290-T1
GF00002684	TFCN25331D1_009611-T1	DBVPG3775_000291-T1
GF00002685	TFCN25331D1_009612-T1	DBVPG3775_000292-T1
GF00002686	TFCN25331D1_003374-T1	DBVPG3775_000294-T1
GF00002687	TFCN25331D1_005951-T1	DBVPG3775_007110-T1
GF00002688	TFCN25331D1_012751-T1	DBVPG3775_002885-T1
GF00002689	TFCN25331D1_003378-T1	DBVPG3775_000299-T1
GF00002690	TFCN25331D1_009621-T1	DBVPG3775_000302-T1
GF00002691	TFCN25331D1_009622-T1	DBVPG3775_000303-T1
GF00002692	TFCN25331D1_009623-T1	DBVPG3775_000304-T1
GF00002693	TFCN25331D1_003385-T1	DBVPG3775_000306-T1
GF00002694	TFCN25331D1_010435-T1	DBVPG3775_000401-T1
GF00002695	TFCN25331D1_009626-T1	DBVPG3775_000307-T1
GF00002696	TFCN25331D1_009627-T1	DBVPG3775_000308-T1
GF00002697	TFCN25331D1_003388-T1	DBVPG3775_000309-T1
GF00002698	TFCN25331D1_003390-T1	DBVPG3775_000311-T1
GF00002699	TFCN25331D1_009632-T1	DBVPG3775_000313-T1
GF00002700	TFCN25331D1_003395-T1	DBVPG3775_000316-T1
GF00002701	TFCN25331D1_009637-T1	DBVPG3775_000318-T1
GF00002702	TFCN25331D1_009638-T1	DBVPG3775_000319-T1
GF00002703	TFCN25331D1_003399-T1	DBVPG3775_000320-T1
GF00002704	TFCN25331D1_003400-T1	DBVPG3775_000321-T1
GF00002705	TFCN25331D1_009641-T1	DBVPG3775_000322-T1
GF00002706	TFCN25331D1_003402-T1	DBVPG3775_000323-T1
GF00002707	TFCN25331D1_009643-T1	DBVPG3775_000324-T1
GF00002708	TFCN25331D1_003404-T1	DBVPG3775_000325-T1
GF00002709	TFCN25331D1_003405-T1	DBVPG3775_000326-T1
GF00002710	TFCN25331D1_003406-T1	DBVPG3775_000327-T1
GF00002711	TFCN25331D1_009647-T1	DBVPG3775_000328-T1
GF00002712	TFCN25331D1_009648-T1	DBVPG3775_000329-T1
GF00002713	TFCN25331D1_003409-T1	DBVPG3775_000330-T1
GF00002714	TFCN25331D1_009650-T1	DBVPG3775_000331-T1
GF00002715	TFCN25331D1_009651-T1	DBVPG3775_000332-T1
GF00002716	TFCN25331D1_003414-T1	DBVPG3775_000336-T1
GF00002717	TFCN25331D1_009655-T1	DBVPG3775_000337-T1
GF00002718	TFCN25331D1_009656-T1	DBVPG3775_000338-T1
GF00002719	TFCN25331D1_006581-T1	DBVPG3775_000659-T1
GF00002720	TFCN25331D1_009658-T1	DBVPG3775_000340-T1
GF00002721	TFCN25331D1_009659-T1	DBVPG3775_000341-T1
GF00002722	TFCN25331D1_003420-T1	DBVPG3775_000342-T1
GF00002723	TFCN25331D1_013774-T1	DBVPG3775_000348-T1
GF00002724	TFCN25331D1_003430-T1	DBVPG3775_000352-T1
GF00002725	TFCN25331D1_003431-T1	DBVPG3775_000353-T1
GF00002726	TFCN25331D1_003617-T1	DBVPG3775_006266-T1
GF00002727	TFCN25331D1_010443-T1	DBVPG3775_000355-T1
GF00002728	TFCN25331D1_010444-T1	DBVPG3775_000356-T1
GF00002729	TFCN25331D1_003436-T1	DBVPG3775_000358-T1
GF00002730	TFCN25331D1_003437-T1	DBVPG3775_000359-T1
GF00002731	TFCN25331D1_003441-T1	DBVPG3775_000362-T1
GF00002732	TFCN25331D1_003442-T1	DBVPG3775_000363-T1
GF00002733	TFCN25331D1_003443-T1	DBVPG3775_000364-T1
GF00002734	TFCN25331D1_003444-T1	DBVPG3775_000365-T1
GF00002735	TFCN25331D1_010455-T1	DBVPG3775_000366-T1
GF00002736	TFCN25331D1_003446-T1	DBVPG3775_000367-T1
GF00002737	TFCN25331D1_003451-T1	DBVPG3775_000372-T1
GF00002738	TFCN25331D1_003452-T1	DBVPG3775_000373-T1
GF00002739	TFCN25331D1_003455-T1	DBVPG3775_000380-T1
GF00002740	TFCN25331D1_003456-T1	DBVPG3775_000381-T1
GF00002741	TFCN25331D1_003457-T1	DBVPG3775_000382-T1
GF00002742	TFCN25331D1_003458-T1	DBVPG3775_000383-T1
GF00002743	TFCN25331D1_003460-T1	DBVPG3775_000385-T1
GF00002744	TFCN25331D1_003461-T1	DBVPG3775_000386-T1
GF00002745	TFCN25331D1_003465-T1	DBVPG3775_000389-T1
GF00002746	TFCN25331D1_003466-T1	DBVPG3775_000390-T1
GF00002747	TFCN25331D1_003467-T1	DBVPG3775_000391-T1
GF00002748	TFCN25331D1_003468-T1	DBVPG3775_000392-T1
GF00002749	TFCN25331D1_013303-T1	DBVPG3775_000393-T1
GF00002750	TFCN25331D1_003470-T1	DBVPG3775_000394-T1
GF00002751	TFCN25331D1_003472-T1	DBVPG3775_000396-T1
GF00002752	TFCN25331D1_003478-T1	DBVPG3775_000402-T1
GF00002753	TFCN25331D1_010433-T1	DBVPG3775_000403-T1
GF00002754	TFCN25331D1_010432-T1	DBVPG3775_000404-T1
GF00002755	TFCN25331D1_003481-T1	DBVPG3775_000405-T1
GF00002756	TFCN25331D1_010429-T1	DBVPG3775_000407-T1
GF00002757	TFCN25331D1_003484-T1	DBVPG3775_000408-T1
GF00002758	TFCN25331D1_003485-T1	DBVPG3775_000409-T1
GF00002759	TFCN25331D1_010426-T1	DBVPG3775_000410-T1
GF00002760	TFCN25331D1_003488-T1	DBVPG3775_000412-T1
GF00002761	TFCN25331D1_003489-T1	DBVPG3775_000413-T1
GF00002762	TFCN25331D1_010421-T1	DBVPG3775_000415-T1
GF00002763	TFCN25331D1_009867-T1	DBVPG3775_006454-T1
GF00002764	TFCN25331D1_009864-T1	DBVPG3775_006451-T1
GF00002765	TFCN25331D1_009863-T1	DBVPG3775_006450-T1
GF00002766	TFCN25331D1_009862-T1	DBVPG3775_006449-T1
GF00002767	TFCN25331D1_003501-T1	DBVPG3775_006448-T1
GF00002768	TFCN25331D1_009860-T1	DBVPG3775_006447-T1
GF00002769	TFCN25331D1_009859-T1	DBVPG3775_006446-T1
GF00002770	TFCN25331D1_003505-T1	DBVPG3775_006445-T1
GF00002771	TFCN25331D1_009855-T1	DBVPG3775_006443-T1
GF00002772	TFCN25331D1_003508-T1	DBVPG3775_006442-T1
GF00002773	TFCN25331D1_009853-T1	DBVPG3775_006441-T1
GF00002774	TFCN25331D1_009852-T1	DBVPG3775_006440-T1
GF00002775	TFCN25331D1_003513-T1	DBVPG3775_006437-T1
GF00002776	TFCN25331D1_003514-T1	DBVPG3775_006436-T1
GF00002777	TFCN25331D1_003517-T1	DBVPG3775_006434-T1
GF00002778	TFCN25331D1_003518-T1	DBVPG3775_006433-T1
GF00002779	TFCN25331D1_003519-T1	DBVPG3775_006432-T1
GF00002780	TFCN25331D1_003520-T1	DBVPG3775_006431-T1
GF00002781	TFCN25331D1_009840-T1	DBVPG3775_006428-T1
GF00002782	TFCN25331D1_003526-T1	DBVPG3775_006422-T1
GF00002783	TFCN25331D1_009831-T1	DBVPG3775_006420-T1
GF00002784	TFCN25331D1_003532-T1	DBVPG3775_006407-T1
GF00002785	TFCN25331D1_009818-T1	DBVPG3775_006408-T1
GF00002786	TFCN25331D1_009819-T1	DBVPG3775_006409-T1
GF00002787	TFCN25331D1_003535-T1	DBVPG3775_006410-T1
GF00002788	TFCN25331D1_003537-T1	DBVPG3775_006412-T1
GF00002789	TFCN25331D1_009824-T1	DBVPG3775_006414-T1
GF00002790	TFCN25331D1_009825-T1	DBVPG3775_006415-T1
GF00002791	TFCN25331D1_011156-T1	DBVPG3775_006973-T1
GF00002792	TFCN25331D1_011158-T1	DBVPG3775_006971-T1
GF00002793	TFCN25331D1_011159-T1	DBVPG3775_006970-T1
GF00002794	TFCN25331D1_011160-T1	DBVPG3775_006969-T1
GF00002795	TFCN25331D1_012142-T1	DBVPG3775_005359-T1
GF00002796	TFCN25331D1_003551-T1	DBVPG3775_006967-T1
GF00002797	TFCN25331D1_011163-T1	DBVPG3775_006966-T1
GF00002798	TFCN25331D1_003557-T1	DBVPG3775_006961-T1
GF00002799	TFCN25331D1_003558-T1	DBVPG3775_006960-T1
GF00002800	TFCN25331D1_011171-T1	DBVPG3775_006957-T1
GF00002801	TFCN25331D1_011172-T1	DBVPG3775_006956-T1
GF00002802	TFCN25331D1_011173-T1	DBVPG3775_006955-T1
GF00002803	TFCN25331D1_008604-T1	DBVPG3775_001700-T1
GF00002804	TFCN25331D1_003567-T1	DBVPG3775_006952-T1
GF00002805	TFCN25331D1_003568-T1	DBVPG3775_006951-T1
GF00002806	TFCN25331D1_011178-T1	DBVPG3775_006950-T1
GF00002807	TFCN25331D1_003570-T1	DBVPG3775_006949-T1
GF00002808	TFCN25331D1_011182-T1	DBVPG3775_006946-T1
GF00002809	TFCN25331D1_003574-T1	DBVPG3775_006945-T1
GF00002810	TFCN25331D1_011184-T1	DBVPG3775_006944-T1
GF00002811	TFCN25331D1_011185-T1	DBVPG3775_006943-T1
GF00002812	TFCN25331D1_011186-T1	DBVPG3775_006942-T1
GF00002813	TFCN25331D1_011191-T1	DBVPG3775_006936-T1
GF00002814	TFCN25331D1_011193-T1	DBVPG3775_006934-T1
GF00002815	TFCN25331D1_003584-T1	DBVPG3775_006933-T1
GF00002816	TFCN25331D1_012661-T1	DBVPG3775_006227-T1
GF00002817	TFCN25331D1_003588-T1	DBVPG3775_006229-T1
GF00002818	TFCN25331D1_003589-T1	DBVPG3775_006232-T1
GF00002819	TFCN25331D1_003590-T1	DBVPG3775_006233-T1
GF00002820	TFCN25331D1_003592-T1	DBVPG3775_006236-T1
GF00002821	TFCN25331D1_012651-T1	DBVPG3775_006238-T1
GF00002822	TFCN25331D1_012650-T1	DBVPG3775_006239-T1
GF00002823	TFCN25331D1_003596-T1	DBVPG3775_006240-T1
GF00002824	TFCN25331D1_012644-T1	DBVPG3775_006245-T1
GF00002825	TFCN25331D1_003601-T1	DBVPG3775_006247-T1
GF00002826	TFCN25331D1_003603-T1	DBVPG3775_006251-T1
GF00002827	TFCN25331D1_012284-T1	DBVPG3775_006253-T1
GF00002828	TFCN25331D1_003606-T1	DBVPG3775_006254-T1
GF00002829	TFCN25331D1_003608-T1	DBVPG3775_006256-T1
GF00002830	TFCN25331D1_003609-T1	DBVPG3775_006257-T1
GF00002831	TFCN25331D1_003610-T1	DBVPG3775_006258-T1
GF00002832	TFCN25331D1_012290-T1	DBVPG3775_006259-T1
GF00002833	TFCN25331D1_003614-T1	DBVPG3775_006263-T1
GF00002834	TFCN25331D1_008741-T1	DBVPG3775_001816-T1
GF00002835	TFCN25331D1_012298-T1	DBVPG3775_006268-T1
GF00002836	TFCN25331D1_012301-T1	DBVPG3775_006271-T1
GF00002837	TFCN25331D1_003623-T1	DBVPG3775_006272-T1
GF00002838	TFCN25331D1_012303-T1	DBVPG3775_006273-T1
GF00002839	TFCN25331D1_012304-T1	DBVPG3775_006274-T1
GF00002840	TFCN25331D1_012305-T1	DBVPG3775_006275-T1
GF00002841	TFCN25331D1_012308-T1	DBVPG3775_006278-T1
GF00002842	TFCN25331D1_003630-T1	DBVPG3775_006279-T1
GF00002843	TFCN25331D1_008799-T1	DBVPG3775_002315-T1
GF00002844	TFCN25331D1_003638-T1	DBVPG3775_002310-T1
GF00002845	TFCN25331D1_003641-T1	DBVPG3775_002305-T1
GF00002846	TFCN25331D1_003643-T1	DBVPG3775_002303-T1
GF00002847	TFCN25331D1_006272-T1	DBVPG3775_002300-T1
GF00002848	TFCN25331D1_003649-T1	DBVPG3775_002299-T1
GF00002849	TFCN25331D1_004499-T1	DBVPG3775_003686-T1
GF00002850	TFCN25331D1_003654-T1	DBVPG3775_002293-T1
GF00002851	TFCN25331D1_006280-T1	DBVPG3775_002292-T1
GF00002852	TFCN25331D1_003657-T1	DBVPG3775_002290-T1
GF00002853	TFCN25331D1_003658-T1	DBVPG3775_002289-T1
GF00002854	TFCN25331D1_006284-T1	DBVPG3775_002288-T1
GF00002855	TFCN25331D1_003660-T1	DBVPG3775_002287-T1
GF00002856	TFCN25331D1_003661-T1	DBVPG3775_002285-T1
GF00002857	TFCN25331D1_006293-T1	DBVPG3775_002280-T1
GF00002858	TFCN25331D1_003667-T1	DBVPG3775_002279-T1
GF00002859	TFCN25331D1_003668-T1	DBVPG3775_002278-T1
GF00002860	TFCN25331D1_003669-T1	DBVPG3775_002277-T1
GF00002861	TFCN25331D1_006298-T1	DBVPG3775_002275-T1
GF00002862	TFCN25331D1_003672-T1	DBVPG3775_002274-T1
GF00002863	TFCN25331D1_003673-T1	DBVPG3775_002273-T1
GF00002864	TFCN25331D1_003674-T1	DBVPG3775_002272-T1
GF00002865	TFCN25331D1_003677-T1	DBVPG3775_002269-T1
GF00002866	TFCN25331D1_003678-T1	DBVPG3775_002268-T1
GF00002867	TFCN25331D1_003679-T1	DBVPG3775_002267-T1
GF00002868	TFCN25331D1_003681-T1	DBVPG3775_002265-T1
GF00002869	TFCN25331D1_003682-T1	DBVPG3775_002264-T1
GF00002870	TFCN25331D1_006310-T1	DBVPG3775_002263-T1
GF00002871	TFCN25331D1_003684-T1	DBVPG3775_002262-T1
GF00002872	TFCN25331D1_006312-T1	DBVPG3775_002261-T1
GF00002873	TFCN25331D1_003687-T1	DBVPG3775_002258-T1
GF00002874	TFCN25331D1_003690-T1	DBVPG3775_002255-T1
GF00002875	TFCN25331D1_003691-T1	DBVPG3775_002254-T1
GF00002876	TFCN25331D1_006319-T1	DBVPG3775_002253-T1
GF00002877	TFCN25331D1_003693-T1	DBVPG3775_002252-T1
GF00002878	TFCN25331D1_006321-T1	DBVPG3775_002251-T1
GF00002879	TFCN25331D1_003695-T1	DBVPG3775_002250-T1
GF00002880	TFCN25331D1_003696-T1	DBVPG3775_002249-T1
GF00002881	TFCN25331D1_006324-T1	DBVPG3775_002248-T1
GF00002882	TFCN25331D1_003698-T1	DBVPG3775_002247-T1
GF00002883	TFCN25331D1_006326-T1	DBVPG3775_002246-T1
GF00002884	TFCN25331D1_003700-T1	DBVPG3775_002245-T1
GF00002885	TFCN25331D1_003701-T1	DBVPG3775_002244-T1
GF00002886	TFCN25331D1_003702-T1	DBVPG3775_002243-T1
GF00002887	TFCN25331D1_006331-T1	DBVPG3775_002241-T1
GF00002888	TFCN25331D1_006334-T1	DBVPG3775_002237-T1
GF00002889	TFCN25331D1_006336-T1	DBVPG3775_002235-T1
GF00002890	TFCN25331D1_006337-T1	DBVPG3775_002234-T1
GF00002891	TFCN25331D1_006338-T1	DBVPG3775_002233-T1
GF00002892	TFCN25331D1_003712-T1	DBVPG3775_002232-T1
GF00002893	TFCN25331D1_003713-T1	DBVPG3775_002231-T1
GF00002894	TFCN25331D1_006343-T1	DBVPG3775_002228-T1
GF00002895	TFCN25331D1_003717-T1	DBVPG3775_002227-T1
GF00002896	TFCN25331D1_003720-T1	DBVPG3775_002223-T1
GF00002897	TFCN25331D1_003721-T1	DBVPG3775_002222-T1
GF00002898	TFCN25331D1_003722-T1	DBVPG3775_002221-T1
GF00002899	TFCN25331D1_006354-T1	DBVPG3775_002217-T1
GF00002900	TFCN25331D1_003729-T1	DBVPG3775_002214-T1
GF00002901	TFCN25331D1_006358-T1	DBVPG3775_002213-T1
GF00002902	TFCN25331D1_003740-T1	DBVPG3775_002204-T1
GF00002903	TFCN25331D1_006363-T1	DBVPG3775_002203-T1
GF00002904	TFCN25331D1_003745-T1	DBVPG3775_002200-T1
GF00002905	TFCN25331D1_003746-T1	DBVPG3775_002199-T1
GF00002906	TFCN25331D1_006369-T1	DBVPG3775_002198-T1
GF00002907	TFCN25331D1_003748-T1	DBVPG3775_002197-T1
GF00002908	TFCN25331D1_003753-T1	DBVPG3775_002187-T1
GF00002909	TFCN25331D1_006378-T1	DBVPG3775_002186-T1
GF00002910	TFCN25331D1_003755-T1	DBVPG3775_002185-T1
GF00002911	TFCN25331D1_006380-T1	DBVPG3775_002184-T1
GF00002912	TFCN25331D1_003757-T1	DBVPG3775_002183-T1
GF00002913	TFCN25331D1_006382-T1	DBVPG3775_002182-T1
GF00002914	TFCN25331D1_003761-T1	DBVPG3775_002176-T1
GF00002915	TFCN25331D1_006389-T1	DBVPG3775_002175-T1
GF00002916	TFCN25331D1_003765-T1	DBVPG3775_002172-T1
GF00002917	TFCN25331D1_003766-T1	DBVPG3775_002171-T1
GF00002918	TFCN25331D1_003767-T1	DBVPG3775_002170-T1
GF00002919	TFCN25331D1_003769-T1	DBVPG3775_002168-T1
GF00002920	TFCN25331D1_013402-T1	DBVPG3775_002167-T1
GF00002921	TFCN25331D1_003771-T1	DBVPG3775_002166-T1
GF00002922	TFCN25331D1_013399-T1	DBVPG3775_002164-T1
GF00002923	TFCN25331D1_013398-T1	DBVPG3775_002163-T1
GF00002924	TFCN25331D1_003775-T1	DBVPG3775_002162-T1
GF00002925	TFCN25331D1_004479-T1	DBVPG3775_003708-T1
GF00002926	TFCN25331D1_003776-T1	DBVPG3775_002161-T1
GF00002927	TFCN25331D1_011981-T1	DBVPG3775_002158-T1
GF00002928	TFCN25331D1_011977-T1	DBVPG3775_002154-T1
GF00002929	TFCN25331D1_003784-T1	DBVPG3775_002153-T1
GF00002930	TFCN25331D1_003785-T1	DBVPG3775_002152-T1
GF00002931	TFCN25331D1_011974-T1	DBVPG3775_002151-T1
GF00002932	TFCN25331D1_003787-T1	DBVPG3775_002150-T1
GF00002933	TFCN25331D1_011972-T1	DBVPG3775_002149-T1
GF00002934	TFCN25331D1_011971-T1	DBVPG3775_002148-T1
GF00002935	TFCN25331D1_012673-T1	DBVPG3775_007421-T1
GF00002936	TFCN25331D1_010952-T1	DBVPG3775_005960-T1
GF00002937	TFCN25331D1_003911-T1	DBVPG3775_001991-T1
GF00002938	TFCN25331D1_007539-T1	DBVPG3775_000183-T1
GF00002939	TFCN25331D1_003923-T1	DBVPG3775_000182-T1
GF00002940	TFCN25331D1_003924-T1	DBVPG3775_000181-T1
GF00002941	TFCN25331D1_003925-T1	DBVPG3775_000180-T1
GF00002942	TFCN25331D1_003927-T1	DBVPG3775_000178-T1
GF00002943	TFCN25331D1_003928-T1	DBVPG3775_000177-T1
GF00002944	TFCN25331D1_003935-T1	DBVPG3775_000172-T1
GF00002945	TFCN25331D1_003936-T1	DBVPG3775_000171-T1
GF00002946	TFCN25331D1_003938-T1	DBVPG3775_000169-T1
GF00002947	TFCN25331D1_003942-T1	DBVPG3775_000165-T1
GF00002948	TFCN25331D1_003943-T1	DBVPG3775_000164-T1
GF00002949	TFCN25331D1_003944-T1	DBVPG3775_000163-T1
GF00002950	TFCN25331D1_003945-T1	DBVPG3775_000162-T1
GF00002951	TFCN25331D1_003946-T1	DBVPG3775_000161-T1
GF00002952	TFCN25331D1_007559-T1	DBVPG3775_000160-T1
GF00002953	TFCN25331D1_003948-T1	DBVPG3775_000159-T1
GF00002954	TFCN25331D1_003949-T1	DBVPG3775_000158-T1
GF00002955	TFCN25331D1_007562-T1	DBVPG3775_000157-T1
GF00002956	TFCN25331D1_003951-T1	DBVPG3775_000156-T1
GF00002957	TFCN25331D1_003954-T1	DBVPG3775_000154-T1
GF00002958	TFCN25331D1_003956-T1	DBVPG3775_000152-T1
GF00002959	TFCN25331D1_003957-T1	DBVPG3775_000151-T1
GF00002960	TFCN25331D1_003959-T1	DBVPG3775_000147-T1
GF00002961	TFCN25331D1_011109-T1	DBVPG3775_000146-T1
GF00002962	TFCN25331D1_011110-T1	DBVPG3775_000145-T1
GF00002963	TFCN25331D1_003962-T1	DBVPG3775_000144-T1
GF00002964	TFCN25331D1_003964-T1	DBVPG3775_000142-T1
GF00002965	TFCN25331D1_003967-T1	DBVPG3775_000139-T1
GF00002966	TFCN25331D1_011117-T1	DBVPG3775_000138-T1
GF00002967	TFCN25331D1_003969-T1	DBVPG3775_000137-T1
GF00002968	TFCN25331D1_003971-T1	DBVPG3775_000136-T1
GF00002969	TFCN25331D1_003972-T1	DBVPG3775_000135-T1
GF00002970	TFCN25331D1_011121-T1	DBVPG3775_000134-T1
GF00002971	TFCN25331D1_003974-T1	DBVPG3775_000133-T1
GF00002972	TFCN25331D1_003975-T1	DBVPG3775_000132-T1
GF00002973	TFCN25331D1_011126-T1	DBVPG3775_000129-T1
GF00002974	TFCN25331D1_003978-T1	DBVPG3775_000128-T1
GF00002975	TFCN25331D1_011128-T1	DBVPG3775_000127-T1
GF00002976	TFCN25331D1_011129-T1	DBVPG3775_000126-T1
GF00002977	TFCN25331D1_003981-T1	DBVPG3775_000125-T1
GF00002978	TFCN25331D1_011131-T1	DBVPG3775_000124-T1
GF00002979	TFCN25331D1_011132-T1	DBVPG3775_000123-T1
GF00002980	TFCN25331D1_011134-T1	DBVPG3775_000121-T1
GF00002981	TFCN25331D1_003987-T1	DBVPG3775_000119-T1
GF00002982	TFCN25331D1_003988-T1	DBVPG3775_000118-T1
GF00002983	TFCN25331D1_011138-T1	DBVPG3775_000117-T1
GF00002984	TFCN25331D1_003990-T1	DBVPG3775_000116-T1
GF00002985	TFCN25331D1_003991-T1	DBVPG3775_000115-T1
GF00002986	TFCN25331D1_008460-T1	DBVPG3775_005897-T1
GF00002987	TFCN25331D1_003993-T1	DBVPG3775_000113-T1
GF00002988	TFCN25331D1_011143-T1	DBVPG3775_000112-T1
GF00002989	TFCN25331D1_003996-T1	DBVPG3775_000110-T1
GF00002990	TFCN25331D1_003997-T1	DBVPG3775_000109-T1
GF00002991	TFCN25331D1_003998-T1	DBVPG3775_000108-T1
GF00002992	TFCN25331D1_003999-T1	DBVPG3775_000107-T1
GF00002993	TFCN25331D1_004000-T1	DBVPG3775_000106-T1
GF00002994	TFCN25331D1_004002-T1	DBVPG3775_000104-T1
GF00002995	TFCN25331D1_004007-T1	DBVPG3775_000099-T1
GF00002996	TFCN25331D1_009968-T1	DBVPG3775_000097-T1
GF00002997	TFCN25331D1_009966-T1	DBVPG3775_000095-T1
GF00002998	TFCN25331D1_004012-T1	DBVPG3775_000093-T1
GF00002999	TFCN25331D1_009962-T1	DBVPG3775_000091-T1
GF00003000	TFCN25331D1_004015-T1	DBVPG3775_000090-T1
GF00003001	TFCN25331D1_004016-T1	DBVPG3775_000089-T1
GF00003002	TFCN25331D1_004017-T1	DBVPG3775_000088-T1
GF00003003	TFCN25331D1_004018-T1	DBVPG3775_000087-T1
GF00003004	TFCN25331D1_004019-T1	DBVPG3775_000086-T1
GF00003005	TFCN25331D1_009956-T1	DBVPG3775_000085-T1
GF00003006	TFCN25331D1_004022-T1	DBVPG3775_000083-T1
GF00003007	TFCN25331D1_009951-T1	DBVPG3775_000080-T1
GF00003008	TFCN25331D1_004027-T1	DBVPG3775_000078-T1
GF00003009	TFCN25331D1_004028-T1	DBVPG3775_000077-T1
GF00003010	TFCN25331D1_004029-T1	DBVPG3775_000076-T1
GF00003011	TFCN25331D1_004030-T1	DBVPG3775_000075-T1
GF00003012	TFCN25331D1_009945-T1	DBVPG3775_000074-T1
GF00003013	TFCN25331D1_004033-T1	DBVPG3775_000072-T1
GF00003014	TFCN25331D1_004035-T1	DBVPG3775_000069-T1
GF00003015	TFCN25331D1_004037-T1	DBVPG3775_000067-T1
GF00003016	TFCN25331D1_013448-T1	DBVPG3775_006782-T1
GF00003017	TFCN25331D1_009934-T1	DBVPG3775_000064-T1
GF00003018	TFCN25331D1_004041-T1	DBVPG3775_000063-T1
GF00003019	TFCN25331D1_004043-T1	DBVPG3775_000061-T1
GF00003020	TFCN25331D1_004044-T1	DBVPG3775_000060-T1
GF00003021	TFCN25331D1_009928-T1	DBVPG3775_000056-T1
GF00003022	TFCN25331D1_004049-T1	DBVPG3775_000055-T1
GF00003023	TFCN25331D1_009925-T1	DBVPG3775_000053-T1
GF00003024	TFCN25331D1_009923-T1	DBVPG3775_000051-T1
GF00003025	TFCN25331D1_004054-T1	DBVPG3775_000050-T1
GF00003026	TFCN25331D1_004056-T1	DBVPG3775_000048-T1
GF00003027	TFCN25331D1_011198-T1	DBVPG3775_000047-T1
