	Rhodotorula_mucilaginosa_DBVPG_3857.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00003089	DBVPG3857_003568-T1	DBVPG3775_000407-T1
GF00003090	DBVPG3857_012116-T1	DBVPG3775_000405-T1
GF00003091	DBVPG3857_012115-T1	DBVPG3775_000404-T1
GF00003092	DBVPG3857_003572-T1	DBVPG3775_000403-T1
GF00003093	DBVPG3857_012113-T1	DBVPG3775_000402-T1
GF00003094	DBVPG3857_003574-T1	DBVPG3775_000401-T1
GF00003095	DBVPG3857_003579-T1	DBVPG3775_000396-T1
GF00003096	DBVPG3857_003581-T1	DBVPG3775_000394-T1
GF00003097	DBVPG3857_003582-T1	DBVPG3775_000393-T1
GF00003098	DBVPG3857_003583-T1	DBVPG3775_000392-T1
GF00003099	DBVPG3857_003584-T1	DBVPG3775_000391-T1
GF00003100	DBVPG3857_003585-T1	DBVPG3775_000390-T1
GF00003101	DBVPG3857_003586-T1	DBVPG3775_000389-T1
GF00003102	DBVPG3857_013242-T1	DBVPG3775_000386-T1
GF00003103	DBVPG3857_003590-T1	DBVPG3775_000385-T1
GF00003104	DBVPG3857_003592-T1	DBVPG3775_000383-T1
GF00003105	DBVPG3857_003593-T1	DBVPG3775_000382-T1
GF00003106	DBVPG3857_003595-T1	DBVPG3775_000381-T1
GF00003107	DBVPG3857_003603-T1	DBVPG3775_000373-T1
GF00003108	DBVPG3857_011488-T1	DBVPG3775_000370-T1
GF00003109	DBVPG3857_003606-T1	DBVPG3775_000369-T1
GF00003110	DBVPG3857_003610-T1	DBVPG3775_000363-T1
GF00003111	DBVPG3857_003611-T1	DBVPG3775_000362-T1
GF00003112	DBVPG3857_003612-T1	DBVPG3775_000359-T1
GF00003113	DBVPG3857_011501-T1	DBVPG3775_000358-T1
GF00003114	DBVPG3857_003615-T1	DBVPG3775_000356-T1
GF00003115	DBVPG3857_011504-T1	DBVPG3775_000355-T1
GF00003116	DBVPG3857_011506-T1	DBVPG3775_000353-T1
GF00003117	DBVPG3857_003619-T1	DBVPG3775_000352-T1
GF00003118	DBVPG3857_011510-T1	DBVPG3775_000349-T1
GF00003119	DBVPG3857_003624-T1	DBVPG3775_000348-T1
GF00003120	DBVPG3857_011512-T1	DBVPG3775_000347-T1
GF00003121	DBVPG3857_003630-T1	DBVPG3775_000342-T1
GF00003122	DBVPG3857_004704-T1	DBVPG3775_000341-T1
GF00003123	DBVPG3857_004703-T1	DBVPG3775_000340-T1
GF00003124	DBVPG3857_013602-T1	DBVPG3775_003431-T1
GF00003125	DBVPG3857_013601-T1	DBVPG3775_003432-T1
GF00003126	DBVPG3857_013600-T1	DBVPG3775_003433-T1
GF00003127	DBVPG3857_003640-T1	DBVPG3775_003434-T1
GF00003128	DBVPG3857_003641-T1	DBVPG3775_003435-T1
GF00003129	DBVPG3857_003642-T1	DBVPG3775_003436-T1
GF00003130	DBVPG3857_003644-T1	DBVPG3775_003437-T1
GF00003131	DBVPG3857_013594-T1	DBVPG3775_003438-T1
GF00003132	DBVPG3857_003647-T1	DBVPG3775_003440-T1
GF00003133	DBVPG3857_003649-T1	DBVPG3775_003442-T1
GF00003134	DBVPG3857_003654-T1	DBVPG3775_003467-T1
GF00003135	DBVPG3857_004166-T1	DBVPG3775_003468-T1
GF00003136	DBVPG3857_004165-T1	DBVPG3775_003469-T1
GF00003137	DBVPG3857_003661-T1	DBVPG3775_003472-T1
GF00003138	DBVPG3857_003662-T1	DBVPG3775_003473-T1
GF00003139	DBVPG3857_003663-T1	DBVPG3775_003474-T1
GF00003140	DBVPG3857_004159-T1	DBVPG3775_003475-T1
GF00003141	DBVPG3857_004158-T1	DBVPG3775_003476-T1
GF00003142	DBVPG3857_003666-T1	DBVPG3775_003477-T1
GF00003143	DBVPG3857_003667-T1	DBVPG3775_003478-T1
GF00003144	DBVPG3857_004144-T1	DBVPG3775_003490-T1
GF00003145	DBVPG3857_003669-T1	DBVPG3775_003480-T1
GF00003146	DBVPG3857_003671-T1	DBVPG3775_003482-T1
GF00003147	DBVPG3857_003672-T1	DBVPG3775_003483-T1
GF00003148	DBVPG3857_003673-T1	DBVPG3775_003484-T1
GF00003149	DBVPG3857_004149-T1	DBVPG3775_003485-T1
GF00003150	DBVPG3857_004148-T1	DBVPG3775_003486-T1
GF00003151	DBVPG3857_004146-T1	DBVPG3775_003488-T1
GF00003152	DBVPG3857_003681-T1	DBVPG3775_003492-T1
GF00003153	DBVPG3857_003682-T1	DBVPG3775_003493-T1
GF00003154	DBVPG3857_003683-T1	DBVPG3775_003494-T1
GF00003155	DBVPG3857_003684-T1	DBVPG3775_003495-T1
GF00003156	DBVPG3857_003687-T1	DBVPG3775_003498-T1
GF00003157	DBVPG3857_003688-T1	DBVPG3775_003499-T1
GF00003158	DBVPG3857_004134-T1	DBVPG3775_003500-T1
GF00003159	DBVPG3857_004130-T1	DBVPG3775_003504-T1
GF00003160	DBVPG3857_003692-T1	DBVPG3775_003505-T1
GF00003161	DBVPG3857_004128-T1	DBVPG3775_003506-T1
GF00003162	DBVPG3857_003694-T1	DBVPG3775_003507-T1
GF00003163	DBVPG3857_004126-T1	DBVPG3775_003508-T1
GF00003164	DBVPG3857_004125-T1	DBVPG3775_003509-T1
GF00003165	DBVPG3857_014603-T1	DBVPG3775_003445-T1
GF00003166	DBVPG3857_014602-T1	DBVPG3775_003444-T1
GF00003167	DBVPG3857_003704-T1	DBVPG3775_003513-T1
GF00003168	DBVPG3857_003705-T1	DBVPG3775_003514-T1
GF00003169	DBVPG3857_010075-T1	DBVPG3775_001409-T1
GF00003170	DBVPG3857_004118-T1	DBVPG3775_003515-T1
GF00003171	DBVPG3857_004117-T1	DBVPG3775_003516-T1
GF00003172	DBVPG3857_004116-T1	DBVPG3775_003517-T1
GF00003173	DBVPG3857_004115-T1	DBVPG3775_003518-T1
GF00003174	DBVPG3857_003710-T1	DBVPG3775_003519-T1
GF00003175	DBVPG3857_003712-T1	DBVPG3775_003521-T1
GF00003176	DBVPG3857_010964-T1	DBVPG3775_004694-T1
GF00003177	DBVPG3857_003715-T1	DBVPG3775_006851-T1
GF00003178	DBVPG3857_003717-T1	DBVPG3775_006849-T1
GF00003179	DBVPG3857_014323-T1	DBVPG3775_006847-T1
GF00003180	DBVPG3857_014322-T1	DBVPG3775_006846-T1
GF00003181	DBVPG3857_003720-T1	DBVPG3775_006845-T1
GF00003182	DBVPG3857_003726-T1	DBVPG3775_006840-T1
GF00003183	DBVPG3857_003727-T1	DBVPG3775_006839-T1
GF00003184	DBVPG3857_014587-T1	DBVPG3775_006838-T1
GF00003185	DBVPG3857_014605-T1	DBVPG3775_006835-T1
GF00003186	DBVPG3857_003732-T1	DBVPG3775_006834-T1
GF00003187	DBVPG3857_003733-T1	DBVPG3775_006832-T1
GF00003188	DBVPG3857_003734-T1	DBVPG3775_006831-T1
GF00003189	DBVPG3857_003739-T1	DBVPG3775_006824-T1
GF00003190	DBVPG3857_003740-T1	DBVPG3775_006823-T1
GF00003191	DBVPG3857_012342-T1	DBVPG3775_006820-T1
GF00003192	DBVPG3857_003744-T1	DBVPG3775_006819-T1
GF00003193	DBVPG3857_013993-T1	DBVPG3775_006817-T1
GF00003194	DBVPG3857_003747-T1	DBVPG3775_006816-T1
GF00003195	DBVPG3857_003748-T1	DBVPG3775_006815-T1
GF00003196	DBVPG3857_013990-T1	DBVPG3775_006900-T1
GF00003197	DBVPG3857_003750-T1	DBVPG3775_006899-T1
GF00003198	DBVPG3857_003753-T1	DBVPG3775_006895-T1
GF00003199	DBVPG3857_003754-T1	DBVPG3775_006894-T1
GF00003200	DBVPG3857_003755-T1	DBVPG3775_006893-T1
GF00003201	DBVPG3857_003757-T1	DBVPG3775_006891-T1
GF00003202	DBVPG3857_003763-T1	DBVPG3775_006884-T1
GF00003203	DBVPG3857_013019-T1	DBVPG3775_006883-T1
GF00003204	DBVPG3857_013020-T1	DBVPG3775_006882-T1
GF00003205	DBVPG3857_003773-T1	DBVPG3775_006875-T1
GF00003206	DBVPG3857_003774-T1	DBVPG3775_006874-T1
GF00003207	DBVPG3857_003775-T1	DBVPG3775_006873-T1
GF00003208	DBVPG3857_003777-T1	DBVPG3775_006871-T1
GF00003209	DBVPG3857_012196-T1	DBVPG3775_006870-T1
GF00003210	DBVPG3857_012197-T1	DBVPG3775_006868-T1
GF00003211	DBVPG3857_003787-T1	DBVPG3775_006861-T1
GF00003212	DBVPG3857_003788-T1	DBVPG3775_006860-T1
GF00003213	DBVPG3857_003790-T1	DBVPG3775_003590-T1
GF00003214	DBVPG3857_003791-T1	DBVPG3775_003591-T1
GF00003215	DBVPG3857_003792-T1	DBVPG3775_003592-T1
GF00003216	DBVPG3857_004263-T1	DBVPG3775_003593-T1
GF00003217	DBVPG3857_004262-T1	DBVPG3775_003594-T1
GF00003218	DBVPG3857_004261-T1	DBVPG3775_003595-T1
GF00003219	DBVPG3857_003797-T1	DBVPG3775_003597-T1
GF00003220	DBVPG3857_003798-T1	DBVPG3775_003598-T1
GF00003221	DBVPG3857_004253-T1	DBVPG3775_003603-T1
GF00003222	DBVPG3857_003804-T1	DBVPG3775_003604-T1
GF00003223	DBVPG3857_003805-T1	DBVPG3775_003605-T1
GF00003224	DBVPG3857_004248-T1	DBVPG3775_003608-T1
GF00003225	DBVPG3857_004247-T1	DBVPG3775_003610-T1
GF00003226	DBVPG3857_003811-T1	DBVPG3775_003611-T1
GF00003227	DBVPG3857_004244-T1	DBVPG3775_003613-T1
GF00003228	DBVPG3857_004243-T1	DBVPG3775_003614-T1
GF00003229	DBVPG3857_004241-T1	DBVPG3775_003617-T1
GF00003230	DBVPG3857_003817-T1	DBVPG3775_003618-T1
GF00003231	DBVPG3857_003818-T1	DBVPG3775_003619-T1
GF00003232	DBVPG3857_003819-T1	DBVPG3775_003620-T1
GF00003233	DBVPG3857_003820-T1	DBVPG3775_003621-T1
GF00003234	DBVPG3857_004236-T1	DBVPG3775_003622-T1
GF00003235	DBVPG3857_003823-T1	DBVPG3775_003624-T1
GF00003236	DBVPG3857_003824-T1	DBVPG3775_003625-T1
GF00003237	DBVPG3857_003825-T1	DBVPG3775_003626-T1
GF00003238	DBVPG3857_003826-T1	DBVPG3775_003627-T1
GF00003239	DBVPG3857_003827-T1	DBVPG3775_003628-T1
GF00003240	DBVPG3857_004229-T1	DBVPG3775_003629-T1
GF00003241	DBVPG3857_004228-T1	DBVPG3775_003630-T1
GF00003242	DBVPG3857_003830-T1	DBVPG3775_003631-T1
GF00003243	DBVPG3857_003832-T1	DBVPG3775_003633-T1
GF00003244	DBVPG3857_003833-T1	DBVPG3775_003634-T1
GF00003245	DBVPG3857_004221-T1	DBVPG3775_003636-T1
GF00003246	DBVPG3857_003836-T1	DBVPG3775_003637-T1
GF00003247	DBVPG3857_004217-T1	DBVPG3775_003640-T1
GF00003248	DBVPG3857_004213-T1	DBVPG3775_003644-T1
GF00003249	DBVPG3857_003846-T1	DBVPG3775_003647-T1
GF00003250	DBVPG3857_004209-T1	DBVPG3775_003648-T1
GF00003251	DBVPG3857_010928-T1	DBVPG3775_004668-T1
GF00003252	DBVPG3857_003853-T1	DBVPG3775_003654-T1
GF00003253	DBVPG3857_003855-T1	DBVPG3775_003656-T1
GF00003254	DBVPG3857_004203-T1	DBVPG3775_003658-T1
GF00003255	DBVPG3857_004202-T1	DBVPG3775_003659-T1
GF00003256	DBVPG3857_004201-T1	DBVPG3775_003660-T1
GF00003257	DBVPG3857_004200-T1	DBVPG3775_003661-T1
GF00003258	DBVPG3857_004199-T1	DBVPG3775_003662-T1
GF00003259	DBVPG3857_003864-T1	DBVPG3775_003665-T1
GF00003260	DBVPG3857_003865-T1	DBVPG3775_003666-T1
GF00003261	DBVPG3857_003866-T1	DBVPG3775_003667-T1
GF00003262	DBVPG3857_004192-T1	DBVPG3775_003668-T1
GF00003263	DBVPG3857_013921-T1	DBVPG3775_003669-T1
GF00003264	DBVPG3857_003869-T1	DBVPG3775_003670-T1
GF00003265	DBVPG3857_003883-T1	DBVPG3775_005589-T1
GF00003266	DBVPG3857_005121-T1	DBVPG3775_005590-T1
GF00003267	DBVPG3857_005122-T1	DBVPG3775_005591-T1
GF00003268	DBVPG3857_005123-T1	DBVPG3775_005592-T1
GF00003269	DBVPG3857_005124-T1	DBVPG3775_005593-T1
GF00003270	DBVPG3857_003888-T1	DBVPG3775_005594-T1
GF00003271	DBVPG3857_003900-T1	DBVPG3775_005600-T1
GF00003272	DBVPG3857_005132-T1	DBVPG3775_005601-T1
GF00003273	DBVPG3857_005136-T1	DBVPG3775_005605-T1
GF00003274	DBVPG3857_005137-T1	DBVPG3775_005606-T1
GF00003275	DBVPG3857_005138-T1	DBVPG3775_005607-T1
GF00003276	DBVPG3857_003908-T1	DBVPG3775_005608-T1
GF00003277	DBVPG3857_005141-T1	DBVPG3775_005610-T1
GF00003278	DBVPG3857_005142-T1	DBVPG3775_005611-T1
GF00003279	DBVPG3857_005144-T1	DBVPG3775_005614-T1
GF00003280	DBVPG3857_005145-T1	DBVPG3775_005615-T1
GF00003281	DBVPG3857_005147-T1	DBVPG3775_005617-T1
GF00003282	DBVPG3857_003918-T1	DBVPG3775_005619-T1
GF00003283	DBVPG3857_005150-T1	DBVPG3775_005620-T1
GF00003284	DBVPG3857_003923-T1	DBVPG3775_005623-T1
GF00003285	DBVPG3857_005156-T1	DBVPG3775_005624-T1
GF00003286	DBVPG3857_005157-T1	DBVPG3775_005625-T1
GF00003287	DBVPG3857_005159-T1	DBVPG3775_005627-T1
GF00003288	DBVPG3857_010251-T1	DBVPG3775_001450-T1
GF00003289	DBVPG3857_005163-T1	DBVPG3775_005630-T1
GF00003290	DBVPG3857_003934-T1	DBVPG3775_005631-T1
GF00003291	DBVPG3857_005167-T1	DBVPG3775_005634-T1
GF00003292	DBVPG3857_012409-T1	DBVPG3775_007345-T1
GF00003293	DBVPG3857_003950-T1	DBVPG3775_007340-T1
GF00003294	DBVPG3857_012403-T1	DBVPG3775_007339-T1
GF00003295	DBVPG3857_003953-T1	DBVPG3775_000880-T1
GF00003296	DBVPG3857_003955-T1	DBVPG3775_000882-T1
GF00003297	DBVPG3857_003956-T1	DBVPG3775_000883-T1
GF00003298	DBVPG3857_004027-T1	DBVPG3775_000884-T1
GF00003299	DBVPG3857_004026-T1	DBVPG3775_000885-T1
GF00003300	DBVPG3857_003959-T1	DBVPG3775_000887-T1
GF00003301	DBVPG3857_003960-T1	DBVPG3775_000888-T1
GF00003302	DBVPG3857_004022-T1	DBVPG3775_000889-T1
GF00003303	DBVPG3857_004021-T1	DBVPG3775_000890-T1
GF00003304	DBVPG3857_003964-T1	DBVPG3775_000892-T1
GF00003305	DBVPG3857_003965-T1	DBVPG3775_000893-T1
GF00003306	DBVPG3857_003966-T1	DBVPG3775_000894-T1
GF00003307	DBVPG3857_004016-T1	DBVPG3775_000895-T1
GF00003308	DBVPG3857_003968-T1	DBVPG3775_000896-T1
GF00003309	DBVPG3857_004014-T1	DBVPG3775_000897-T1
GF00003310	DBVPG3857_004010-T1	DBVPG3775_000901-T1
GF00003311	DBVPG3857_004007-T1	DBVPG3775_000903-T1
GF00003312	DBVPG3857_003976-T1	DBVPG3775_000904-T1
GF00003313	DBVPG3857_003977-T1	DBVPG3775_000905-T1
GF00003314	DBVPG3857_004004-T1	DBVPG3775_000906-T1
GF00003315	DBVPG3857_003979-T1	DBVPG3775_000931-T1
GF00003316	DBVPG3857_003980-T1	DBVPG3775_000930-T1
GF00003317	DBVPG3857_013948-T1	DBVPG3775_000929-T1
GF00003318	DBVPG3857_014855-T1	DBVPG3775_000927-T1
GF00003319	DBVPG3857_003985-T1	DBVPG3775_000925-T1
GF00003320	DBVPG3857_003989-T1	DBVPG3775_000921-T1
GF00003321	DBVPG3857_003990-T1	DBVPG3775_000920-T1
GF00003322	DBVPG3857_003991-T1	DBVPG3775_000919-T1
GF00003323	DBVPG3857_003992-T1	DBVPG3775_000918-T1
GF00003324	DBVPG3857_010704-T1	DBVPG3775_000917-T1
GF00003325	DBVPG3857_003994-T1	DBVPG3775_000916-T1
GF00003326	DBVPG3857_003997-T1	DBVPG3775_000914-T1
GF00003327	DBVPG3857_004000-T1	DBVPG3775_000911-T1
GF00003328	DBVPG3857_004001-T1	DBVPG3775_000910-T1
GF00003329	DBVPG3857_012290-T1	DBVPG3775_005543-T1
GF00003330	DBVPG3857_012289-T1	DBVPG3775_005542-T1
GF00003331	DBVPG3857_004053-T1	DBVPG3775_005539-T1
GF00003332	DBVPG3857_012285-T1	DBVPG3775_005538-T1
GF00003333	DBVPG3857_004055-T1	DBVPG3775_005537-T1
GF00003334	DBVPG3857_004056-T1	DBVPG3775_005536-T1
GF00003335	DBVPG3857_004057-T1	DBVPG3775_005535-T1
GF00003336	DBVPG3857_004060-T1	DBVPG3775_005532-T1
GF00003337	DBVPG3857_012276-T1	DBVPG3775_005530-T1
GF00003338	DBVPG3857_004064-T1	DBVPG3775_005527-T1
GF00003339	DBVPG3857_004066-T1	DBVPG3775_005524-T1
GF00003340	DBVPG3857_004070-T1	DBVPG3775_005458-T1
GF00003341	DBVPG3857_011223-T1	DBVPG3775_001521-T1
GF00003342	DBVPG3857_005598-T1	DBVPG3775_005459-T1
GF00003343	DBVPG3857_005599-T1	DBVPG3775_005460-T1
GF00003344	DBVPG3857_004073-T1	DBVPG3775_005461-T1
GF00003345	DBVPG3857_005601-T1	DBVPG3775_005462-T1
GF00003346	DBVPG3857_005602-T1	DBVPG3775_005463-T1
GF00003347	DBVPG3857_005603-T1	DBVPG3775_005464-T1
GF00003348	DBVPG3857_004077-T1	DBVPG3775_005465-T1
GF00003349	DBVPG3857_005606-T1	DBVPG3775_005467-T1
GF00003350	DBVPG3857_004080-T1	DBVPG3775_005468-T1
GF00003351	DBVPG3857_005608-T1	DBVPG3775_005469-T1
GF00003352	DBVPG3857_005609-T1	DBVPG3775_005470-T1
GF00003353	DBVPG3857_005610-T1	DBVPG3775_005471-T1
GF00003354	DBVPG3857_005612-T1	DBVPG3775_005474-T1
GF00003355	DBVPG3857_005617-T1	DBVPG3775_005479-T1
GF00003356	DBVPG3857_005619-T1	DBVPG3775_005481-T1
GF00003357	DBVPG3857_005620-T1	DBVPG3775_005482-T1
GF00003358	DBVPG3857_004095-T1	DBVPG3775_005484-T1
GF00003359	DBVPG3857_005624-T1	DBVPG3775_005486-T1
GF00003360	DBVPG3857_004098-T1	DBVPG3775_005487-T1
GF00003361	DBVPG3857_005626-T1	DBVPG3775_005488-T1
GF00003362	DBVPG3857_004100-T1	DBVPG3775_005489-T1
GF00003363	DBVPG3857_004103-T1	DBVPG3775_005492-T1
GF00003364	DBVPG3857_004104-T1	DBVPG3775_005493-T1
GF00003365	DBVPG3857_004105-T1	DBVPG3775_005494-T1
GF00003366	DBVPG3857_005633-T1	DBVPG3775_005495-T1
GF00003367	DBVPG3857_004107-T1	DBVPG3775_005496-T1
GF00003368	DBVPG3857_004108-T1	DBVPG3775_005497-T1
GF00003369	DBVPG3857_005636-T1	DBVPG3775_005498-T1
GF00003370	DBVPG3857_012822-T1	DBVPG3775_004496-T1
GF00003371	DBVPG3857_004270-T1	DBVPG3775_004498-T1
GF00003372	DBVPG3857_004271-T1	DBVPG3775_004499-T1
GF00003373	DBVPG3857_004272-T1	DBVPG3775_004500-T1
GF00003374	DBVPG3857_012849-T1	DBVPG3775_004501-T1
GF00003375	DBVPG3857_004278-T1	DBVPG3775_004506-T1
GF00003376	DBVPG3857_012843-T1	DBVPG3775_004507-T1
GF00003377	DBVPG3857_012842-T1	DBVPG3775_004508-T1
GF00003378	DBVPG3857_012841-T1	DBVPG3775_004509-T1
GF00003379	DBVPG3857_012839-T1	DBVPG3775_004511-T1
GF00003380	DBVPG3857_004286-T1	DBVPG3775_004514-T1
GF00003381	DBVPG3857_006822-T1	DBVPG3775_004522-T1
GF00003382	DBVPG3857_006819-T1	DBVPG3775_004524-T1
GF00003383	DBVPG3857_004292-T1	DBVPG3775_004525-T1
GF00003384	DBVPG3857_004293-T1	DBVPG3775_004526-T1
GF00003385	DBVPG3857_006816-T1	DBVPG3775_004527-T1
GF00003386	DBVPG3857_006815-T1	DBVPG3775_004528-T1
GF00003387	DBVPG3857_006814-T1	DBVPG3775_004529-T1
GF00003388	DBVPG3857_004297-T1	DBVPG3775_004530-T1
GF00003389	DBVPG3857_004298-T1	DBVPG3775_004531-T1
GF00003390	DBVPG3857_006811-T1	DBVPG3775_004532-T1
GF00003391	DBVPG3857_006809-T1	DBVPG3775_004534-T1
GF00003392	DBVPG3857_006806-T1	DBVPG3775_004537-T1
GF00003393	DBVPG3857_004308-T1	DBVPG3775_004539-T1
GF00003394	DBVPG3857_006801-T1	DBVPG3775_004542-T1
GF00003395	DBVPG3857_006800-T1	DBVPG3775_004543-T1
GF00003396	DBVPG3857_006797-T1	DBVPG3775_004546-T1
GF00003397	DBVPG3857_006796-T1	DBVPG3775_004547-T1
GF00003398	DBVPG3857_004316-T1	DBVPG3775_004548-T1
GF00003399	DBVPG3857_006793-T1	DBVPG3775_004550-T1
GF00003400	DBVPG3857_004320-T1	DBVPG3775_004551-T1
GF00003401	DBVPG3857_004321-T1	DBVPG3775_004552-T1
GF00003402	DBVPG3857_004323-T1	DBVPG3775_004554-T1
GF00003403	DBVPG3857_004324-T1	DBVPG3775_004555-T1
GF00003404	DBVPG3857_004327-T1	DBVPG3775_004560-T1
GF00003405	DBVPG3857_006782-T1	DBVPG3775_004561-T1
GF00003406	DBVPG3857_006781-T1	DBVPG3775_004562-T1
GF00003407	DBVPG3857_006778-T1	DBVPG3775_004565-T1
GF00003408	DBVPG3857_004334-T1	DBVPG3775_004567-T1
GF00003409	DBVPG3857_013401-T1	DBVPG3775_003394-T1
GF00003410	DBVPG3857_013402-T1	DBVPG3775_003395-T1
GF00003411	DBVPG3857_013404-T1	DBVPG3775_003397-T1
GF00003412	DBVPG3857_013405-T1	DBVPG3775_003398-T1
GF00003413	DBVPG3857_004342-T1	DBVPG3775_003400-T1
GF00003414	DBVPG3857_004343-T1	DBVPG3775_003401-T1
GF00003415	DBVPG3857_004344-T1	DBVPG3775_003402-T1
GF00003416	DBVPG3857_014056-T1	DBVPG3775_000961-T1
GF00003417	DBVPG3857_004347-T1	DBVPG3775_003405-T1
GF00003418	DBVPG3857_004348-T1	DBVPG3775_003406-T1
GF00003419	DBVPG3857_004350-T1	DBVPG3775_003408-T1
GF00003420	DBVPG3857_004352-T1	DBVPG3775_003410-T1
GF00003421	DBVPG3857_004354-T1	DBVPG3775_003412-T1
GF00003422	DBVPG3857_011327-T1	DBVPG3775_003413-T1
GF00003423	DBVPG3857_004359-T1	DBVPG3775_006650-T1
GF00003424	DBVPG3857_004360-T1	DBVPG3775_006651-T1
GF00003425	DBVPG3857_004362-T1	DBVPG3775_006653-T1
GF00003426	DBVPG3857_009996-T1	DBVPG3775_006657-T1
GF00003427	DBVPG3857_004368-T1	DBVPG3775_006660-T1
GF00003428	DBVPG3857_009999-T1	DBVPG3775_006661-T1
GF00003429	DBVPG3857_004371-T1	DBVPG3775_006663-T1
GF00003430	DBVPG3857_004372-T1	DBVPG3775_006664-T1
GF00003431	DBVPG3857_010003-T1	DBVPG3775_006665-T1
GF00003432	DBVPG3857_004374-T1	DBVPG3775_006666-T1
GF00003433	DBVPG3857_010006-T1	DBVPG3775_006668-T1
GF00003434	DBVPG3857_004379-T1	DBVPG3775_006671-T1
GF00003435	DBVPG3857_004380-T1	DBVPG3775_006672-T1
GF00003436	DBVPG3857_010012-T1	DBVPG3775_006674-T1
GF00003437	DBVPG3857_004383-T1	DBVPG3775_006675-T1
GF00003438	DBVPG3857_010014-T1	DBVPG3775_006676-T1
GF00003439	DBVPG3857_010016-T1	DBVPG3775_006678-T1
GF00003440	DBVPG3857_004387-T1	DBVPG3775_006679-T1
GF00003441	DBVPG3857_004389-T1	DBVPG3775_006680-T1
GF00003442	DBVPG3857_004390-T1	DBVPG3775_006681-T1
GF00003443	DBVPG3857_004391-T1	DBVPG3775_006682-T1
GF00003444	DBVPG3857_004392-T1	DBVPG3775_006683-T1
GF00003445	DBVPG3857_004394-T1	DBVPG3775_006686-T1
GF00003446	DBVPG3857_004395-T1	DBVPG3775_006687-T1
GF00003447	DBVPG3857_010026-T1	DBVPG3775_006688-T1
GF00003448	DBVPG3857_010027-T1	DBVPG3775_006689-T1
GF00003449	DBVPG3857_004398-T1	DBVPG3775_006690-T1
GF00003450	DBVPG3857_004401-T1	DBVPG3775_005953-T1
GF00003451	DBVPG3857_004402-T1	DBVPG3775_005954-T1
GF00003452	DBVPG3857_004403-T1	DBVPG3775_005955-T1
GF00003453	DBVPG3857_005418-T1	DBVPG3775_005956-T1
GF00003454	DBVPG3857_004407-T1	DBVPG3775_005958-T1
GF00003455	DBVPG3857_005413-T1	DBVPG3775_005961-T1
GF00003456	DBVPG3857_004416-T1	DBVPG3775_000694-T1
GF00003457	DBVPG3857_007840-T1	DBVPG3775_000691-T1
GF00003458	DBVPG3857_004420-T1	DBVPG3775_000690-T1
GF00003459	DBVPG3857_004421-T1	DBVPG3775_000689-T1
GF00003460	DBVPG3857_004422-T1	DBVPG3775_000688-T1
GF00003461	DBVPG3857_004423-T1	DBVPG3775_000687-T1
GF00003462	DBVPG3857_007845-T1	DBVPG3775_000686-T1
GF00003463	DBVPG3857_007847-T1	DBVPG3775_000684-T1
GF00003464	DBVPG3857_007848-T1	DBVPG3775_000683-T1
GF00003465	DBVPG3857_007849-T1	DBVPG3775_000682-T1
GF00003466	DBVPG3857_004429-T1	DBVPG3775_000681-T1
GF00003467	DBVPG3857_007851-T1	DBVPG3775_000680-T1
GF00003468	DBVPG3857_005886-T1	DBVPG3775_006100-T1
GF00003469	DBVPG3857_007852-T1	DBVPG3775_000679-T1
GF00003470	DBVPG3857_004432-T1	DBVPG3775_000678-T1
GF00003471	DBVPG3857_004436-T1	DBVPG3775_000674-T1
GF00003472	DBVPG3857_007858-T1	DBVPG3775_000673-T1
GF00003473	DBVPG3857_004438-T1	DBVPG3775_000672-T1
GF00003474	DBVPG3857_004439-T1	DBVPG3775_000671-T1
GF00003475	DBVPG3857_004440-T1	DBVPG3775_000670-T1
GF00003476	DBVPG3857_007863-T1	DBVPG3775_000669-T1
GF00003477	DBVPG3857_007865-T1	DBVPG3775_000667-T1
GF00003478	DBVPG3857_007866-T1	DBVPG3775_000666-T1
GF00003479	DBVPG3857_007867-T1	DBVPG3775_000665-T1
GF00003480	DBVPG3857_004447-T1	DBVPG3775_000663-T1
GF00003481	DBVPG3857_007870-T1	DBVPG3775_000662-T1
GF00003482	DBVPG3857_004450-T1	DBVPG3775_000660-T1
GF00003483	DBVPG3857_004452-T1	DBVPG3775_000658-T1
GF00003484	DBVPG3857_004453-T1	DBVPG3775_000657-T1
GF00003485	DBVPG3857_004458-T1	DBVPG3775_000652-T1
GF00003486	DBVPG3857_004459-T1	DBVPG3775_000651-T1
GF00003487	DBVPG3857_014999-T1	DBVPG3775_000648-T1
GF00003488	DBVPG3857_004465-T1	DBVPG3775_000645-T1
GF00003489	DBVPG3857_014555-T1	DBVPG3775_000643-T1
GF00003490	DBVPG3857_014556-T1	DBVPG3775_000642-T1
GF00003491	DBVPG3857_004470-T1	DBVPG3775_000641-T1
GF00003492	DBVPG3857_014558-T1	DBVPG3775_000640-T1
GF00003493	DBVPG3857_004473-T1	DBVPG3775_000638-T1
GF00003494	DBVPG3857_004474-T1	DBVPG3775_000637-T1
GF00003495	DBVPG3857_004479-T1	DBVPG3775_000631-T1
GF00003496	DBVPG3857_010693-T1	DBVPG3775_000630-T1
GF00003497	DBVPG3857_010690-T1	DBVPG3775_000628-T1
