	Rhodotorula_mucilaginosa_TFCN_17-0-2E390-2.cds.fa
GF00002755	TFCN1702E3902_002265-T1, TFCN1702E3902_003850-T1
GF00002756	TFCN1702E3902_005443-T1, TFCN1702E3902_006048-T1
GF00002757	TFCN1702E3902_012670-T1, TFCN1702E3902_007161-T1
GF00002758	TFCN1702E3902_006657-T1, TFCN1702E3902_000872-T1
GF00002759	TFCN1702E3902_012288-T1, TFCN1702E3902_009853-T1
GF00002760	TFCN1702E3902_007136-T1, TFCN1702E3902_009204-T1
GF00002761	TFCN1702E3902_012758-T1, TFCN1702E3902_012630-T1
GF00002762	TFCN1702E3902_009154-T1, TFCN1702E3902_009897-T1
GF00002763	TFCN1702E3902_005454-T1, TFCN1702E3902_006057-T1
GF00002764	TFCN1702E3902_002347-T1, TFCN1702E3902_003926-T1
GF00002765	TFCN1702E3902_004974-T1, TFCN1702E3902_007796-T1
GF00002766	TFCN1702E3902_011613-T1, TFCN1702E3902_009832-T1
GF00002767	TFCN1702E3902_008120-T1, TFCN1702E3902_002067-T1
GF00002768	TFCN1702E3902_002258-T1, TFCN1702E3902_003843-T1
GF00002769	TFCN1702E3902_001942-T1, TFCN1702E3902_001569-T1
GF00002770	TFCN1702E3902_007152-T1, TFCN1702E3902_009189-T1
GF00002771	TFCN1702E3902_002938-T1, TFCN1702E3902_000091-T1
GF00002772	TFCN1702E3902_011664-T1, TFCN1702E3902_008939-T1
GF00002773	TFCN1702E3902_009024-T1, TFCN1702E3902_012617-T1
GF00002774	TFCN1702E3902_008914-T1, TFCN1702E3902_011182-T1
GF00002775	TFCN1702E3902_002890-T1, TFCN1702E3902_000040-T1
GF00002776	TFCN1702E3902_000953-T1, TFCN1702E3902_004380-T1
GF00002777	TFCN1702E3902_001051-T1, TFCN1702E3902_005983-T1
GF00002778	TFCN1702E3902_001464-T1, TFCN1702E3902_003524-T1
GF00002779	TFCN1702E3902_010715-T1, TFCN1702E3902_005347-T1
GF00002780	TFCN1702E3902_011758-T1, TFCN1702E3902_011737-T1
GF00002781	TFCN1702E3902_005704-T1, TFCN1702E3902_010379-T1
GF00002782	TFCN1702E3902_008561-T1, TFCN1702E3902_012542-T1
GF00002783	TFCN1702E3902_009881-T1, TFCN1702E3902_009169-T1
GF00002784	TFCN1702E3902_010594-T1, TFCN1702E3902_007993-T1
GF00002785	TFCN1702E3902_007560-T1, TFCN1702E3902_005374-T1
GF00002786	TFCN1702E3902_011934-T1, TFCN1702E3902_012409-T1
GF00002787	TFCN1702E3902_005228-T1, TFCN1702E3902_003156-T1
GF00002788	TFCN1702E3902_006809-T1, TFCN1702E3902_004883-T1
GF00002789	TFCN1702E3902_001033-T1, TFCN1702E3902_011986-T1
GF00002790	TFCN1702E3902_010102-T1, TFCN1702E3902_011176-T1
GF00002791	TFCN1702E3902_001194-T1, TFCN1702E3902_000749-T1
GF00002792	TFCN1702E3902_009530-T1, TFCN1702E3902_004462-T1
GF00002793	TFCN1702E3902_003673-T1, TFCN1702E3902_009782-T1
GF00002794	TFCN1702E3902_007240-T1, TFCN1702E3902_006520-T1
GF00002795	TFCN1702E3902_010644-T1, TFCN1702E3902_012917-T1
GF00002796	TFCN1702E3902_010628-T1, TFCN1702E3902_011871-T1
GF00002797	TFCN1702E3902_006609-T1, TFCN1702E3902_009409-T1
GF00002798	TFCN1702E3902_002253-T1, TFCN1702E3902_003838-T1
GF00002799	TFCN1702E3902_011699-T1, TFCN1702E3902_008621-T1
GF00002800	TFCN1702E3902_012498-T1, TFCN1702E3902_007211-T1
GF00002801	TFCN1702E3902_001120-T1, TFCN1702E3902_000829-T1
GF00002802	TFCN1702E3902_011088-T1, TFCN1702E3902_000564-T1
GF00002803	TFCN1702E3902_008512-T1, TFCN1702E3902_008326-T1
GF00002804	TFCN1702E3902_000413-T1, TFCN1702E3902_011163-T1
GF00002805	TFCN1702E3902_006248-T1, TFCN1702E3902_000239-T1
GF00002806	TFCN1702E3902_003792-T1, TFCN1702E3902_004043-T1
GF00002807	TFCN1702E3902_011879-T1, TFCN1702E3902_010636-T1
GF00002808	TFCN1702E3902_009689-T1, TFCN1702E3902_009066-T1
GF00002809	TFCN1702E3902_002178-T1, TFCN1702E3902_004129-T1
GF00002810	TFCN1702E3902_004044-T1, TFCN1702E3902_003793-T1
GF00002811	TFCN1702E3902_000950-T1, TFCN1702E3902_004377-T1
GF00002812	TFCN1702E3902_003560-T1, TFCN1702E3902_001497-T1
GF00002813	TFCN1702E3902_000223-T1, TFCN1702E3902_009996-T1
GF00002814	TFCN1702E3902_008780-T1, TFCN1702E3902_009332-T1
GF00002815	TFCN1702E3902_011778-T1, TFCN1702E3902_006233-T1
GF00002816	TFCN1702E3902_000069-T1, TFCN1702E3902_002915-T1
GF00002817	TFCN1702E3902_005907-T1, TFCN1702E3902_006582-T1
GF00002818	TFCN1702E3902_001831-T1, TFCN1702E3902_000489-T1
GF00002819	TFCN1702E3902_002151-T1, TFCN1702E3902_004101-T1
GF00002820	TFCN1702E3902_001587-T1, TFCN1702E3902_001960-T1
GF00002821	TFCN1702E3902_001795-T1, TFCN1702E3902_006774-T1
GF00002822	TFCN1702E3902_006252-T1, TFCN1702E3902_000243-T1
GF00002823	TFCN1702E3902_007112-T1, TFCN1702E3902_012033-T1
GF00002824	TFCN1702E3902_002327-T1, TFCN1702E3902_003905-T1
GF00002825	TFCN1702E3902_006846-T1, TFCN1702E3902_004844-T1
GF00002826	TFCN1702E3902_002307-T1, TFCN1702E3902_003887-T1
GF00002827	TFCN1702E3902_007714-T1, TFCN1702E3902_010541-T1
GF00002828	TFCN1702E3902_007401-T1, TFCN1702E3902_005036-T1
GF00002829	TFCN1702E3902_003577-T1, TFCN1702E3902_005754-T1
GF00002830	TFCN1702E3902_006743-T1, TFCN1702E3902_001764-T1
GF00002831	TFCN1702E3902_003170-T1, TFCN1702E3902_005213-T1
GF00002832	TFCN1702E3902_012201-T1, TFCN1702E3902_010848-T1
GF00002833	TFCN1702E3902_003102-T1, TFCN1702E3902_005279-T1
GF00002834	TFCN1702E3902_007337-T1, TFCN1702E3902_007667-T1
GF00002835	TFCN1702E3902_008011-T1, TFCN1702E3902_007303-T1
GF00002836	TFCN1702E3902_005289-T1, TFCN1702E3902_003090-T1
GF00002837	TFCN1702E3902_012253-T1, TFCN1702E3902_004613-T1
GF00002838	TFCN1702E3902_004940-T1, TFCN1702E3902_002736-T1
GF00002839	TFCN1702E3902_003780-T1, TFCN1702E3902_004031-T1
GF00002840	TFCN1702E3902_004141-T1, TFCN1702E3902_002190-T1
GF00002841	TFCN1702E3902_007643-T1, TFCN1702E3902_007367-T1
GF00002842	TFCN1702E3902_006995-T1, TFCN1702E3902_006185-T1
GF00002843	TFCN1702E3902_003281-T1, TFCN1702E3902_002829-T1
GF00002844	TFCN1702E3902_012490-T1, TFCN1702E3902_000358-T1
GF00002845	TFCN1702E3902_008113-T1, TFCN1702E3902_002074-T1
GF00002846	TFCN1702E3902_000981-T1, TFCN1702E3902_004407-T1
GF00002847	TFCN1702E3902_003139-T1, TFCN1702E3902_005243-T1
GF00002848	TFCN1702E3902_006825-T1, TFCN1702E3902_004867-T1
GF00002849	TFCN1702E3902_011456-T1, TFCN1702E3902_006204-T1
GF00002850	TFCN1702E3902_010302-T1, TFCN1702E3902_011812-T1
GF00002851	TFCN1702E3902_009952-T1, TFCN1702E3902_002363-T1
GF00002852	TFCN1702E3902_000240-T1, TFCN1702E3902_006249-T1
GF00002853	TFCN1702E3902_011978-T1, TFCN1702E3902_001027-T1
GF00002854	TFCN1702E3902_008850-T1, TFCN1702E3902_008988-T1
GF00002855	TFCN1702E3902_012568-T1, TFCN1702E3902_005516-T1
GF00002856	TFCN1702E3902_011974-T1, TFCN1702E3902_001023-T1
GF00002857	TFCN1702E3902_005055-T1, TFCN1702E3902_007419-T1
GF00002858	TFCN1702E3902_005595-T1, TFCN1702E3902_005685-T1
GF00002859	TFCN1702E3902_006560-T1, TFCN1702E3902_007283-T1
GF00002860	TFCN1702E3902_005385-T1, TFCN1702E3902_007549-T1
GF00002861	TFCN1702E3902_004876-T1, TFCN1702E3902_006816-T1
GF00002862	TFCN1702E3902_000937-T1, TFCN1702E3902_004364-T1
GF00002863	TFCN1702E3902_006512-T1, TFCN1702E3902_007249-T1
GF00002864	TFCN1702E3902_001407-T1, TFCN1702E3902_003460-T1
GF00002865	TFCN1702E3902_004510-T1, TFCN1702E3902_009111-T1
GF00002866	TFCN1702E3902_006214-T1, TFCN1702E3902_011466-T1
GF00002867	TFCN1702E3902_000373-T1, TFCN1702E3902_012732-T1
GF00002868	TFCN1702E3902_010387-T1, TFCN1702E3902_005712-T1
GF00002869	TFCN1702E3902_008234-T1, TFCN1702E3902_010833-T1
GF00002870	TFCN1702E3902_011753-T1, TFCN1702E3902_011732-T1
GF00002871	TFCN1702E3902_007753-T1, TFCN1702E3902_012175-T1
GF00002872	TFCN1702E3902_007226-T1, TFCN1702E3902_010867-T1
GF00002873	TFCN1702E3902_009185-T1, TFCN1702E3902_007156-T1
GF00002874	TFCN1702E3902_001643-T1, TFCN1702E3902_002011-T1
GF00002875	TFCN1702E3902_008267-T1, TFCN1702E3902_005140-T1
GF00002876	TFCN1702E3902_002362-T1, TFCN1702E3902_003940-T1
GF00002877	TFCN1702E3902_002650-T1, TFCN1702E3902_012869-T1
GF00002878	TFCN1702E3902_007855-T1, TFCN1702E3902_010272-T1
GF00002879	TFCN1702E3902_002369-T1, TFCN1702E3902_009959-T1
GF00002880	TFCN1702E3902_000911-T1, TFCN1702E3902_004343-T1
GF00002881	TFCN1702E3902_004014-T1, TFCN1702E3902_003766-T1
GF00002882	TFCN1702E3902_005824-T1, TFCN1702E3902_010042-T1
GF00002883	TFCN1702E3902_009574-T1, TFCN1702E3902_002586-T1
GF00002884	TFCN1702E3902_008923-T1, TFCN1702E3902_012445-T1
GF00002885	TFCN1702E3902_002237-T1, TFCN1702E3902_004176-T1
GF00002886	TFCN1702E3902_008849-T1, TFCN1702E3902_008989-T1
GF00002887	TFCN1702E3902_002236-T1, TFCN1702E3902_004177-T1
GF00002888	TFCN1702E3902_006936-T1, TFCN1702E3902_008052-T1
GF00002889	TFCN1702E3902_000747-T1, TFCN1702E3902_001196-T1
GF00002890	TFCN1702E3902_011193-T1, TFCN1702E3902_010613-T1
GF00002891	TFCN1702E3902_006025-T1, TFCN1702E3902_005440-T1
GF00002892	TFCN1702E3902_012464-T1, TFCN1702E3902_011385-T1
GF00002893	TFCN1702E3902_010145-T1, TFCN1702E3902_004705-T1
GF00002894	TFCN1702E3902_012470-T1, TFCN1702E3902_012773-T1
GF00002895	TFCN1702E3902_009053-T1, TFCN1702E3902_009702-T1
GF00002896	TFCN1702E3902_011200-T1, TFCN1702E3902_002449-T1
GF00002897	TFCN1702E3902_006148-T1, TFCN1702E3902_002501-T1
GF00002898	TFCN1702E3902_012955-T1, TFCN1702E3902_005351-T1
GF00002899	TFCN1702E3902_010493-T1, TFCN1702E3902_012689-T1
GF00002900	TFCN1702E3902_008570-T1, TFCN1702E3902_008391-T1
GF00002901	TFCN1702E3902_003525-T1, TFCN1702E3902_001465-T1
GF00002902	TFCN1702E3902_001096-T1, TFCN1702E3902_005938-T1
GF00002903	TFCN1702E3902_001218-T1, TFCN1702E3902_000710-T1
GF00002904	TFCN1702E3902_001885-T1, TFCN1702E3902_000430-T1
GF00002905	TFCN1702E3902_005188-T1, TFCN1702E3902_011481-T1
GF00002906	TFCN1702E3902_003656-T1, TFCN1702E3902_009765-T1
GF00002907	TFCN1702E3902_008415-T1, TFCN1702E3902_011593-T1
GF00002908	TFCN1702E3902_002519-T1, TFCN1702E3902_006125-T1
GF00002909	TFCN1702E3902_009721-T1, TFCN1702E3902_009418-T1
GF00002910	TFCN1702E3902_006393-T1, TFCN1702E3902_009254-T1
GF00002911	TFCN1702E3902_010767-T1, TFCN1702E3902_000539-T1
GF00002912	TFCN1702E3902_011037-T1, TFCN1702E3902_008789-T1
GF00002913	TFCN1702E3902_005397-T1, TFCN1702E3902_010688-T1
GF00002914	TFCN1702E3902_007083-T1, TFCN1702E3902_003389-T1
GF00002915	TFCN1702E3902_001543-T1, TFCN1702E3902_001917-T1
GF00002916	TFCN1702E3902_008938-T1, TFCN1702E3902_011665-T1
GF00002917	TFCN1702E3902_006178-T1, TFCN1702E3902_006989-T1
GF00002918	TFCN1702E3902_001124-T1, TFCN1702E3902_000824-T1
GF00002919	TFCN1702E3902_008590-T1, TFCN1702E3902_008373-T1
GF00002920	TFCN1702E3902_009591-T1, TFCN1702E3902_002609-T1
GF00002921	TFCN1702E3902_009748-T1, TFCN1702E3902_007388-T1
GF00002922	TFCN1702E3902_008999-T1, TFCN1702E3902_008840-T1
GF00002923	TFCN1702E3902_004529-T1, TFCN1702E3902_012762-T1
GF00002924	TFCN1702E3902_003730-T1, TFCN1702E3902_003980-T1
GF00002925	TFCN1702E3902_007507-T1, TFCN1702E3902_010941-T1
GF00002926	TFCN1702E3902_002850-T1, TFCN1702E3902_003258-T1
GF00002927	TFCN1702E3902_008810-T1, TFCN1702E3902_011016-T1
GF00002928	TFCN1702E3902_004106-T1, TFCN1702E3902_002156-T1
GF00002929	TFCN1702E3902_011335-T1, TFCN1702E3902_000589-T1
GF00002930	TFCN1702E3902_005287-T1, TFCN1702E3902_003093-T1
GF00002931	TFCN1702E3902_007906-T1, TFCN1702E3902_012231-T1
GF00002932	TFCN1702E3902_009898-T1, TFCN1702E3902_009153-T1
GF00002933	TFCN1702E3902_006022-T1, TFCN1702E3902_005418-T1
GF00002934	TFCN1702E3902_011873-T1, TFCN1702E3902_010630-T1
GF00002935	TFCN1702E3902_002856-T1, TFCN1702E3902_003252-T1
GF00002936	TFCN1702E3902_002575-T1, TFCN1702E3902_009564-T1
GF00002937	TFCN1702E3902_005713-T1, TFCN1702E3902_010388-T1
GF00002938	TFCN1702E3902_011061-T1, TFCN1702E3902_002628-T1
GF00002939	TFCN1702E3902_010354-T1, TFCN1702E3902_012045-T1
GF00002940	TFCN1702E3902_006023-T1, TFCN1702E3902_005442-T1
GF00002941	TFCN1702E3902_003658-T1, TFCN1702E3902_009767-T1
GF00002942	TFCN1702E3902_005256-T1, TFCN1702E3902_003124-T1
GF00002943	TFCN1702E3902_010419-T1, TFCN1702E3902_009553-T1
GF00002944	TFCN1702E3902_012462-T1, TFCN1702E3902_011386-T1
GF00002945	TFCN1702E3902_007327-T1, TFCN1702E3902_007676-T1
GF00002946	TFCN1702E3902_001191-T1, TFCN1702E3902_000752-T1
GF00002947	TFCN1702E3902_000171-T1, TFCN1702E3902_003018-T1
GF00002948	TFCN1702E3902_008071-T1, TFCN1702E3902_006915-T1
GF00002949	TFCN1702E3902_004162-T1, TFCN1702E3902_002209-T1
GF00002950	TFCN1702E3902_009886-T1, TFCN1702E3902_009164-T1
GF00002951	TFCN1702E3902_002322-T1, TFCN1702E3902_003901-T1
GF00002952	TFCN1702E3902_000652-T1, TFCN1702E3902_001295-T1
GF00002953	TFCN1702E3902_003689-T1, TFCN1702E3902_009797-T1
GF00002954	TFCN1702E3902_011943-T1, TFCN1702E3902_007174-T1
GF00002955	TFCN1702E3902_003638-T1, TFCN1702E3902_009920-T1
GF00002956	TFCN1702E3902_001460-T1, TFCN1702E3902_003520-T1
GF00002957	TFCN1702E3902_003759-T1, TFCN1702E3902_004008-T1
GF00002958	TFCN1702E3902_000029-T1, TFCN1702E3902_012783-T1
GF00002959	TFCN1702E3902_002197-T1, TFCN1702E3902_004148-T1
GF00002960	TFCN1702E3902_008406-T1, TFCN1702E3902_011586-T1
GF00002961	TFCN1702E3902_012135-T1, TFCN1702E3902_008346-T1
GF00002962	TFCN1702E3902_009813-T1, TFCN1702E3902_003055-T1
GF00002963	TFCN1702E3902_006617-T1, TFCN1702E3902_012088-T1
GF00002964	TFCN1702E3902_009175-T1, TFCN1702E3902_009875-T1
GF00002965	TFCN1702E3902_010432-T1, TFCN1702E3902_004550-T1
GF00002966	TFCN1702E3902_005922-T1, TFCN1702E3902_012373-T1
GF00002967	TFCN1702E3902_009121-T1, TFCN1702E3902_004520-T1
GF00002968	TFCN1702E3902_002466-T1, TFCN1702E3902_011218-T1
GF00002969	TFCN1702E3902_001655-T1, TFCN1702E3902_007300-T1
GF00002970	TFCN1702E3902_008960-T1, TFCN1702E3902_012652-T1
GF00002971	TFCN1702E3902_005858-T1, TFCN1702E3902_012607-T1
GF00002972	TFCN1702E3902_001158-T1, TFCN1702E3902_000788-T1
GF00002973	TFCN1702E3902_000562-T1, TFCN1702E3902_011085-T1
GF00002974	TFCN1702E3902_001319-T1, TFCN1702E3902_000623-T1
GF00002975	TFCN1702E3902_007254-T1, TFCN1702E3902_006507-T1
GF00002976	TFCN1702E3902_009298-T1, TFCN1702E3902_002418-T1
GF00002977	TFCN1702E3902_005963-T1, TFCN1702E3902_001070-T1
GF00002978	TFCN1702E3902_005861-T1, TFCN1702E3902_012604-T1
GF00002979	TFCN1702E3902_003976-T1, TFCN1702E3902_003727-T1
GF00002980	TFCN1702E3902_002698-T1, TFCN1702E3902_006435-T1
GF00002981	TFCN1702E3902_007282-T1, TFCN1702E3902_006559-T1
GF00002982	TFCN1702E3902_009155-T1, TFCN1702E3902_009896-T1
GF00002983	TFCN1702E3902_009889-T1, TFCN1702E3902_009162-T1
GF00002984	TFCN1702E3902_003896-T1, TFCN1702E3902_002317-T1
GF00002985	TFCN1702E3902_008448-T1, TFCN1702E3902_010402-T1
GF00002986	TFCN1702E3902_000619-T1, TFCN1702E3902_001323-T1
GF00002987	TFCN1702E3902_011128-T1, TFCN1702E3902_009602-T1
GF00002988	TFCN1702E3902_012564-T1, TFCN1702E3902_005512-T1
GF00002989	TFCN1702E3902_003263-T1, TFCN1702E3902_002845-T1
GF00002990	TFCN1702E3902_003710-T1, TFCN1702E3902_003961-T1
GF00002991	TFCN1702E3902_002875-T1, TFCN1702E3902_009238-T1
GF00002992	TFCN1702E3902_002336-T1, TFCN1702E3902_003914-T1
GF00002993	TFCN1702E3902_004728-T1, TFCN1702E3902_007627-T1
GF00002994	TFCN1702E3902_009947-T1, TFCN1702E3902_003613-T1
GF00002995	TFCN1702E3902_003472-T1, TFCN1702E3902_001417-T1
GF00002996	TFCN1702E3902_010826-T1, TFCN1702E3902_008226-T1
GF00002997	TFCN1702E3902_011391-T1, TFCN1702E3902_012456-T1
GF00002998	TFCN1702E3902_002699-T1, TFCN1702E3902_006434-T1
GF00002999	TFCN1702E3902_005409-T1, TFCN1702E3902_006013-T1
GF00003000	TFCN1702E3902_011634-T1, TFCN1702E3902_006329-T1
GF00003001	TFCN1702E3902_003748-T1, TFCN1702E3902_003998-T1
GF00003002	TFCN1702E3902_011712-T1, TFCN1702E3902_008173-T1
GF00003003	TFCN1702E3902_000147-T1, TFCN1702E3902_002995-T1
GF00003004	TFCN1702E3902_011807-T1, TFCN1702E3902_007935-T1
GF00003005	TFCN1702E3902_000249-T1, TFCN1702E3902_006258-T1
GF00003006	TFCN1702E3902_007185-T1, TFCN1702E3902_012677-T1
GF00003007	TFCN1702E3902_005059-T1, TFCN1702E3902_007423-T1
GF00003008	TFCN1702E3902_004784-T1, TFCN1702E3902_005471-T1
GF00003009	TFCN1702E3902_002994-T1, TFCN1702E3902_000146-T1
GF00003010	TFCN1702E3902_003096-T1, TFCN1702E3902_005284-T1
GF00003011	TFCN1702E3902_006584-T1, TFCN1702E3902_005905-T1
GF00003012	TFCN1702E3902_002021-T1, TFCN1702E3902_001657-T1
GF00003013	TFCN1702E3902_007981-T1, TFCN1702E3902_010606-T1
GF00003014	TFCN1702E3902_003114-T1, TFCN1702E3902_005267-T1
GF00003015	TFCN1702E3902_011329-T1, TFCN1702E3902_000595-T1
GF00003016	TFCN1702E3902_008728-T1, TFCN1702E3902_010877-T1
GF00003017	TFCN1702E3902_011192-T1, TFCN1702E3902_010612-T1
GF00003018	TFCN1702E3902_006279-T1, TFCN1702E3902_000272-T1
GF00003019	TFCN1702E3902_009031-T1, TFCN1702E3902_012624-T1
GF00003020	TFCN1702E3902_012346-T1, TFCN1702E3902_001715-T1
GF00003021	TFCN1702E3902_002009-T1, TFCN1702E3902_001641-T1
GF00003022	TFCN1702E3902_002376-T1, TFCN1702E3902_009967-T1
GF00003023	TFCN1702E3902_009021-T1, TFCN1702E3902_012614-T1
GF00003024	TFCN1702E3902_003904-T1, TFCN1702E3902_002325-T1
GF00003025	TFCN1702E3902_009653-T1, TFCN1702E3902_010791-T1
GF00003026	TFCN1702E3902_012548-T1, TFCN1702E3902_012508-T1
GF00003027	TFCN1702E3902_011543-T1, TFCN1702E3902_008887-T1
GF00003028	TFCN1702E3902_004347-T1, TFCN1702E3902_000915-T1
GF00003029	TFCN1702E3902_006811-T1, TFCN1702E3902_004881-T1
GF00003030	TFCN1702E3902_009626-T1, TFCN1702E3902_012534-T1
GF00003031	TFCN1702E3902_010720-T1, TFCN1702E3902_010084-T1
GF00003032	TFCN1702E3902_008430-T1, TFCN1702E3902_012264-T1
GF00003033	TFCN1702E3902_007191-T1, TFCN1702E3902_012718-T1
GF00003034	TFCN1702E3902_003037-T1, TFCN1702E3902_000192-T1
GF00003035	TFCN1702E3902_000926-T1, TFCN1702E3902_004353-T1
GF00003036	TFCN1702E3902_001389-T1, TFCN1702E3902_007503-T1
GF00003037	TFCN1702E3902_006295-T1, TFCN1702E3902_000288-T1
GF00003038	TFCN1702E3902_000117-T1, TFCN1702E3902_002966-T1
GF00003039	TFCN1702E3902_005439-T1, TFCN1702E3902_006026-T1
GF00003040	TFCN1702E3902_009630-T1, TFCN1702E3902_012414-T1
GF00003041	TFCN1702E3902_006031-T1, TFCN1702E3902_005434-T1
GF00003042	TFCN1702E3902_009686-T1, TFCN1702E3902_011121-T1
GF00003043	TFCN1702E3902_003136-T1, TFCN1702E3902_005246-T1
GF00003044	TFCN1702E3902_005579-T1, TFCN1702E3902_005670-T1
GF00003045	TFCN1702E3902_011874-T1, TFCN1702E3902_010631-T1
GF00003046	TFCN1702E3902_007213-T1, TFCN1702E3902_012500-T1
GF00003047	TFCN1702E3902_003856-T1, TFCN1702E3902_002271-T1
GF00003048	TFCN1702E3902_009666-T1, TFCN1702E3902_010804-T1
GF00003049	TFCN1702E3902_012540-T1, TFCN1702E3902_008559-T1
GF00003050	TFCN1702E3902_011531-T1, TFCN1702E3902_008876-T1
GF00003051	TFCN1702E3902_001448-T1, TFCN1702E3902_003507-T1
GF00003052	TFCN1702E3902_003846-T1, TFCN1702E3902_002261-T1
GF00003053	TFCN1702E3902_011908-T1, TFCN1702E3902_000012-T1
GF00003054	TFCN1702E3902_000910-T1, TFCN1702E3902_004342-T1
GF00003055	TFCN1702E3902_001529-T1, TFCN1702E3902_001900-T1
GF00003056	TFCN1702E3902_009923-T1, TFCN1702E3902_003635-T1
GF00003057	TFCN1702E3902_008911-T1, TFCN1702E3902_011185-T1
GF00003058	TFCN1702E3902_008258-T1, TFCN1702E3902_005133-T1
GF00003059	TFCN1702E3902_009120-T1, TFCN1702E3902_004519-T1
GF00003060	TFCN1702E3902_002334-T1, TFCN1702E3902_003912-T1
GF00003061	TFCN1702E3902_008487-T1, TFCN1702E3902_004651-T1
GF00003062	TFCN1702E3902_000021-T1, TFCN1702E3902_011915-T1
GF00003063	TFCN1702E3902_011281-T1, TFCN1702E3902_001751-T1
GF00003064	TFCN1702E3902_006613-T1, TFCN1702E3902_009415-T1
GF00003065	TFCN1702E3902_008339-T1, TFCN1702E3902_012127-T1
GF00003066	TFCN1702E3902_007764-T1, TFCN1702E3902_001516-T1
GF00003067	TFCN1702E3902_011678-T1, TFCN1702E3902_006965-T1
GF00003068	TFCN1702E3902_012407-T1, TFCN1702E3902_011932-T1
GF00003069	TFCN1702E3902_002085-T1, TFCN1702E3902_008102-T1
GF00003070	TFCN1702E3902_009936-T1, TFCN1702E3902_003624-T1
GF00003071	TFCN1702E3902_008541-T1, TFCN1702E3902_010920-T1
GF00003072	TFCN1702E3902_003198-T1, TFCN1702E3902_006339-T1
GF00003073	TFCN1702E3902_007771-T1, TFCN1702E3902_005000-T1
GF00003074	TFCN1702E3902_000875-T1, TFCN1702E3902_006654-T1
GF00003075	TFCN1702E3902_011900-T1, TFCN1702E3902_000004-T1
GF00003076	TFCN1702E3902_010352-T1, TFCN1702E3902_011954-T1
GF00003077	TFCN1702E3902_007188-T1, TFCN1702E3902_012721-T1
GF00003078	TFCN1702E3902_002176-T1, TFCN1702E3902_004128-T1
GF00003079	TFCN1702E3902_012047-T1, TFCN1702E3902_010356-T1
GF00003080	TFCN1702E3902_000766-T1, TFCN1702E3902_001178-T1
GF00003081	TFCN1702E3902_007612-T1, TFCN1702E3902_004744-T1
GF00003082	TFCN1702E3902_003646-T1, TFCN1702E3902_009912-T1
GF00003083	TFCN1702E3902_003049-T1, TFCN1702E3902_009808-T1
GF00003084	TFCN1702E3902_007430-T1, TFCN1702E3902_005066-T1
GF00003085	TFCN1702E3902_011393-T1, TFCN1702E3902_006527-T1
GF00003086	TFCN1702E3902_011560-T1, TFCN1702E3902_009492-T1
GF00003087	TFCN1702E3902_009619-T1, TFCN1702E3902_012525-T1
GF00003088	TFCN1702E3902_011237-T1, TFCN1702E3902_008636-T1
GF00003089	TFCN1702E3902_005285-T1, TFCN1702E3902_003095-T1
GF00003090	TFCN1702E3902_000052-T1, TFCN1702E3902_002901-T1
GF00003091	TFCN1702E3902_002987-T1, TFCN1702E3902_000138-T1
GF00003092	TFCN1702E3902_008586-T1, TFCN1702E3902_008376-T1
GF00003093	TFCN1702E3902_000185-T1, TFCN1702E3902_003031-T1
GF00003094	TFCN1702E3902_003892-T1, TFCN1702E3902_002313-T1
GF00003095	TFCN1702E3902_000702-T1, TFCN1702E3902_001246-T1
GF00003096	TFCN1702E3902_007968-T1, TFCN1702E3902_008902-T1
GF00003097	TFCN1702E3902_007863-T1, TFCN1702E3902_010279-T1
GF00003098	TFCN1702E3902_007453-T1, TFCN1702E3902_001339-T1
GF00003099	TFCN1702E3902_001290-T1, TFCN1702E3902_000658-T1
GF00003100	TFCN1702E3902_004994-T1, TFCN1702E3902_007777-T1
GF00003101	TFCN1702E3902_002523-T1, TFCN1702E3902_006121-T1
GF00003102	TFCN1702E3902_012600-T1, TFCN1702E3902_004577-T1
GF00003103	TFCN1702E3902_006519-T1, TFCN1702E3902_007241-T1
GF00003104	TFCN1702E3902_000086-T1, TFCN1702E3902_002933-T1
GF00003105	TFCN1702E3902_008029-T1, TFCN1702E3902_012644-T1
GF00003106	TFCN1702E3902_005566-T1, TFCN1702E3902_005656-T1
GF00003107	TFCN1702E3902_008598-T1, TFCN1702E3902_008364-T1
GF00003108	TFCN1702E3902_010759-T1, TFCN1702E3902_000531-T1
GF00003109	TFCN1702E3902_012685-T1, TFCN1702E3902_010497-T1
GF00003110	TFCN1702E3902_012106-T1, TFCN1702E3902_006594-T1
GF00003111	TFCN1702E3902_007949-T1, TFCN1702E3902_008197-T1
GF00003112	TFCN1702E3902_004712-T1, TFCN1702E3902_010138-T1
GF00003113	TFCN1702E3902_011231-T1, TFCN1702E3902_008632-T1
GF00003114	TFCN1702E3902_005749-T1, TFCN1702E3902_003582-T1
GF00003115	TFCN1702E3902_008897-T1, TFCN1702E3902_007963-T1
GF00003116	TFCN1702E3902_000742-T1, TFCN1702E3902_001202-T1
GF00003117	TFCN1702E3902_009869-T1, TFCN1702E3902_012841-T1
GF00003118	TFCN1702E3902_009540-T1, TFCN1702E3902_004453-T1
GF00003119	TFCN1702E3902_006117-T1, TFCN1702E3902_002527-T1
GF00003120	TFCN1702E3902_000932-T1, TFCN1702E3902_004359-T1
GF00003121	TFCN1702E3902_010489-T1, TFCN1702E3902_012693-T1
