	Rhodotorula_mucilaginosa_DBVPG_3855.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00002814	DBVPG3855_003333-T1	DBVPG3775_003990-T1
GF00002815	DBVPG3855_007097-T1	DBVPG3775_003989-T1
GF00002816	DBVPG3855_007098-T1	DBVPG3775_003988-T1
GF00002817	DBVPG3855_007099-T1	DBVPG3775_003987-T1
GF00002818	DBVPG3855_003337-T1	DBVPG3775_003986-T1
GF00002819	DBVPG3855_003338-T1	DBVPG3775_003985-T1
GF00002820	DBVPG3855_003339-T1	DBVPG3775_003984-T1
GF00002821	DBVPG3855_003340-T1	DBVPG3775_003983-T1
GF00002822	DBVPG3855_003344-T1	DBVPG3775_003979-T1
GF00002823	DBVPG3855_003347-T1	DBVPG3775_003977-T1
GF00002824	DBVPG3855_003348-T1	DBVPG3775_003976-T1
GF00002825	DBVPG3855_007110-T1	DBVPG3775_003975-T1
GF00002826	DBVPG3855_003350-T1	DBVPG3775_003974-T1
GF00002827	DBVPG3855_003354-T1	DBVPG3775_005142-T1
GF00002828	DBVPG3855_003356-T1	DBVPG3775_005140-T1
GF00002829	DBVPG3855_003357-T1	DBVPG3775_005139-T1
GF00002830	DBVPG3855_003360-T1	DBVPG3775_005137-T1
GF00002831	DBVPG3855_007122-T1	DBVPG3775_005136-T1
GF00002832	DBVPG3855_003362-T1	DBVPG3775_005135-T1
GF00002833	DBVPG3855_007912-T1	DBVPG3775_003902-T1
GF00002834	DBVPG3855_007124-T1	DBVPG3775_005134-T1
GF00002835	DBVPG3855_003364-T1	DBVPG3775_005133-T1
GF00002836	DBVPG3855_003365-T1	DBVPG3775_005132-T1
GF00002837	DBVPG3855_003366-T1	DBVPG3775_005131-T1
GF00002838	DBVPG3855_003367-T1	DBVPG3775_005130-T1
GF00002839	DBVPG3855_003369-T1	DBVPG3775_005128-T1
GF00002840	DBVPG3855_003370-T1	DBVPG3775_005127-T1
GF00002841	DBVPG3855_007132-T1	DBVPG3775_005126-T1
GF00002842	DBVPG3855_003372-T1	DBVPG3775_005125-T1
GF00002843	DBVPG3855_003373-T1	DBVPG3775_005124-T1
GF00002844	DBVPG3855_003376-T1	DBVPG3775_005121-T1
GF00002845	DBVPG3855_003378-T1	DBVPG3775_005119-T1
GF00002846	DBVPG3855_003379-T1	DBVPG3775_005118-T1
GF00002847	DBVPG3855_003380-T1	DBVPG3775_005117-T1
GF00002848	DBVPG3855_003383-T1	DBVPG3775_005114-T1
GF00002849	DBVPG3855_003384-T1	DBVPG3775_005113-T1
GF00002850	DBVPG3855_003386-T1	DBVPG3775_005111-T1
GF00002851	DBVPG3855_003387-T1	DBVPG3775_005110-T1
GF00002852	DBVPG3855_003389-T1	DBVPG3775_005108-T1
GF00002853	DBVPG3855_003390-T1	DBVPG3775_005107-T1
GF00002854	DBVPG3855_003391-T1	DBVPG3775_005106-T1
GF00002855	DBVPG3855_003392-T1	DBVPG3775_005105-T1
GF00002856	DBVPG3855_003393-T1	DBVPG3775_005104-T1
GF00002857	DBVPG3855_003394-T1	DBVPG3775_005103-T1
GF00002858	DBVPG3855_007156-T1	DBVPG3775_005102-T1
GF00002859	DBVPG3855_003397-T1	DBVPG3775_005100-T1
GF00002860	DBVPG3855_003398-T1	DBVPG3775_005099-T1
GF00002861	DBVPG3855_003399-T1	DBVPG3775_005098-T1
GF00002862	DBVPG3855_007162-T1	DBVPG3775_005096-T1
GF00002863	DBVPG3855_003402-T1	DBVPG3775_005095-T1
GF00002864	DBVPG3855_003403-T1	DBVPG3775_005094-T1
GF00002865	DBVPG3855_003404-T1	DBVPG3775_005093-T1
GF00002866	DBVPG3855_007166-T1	DBVPG3775_005092-T1
GF00002867	DBVPG3855_003406-T1	DBVPG3775_005091-T1
GF00002868	DBVPG3855_003407-T1	DBVPG3775_005090-T1
GF00002869	DBVPG3855_003408-T1	DBVPG3775_005089-T1
GF00002870	DBVPG3855_003409-T1	DBVPG3775_005088-T1
GF00002871	DBVPG3855_003416-T1	DBVPG3775_005081-T1
GF00002872	DBVPG3855_003420-T1	DBVPG3775_005077-T1
GF00002873	DBVPG3855_007180-T1	DBVPG3775_005076-T1
GF00002874	DBVPG3855_007181-T1	DBVPG3775_005075-T1
GF00002875	DBVPG3855_007182-T1	DBVPG3775_005074-T1
GF00002876	DBVPG3855_007183-T1	DBVPG3775_005073-T1
GF00002877	DBVPG3855_003425-T1	DBVPG3775_005072-T1
GF00002878	DBVPG3855_003428-T1	DBVPG3775_005069-T1
GF00002879	DBVPG3855_003430-T1	DBVPG3775_005066-T1
GF00002880	DBVPG3855_003432-T1	DBVPG3775_005064-T1
GF00002881	DBVPG3855_003433-T1	DBVPG3775_005063-T1
GF00002882	DBVPG3855_007195-T1	DBVPG3775_005061-T1
GF00002883	DBVPG3855_003437-T1	DBVPG3775_005059-T1
GF00002884	DBVPG3855_003438-T1	DBVPG3775_005058-T1
GF00002885	DBVPG3855_003439-T1	DBVPG3775_005057-T1
GF00002886	DBVPG3855_003440-T1	DBVPG3775_005056-T1
GF00002887	DBVPG3855_013430-T1	DBVPG3775_003245-T1
GF00002888	DBVPG3855_003443-T1	DBVPG3775_005053-T1
GF00002889	DBVPG3855_014251-T1	DBVPG3775_005052-T1
GF00002890	DBVPG3855_014614-T1	DBVPG3775_002155-T1
GF00002891	DBVPG3855_003447-T1	DBVPG3775_005049-T1
GF00002892	DBVPG3855_003448-T1	DBVPG3775_005048-T1
GF00002893	DBVPG3855_003450-T1	DBVPG3775_005046-T1
GF00002894	DBVPG3855_003451-T1	DBVPG3775_005045-T1
GF00002895	DBVPG3855_014241-T1	DBVPG3775_003049-T1
GF00002896	DBVPG3855_003461-T1	DBVPG3775_002709-T1
GF00002897	DBVPG3855_007990-T1	DBVPG3775_002708-T1
GF00002898	DBVPG3855_003463-T1	DBVPG3775_002707-T1
GF00002899	DBVPG3855_013778-T1	DBVPG3775_007461-T1
GF00002900	DBVPG3855_003465-T1	DBVPG3775_002705-T1
GF00002901	DBVPG3855_007994-T1	DBVPG3775_002704-T1
GF00002902	DBVPG3855_003467-T1	DBVPG3775_002703-T1
GF00002903	DBVPG3855_003468-T1	DBVPG3775_002702-T1
GF00002904	DBVPG3855_003469-T1	DBVPG3775_002701-T1
GF00002905	DBVPG3855_003470-T1	DBVPG3775_002700-T1
GF00002906	DBVPG3855_007999-T1	DBVPG3775_002699-T1
GF00002907	DBVPG3855_003472-T1	DBVPG3775_002698-T1
GF00002908	DBVPG3855_008002-T1	DBVPG3775_002696-T1
GF00002909	DBVPG3855_003476-T1	DBVPG3775_002693-T1
GF00002910	DBVPG3855_008006-T1	DBVPG3775_002692-T1
GF00002911	DBVPG3855_008007-T1	DBVPG3775_002691-T1
GF00002912	DBVPG3855_008009-T1	DBVPG3775_002689-T1
GF00002913	DBVPG3855_008010-T1	DBVPG3775_002688-T1
GF00002914	DBVPG3855_003482-T1	DBVPG3775_002687-T1
GF00002915	DBVPG3855_008012-T1	DBVPG3775_002686-T1
GF00002916	DBVPG3855_008013-T1	DBVPG3775_002685-T1
GF00002917	DBVPG3855_003485-T1	DBVPG3775_002684-T1
GF00002918	DBVPG3855_003486-T1	DBVPG3775_002683-T1
GF00002919	DBVPG3855_008016-T1	DBVPG3775_002682-T1
GF00002920	DBVPG3855_008017-T1	DBVPG3775_002681-T1
GF00002921	DBVPG3855_003489-T1	DBVPG3775_002680-T1
GF00002922	DBVPG3855_008021-T1	DBVPG3775_002676-T1
GF00002923	DBVPG3855_008022-T1	DBVPG3775_002675-T1
GF00002924	DBVPG3855_003496-T1	DBVPG3775_002673-T1
GF00002925	DBVPG3855_008026-T1	DBVPG3775_002671-T1
GF00002926	DBVPG3855_008027-T1	DBVPG3775_002670-T1
GF00002927	DBVPG3855_003500-T1	DBVPG3775_002669-T1
GF00002928	DBVPG3855_008032-T1	DBVPG3775_002666-T1
GF00002929	DBVPG3855_003505-T1	DBVPG3775_002664-T1
GF00002930	DBVPG3855_003506-T1	DBVPG3775_002663-T1
GF00002931	DBVPG3855_008036-T1	DBVPG3775_002662-T1
GF00002932	DBVPG3855_003508-T1	DBVPG3775_002661-T1
GF00002933	DBVPG3855_008038-T1	DBVPG3775_002660-T1
GF00002934	DBVPG3855_012915-T1	DBVPG3775_007025-T1
GF00002935	DBVPG3855_003510-T1	DBVPG3775_002659-T1
GF00002936	DBVPG3855_003511-T1	DBVPG3775_002658-T1
GF00002937	DBVPG3855_003512-T1	DBVPG3775_002657-T1
GF00002938	DBVPG3855_003513-T1	DBVPG3775_002656-T1
GF00002939	DBVPG3855_008044-T1	DBVPG3775_002654-T1
GF00002940	DBVPG3855_008045-T1	DBVPG3775_002653-T1
GF00002941	DBVPG3855_003518-T1	DBVPG3775_002651-T1
GF00002942	DBVPG3855_003519-T1	DBVPG3775_002650-T1
GF00002943	DBVPG3855_003520-T1	DBVPG3775_002649-T1
GF00002944	DBVPG3855_003521-T1	DBVPG3775_002648-T1
GF00002945	DBVPG3855_003522-T1	DBVPG3775_002647-T1
GF00002946	DBVPG3855_003523-T1	DBVPG3775_002646-T1
GF00002947	DBVPG3855_003524-T1	DBVPG3775_002645-T1
GF00002948	DBVPG3855_003527-T1	DBVPG3775_002641-T1
GF00002949	DBVPG3855_003528-T1	DBVPG3775_002640-T1
GF00002950	DBVPG3855_003529-T1	DBVPG3775_002639-T1
GF00002951	DBVPG3855_008059-T1	DBVPG3775_002638-T1
GF00002952	DBVPG3855_008061-T1	DBVPG3775_002636-T1
GF00002953	DBVPG3855_003533-T1	DBVPG3775_002635-T1
GF00002954	DBVPG3855_003534-T1	DBVPG3775_002634-T1
GF00002955	DBVPG3855_008067-T1	DBVPG3775_002630-T1
GF00002956	DBVPG3855_003539-T1	DBVPG3775_002629-T1
GF00002957	DBVPG3855_008069-T1	DBVPG3775_002628-T1
GF00002958	DBVPG3855_008070-T1	DBVPG3775_002627-T1
GF00002959	DBVPG3855_003544-T1	DBVPG3775_002624-T1
GF00002960	DBVPG3855_008077-T1	DBVPG3775_002620-T1
GF00002961	DBVPG3855_008078-T1	DBVPG3775_002619-T1
GF00002962	DBVPG3855_003551-T1	DBVPG3775_002616-T1
GF00002963	DBVPG3855_008082-T1	DBVPG3775_002615-T1
GF00002964	DBVPG3855_003553-T1	DBVPG3775_002614-T1
GF00002965	DBVPG3855_003554-T1	DBVPG3775_002613-T1
GF00002966	DBVPG3855_008085-T1	DBVPG3775_002612-T1
GF00002967	DBVPG3855_003556-T1	DBVPG3775_002611-T1
GF00002968	DBVPG3855_003561-T1	DBVPG3775_002607-T1
GF00002969	DBVPG3855_003562-T1	DBVPG3775_002606-T1
GF00002970	DBVPG3855_003563-T1	DBVPG3775_002605-T1
GF00002971	DBVPG3855_003564-T1	DBVPG3775_002604-T1
GF00002972	DBVPG3855_003565-T1	DBVPG3775_002603-T1
GF00002973	DBVPG3855_008095-T1	DBVPG3775_002602-T1
GF00002974	DBVPG3855_014530-T1	DBVPG3775_002599-T1
GF00002975	DBVPG3855_003574-T1	DBVPG3775_002593-T1
GF00002976	DBVPG3855_014514-T1	DBVPG3775_002594-T1
GF00002977	DBVPG3855_003579-T1	DBVPG3775_002576-T1
GF00002978	DBVPG3855_003581-T1	DBVPG3775_002578-T1
GF00002979	DBVPG3855_012254-T1	DBVPG3775_002580-T1
GF00002980	DBVPG3855_003584-T1	DBVPG3775_002581-T1
GF00002981	DBVPG3855_012256-T1	DBVPG3775_002582-T1
GF00002982	DBVPG3855_012257-T1	DBVPG3775_002583-T1
GF00002983	DBVPG3855_012258-T1	DBVPG3775_002584-T1
GF00002984	DBVPG3855_012261-T1	DBVPG3775_002588-T1
GF00002985	DBVPG3855_012248-T1	DBVPG3775_002574-T1
GF00002986	DBVPG3855_012246-T1	DBVPG3775_002572-T1
GF00002987	DBVPG3855_012244-T1	DBVPG3775_002570-T1
GF00002988	DBVPG3855_003600-T1	DBVPG3775_002568-T1
GF00002989	DBVPG3855_012241-T1	DBVPG3775_002567-T1
GF00002990	DBVPG3855_012240-T1	DBVPG3775_002566-T1
GF00002991	DBVPG3855_003603-T1	DBVPG3775_002565-T1
GF00002992	DBVPG3855_012237-T1	DBVPG3775_002563-T1
GF00002993	DBVPG3855_012236-T1	DBVPG3775_002562-T1
GF00002994	DBVPG3855_003608-T1	DBVPG3775_002561-T1
GF00002995	DBVPG3855_012234-T1	DBVPG3775_002560-T1
GF00002996	DBVPG3855_003610-T1	DBVPG3775_002559-T1
GF00002997	DBVPG3855_003613-T1	DBVPG3775_002556-T1
GF00002998	DBVPG3855_003614-T1	DBVPG3775_002555-T1
GF00002999	DBVPG3855_003615-T1	DBVPG3775_002554-T1
GF00003000	DBVPG3855_012226-T1	DBVPG3775_002552-T1
GF00003001	DBVPG3855_003618-T1	DBVPG3775_002551-T1
GF00003002	DBVPG3855_012220-T1	DBVPG3775_002546-T1
GF00003003	DBVPG3855_003624-T1	DBVPG3775_002545-T1
GF00003004	DBVPG3855_003625-T1	DBVPG3775_002544-T1
GF00003005	DBVPG3855_003627-T1	DBVPG3775_002542-T1
GF00003006	DBVPG3855_003628-T1	DBVPG3775_002541-T1
GF00003007	DBVPG3855_003629-T1	DBVPG3775_002540-T1
GF00003008	DBVPG3855_004120-T1	DBVPG3775_005279-T1
GF00003009	DBVPG3855_004117-T1	DBVPG3775_005277-T1
GF00003010	DBVPG3855_004116-T1	DBVPG3775_005276-T1
GF00003011	DBVPG3855_003639-T1	DBVPG3775_005272-T1
GF00003012	DBVPG3855_003643-T1	DBVPG3775_005269-T1
GF00003013	DBVPG3855_004108-T1	DBVPG3775_005268-T1
GF00003014	DBVPG3855_004104-T1	DBVPG3775_005265-T1
GF00003015	DBVPG3855_004103-T1	DBVPG3775_005264-T1
GF00003016	DBVPG3855_004102-T1	DBVPG3775_005263-T1
GF00003017	DBVPG3855_003650-T1	DBVPG3775_005262-T1
GF00003018	DBVPG3855_004100-T1	DBVPG3775_005261-T1
GF00003019	DBVPG3855_003652-T1	DBVPG3775_005260-T1
GF00003020	DBVPG3855_003653-T1	DBVPG3775_005259-T1
GF00003021	DBVPG3855_003655-T1	DBVPG3775_005257-T1
GF00003022	DBVPG3855_004095-T1	DBVPG3775_005452-T1
GF00003023	DBVPG3855_004094-T1	DBVPG3775_005453-T1
GF00003024	DBVPG3855_004014-T1	DBVPG3775_005523-T1
GF00003025	DBVPG3855_003659-T1	DBVPG3775_005522-T1
GF00003026	DBVPG3855_003661-T1	DBVPG3775_005520-T1
GF00003027	DBVPG3855_004018-T1	DBVPG3775_005519-T1
GF00003028	DBVPG3855_003663-T1	DBVPG3775_005518-T1
GF00003029	DBVPG3855_003664-T1	DBVPG3775_005517-T1
GF00003030	DBVPG3855_003665-T1	DBVPG3775_005516-T1
GF00003031	DBVPG3855_004022-T1	DBVPG3775_005515-T1
GF00003032	DBVPG3855_004023-T1	DBVPG3775_005514-T1
GF00003033	DBVPG3855_003669-T1	DBVPG3775_005513-T1
GF00003034	DBVPG3855_004025-T1	DBVPG3775_005512-T1
GF00003035	DBVPG3855_003671-T1	DBVPG3775_005511-T1
GF00003036	DBVPG3855_003673-T1	DBVPG3775_005509-T1
GF00003037	DBVPG3855_003674-T1	DBVPG3775_005508-T1
GF00003038	DBVPG3855_003675-T1	DBVPG3775_005507-T1
GF00003039	DBVPG3855_004033-T1	DBVPG3775_005504-T1
GF00003040	DBVPG3855_003680-T1	DBVPG3775_005502-T1
GF00003041	DBVPG3855_004036-T1	DBVPG3775_005501-T1
GF00003042	DBVPG3855_003683-T1	DBVPG3775_005499-T1
GF00003043	DBVPG3855_004040-T1	DBVPG3775_005498-T1
GF00003044	DBVPG3855_003685-T1	DBVPG3775_005497-T1
GF00003045	DBVPG3855_003686-T1	DBVPG3775_005496-T1
GF00003046	DBVPG3855_004043-T1	DBVPG3775_005495-T1
GF00003047	DBVPG3855_003689-T1	DBVPG3775_005493-T1
GF00003048	DBVPG3855_003690-T1	DBVPG3775_005492-T1
GF00003049	DBVPG3855_003693-T1	DBVPG3775_005489-T1
GF00003050	DBVPG3855_004049-T1	DBVPG3775_005488-T1
GF00003051	DBVPG3855_003695-T1	DBVPG3775_005487-T1
GF00003052	DBVPG3855_004051-T1	DBVPG3775_005486-T1
GF00003053	DBVPG3855_003698-T1	DBVPG3775_005484-T1
GF00003054	DBVPG3855_004055-T1	DBVPG3775_005482-T1
GF00003055	DBVPG3855_004056-T1	DBVPG3775_005481-T1
GF00003056	DBVPG3855_004058-T1	DBVPG3775_005479-T1
GF00003057	DBVPG3855_004061-T1	DBVPG3775_005476-T1
GF00003058	DBVPG3855_003708-T1	DBVPG3775_005474-T1
GF00003059	DBVPG3855_004065-T1	DBVPG3775_005471-T1
GF00003060	DBVPG3855_004066-T1	DBVPG3775_005470-T1
GF00003061	DBVPG3855_004067-T1	DBVPG3775_005469-T1
GF00003062	DBVPG3855_003713-T1	DBVPG3775_005468-T1
GF00003063	DBVPG3855_004069-T1	DBVPG3775_005467-T1
GF00003064	DBVPG3855_003716-T1	DBVPG3775_005465-T1
GF00003065	DBVPG3855_003717-T1	DBVPG3775_005464-T1
GF00003066	DBVPG3855_003718-T1	DBVPG3775_005463-T1
GF00003067	DBVPG3855_004076-T1	DBVPG3775_005460-T1
GF00003068	DBVPG3855_003721-T1	DBVPG3775_005459-T1
GF00003069	DBVPG3855_003726-T1	DBVPG3775_005524-T1
GF00003070	DBVPG3855_014059-T1	DBVPG3775_005530-T1
GF00003071	DBVPG3855_003732-T1	DBVPG3775_005532-T1
GF00003072	DBVPG3855_003735-T1	DBVPG3775_005535-T1
GF00003073	DBVPG3855_003736-T1	DBVPG3775_005536-T1
GF00003074	DBVPG3855_014051-T1	DBVPG3775_005537-T1
GF00003075	DBVPG3855_014050-T1	DBVPG3775_005538-T1
GF00003076	DBVPG3855_003739-T1	DBVPG3775_005539-T1
GF00003077	DBVPG3855_014046-T1	DBVPG3775_005542-T1
GF00003078	DBVPG3855_014045-T1	DBVPG3775_005543-T1
GF00003079	DBVPG3855_004444-T1	DBVPG3775_002823-T1
GF00003080	DBVPG3855_004443-T1	DBVPG3775_002824-T1
GF00003081	DBVPG3855_004442-T1	DBVPG3775_002825-T1
GF00003082	DBVPG3855_003750-T1	DBVPG3775_002827-T1
GF00003083	DBVPG3855_004440-T1	DBVPG3775_002828-T1
GF00003084	DBVPG3855_004439-T1	DBVPG3775_002829-T1
GF00003085	DBVPG3855_004438-T1	DBVPG3775_002830-T1
GF00003086	DBVPG3855_004437-T1	DBVPG3775_002831-T1
GF00003087	DBVPG3855_004434-T1	DBVPG3775_002834-T1
GF00003088	DBVPG3855_004432-T1	DBVPG3775_002836-T1
GF00003089	DBVPG3855_003760-T1	DBVPG3775_002837-T1
GF00003090	DBVPG3855_003762-T1	DBVPG3775_002839-T1
GF00003091	DBVPG3855_004427-T1	DBVPG3775_002841-T1
GF00003092	DBVPG3855_004426-T1	DBVPG3775_002842-T1
GF00003093	DBVPG3855_003766-T1	DBVPG3775_002843-T1
GF00003094	DBVPG3855_004424-T1	DBVPG3775_002844-T1
GF00003095	DBVPG3855_003768-T1	DBVPG3775_002845-T1
GF00003096	DBVPG3855_003769-T1	DBVPG3775_002846-T1
GF00003097	DBVPG3855_004421-T1	DBVPG3775_002847-T1
GF00003098	DBVPG3855_003771-T1	DBVPG3775_002848-T1
GF00003099	DBVPG3855_003772-T1	DBVPG3775_002849-T1
GF00003100	DBVPG3855_009026-T1	DBVPG3775_005767-T1
GF00003101	DBVPG3855_003775-T1	DBVPG3775_002853-T1
GF00003102	DBVPG3855_003776-T1	DBVPG3775_002854-T1
GF00003103	DBVPG3855_003778-T1	DBVPG3775_002856-T1
GF00003104	DBVPG3855_004409-T1	DBVPG3775_002857-T1
GF00003105	DBVPG3855_004406-T1	DBVPG3775_002860-T1
GF00003106	DBVPG3855_004405-T1	DBVPG3775_002861-T1
GF00003107	DBVPG3855_003784-T1	DBVPG3775_002862-T1
GF00003108	DBVPG3855_004403-T1	DBVPG3775_002863-T1
GF00003109	DBVPG3855_004402-T1	DBVPG3775_002864-T1
GF00003110	DBVPG3855_004401-T1	DBVPG3775_002865-T1
GF00003111	DBVPG3855_003789-T1	DBVPG3775_002868-T1
GF00003112	DBVPG3855_003791-T1	DBVPG3775_002870-T1
GF00003113	DBVPG3855_004395-T1	DBVPG3775_002871-T1
GF00003114	DBVPG3855_004394-T1	DBVPG3775_002872-T1
GF00003115	DBVPG3855_004393-T1	DBVPG3775_002873-T1
GF00003116	DBVPG3855_003797-T1	DBVPG3775_002874-T1
GF00003117	DBVPG3855_003798-T1	DBVPG3775_002875-T1
GF00003118	DBVPG3855_004447-T1	DBVPG3775_002820-T1
GF00003119	DBVPG3855_004448-T1	DBVPG3775_002819-T1
GF00003120	DBVPG3855_003806-T1	DBVPG3775_002818-T1
GF00003121	DBVPG3855_003807-T1	DBVPG3775_002817-T1
GF00003122	DBVPG3855_013011-T1	DBVPG3775_004641-T1
GF00003123	DBVPG3855_004451-T1	DBVPG3775_002816-T1
GF00003124	DBVPG3855_004452-T1	DBVPG3775_002815-T1
GF00003125	DBVPG3855_004453-T1	DBVPG3775_002814-T1
GF00003126	DBVPG3855_004454-T1	DBVPG3775_002813-T1
GF00003127	DBVPG3855_004457-T1	DBVPG3775_002810-T1
GF00003128	DBVPG3855_004458-T1	DBVPG3775_002809-T1
GF00003129	DBVPG3855_004459-T1	DBVPG3775_002808-T1
GF00003130	DBVPG3855_004461-T1	DBVPG3775_002806-T1
GF00003131	DBVPG3855_004462-T1	DBVPG3775_002805-T1
GF00003132	DBVPG3855_003821-T1	DBVPG3775_002804-T1
GF00003133	DBVPG3855_003822-T1	DBVPG3775_002803-T1
GF00003134	DBVPG3855_009973-T1	DBVPG3775_002852-T1
GF00003135	DBVPG3855_004011-T1	DBVPG3775_006901-T1
GF00003136	DBVPG3855_004121-T1	DBVPG3775_005280-T1
GF00003137	DBVPG3855_004122-T1	DBVPG3775_005281-T1
GF00003138	DBVPG3855_011055-T1	DBVPG3775_005282-T1
GF00003139	DBVPG3855_011056-T1	DBVPG3775_005283-T1
GF00003140	DBVPG3855_004125-T1	DBVPG3775_005284-T1
GF00003141	DBVPG3855_004126-T1	DBVPG3775_005285-T1
GF00003142	DBVPG3855_004128-T1	DBVPG3775_005287-T1
GF00003143	DBVPG3855_004129-T1	DBVPG3775_005288-T1
GF00003144	DBVPG3855_004130-T1	DBVPG3775_005289-T1
GF00003145	DBVPG3855_006143-T1	DBVPG3775_000692-T1
GF00003146	DBVPG3855_004131-T1	DBVPG3775_005290-T1
GF00003147	DBVPG3855_004132-T1	DBVPG3775_005291-T1
GF00003148	DBVPG3855_004133-T1	DBVPG3775_005292-T1
GF00003149	DBVPG3855_004136-T1	DBVPG3775_005296-T1
GF00003150	DBVPG3855_004137-T1	DBVPG3775_005297-T1
GF00003151	DBVPG3855_004138-T1	DBVPG3775_005298-T1
GF00003152	DBVPG3855_004139-T1	DBVPG3775_005299-T1
GF00003153	DBVPG3855_011074-T1	DBVPG3775_005301-T1
GF00003154	DBVPG3855_004142-T1	DBVPG3775_005302-T1
GF00003155	DBVPG3855_011078-T1	DBVPG3775_005304-T1
GF00003156	DBVPG3855_011079-T1	DBVPG3775_005305-T1
GF00003157	DBVPG3855_004148-T1	DBVPG3775_005308-T1
GF00003158	DBVPG3855_011083-T1	DBVPG3775_005309-T1
GF00003159	DBVPG3855_004151-T1	DBVPG3775_005311-T1
GF00003160	DBVPG3855_011086-T1	DBVPG3775_005312-T1
GF00003161	DBVPG3855_004160-T1	DBVPG3775_005319-T1
GF00003162	DBVPG3855_011095-T1	DBVPG3775_005320-T1
GF00003163	DBVPG3855_011097-T1	DBVPG3775_005322-T1
GF00003164	DBVPG3855_011100-T1	DBVPG3775_005325-T1
GF00003165	DBVPG3855_004167-T1	DBVPG3775_005326-T1
GF00003166	DBVPG3855_004169-T1	DBVPG3775_005328-T1
GF00003167	DBVPG3855_004170-T1	DBVPG3775_005329-T1
GF00003168	DBVPG3855_004171-T1	DBVPG3775_005330-T1
GF00003169	DBVPG3855_011106-T1	DBVPG3775_005331-T1
GF00003170	DBVPG3855_004173-T1	DBVPG3775_005332-T1
GF00003171	DBVPG3855_007576-T1	DBVPG3775_006029-T1
GF00003172	DBVPG3855_004176-T1	DBVPG3775_005336-T1
GF00003173	DBVPG3855_004177-T1	DBVPG3775_005337-T1
GF00003174	DBVPG3855_004178-T1	DBVPG3775_005338-T1
GF00003175	DBVPG3855_004179-T1	DBVPG3775_005339-T1
GF00003176	DBVPG3855_004180-T1	DBVPG3775_005340-T1
GF00003177	DBVPG3855_004182-T1	DBVPG3775_005342-T1
GF00003178	DBVPG3855_004183-T1	DBVPG3775_005343-T1
GF00003179	DBVPG3855_011119-T1	DBVPG3775_005344-T1
GF00003180	DBVPG3855_011120-T1	DBVPG3775_005345-T1
GF00003181	DBVPG3855_004187-T1	DBVPG3775_005347-T1
GF00003182	DBVPG3855_011123-T1	DBVPG3775_005348-T1
GF00003183	DBVPG3855_004189-T1	DBVPG3775_005349-T1
GF00003184	DBVPG3855_011125-T1	DBVPG3775_005350-T1
GF00003185	DBVPG3855_004192-T1	DBVPG3775_005352-T1
GF00003186	DBVPG3855_004193-T1	DBVPG3775_005353-T1
GF00003187	DBVPG3855_014305-T1	DBVPG3775_002800-T1
GF00003188	DBVPG3855_004467-T1	DBVPG3775_002799-T1
GF00003189	DBVPG3855_004468-T1	DBVPG3775_002798-T1
GF00003190	DBVPG3855_004469-T1	DBVPG3775_002797-T1
GF00003191	DBVPG3855_004470-T1	DBVPG3775_002796-T1
GF00003192	DBVPG3855_004471-T1	DBVPG3775_002795-T1
GF00003193	DBVPG3855_004472-T1	DBVPG3775_002793-T1
GF00003194	DBVPG3855_014313-T1	DBVPG3775_002792-T1
GF00003195	DBVPG3855_014314-T1	DBVPG3775_002791-T1
GF00003196	DBVPG3855_004476-T1	DBVPG3775_002788-T1
GF00003197	DBVPG3855_014318-T1	DBVPG3775_002786-T1
GF00003198	DBVPG3855_004479-T1	DBVPG3775_002785-T1
GF00003199	DBVPG3855_004480-T1	DBVPG3775_002784-T1
GF00003200	DBVPG3855_010755-T1	DBVPG3775_002781-T1
GF00003201	DBVPG3855_004486-T1	DBVPG3775_002780-T1
GF00003202	DBVPG3855_010753-T1	DBVPG3775_002779-T1
GF00003203	DBVPG3855_004488-T1	DBVPG3775_002778-T1
GF00003204	DBVPG3855_004489-T1	DBVPG3775_002777-T1
GF00003205	DBVPG3855_004490-T1	DBVPG3775_002776-T1
GF00003206	DBVPG3855_004492-T1	DBVPG3775_002774-T1
GF00003207	DBVPG3855_004493-T1	DBVPG3775_002773-T1
GF00003208	DBVPG3855_010747-T1	DBVPG3775_002772-T1
GF00003209	DBVPG3855_004495-T1	DBVPG3775_002771-T1
GF00003210	DBVPG3855_004496-T1	DBVPG3775_002770-T1
GF00003211	DBVPG3855_004499-T1	DBVPG3775_002766-T1
GF00003212	DBVPG3855_004500-T1	DBVPG3775_002765-T1
GF00003213	DBVPG3855_010736-T1	DBVPG3775_002764-T1
GF00003214	DBVPG3855_010735-T1	DBVPG3775_002763-T1
GF00003215	DBVPG3855_004503-T1	DBVPG3775_002762-T1
GF00003216	DBVPG3855_004505-T1	DBVPG3775_002760-T1
GF00003217	DBVPG3855_004506-T1	DBVPG3775_002759-T1
GF00003218	DBVPG3855_010714-T1	DBVPG3775_002741-T1
GF00003219	DBVPG3855_004525-T1	DBVPG3775_002740-T1
GF00003220	DBVPG3855_010712-T1	DBVPG3775_002739-T1
GF00003221	DBVPG3855_004528-T1	DBVPG3775_002737-T1
GF00003222	DBVPG3855_010708-T1	DBVPG3775_002735-T1
