	Rhodotorula_mucilaginosa_F8_5S_5P.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa	Sum	PhylogenyCoverage	CopyType
GF00003151	1	1	2	1.0	single-copy
GF00003152	1	1	2	1.0	single-copy
GF00003153	1	1	2	1.0	single-copy
GF00003154	1	1	2	1.0	single-copy
GF00003155	1	1	2	1.0	single-copy
GF00003156	1	1	2	1.0	single-copy
GF00003157	1	1	2	1.0	single-copy
GF00003158	1	1	2	1.0	single-copy
GF00003159	1	1	2	1.0	single-copy
GF00003160	1	1	2	1.0	single-copy
GF00003161	1	1	2	1.0	single-copy
GF00003162	1	1	2	1.0	single-copy
GF00003163	1	1	2	1.0	single-copy
GF00003164	1	1	2	1.0	single-copy
GF00003165	1	1	2	1.0	single-copy
GF00003166	1	1	2	1.0	single-copy
GF00003167	1	1	2	1.0	single-copy
GF00003168	1	1	2	1.0	single-copy
GF00003169	1	1	2	1.0	single-copy
GF00003170	1	1	2	1.0	single-copy
GF00003171	1	1	2	1.0	single-copy
GF00003172	1	1	2	1.0	single-copy
GF00003173	1	1	2	1.0	single-copy
GF00003174	1	1	2	1.0	single-copy
GF00003175	1	1	2	1.0	single-copy
GF00003176	1	1	2	1.0	single-copy
GF00003177	1	1	2	1.0	single-copy
GF00003178	1	1	2	1.0	single-copy
GF00003179	1	1	2	1.0	single-copy
GF00003180	1	1	2	1.0	single-copy
GF00003181	1	1	2	1.0	single-copy
GF00003182	1	1	2	1.0	single-copy
GF00003183	1	1	2	1.0	single-copy
GF00003184	1	1	2	1.0	single-copy
GF00003185	1	1	2	1.0	single-copy
GF00003186	1	1	2	1.0	single-copy
GF00003187	1	1	2	1.0	single-copy
GF00003188	1	1	2	1.0	single-copy
GF00003189	1	1	2	1.0	single-copy
GF00003190	1	1	2	1.0	single-copy
GF00003191	1	1	2	1.0	single-copy
GF00003192	1	1	2	1.0	single-copy
GF00003193	1	1	2	1.0	single-copy
GF00003194	1	1	2	1.0	single-copy
GF00003195	1	1	2	1.0	single-copy
GF00003196	1	1	2	1.0	single-copy
GF00003197	1	1	2	1.0	single-copy
GF00003198	1	1	2	1.0	single-copy
GF00003199	1	1	2	1.0	single-copy
GF00003200	1	1	2	1.0	single-copy
GF00003201	1	1	2	1.0	single-copy
GF00003202	1	1	2	1.0	single-copy
GF00003203	1	1	2	1.0	single-copy
GF00003204	1	1	2	1.0	single-copy
GF00003205	1	1	2	1.0	single-copy
GF00003206	1	1	2	1.0	single-copy
GF00003207	1	1	2	1.0	single-copy
GF00003208	1	1	2	1.0	single-copy
GF00003209	1	1	2	1.0	single-copy
GF00003210	1	1	2	1.0	single-copy
GF00003211	1	1	2	1.0	single-copy
GF00003212	1	1	2	1.0	single-copy
GF00003213	1	1	2	1.0	single-copy
GF00003214	1	1	2	1.0	single-copy
GF00003215	1	1	2	1.0	single-copy
GF00003216	1	1	2	1.0	single-copy
GF00003217	1	1	2	1.0	single-copy
GF00003218	1	1	2	1.0	single-copy
GF00003219	1	1	2	1.0	single-copy
GF00003220	1	1	2	1.0	single-copy
GF00003221	1	1	2	1.0	single-copy
GF00003222	1	1	2	1.0	single-copy
GF00003223	1	1	2	1.0	single-copy
GF00003224	1	1	2	1.0	single-copy
GF00003225	1	1	2	1.0	single-copy
GF00003226	1	1	2	1.0	single-copy
GF00003227	1	1	2	1.0	single-copy
GF00003228	1	1	2	1.0	single-copy
GF00003229	1	1	2	1.0	single-copy
GF00003230	1	1	2	1.0	single-copy
GF00003231	1	1	2	1.0	single-copy
GF00003232	1	1	2	1.0	single-copy
GF00003233	1	1	2	1.0	single-copy
GF00003234	1	1	2	1.0	single-copy
GF00003235	1	1	2	1.0	single-copy
GF00003236	1	1	2	1.0	single-copy
GF00003237	1	1	2	1.0	single-copy
GF00003238	1	1	2	1.0	single-copy
GF00003239	1	1	2	1.0	single-copy
GF00003240	1	1	2	1.0	single-copy
GF00003241	1	1	2	1.0	single-copy
GF00003242	1	1	2	1.0	single-copy
GF00003243	1	1	2	1.0	single-copy
GF00003244	1	1	2	1.0	single-copy
GF00003245	1	1	2	1.0	single-copy
GF00003246	1	1	2	1.0	single-copy
GF00003247	1	1	2	1.0	single-copy
GF00003248	1	1	2	1.0	single-copy
GF00003249	1	1	2	1.0	single-copy
GF00003250	1	1	2	1.0	single-copy
GF00003251	1	1	2	1.0	single-copy
GF00003252	1	1	2	1.0	single-copy
GF00003253	1	1	2	1.0	single-copy
GF00003254	1	1	2	1.0	single-copy
GF00003255	1	1	2	1.0	single-copy
GF00003256	1	1	2	1.0	single-copy
GF00003257	1	1	2	1.0	single-copy
GF00003258	1	1	2	1.0	single-copy
GF00003259	1	1	2	1.0	single-copy
GF00003260	1	1	2	1.0	single-copy
GF00003261	1	1	2	1.0	single-copy
GF00003262	1	1	2	1.0	single-copy
GF00003263	1	1	2	1.0	single-copy
GF00003264	1	1	2	1.0	single-copy
GF00003265	1	1	2	1.0	single-copy
GF00003266	1	1	2	1.0	single-copy
GF00003267	1	1	2	1.0	single-copy
GF00003268	1	1	2	1.0	single-copy
GF00003269	1	1	2	1.0	single-copy
GF00003270	1	1	2	1.0	single-copy
GF00003271	1	1	2	1.0	single-copy
GF00003272	1	1	2	1.0	single-copy
GF00003273	1	1	2	1.0	single-copy
GF00003274	1	1	2	1.0	single-copy
GF00003275	1	1	2	1.0	single-copy
GF00003276	1	1	2	1.0	single-copy
GF00003277	1	1	2	1.0	single-copy
GF00003278	1	1	2	1.0	single-copy
GF00003279	1	1	2	1.0	single-copy
GF00003280	1	1	2	1.0	single-copy
GF00003281	1	1	2	1.0	single-copy
GF00003282	1	1	2	1.0	single-copy
GF00003283	1	1	2	1.0	single-copy
GF00003284	1	1	2	1.0	single-copy
GF00003285	1	1	2	1.0	single-copy
GF00003286	1	1	2	1.0	single-copy
GF00003287	1	1	2	1.0	single-copy
GF00003288	1	1	2	1.0	single-copy
GF00003289	1	1	2	1.0	single-copy
GF00003290	1	1	2	1.0	single-copy
GF00003291	1	1	2	1.0	single-copy
GF00003292	1	1	2	1.0	single-copy
GF00003293	1	1	2	1.0	single-copy
GF00003294	1	1	2	1.0	single-copy
GF00003295	1	1	2	1.0	single-copy
GF00003296	1	1	2	1.0	single-copy
GF00003297	1	1	2	1.0	single-copy
GF00003298	1	1	2	1.0	single-copy
GF00003299	1	1	2	1.0	single-copy
GF00003300	1	1	2	1.0	single-copy
GF00003301	1	1	2	1.0	single-copy
GF00003302	1	1	2	1.0	single-copy
GF00003303	1	1	2	1.0	single-copy
GF00003304	1	1	2	1.0	single-copy
GF00003305	1	1	2	1.0	single-copy
GF00003306	1	1	2	1.0	single-copy
GF00003307	1	1	2	1.0	single-copy
GF00003308	1	1	2	1.0	single-copy
GF00003309	1	1	2	1.0	single-copy
GF00003310	1	1	2	1.0	single-copy
GF00003311	1	1	2	1.0	single-copy
GF00003312	1	1	2	1.0	single-copy
GF00003313	1	1	2	1.0	single-copy
GF00003314	1	1	2	1.0	single-copy
GF00003315	1	1	2	1.0	single-copy
GF00003316	1	1	2	1.0	single-copy
GF00003317	1	1	2	1.0	single-copy
GF00003318	1	1	2	1.0	single-copy
GF00003319	1	1	2	1.0	single-copy
GF00003320	1	1	2	1.0	single-copy
GF00003321	1	1	2	1.0	single-copy
GF00003322	1	1	2	1.0	single-copy
GF00003323	1	1	2	1.0	single-copy
GF00003324	1	1	2	1.0	single-copy
GF00003325	1	1	2	1.0	single-copy
GF00003326	1	1	2	1.0	single-copy
GF00003327	1	1	2	1.0	single-copy
GF00003328	1	1	2	1.0	single-copy
GF00003329	1	1	2	1.0	single-copy
GF00003330	1	1	2	1.0	single-copy
GF00003331	1	1	2	1.0	single-copy
GF00003332	1	1	2	1.0	single-copy
GF00003333	1	1	2	1.0	single-copy
GF00003334	1	1	2	1.0	single-copy
GF00003335	1	1	2	1.0	single-copy
GF00003336	1	1	2	1.0	single-copy
GF00003337	1	1	2	1.0	single-copy
GF00003338	1	1	2	1.0	single-copy
GF00003339	1	1	2	1.0	single-copy
GF00003340	1	1	2	1.0	single-copy
GF00003341	1	1	2	1.0	single-copy
GF00003342	1	1	2	1.0	single-copy
GF00003343	1	1	2	1.0	single-copy
GF00003344	1	1	2	1.0	single-copy
GF00003345	1	1	2	1.0	single-copy
GF00003346	1	1	2	1.0	single-copy
GF00003347	1	1	2	1.0	single-copy
GF00003348	1	1	2	1.0	single-copy
GF00003349	1	1	2	1.0	single-copy
GF00003350	1	1	2	1.0	single-copy
GF00003351	1	1	2	1.0	single-copy
GF00003352	1	1	2	1.0	single-copy
GF00003353	1	1	2	1.0	single-copy
GF00003354	1	1	2	1.0	single-copy
GF00003355	1	1	2	1.0	single-copy
GF00003356	1	1	2	1.0	single-copy
GF00003357	1	1	2	1.0	single-copy
GF00003358	1	1	2	1.0	single-copy
GF00003359	1	1	2	1.0	single-copy
GF00003360	1	1	2	1.0	single-copy
GF00003361	1	1	2	1.0	single-copy
GF00003362	1	1	2	1.0	single-copy
GF00003363	1	1	2	1.0	single-copy
GF00003364	1	1	2	1.0	single-copy
GF00003365	1	1	2	1.0	single-copy
GF00003366	1	1	2	1.0	single-copy
GF00003367	1	1	2	1.0	single-copy
GF00003368	1	1	2	1.0	single-copy
GF00003369	1	1	2	1.0	single-copy
GF00003370	1	1	2	1.0	single-copy
GF00003371	1	1	2	1.0	single-copy
GF00003372	1	1	2	1.0	single-copy
GF00003373	1	1	2	1.0	single-copy
GF00003374	1	1	2	1.0	single-copy
GF00003375	1	1	2	1.0	single-copy
GF00003376	1	1	2	1.0	single-copy
GF00003377	1	1	2	1.0	single-copy
GF00003378	1	1	2	1.0	single-copy
GF00003379	1	1	2	1.0	single-copy
GF00003380	1	1	2	1.0	single-copy
GF00003381	1	1	2	1.0	single-copy
GF00003382	1	1	2	1.0	single-copy
GF00003383	1	1	2	1.0	single-copy
GF00003384	1	1	2	1.0	single-copy
GF00003385	1	1	2	1.0	single-copy
GF00003386	1	1	2	1.0	single-copy
GF00003387	1	1	2	1.0	single-copy
GF00003388	1	1	2	1.0	single-copy
GF00003389	1	1	2	1.0	single-copy
GF00003390	1	1	2	1.0	single-copy
GF00003391	1	1	2	1.0	single-copy
GF00003392	1	1	2	1.0	single-copy
GF00003393	1	1	2	1.0	single-copy
GF00003394	1	1	2	1.0	single-copy
GF00003395	1	1	2	1.0	single-copy
GF00003396	1	1	2	1.0	single-copy
GF00003397	1	1	2	1.0	single-copy
GF00003398	1	1	2	1.0	single-copy
GF00003399	1	1	2	1.0	single-copy
GF00003400	1	1	2	1.0	single-copy
GF00003401	1	1	2	1.0	single-copy
GF00003402	1	1	2	1.0	single-copy
GF00003403	1	1	2	1.0	single-copy
GF00003404	1	1	2	1.0	single-copy
GF00003405	1	1	2	1.0	single-copy
GF00003406	1	1	2	1.0	single-copy
GF00003407	1	1	2	1.0	single-copy
GF00003408	1	1	2	1.0	single-copy
GF00003409	1	1	2	1.0	single-copy
GF00003410	1	1	2	1.0	single-copy
GF00003411	1	1	2	1.0	single-copy
GF00003412	1	1	2	1.0	single-copy
GF00003413	1	1	2	1.0	single-copy
GF00003414	1	1	2	1.0	single-copy
GF00003415	1	1	2	1.0	single-copy
GF00003416	1	1	2	1.0	single-copy
GF00003417	1	1	2	1.0	single-copy
GF00003418	1	1	2	1.0	single-copy
GF00003419	1	1	2	1.0	single-copy
GF00003420	1	1	2	1.0	single-copy
GF00003421	1	1	2	1.0	single-copy
GF00003422	1	1	2	1.0	single-copy
GF00003423	1	1	2	1.0	single-copy
GF00003424	1	1	2	1.0	single-copy
GF00003425	1	1	2	1.0	single-copy
GF00003426	1	1	2	1.0	single-copy
GF00003427	1	1	2	1.0	single-copy
GF00003428	1	1	2	1.0	single-copy
GF00003429	1	1	2	1.0	single-copy
GF00003430	1	1	2	1.0	single-copy
GF00003431	1	1	2	1.0	single-copy
GF00003432	1	1	2	1.0	single-copy
GF00003433	1	1	2	1.0	single-copy
GF00003434	1	1	2	1.0	single-copy
GF00003435	1	1	2	1.0	single-copy
GF00003436	1	1	2	1.0	single-copy
GF00003437	1	1	2	1.0	single-copy
GF00003438	1	1	2	1.0	single-copy
GF00003439	1	1	2	1.0	single-copy
GF00003440	1	1	2	1.0	single-copy
GF00003441	1	1	2	1.0	single-copy
GF00003442	1	1	2	1.0	single-copy
GF00003443	1	1	2	1.0	single-copy
GF00003444	1	1	2	1.0	single-copy
GF00003445	1	1	2	1.0	single-copy
GF00003446	1	1	2	1.0	single-copy
GF00003447	1	1	2	1.0	single-copy
GF00003448	1	1	2	1.0	single-copy
GF00003449	1	1	2	1.0	single-copy
GF00003450	1	1	2	1.0	single-copy
GF00003451	1	1	2	1.0	single-copy
GF00003452	1	1	2	1.0	single-copy
GF00003453	1	1	2	1.0	single-copy
GF00003454	1	1	2	1.0	single-copy
GF00003455	1	1	2	1.0	single-copy
GF00003456	1	1	2	1.0	single-copy
GF00003457	1	1	2	1.0	single-copy
GF00003458	1	1	2	1.0	single-copy
GF00003459	1	1	2	1.0	single-copy
GF00003460	1	1	2	1.0	single-copy
GF00003461	1	1	2	1.0	single-copy
GF00003462	1	1	2	1.0	single-copy
GF00003463	1	1	2	1.0	single-copy
GF00003464	1	1	2	1.0	single-copy
GF00003465	1	1	2	1.0	single-copy
GF00003466	1	1	2	1.0	single-copy
GF00003467	1	1	2	1.0	single-copy
GF00003468	1	1	2	1.0	single-copy
GF00003469	1	1	2	1.0	single-copy
GF00003470	1	1	2	1.0	single-copy
GF00003471	1	1	2	1.0	single-copy
GF00003472	1	1	2	1.0	single-copy
GF00003473	1	1	2	1.0	single-copy
GF00003474	1	1	2	1.0	single-copy
GF00003475	1	1	2	1.0	single-copy
GF00003476	1	1	2	1.0	single-copy
GF00003477	1	1	2	1.0	single-copy
GF00003478	1	1	2	1.0	single-copy
GF00003479	1	1	2	1.0	single-copy
GF00003480	1	1	2	1.0	single-copy
GF00003481	1	1	2	1.0	single-copy
GF00003482	1	1	2	1.0	single-copy
GF00003483	1	1	2	1.0	single-copy
GF00003484	1	1	2	1.0	single-copy
GF00003485	1	1	2	1.0	single-copy
GF00003486	1	1	2	1.0	single-copy
GF00003487	1	1	2	1.0	single-copy
GF00003488	1	1	2	1.0	single-copy
GF00003489	1	1	2	1.0	single-copy
GF00003490	1	1	2	1.0	single-copy
GF00003491	1	1	2	1.0	single-copy
GF00003492	1	1	2	1.0	single-copy
GF00003493	1	1	2	1.0	single-copy
GF00003494	1	1	2	1.0	single-copy
GF00003495	1	1	2	1.0	single-copy
GF00003496	1	1	2	1.0	single-copy
GF00003497	1	1	2	1.0	single-copy
GF00003498	1	1	2	1.0	single-copy
GF00003499	1	1	2	1.0	single-copy
GF00003500	1	1	2	1.0	single-copy
GF00003501	1	1	2	1.0	single-copy
GF00003502	1	1	2	1.0	single-copy
GF00003503	1	1	2	1.0	single-copy
GF00003504	1	1	2	1.0	single-copy
GF00003505	1	1	2	1.0	single-copy
GF00003506	1	1	2	1.0	single-copy
GF00003507	1	1	2	1.0	single-copy
GF00003508	1	1	2	1.0	single-copy
GF00003509	1	1	2	1.0	single-copy
GF00003510	1	1	2	1.0	single-copy
GF00003511	1	1	2	1.0	single-copy
GF00003512	1	1	2	1.0	single-copy
GF00003513	1	1	2	1.0	single-copy
GF00003514	1	1	2	1.0	single-copy
GF00003515	1	1	2	1.0	single-copy
GF00003516	1	1	2	1.0	single-copy
GF00003517	1	1	2	1.0	single-copy
GF00003518	1	1	2	1.0	single-copy
GF00003519	1	1	2	1.0	single-copy
GF00003520	1	1	2	1.0	single-copy
GF00003521	1	1	2	1.0	single-copy
GF00003522	1	1	2	1.0	single-copy
GF00003523	1	1	2	1.0	single-copy
GF00003524	1	1	2	1.0	single-copy
GF00003525	1	1	2	1.0	single-copy
GF00003526	1	1	2	1.0	single-copy
GF00003527	1	1	2	1.0	single-copy
GF00003528	1	1	2	1.0	single-copy
GF00003529	1	1	2	1.0	single-copy
GF00003530	1	1	2	1.0	single-copy
GF00003531	1	1	2	1.0	single-copy
GF00003532	1	1	2	1.0	single-copy
GF00003533	1	1	2	1.0	single-copy
GF00003534	1	1	2	1.0	single-copy
GF00003535	1	1	2	1.0	single-copy
GF00003536	1	1	2	1.0	single-copy
GF00003537	1	1	2	1.0	single-copy
GF00003538	1	1	2	1.0	single-copy
GF00003539	1	1	2	1.0	single-copy
GF00003540	1	1	2	1.0	single-copy
GF00003541	1	1	2	1.0	single-copy
GF00003542	1	1	2	1.0	single-copy
GF00003543	1	1	2	1.0	single-copy
GF00003544	1	1	2	1.0	single-copy
GF00003545	1	1	2	1.0	single-copy
GF00003546	1	1	2	1.0	single-copy
GF00003547	1	1	2	1.0	single-copy
GF00003548	1	1	2	1.0	single-copy
GF00003549	1	1	2	1.0	single-copy
GF00003550	1	1	2	1.0	single-copy
GF00003551	1	1	2	1.0	single-copy
GF00003552	1	1	2	1.0	single-copy
GF00003553	1	1	2	1.0	single-copy
GF00003554	1	1	2	1.0	single-copy
GF00003555	1	1	2	1.0	single-copy
GF00003556	1	1	2	1.0	single-copy
GF00003557	1	1	2	1.0	single-copy
GF00003558	1	1	2	1.0	single-copy
GF00003559	1	1	2	1.0	single-copy
GF00003560	1	1	2	1.0	single-copy
GF00003561	1	1	2	1.0	single-copy
GF00003562	1	1	2	1.0	single-copy
GF00003563	1	1	2	1.0	single-copy
GF00003564	1	1	2	1.0	single-copy
GF00003565	1	1	2	1.0	single-copy
GF00003566	1	1	2	1.0	single-copy
GF00003567	1	1	2	1.0	single-copy
GF00003568	1	1	2	1.0	single-copy
GF00003569	1	1	2	1.0	single-copy
GF00003570	1	1	2	1.0	single-copy
GF00003571	1	1	2	1.0	single-copy
GF00003572	1	1	2	1.0	single-copy
GF00003573	1	1	2	1.0	single-copy
GF00003574	1	1	2	1.0	single-copy
GF00003575	1	1	2	1.0	single-copy
GF00003576	1	1	2	1.0	single-copy
GF00003577	1	1	2	1.0	single-copy
GF00003578	1	1	2	1.0	single-copy
GF00003579	1	1	2	1.0	single-copy
GF00003580	1	1	2	1.0	single-copy
GF00003581	1	1	2	1.0	single-copy
GF00003582	1	1	2	1.0	single-copy
GF00003583	1	1	2	1.0	single-copy
GF00003584	1	1	2	1.0	single-copy
GF00003585	1	1	2	1.0	single-copy
GF00003586	1	1	2	1.0	single-copy
GF00003587	1	1	2	1.0	single-copy
GF00003588	1	1	2	1.0	single-copy
GF00003589	1	1	2	1.0	single-copy
GF00003590	1	1	2	1.0	single-copy
GF00003591	1	1	2	1.0	single-copy
GF00003592	1	1	2	1.0	single-copy
GF00003593	1	1	2	1.0	single-copy
GF00003594	1	1	2	1.0	single-copy
GF00003595	1	1	2	1.0	single-copy
GF00003596	1	1	2	1.0	single-copy
GF00003597	1	1	2	1.0	single-copy
GF00003598	1	1	2	1.0	single-copy
GF00003599	1	1	2	1.0	single-copy
GF00003600	1	1	2	1.0	single-copy
GF00003601	1	1	2	1.0	single-copy
GF00003602	1	1	2	1.0	single-copy
GF00003603	1	1	2	1.0	single-copy
GF00003604	1	1	2	1.0	single-copy
GF00003605	1	1	2	1.0	single-copy
GF00003606	1	1	2	1.0	single-copy
GF00003607	1	1	2	1.0	single-copy
GF00003608	1	1	2	1.0	single-copy
GF00003609	1	1	2	1.0	single-copy
GF00003610	1	1	2	1.0	single-copy
GF00003611	1	1	2	1.0	single-copy
GF00003612	1	1	2	1.0	single-copy
GF00003613	1	1	2	1.0	single-copy
GF00003614	1	1	2	1.0	single-copy
GF00003615	1	1	2	1.0	single-copy
GF00003616	1	1	2	1.0	single-copy
GF00003617	1	1	2	1.0	single-copy
GF00003618	1	1	2	1.0	single-copy
GF00003619	1	1	2	1.0	single-copy
GF00003620	1	1	2	1.0	single-copy
GF00003621	1	1	2	1.0	single-copy
GF00003622	1	1	2	1.0	single-copy
GF00003623	1	1	2	1.0	single-copy
GF00003624	1	1	2	1.0	single-copy
GF00003625	1	1	2	1.0	single-copy
GF00003626	1	1	2	1.0	single-copy
GF00003627	1	1	2	1.0	single-copy
GF00003628	1	1	2	1.0	single-copy
GF00003629	1	1	2	1.0	single-copy
GF00003630	1	1	2	1.0	single-copy
GF00003631	1	1	2	1.0	single-copy
GF00003632	1	1	2	1.0	single-copy
GF00003633	1	1	2	1.0	single-copy
GF00003634	1	1	2	1.0	single-copy
GF00003635	1	1	2	1.0	single-copy
GF00003636	1	1	2	1.0	single-copy
GF00003637	1	1	2	1.0	single-copy
GF00003638	1	1	2	1.0	single-copy
GF00003639	1	1	2	1.0	single-copy
GF00003640	1	1	2	1.0	single-copy
GF00003641	1	1	2	1.0	single-copy
GF00003642	1	1	2	1.0	single-copy
GF00003643	1	1	2	1.0	single-copy
GF00003644	1	1	2	1.0	single-copy
GF00003645	1	1	2	1.0	single-copy
GF00003646	1	1	2	1.0	single-copy
GF00003647	1	1	2	1.0	single-copy
GF00003648	1	1	2	1.0	single-copy
GF00003649	1	1	2	1.0	single-copy
GF00003650	1	1	2	1.0	single-copy
GF00003651	1	1	2	1.0	single-copy
GF00003652	1	1	2	1.0	single-copy
GF00003653	1	1	2	1.0	single-copy
GF00003654	1	1	2	1.0	single-copy
GF00003655	1	1	2	1.0	single-copy
GF00003656	1	1	2	1.0	single-copy
GF00003657	1	1	2	1.0	single-copy
GF00003658	1	1	2	1.0	single-copy
GF00003659	1	1	2	1.0	single-copy
GF00003660	1	1	2	1.0	single-copy
GF00003661	1	1	2	1.0	single-copy
GF00003662	1	1	2	1.0	single-copy
GF00003663	1	1	2	1.0	single-copy
GF00003664	1	1	2	1.0	single-copy
GF00003665	1	1	2	1.0	single-copy
GF00003666	1	1	2	1.0	single-copy
GF00003667	1	1	2	1.0	single-copy
GF00003668	1	1	2	1.0	single-copy
GF00003669	1	1	2	1.0	single-copy
GF00003670	1	1	2	1.0	single-copy
GF00003671	1	1	2	1.0	single-copy
GF00003672	1	1	2	1.0	single-copy
GF00003673	1	1	2	1.0	single-copy
GF00003674	1	1	2	1.0	single-copy
GF00003675	1	1	2	1.0	single-copy
GF00003676	1	1	2	1.0	single-copy
GF00003677	1	1	2	1.0	single-copy
GF00003678	1	1	2	1.0	single-copy
GF00003679	1	1	2	1.0	single-copy
GF00003680	1	1	2	1.0	single-copy
GF00003681	1	1	2	1.0	single-copy
GF00003682	1	1	2	1.0	single-copy
GF00003683	1	1	2	1.0	single-copy
GF00003684	1	1	2	1.0	single-copy
GF00003685	1	1	2	1.0	single-copy
GF00003686	1	1	2	1.0	single-copy
GF00003687	1	1	2	1.0	single-copy
GF00003688	1	1	2	1.0	single-copy
GF00003689	1	1	2	1.0	single-copy
GF00003690	1	1	2	1.0	single-copy
GF00003691	1	1	2	1.0	single-copy
GF00003692	1	1	2	1.0	single-copy
GF00003693	1	1	2	1.0	single-copy
GF00003694	1	1	2	1.0	single-copy
GF00003695	1	1	2	1.0	single-copy
GF00003696	1	1	2	1.0	single-copy
GF00003697	1	1	2	1.0	single-copy
GF00003698	1	1	2	1.0	single-copy
GF00003699	1	1	2	1.0	single-copy
GF00003700	1	1	2	1.0	single-copy
GF00003701	1	1	2	1.0	single-copy
GF00003702	1	1	2	1.0	single-copy
GF00003703	1	1	2	1.0	single-copy
GF00003704	1	1	2	1.0	single-copy
GF00003705	1	1	2	1.0	single-copy
GF00003706	1	1	2	1.0	single-copy
GF00003707	1	1	2	1.0	single-copy
GF00003708	1	1	2	1.0	single-copy
GF00003709	1	1	2	1.0	single-copy
GF00003710	1	1	2	1.0	single-copy
GF00003711	1	1	2	1.0	single-copy
GF00003712	1	1	2	1.0	single-copy
GF00003713	1	1	2	1.0	single-copy
GF00003714	1	1	2	1.0	single-copy
GF00003715	1	1	2	1.0	single-copy
GF00003716	1	1	2	1.0	single-copy
GF00003717	1	1	2	1.0	single-copy
GF00003718	1	1	2	1.0	single-copy
GF00003719	1	1	2	1.0	single-copy
GF00003720	1	1	2	1.0	single-copy
GF00003721	1	1	2	1.0	single-copy
GF00003722	1	1	2	1.0	single-copy
GF00003723	1	1	2	1.0	single-copy
GF00003724	1	1	2	1.0	single-copy
GF00003725	1	1	2	1.0	single-copy
GF00003726	1	1	2	1.0	single-copy
GF00003727	1	1	2	1.0	single-copy
GF00003728	1	1	2	1.0	single-copy
GF00003729	1	1	2	1.0	single-copy
GF00003730	1	1	2	1.0	single-copy
GF00003731	1	1	2	1.0	single-copy
GF00003732	1	1	2	1.0	single-copy
GF00003733	1	1	2	1.0	single-copy
GF00003734	1	1	2	1.0	single-copy
GF00003735	1	1	2	1.0	single-copy
GF00003736	1	1	2	1.0	single-copy
GF00003737	1	1	2	1.0	single-copy
GF00003738	1	1	2	1.0	single-copy
GF00003739	1	1	2	1.0	single-copy
GF00003740	1	1	2	1.0	single-copy
GF00003741	1	1	2	1.0	single-copy
GF00003742	1	1	2	1.0	single-copy
GF00003743	1	1	2	1.0	single-copy
GF00003744	1	1	2	1.0	single-copy
GF00003745	1	1	2	1.0	single-copy
GF00003746	1	1	2	1.0	single-copy
GF00003747	1	1	2	1.0	single-copy
GF00003748	1	1	2	1.0	single-copy
GF00003749	1	1	2	1.0	single-copy
GF00003750	1	1	2	1.0	single-copy
GF00003751	1	1	2	1.0	single-copy
GF00003752	1	1	2	1.0	single-copy
GF00003753	1	1	2	1.0	single-copy
GF00003754	1	1	2	1.0	single-copy
GF00003755	1	1	2	1.0	single-copy
GF00003756	1	1	2	1.0	single-copy
GF00003757	1	1	2	1.0	single-copy
GF00003758	1	1	2	1.0	single-copy
GF00003759	1	1	2	1.0	single-copy
GF00003760	1	1	2	1.0	single-copy
GF00003761	1	1	2	1.0	single-copy
GF00003762	1	1	2	1.0	single-copy
GF00003763	1	1	2	1.0	single-copy
GF00003764	1	1	2	1.0	single-copy
GF00003765	1	1	2	1.0	single-copy
GF00003766	1	1	2	1.0	single-copy
GF00003767	1	1	2	1.0	single-copy
GF00003768	1	1	2	1.0	single-copy
GF00003769	1	1	2	1.0	single-copy
GF00003770	1	1	2	1.0	single-copy
GF00003771	1	1	2	1.0	single-copy
GF00003772	1	1	2	1.0	single-copy
GF00003773	1	1	2	1.0	single-copy
GF00003774	1	1	2	1.0	single-copy
GF00003775	1	1	2	1.0	single-copy
GF00003776	1	1	2	1.0	single-copy
GF00003777	1	1	2	1.0	single-copy
GF00003778	1	1	2	1.0	single-copy
GF00003779	1	1	2	1.0	single-copy
GF00003780	1	1	2	1.0	single-copy
GF00003781	1	1	2	1.0	single-copy
GF00003782	1	1	2	1.0	single-copy
GF00003783	1	1	2	1.0	single-copy
GF00003784	1	1	2	1.0	single-copy
GF00003785	1	1	2	1.0	single-copy
GF00003786	1	1	2	1.0	single-copy
GF00003787	1	1	2	1.0	single-copy
GF00003788	1	1	2	1.0	single-copy
GF00003789	1	1	2	1.0	single-copy
GF00003790	1	1	2	1.0	single-copy
GF00003791	1	1	2	1.0	single-copy
GF00003792	1	1	2	1.0	single-copy
GF00003793	1	1	2	1.0	single-copy
GF00003794	1	1	2	1.0	single-copy
GF00003795	1	1	2	1.0	single-copy
GF00003796	1	1	2	1.0	single-copy
GF00003797	1	1	2	1.0	single-copy
GF00003798	1	1	2	1.0	single-copy
GF00003799	1	1	2	1.0	single-copy
GF00003800	1	1	2	1.0	single-copy
GF00003801	1	1	2	1.0	single-copy
GF00003802	1	1	2	1.0	single-copy
GF00003803	1	1	2	1.0	single-copy
GF00003804	1	1	2	1.0	single-copy
GF00003805	1	1	2	1.0	single-copy
GF00003806	1	1	2	1.0	single-copy
GF00003807	1	1	2	1.0	single-copy
GF00003808	1	1	2	1.0	single-copy
GF00003809	1	1	2	1.0	single-copy
GF00003810	1	1	2	1.0	single-copy
GF00003811	1	1	2	1.0	single-copy
GF00003812	1	1	2	1.0	single-copy
