	Rhodotorula_mucilaginosa_TFCN_17-291Y-1.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00002680	TFCN17291Y1_003057-T1	DBVPG3775_001010-T1
GF00002681	TFCN17291Y1_003058-T1	DBVPG3775_001011-T1
GF00002682	TFCN17291Y1_003059-T1	DBVPG3775_001012-T1
GF00002683	TFCN17291Y1_003060-T1	DBVPG3775_001013-T1
GF00002684	TFCN17291Y1_003061-T1	DBVPG3775_001014-T1
GF00002685	TFCN17291Y1_009394-T1	DBVPG3775_001015-T1
GF00002686	TFCN17291Y1_003064-T1	DBVPG3775_001886-T1
GF00002687	TFCN17291Y1_011514-T1	DBVPG3775_001885-T1
GF00002688	TFCN17291Y1_003066-T1	DBVPG3775_007538-T1
GF00002689	TFCN17291Y1_011622-T1	DBVPG3775_007536-T1
GF00002690	TFCN17291Y1_003069-T1	DBVPG3775_007535-T1
GF00002691	TFCN17291Y1_003070-T1	DBVPG3775_007534-T1
GF00002692	TFCN17291Y1_003071-T1	DBVPG3775_007533-T1
GF00002693	TFCN17291Y1_011616-T1	DBVPG3775_000419-T1
GF00002694	TFCN17291Y1_011615-T1	DBVPG3775_000422-T1
GF00002695	TFCN17291Y1_003077-T1	DBVPG3775_000425-T1
GF00002696	TFCN17291Y1_011611-T1	DBVPG3775_000426-T1
GF00002697	TFCN17291Y1_011610-T1	DBVPG3775_000427-T1
GF00002698	TFCN17291Y1_003080-T1	DBVPG3775_000428-T1
GF00002699	TFCN17291Y1_011607-T1	DBVPG3775_000430-T1
GF00002700	TFCN17291Y1_011606-T1	DBVPG3775_000431-T1
GF00002701	TFCN17291Y1_003387-T1	DBVPG3775_000702-T1
GF00002702	TFCN17291Y1_010109-T1	DBVPG3775_002583-T1
GF00002703	TFCN17291Y1_007862-T1	DBVPG3775_000485-T1
GF00002704	TFCN17291Y1_003126-T1	DBVPG3775_000486-T1
GF00002705	TFCN17291Y1_003127-T1	DBVPG3775_000489-T1
GF00002706	TFCN17291Y1_003128-T1	DBVPG3775_000490-T1
GF00002707	TFCN17291Y1_003129-T1	DBVPG3775_000491-T1
GF00002708	TFCN17291Y1_003134-T1	DBVPG3775_000497-T1
GF00002709	TFCN17291Y1_007855-T1	DBVPG3775_000498-T1
GF00002710	TFCN17291Y1_003136-T1	DBVPG3775_000499-T1
GF00002711	TFCN17291Y1_003137-T1	DBVPG3775_000500-T1
GF00002712	TFCN17291Y1_003138-T1	DBVPG3775_000501-T1
GF00002713	TFCN17291Y1_003140-T1	DBVPG3775_000504-T1
GF00002714	TFCN17291Y1_003141-T1	DBVPG3775_000505-T1
GF00002715	TFCN17291Y1_003142-T1	DBVPG3775_000506-T1
GF00002716	TFCN17291Y1_003145-T1	DBVPG3775_000509-T1
GF00002717	TFCN17291Y1_003560-T1	DBVPG3775_000850-T1
GF00002718	TFCN17291Y1_003170-T1	DBVPG3775_000851-T1
GF00002719	TFCN17291Y1_003562-T1	DBVPG3775_000852-T1
GF00002720	TFCN17291Y1_009469-T1	DBVPG3775_007223-T1
GF00002721	TFCN17291Y1_003572-T1	DBVPG3775_000863-T1
GF00002722	TFCN17291Y1_003179-T1	DBVPG3775_000864-T1
GF00002723	TFCN17291Y1_003578-T1	DBVPG3775_000869-T1
GF00002724	TFCN17291Y1_003579-T1	DBVPG3775_000870-T1
GF00002725	TFCN17291Y1_003184-T1	DBVPG3775_000871-T1
GF00002726	TFCN17291Y1_004046-T1	DBVPG3775_001504-T1
GF00002727	TFCN17291Y1_003186-T1	DBVPG3775_000873-T1
GF00002728	TFCN17291Y1_003187-T1	DBVPG3775_000874-T1
GF00002729	TFCN17291Y1_003188-T1	DBVPG3775_000875-T1
GF00002730	TFCN17291Y1_003190-T1	DBVPG3775_000877-T1
GF00002731	TFCN17291Y1_003192-T1	DBVPG3775_000879-T1
GF00002732	TFCN17291Y1_003193-T1	DBVPG3775_000880-T1
GF00002733	TFCN17291Y1_003195-T1	DBVPG3775_000882-T1
GF00002734	TFCN17291Y1_003196-T1	DBVPG3775_000883-T1
GF00002735	TFCN17291Y1_003197-T1	DBVPG3775_000884-T1
GF00002736	TFCN17291Y1_003198-T1	DBVPG3775_000885-T1
GF00002737	TFCN17291Y1_003199-T1	DBVPG3775_000887-T1
GF00002738	TFCN17291Y1_003596-T1	DBVPG3775_000888-T1
GF00002739	TFCN17291Y1_003597-T1	DBVPG3775_000889-T1
GF00002740	TFCN17291Y1_003202-T1	DBVPG3775_000890-T1
GF00002741	TFCN17291Y1_003282-T1	DBVPG3775_006407-T1
GF00002742	TFCN17291Y1_003283-T1	DBVPG3775_006408-T1
GF00002743	TFCN17291Y1_004728-T1	DBVPG3775_006409-T1
GF00002744	TFCN17291Y1_003285-T1	DBVPG3775_006410-T1
GF00002745	TFCN17291Y1_003287-T1	DBVPG3775_006412-T1
GF00002746	TFCN17291Y1_003289-T1	DBVPG3775_006414-T1
GF00002747	TFCN17291Y1_003290-T1	DBVPG3775_006415-T1
GF00002748	TFCN17291Y1_004735-T1	DBVPG3775_006422-T1
GF00002749	TFCN17291Y1_004738-T1	DBVPG3775_006428-T1
GF00002750	TFCN17291Y1_004741-T1	DBVPG3775_006431-T1
GF00002751	TFCN17291Y1_003304-T1	DBVPG3775_006432-T1
GF00002752	TFCN17291Y1_003305-T1	DBVPG3775_006433-T1
GF00002753	TFCN17291Y1_004744-T1	DBVPG3775_006434-T1
GF00002754	TFCN17291Y1_003307-T1	DBVPG3775_006435-T1
GF00002755	TFCN17291Y1_004746-T1	DBVPG3775_006436-T1
GF00002756	TFCN17291Y1_004747-T1	DBVPG3775_006437-T1
GF00002757	TFCN17291Y1_003312-T1	DBVPG3775_006440-T1
GF00002758	TFCN17291Y1_003315-T1	DBVPG3775_006445-T1
GF00002759	TFCN17291Y1_003316-T1	DBVPG3775_006446-T1
GF00002760	TFCN17291Y1_003317-T1	DBVPG3775_006447-T1
GF00002761	TFCN17291Y1_004758-T1	DBVPG3775_006448-T1
GF00002762	TFCN17291Y1_004759-T1	DBVPG3775_006449-T1
GF00002763	TFCN17291Y1_004760-T1	DBVPG3775_006450-T1
GF00002764	TFCN17291Y1_004761-T1	DBVPG3775_006451-T1
GF00002765	TFCN17291Y1_004765-T1	DBVPG3775_007464-T1
GF00002766	TFCN17291Y1_003328-T1	DBVPG3775_007467-T1
GF00002767	TFCN17291Y1_004770-T1	DBVPG3775_007471-T1
GF00002768	TFCN17291Y1_003333-T1	DBVPG3775_007472-T1
GF00002769	TFCN17291Y1_004773-T1	DBVPG3775_007474-T1
GF00002770	TFCN17291Y1_003336-T1	DBVPG3775_007475-T1
GF00002771	TFCN17291Y1_004775-T1	DBVPG3775_007476-T1
GF00002772	TFCN17291Y1_003338-T1	DBVPG3775_007477-T1
GF00002773	TFCN17291Y1_003342-T1	DBVPG3775_006978-T1
GF00002774	TFCN17291Y1_003344-T1	DBVPG3775_006981-T1
GF00002775	TFCN17291Y1_003346-T1	DBVPG3775_006983-T1
GF00002776	TFCN17291Y1_003349-T1	DBVPG3775_006986-T1
GF00002777	TFCN17291Y1_010657-T1	DBVPG3775_006987-T1
GF00002778	TFCN17291Y1_010655-T1	DBVPG3775_006989-T1
GF00002779	TFCN17291Y1_003352-T1	DBVPG3775_006990-T1
GF00002780	TFCN17291Y1_003353-T1	DBVPG3775_006991-T1
GF00002781	TFCN17291Y1_010652-T1	DBVPG3775_006992-T1
GF00002782	TFCN17291Y1_010651-T1	DBVPG3775_006993-T1
GF00002783	TFCN17291Y1_010649-T1	DBVPG3775_006996-T1
GF00002784	TFCN17291Y1_007264-T1	DBVPG3775_003378-T1
GF00002785	TFCN17291Y1_003359-T1	DBVPG3775_006997-T1
GF00002786	TFCN17291Y1_003361-T1	DBVPG3775_006999-T1
GF00002787	TFCN17291Y1_003362-T1	DBVPG3775_007000-T1
GF00002788	TFCN17291Y1_010644-T1	DBVPG3775_007001-T1
GF00002789	TFCN17291Y1_010643-T1	DBVPG3775_007002-T1
GF00002790	TFCN17291Y1_010642-T1	DBVPG3775_007003-T1
GF00002791	TFCN17291Y1_011627-T1	DBVPG3775_007006-T1
GF00002792	TFCN17291Y1_011628-T1	DBVPG3775_007007-T1
GF00002793	TFCN17291Y1_006131-T1	DBVPG3775_006331-T1
GF00002794	TFCN17291Y1_003371-T1	DBVPG3775_007009-T1
GF00002795	TFCN17291Y1_011633-T1	DBVPG3775_007508-T1
GF00002796	TFCN17291Y1_011634-T1	DBVPG3775_007509-T1
GF00002797	TFCN17291Y1_003377-T1	DBVPG3775_007512-T1
GF00002798	TFCN17291Y1_003378-T1	DBVPG3775_007513-T1
GF00002799	TFCN17291Y1_003380-T1	DBVPG3775_007515-T1
GF00002800	TFCN17291Y1_003381-T1	DBVPG3775_007516-T1
GF00002801	TFCN17291Y1_011643-T1	DBVPG3775_007547-T1
GF00002802	TFCN17291Y1_009595-T1	DBVPG3775_000704-T1
GF00002803	TFCN17291Y1_003389-T1	DBVPG3775_000700-T1
GF00002804	TFCN17291Y1_003392-T1	DBVPG3775_000697-T1
GF00002805	TFCN17291Y1_003394-T1	DBVPG3775_000694-T1
GF00002806	TFCN17291Y1_003397-T1	DBVPG3775_000691-T1
GF00002807	TFCN17291Y1_003398-T1	DBVPG3775_000690-T1
GF00002808	TFCN17291Y1_003400-T1	DBVPG3775_000686-T1
GF00002809	TFCN17291Y1_003402-T1	DBVPG3775_000684-T1
GF00002810	TFCN17291Y1_010892-T1	DBVPG3775_000681-T1
GF00002811	TFCN17291Y1_010890-T1	DBVPG3775_000679-T1
GF00002812	TFCN17291Y1_010889-T1	DBVPG3775_000678-T1
GF00002813	TFCN17291Y1_010870-T1	DBVPG3775_000672-T1
GF00002814	TFCN17291Y1_010871-T1	DBVPG3775_000671-T1
GF00002815	TFCN17291Y1_003414-T1	DBVPG3775_000670-T1
GF00002816	TFCN17291Y1_003415-T1	DBVPG3775_000669-T1
GF00002817	TFCN17291Y1_010876-T1	DBVPG3775_000665-T1
GF00002818	TFCN17291Y1_003420-T1	DBVPG3775_000663-T1
GF00002819	TFCN17291Y1_003421-T1	DBVPG3775_000662-T1
GF00002820	TFCN17291Y1_003423-T1	DBVPG3775_000660-T1
GF00002821	TFCN17291Y1_003425-T1	DBVPG3775_000658-T1
GF00002822	TFCN17291Y1_010885-T1	DBVPG3775_000657-T1
GF00002823	TFCN17291Y1_012545-T1	DBVPG3775_000654-T1
GF00002824	TFCN17291Y1_003431-T1	DBVPG3775_000652-T1
GF00002825	TFCN17291Y1_003432-T1	DBVPG3775_000651-T1
GF00002826	TFCN17291Y1_003433-T1	DBVPG3775_000650-T1
GF00002827	TFCN17291Y1_003435-T1	DBVPG3775_000645-T1
GF00002828	TFCN17291Y1_003438-T1	DBVPG3775_000648-T1
GF00002829	TFCN17291Y1_003440-T1	DBVPG3775_000643-T1
GF00002830	TFCN17291Y1_010447-T1	DBVPG3775_000642-T1
GF00002831	TFCN17291Y1_003442-T1	DBVPG3775_000641-T1
GF00002832	TFCN17291Y1_010445-T1	DBVPG3775_000640-T1
GF00002833	TFCN17291Y1_003450-T1	DBVPG3775_000631-T1
GF00002834	TFCN17291Y1_003451-T1	DBVPG3775_000630-T1
GF00002835	TFCN17291Y1_003452-T1	DBVPG3775_000629-T1
GF00002836	TFCN17291Y1_003453-T1	DBVPG3775_000628-T1
GF00002837	TFCN17291Y1_003456-T1	DBVPG3775_000624-T1
GF00002838	TFCN17291Y1_003457-T1	DBVPG3775_000623-T1
GF00002839	TFCN17291Y1_010428-T1	DBVPG3775_000618-T1
GF00002840	TFCN17291Y1_003462-T1	DBVPG3775_000617-T1
GF00002841	TFCN17291Y1_003465-T1	DBVPG3775_000612-T1
GF00002842	TFCN17291Y1_003466-T1	DBVPG3775_000611-T1
GF00002843	TFCN17291Y1_010419-T1	DBVPG3775_000607-T1
GF00002844	TFCN17291Y1_003473-T1	DBVPG3775_000600-T1
GF00002845	TFCN17291Y1_003475-T1	DBVPG3775_000598-T1
GF00002846	TFCN17291Y1_012451-T1	DBVPG3775_000593-T1
GF00002847	TFCN17291Y1_010679-T1	DBVPG3775_001915-T1
GF00002848	TFCN17291Y1_003482-T1	DBVPG3775_000590-T1
GF00002849	TFCN17291Y1_007887-T1	DBVPG3775_000588-T1
GF00002850	TFCN17291Y1_007886-T1	DBVPG3775_000587-T1
GF00002851	TFCN17291Y1_003527-T1	DBVPG3775_000815-T1
GF00002852	TFCN17291Y1_011009-T1	DBVPG3775_000817-T1
GF00002853	TFCN17291Y1_011013-T1	DBVPG3775_000821-T1
GF00002854	TFCN17291Y1_011014-T1	DBVPG3775_000822-T1
GF00002855	TFCN17291Y1_005053-T1	DBVPG3775_006183-T1
GF00002856	TFCN17291Y1_003534-T1	DBVPG3775_000823-T1
GF00002857	TFCN17291Y1_011016-T1	DBVPG3775_000824-T1
GF00002858	TFCN17291Y1_011017-T1	DBVPG3775_000825-T1
GF00002859	TFCN17291Y1_011019-T1	DBVPG3775_000828-T1
GF00002860	TFCN17291Y1_011020-T1	DBVPG3775_000829-T1
GF00002861	TFCN17291Y1_003541-T1	DBVPG3775_000830-T1
GF00002862	TFCN17291Y1_011023-T1	DBVPG3775_000832-T1
GF00002863	TFCN17291Y1_003544-T1	DBVPG3775_000833-T1
GF00002864	TFCN17291Y1_011025-T1	DBVPG3775_000834-T1
GF00002865	TFCN17291Y1_003547-T1	DBVPG3775_000837-T1
GF00002866	TFCN17291Y1_011029-T1	DBVPG3775_000840-T1
GF00002867	TFCN17291Y1_011030-T1	DBVPG3775_000841-T1
GF00002868	TFCN17291Y1_003553-T1	DBVPG3775_000843-T1
GF00002869	TFCN17291Y1_011033-T1	DBVPG3775_000844-T1
GF00002870	TFCN17291Y1_011034-T1	DBVPG3775_000845-T1
GF00002871	TFCN17291Y1_003556-T1	DBVPG3775_000846-T1
GF00002872	TFCN17291Y1_003557-T1	DBVPG3775_000847-T1
GF00002873	TFCN17291Y1_011037-T1	DBVPG3775_000848-T1
GF00002874	TFCN17291Y1_003600-T1	DBVPG3775_002857-T1
GF00002875	TFCN17291Y1_007407-T1	DBVPG3775_002856-T1
GF00002876	TFCN17291Y1_007406-T1	DBVPG3775_002855-T1
GF00002877	TFCN17291Y1_007405-T1	DBVPG3775_002854-T1
GF00002878	TFCN17291Y1_003604-T1	DBVPG3775_002853-T1
GF00002879	TFCN17291Y1_003606-T1	DBVPG3775_002850-T1
GF00002880	TFCN17291Y1_007400-T1	DBVPG3775_002849-T1
GF00002881	TFCN17291Y1_007399-T1	DBVPG3775_002848-T1
GF00002882	TFCN17291Y1_003609-T1	DBVPG3775_002847-T1
GF00002883	TFCN17291Y1_003610-T1	DBVPG3775_002846-T1
GF00002884	TFCN17291Y1_003611-T1	DBVPG3775_002845-T1
GF00002885	TFCN17291Y1_007395-T1	DBVPG3775_002844-T1
GF00002886	TFCN17291Y1_007394-T1	DBVPG3775_002843-T1
GF00002887	TFCN17291Y1_007393-T1	DBVPG3775_002842-T1
GF00002888	TFCN17291Y1_007392-T1	DBVPG3775_002841-T1
GF00002889	TFCN17291Y1_003617-T1	DBVPG3775_002839-T1
GF00002890	TFCN17291Y1_007388-T1	DBVPG3775_002837-T1
GF00002891	TFCN17291Y1_003620-T1	DBVPG3775_002836-T1
GF00002892	TFCN17291Y1_007385-T1	DBVPG3775_002834-T1
GF00002893	TFCN17291Y1_007382-T1	DBVPG3775_002831-T1
GF00002894	TFCN17291Y1_007381-T1	DBVPG3775_002830-T1
GF00002895	TFCN17291Y1_003627-T1	DBVPG3775_002829-T1
GF00002896	TFCN17291Y1_003628-T1	DBVPG3775_002828-T1
GF00002897	TFCN17291Y1_003629-T1	DBVPG3775_002827-T1
GF00002898	TFCN17291Y1_004388-T1	DBVPG3775_005723-T1
GF00002899	TFCN17291Y1_003716-T1	DBVPG3775_005724-T1
GF00002900	TFCN17291Y1_003717-T1	DBVPG3775_005726-T1
GF00002901	TFCN17291Y1_004391-T1	DBVPG3775_005727-T1
GF00002902	TFCN17291Y1_003719-T1	DBVPG3775_004481-T1
GF00002903	TFCN17291Y1_004393-T1	DBVPG3775_004480-T1
GF00002904	TFCN17291Y1_004401-T1	DBVPG3775_004471-T1
GF00002905	TFCN17291Y1_003727-T1	DBVPG3775_004470-T1
GF00002906	TFCN17291Y1_003729-T1	DBVPG3775_004468-T1
GF00002907	TFCN17291Y1_003730-T1	DBVPG3775_004467-T1
GF00002908	TFCN17291Y1_003732-T1	DBVPG3775_004463-T1
GF00002909	TFCN17291Y1_004410-T1	DBVPG3775_004460-T1
GF00002910	TFCN17291Y1_003736-T1	DBVPG3775_004458-T1
GF00002911	TFCN17291Y1_003737-T1	DBVPG3775_004457-T1
GF00002912	TFCN17291Y1_003738-T1	DBVPG3775_004456-T1
GF00002913	TFCN17291Y1_004416-T1	DBVPG3775_004454-T1
GF00002914	TFCN17291Y1_003741-T1	DBVPG3775_004442-T1
GF00002915	TFCN17291Y1_004426-T1	DBVPG3775_004443-T1
GF00002916	TFCN17291Y1_004424-T1	DBVPG3775_004445-T1
GF00002917	TFCN17291Y1_003744-T1	DBVPG3775_004446-T1
GF00002918	TFCN17291Y1_003745-T1	DBVPG3775_004447-T1
GF00002919	TFCN17291Y1_003746-T1	DBVPG3775_004448-T1
GF00002920	TFCN17291Y1_003749-T1	DBVPG3775_004451-T1
GF00002921	TFCN17291Y1_003751-T1	DBVPG3775_004437-T1
GF00002922	TFCN17291Y1_003753-T1	DBVPG3775_004434-T1
GF00002923	TFCN17291Y1_003754-T1	DBVPG3775_004433-T1
GF00002924	TFCN17291Y1_004434-T1	DBVPG3775_004432-T1
GF00002925	TFCN17291Y1_003756-T1	DBVPG3775_004431-T1
GF00002926	TFCN17291Y1_003759-T1	DBVPG3775_004429-T1
GF00002927	TFCN17291Y1_004439-T1	DBVPG3775_004428-T1
GF00002928	TFCN17291Y1_003762-T1	DBVPG3775_004426-T1
GF00002929	TFCN17291Y1_003767-T1	DBVPG3775_004421-T1
GF00002930	TFCN17291Y1_003768-T1	DBVPG3775_004420-T1
GF00002931	TFCN17291Y1_008042-T1	DBVPG3775_004419-T1
GF00002932	TFCN17291Y1_008041-T1	DBVPG3775_004417-T1
GF00002933	TFCN17291Y1_003773-T1	DBVPG3775_004414-T1
GF00002934	TFCN17291Y1_008038-T1	DBVPG3775_004413-T1
GF00002935	TFCN17291Y1_003775-T1	DBVPG3775_004412-T1
GF00002936	TFCN17291Y1_008036-T1	DBVPG3775_004411-T1
GF00002937	TFCN17291Y1_003777-T1	DBVPG3775_004410-T1
GF00002938	TFCN17291Y1_008033-T1	DBVPG3775_004408-T1
GF00002939	TFCN17291Y1_008032-T1	DBVPG3775_004407-T1
GF00002940	TFCN17291Y1_003782-T1	DBVPG3775_004405-T1
GF00002941	TFCN17291Y1_008029-T1	DBVPG3775_004404-T1
GF00002942	TFCN17291Y1_003785-T1	DBVPG3775_004402-T1
GF00002943	TFCN17291Y1_003786-T1	DBVPG3775_004401-T1
GF00002944	TFCN17291Y1_008021-T1	DBVPG3775_004393-T1
GF00002945	TFCN17291Y1_008013-T1	DBVPG3775_004386-T1
GF00002946	TFCN17291Y1_003798-T1	DBVPG3775_004385-T1
GF00002947	TFCN17291Y1_008008-T1	DBVPG3775_004380-T1
GF00002948	TFCN17291Y1_003804-T1	DBVPG3775_004379-T1
GF00002949	TFCN17291Y1_003805-T1	DBVPG3775_004378-T1
GF00002950	TFCN17291Y1_008001-T1	DBVPG3775_004372-T1
GF00002951	TFCN17291Y1_003811-T1	DBVPG3775_004363-T1
GF00002952	TFCN17291Y1_007996-T1	DBVPG3775_004362-T1
GF00002953	TFCN17291Y1_003813-T1	DBVPG3775_004361-T1
GF00002954	TFCN17291Y1_003814-T1	DBVPG3775_004360-T1
GF00002955	TFCN17291Y1_007993-T1	DBVPG3775_004359-T1
GF00002956	TFCN17291Y1_003818-T1	DBVPG3775_004356-T1
GF00002957	TFCN17291Y1_007989-T1	DBVPG3775_004355-T1
GF00002958	TFCN17291Y1_007988-T1	DBVPG3775_004354-T1
GF00002959	TFCN17291Y1_003821-T1	DBVPG3775_004353-T1
GF00002960	TFCN17291Y1_004867-T1	DBVPG3775_001750-T1
GF00002961	TFCN17291Y1_004868-T1	DBVPG3775_001749-T1
GF00002962	TFCN17291Y1_003943-T1	DBVPG3775_001746-T1
GF00002963	TFCN17291Y1_003944-T1	DBVPG3775_001745-T1
GF00002964	TFCN17291Y1_004874-T1	DBVPG3775_001742-T1
GF00002965	TFCN17291Y1_003949-T1	DBVPG3775_001739-T1
GF00002966	TFCN17291Y1_003950-T1	DBVPG3775_001738-T1
GF00002967	TFCN17291Y1_003951-T1	DBVPG3775_001737-T1
GF00002968	TFCN17291Y1_003952-T1	DBVPG3775_001736-T1
GF00002969	TFCN17291Y1_003953-T1	DBVPG3775_001735-T1
GF00002970	TFCN17291Y1_003955-T1	DBVPG3775_001733-T1
GF00002971	TFCN17291Y1_003956-T1	DBVPG3775_001732-T1
GF00002972	TFCN17291Y1_004884-T1	DBVPG3775_001731-T1
GF00002973	TFCN17291Y1_003958-T1	DBVPG3775_001730-T1
GF00002974	TFCN17291Y1_004886-T1	DBVPG3775_001729-T1
GF00002975	TFCN17291Y1_004888-T1	DBVPG3775_001727-T1
GF00002976	TFCN17291Y1_003963-T1	DBVPG3775_001724-T1
GF00002977	TFCN17291Y1_003966-T1	DBVPG3775_001721-T1
GF00002978	TFCN17291Y1_003971-T1	DBVPG3775_001713-T1
GF00002979	TFCN17291Y1_003972-T1	DBVPG3775_001712-T1
GF00002980	TFCN17291Y1_004901-T1	DBVPG3775_001711-T1
GF00002981	TFCN17291Y1_004903-T1	DBVPG3775_001707-T1
GF00002982	TFCN17291Y1_003978-T1	DBVPG3775_001704-T1
GF00002983	TFCN17291Y1_003979-T1	DBVPG3775_001703-T1
GF00002984	TFCN17291Y1_003980-T1	DBVPG3775_001702-T1
GF00002985	TFCN17291Y1_003981-T1	DBVPG3775_001701-T1
GF00002986	TFCN17291Y1_003982-T1	DBVPG3775_001700-T1
GF00002987	TFCN17291Y1_003983-T1	DBVPG3775_001699-T1
GF00002988	TFCN17291Y1_003985-T1	DBVPG3775_001697-T1
GF00002989	TFCN17291Y1_003986-T1	DBVPG3775_001696-T1
GF00002990	TFCN17291Y1_004914-T1	DBVPG3775_001695-T1
GF00002991	TFCN17291Y1_003988-T1	DBVPG3775_001694-T1
GF00002992	TFCN17291Y1_003989-T1	DBVPG3775_001693-T1
GF00002993	TFCN17291Y1_003992-T1	DBVPG3775_001689-T1
GF00002994	TFCN17291Y1_003997-T1	DBVPG3775_001684-T1
GF00002995	TFCN17291Y1_003998-T1	DBVPG3775_001683-T1
GF00002996	TFCN17291Y1_003999-T1	DBVPG3775_001682-T1
GF00002997	TFCN17291Y1_004002-T1	DBVPG3775_001679-T1
GF00002998	TFCN17291Y1_004003-T1	DBVPG3775_001678-T1
GF00002999	TFCN17291Y1_004008-T1	DBVPG3775_001672-T1
GF00003000	TFCN17291Y1_004013-T1	DBVPG3775_001665-T1
GF00003001	TFCN17291Y1_004014-T1	DBVPG3775_001664-T1
GF00003002	TFCN17291Y1_004939-T1	DBVPG3775_001663-T1
GF00003003	TFCN17291Y1_004017-T1	DBVPG3775_001661-T1
GF00003004	TFCN17291Y1_004942-T1	DBVPG3775_001660-T1
GF00003005	TFCN17291Y1_005911-T1	DBVPG3775_005742-T1
GF00003006	TFCN17291Y1_004021-T1	DBVPG3775_001656-T1
GF00003007	TFCN17291Y1_011796-T1	DBVPG3775_001655-T1
GF00003008	TFCN17291Y1_004023-T1	DBVPG3775_001654-T1
GF00003009	TFCN17291Y1_008889-T1	DBVPG3775_002626-T1
GF00003010	TFCN17291Y1_011596-T1	DBVPG3775_007038-T1
GF00003011	TFCN17291Y1_007254-T1	DBVPG3775_001767-T1
GF00003012	TFCN17291Y1_011801-T1	DBVPG3775_001648-T1
GF00003013	TFCN17291Y1_004030-T1	DBVPG3775_001645-T1
GF00003014	TFCN17291Y1_004035-T1	DBVPG3775_001639-T1
GF00003015	TFCN17291Y1_011456-T1	DBVPG3775_001495-T1
GF00003016	TFCN17291Y1_004038-T1	DBVPG3775_001496-T1
GF00003017	TFCN17291Y1_011457-T1	DBVPG3775_001497-T1
GF00003018	TFCN17291Y1_004040-T1	DBVPG3775_001498-T1
GF00003019	TFCN17291Y1_011459-T1	DBVPG3775_001499-T1
GF00003020	TFCN17291Y1_004042-T1	DBVPG3775_001500-T1
GF00003021	TFCN17291Y1_004043-T1	DBVPG3775_001501-T1
GF00003022	TFCN17291Y1_011463-T1	DBVPG3775_001503-T1
GF00003023	TFCN17291Y1_004050-T1	DBVPG3775_001510-T1
GF00003024	TFCN17291Y1_004051-T1	DBVPG3775_001511-T1
GF00003025	TFCN17291Y1_011471-T1	DBVPG3775_001512-T1
GF00003026	TFCN17291Y1_005820-T1	DBVPG3775_001514-T1
GF00003027	TFCN17291Y1_005821-T1	DBVPG3775_001515-T1
GF00003028	TFCN17291Y1_005822-T1	DBVPG3775_001516-T1
GF00003029	TFCN17291Y1_004059-T1	DBVPG3775_001519-T1
GF00003030	TFCN17291Y1_004061-T1	DBVPG3775_001522-T1
GF00003031	TFCN17291Y1_004062-T1	DBVPG3775_001523-T1
GF00003032	TFCN17291Y1_005829-T1	DBVPG3775_001524-T1
GF00003033	TFCN17291Y1_004064-T1	DBVPG3775_001526-T1
GF00003034	TFCN17291Y1_005831-T1	DBVPG3775_001527-T1
GF00003035	TFCN17291Y1_004066-T1	DBVPG3775_001528-T1
GF00003036	TFCN17291Y1_004068-T1	DBVPG3775_001530-T1
GF00003037	TFCN17291Y1_004069-T1	DBVPG3775_001531-T1
GF00003038	TFCN17291Y1_004070-T1	DBVPG3775_001532-T1
GF00003039	TFCN17291Y1_005842-T1	DBVPG3775_001542-T1
GF00003040	TFCN17291Y1_004079-T1	DBVPG3775_001543-T1
GF00003041	TFCN17291Y1_004081-T1	DBVPG3775_001547-T1
GF00003042	TFCN17291Y1_005849-T1	DBVPG3775_001551-T1
GF00003043	TFCN17291Y1_004086-T1	DBVPG3775_001552-T1
GF00003044	TFCN17291Y1_005853-T1	DBVPG3775_001555-T1
GF00003045	TFCN17291Y1_004091-T1	DBVPG3775_001557-T1
GF00003046	TFCN17291Y1_005856-T1	DBVPG3775_001559-T1
GF00003047	TFCN17291Y1_005857-T1	DBVPG3775_001560-T1
GF00003048	TFCN17291Y1_005858-T1	DBVPG3775_001561-T1
GF00003049	TFCN17291Y1_005859-T1	DBVPG3775_001562-T1
GF00003050	TFCN17291Y1_004097-T1	DBVPG3775_001563-T1
GF00003051	TFCN17291Y1_005862-T1	DBVPG3775_001566-T1
GF00003052	TFCN17291Y1_004100-T1	DBVPG3775_001567-T1
GF00003053	TFCN17291Y1_005864-T1	DBVPG3775_001568-T1
GF00003054	TFCN17291Y1_004102-T1	DBVPG3775_001569-T1
GF00003055	TFCN17291Y1_004103-T1	DBVPG3775_001570-T1
GF00003056	TFCN17291Y1_004104-T1	DBVPG3775_001571-T1
GF00003057	TFCN17291Y1_004107-T1	DBVPG3775_001575-T1
GF00003058	TFCN17291Y1_004108-T1	DBVPG3775_001577-T1
GF00003059	TFCN17291Y1_004109-T1	DBVPG3775_001578-T1
GF00003060	TFCN17291Y1_004110-T1	DBVPG3775_001579-T1
GF00003061	TFCN17291Y1_004111-T1	DBVPG3775_001580-T1
GF00003062	TFCN17291Y1_005876-T1	DBVPG3775_001583-T1
GF00003063	TFCN17291Y1_004118-T1	DBVPG3775_001587-T1
GF00003064	TFCN17291Y1_004119-T1	DBVPG3775_001588-T1
GF00003065	TFCN17291Y1_004121-T1	DBVPG3775_001590-T1
GF00003066	TFCN17291Y1_005884-T1	DBVPG3775_001592-T1
