	Rhodotorula_mucilaginosa_TFCN_17-291Y-1.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00001498	TFCN17291Y1_000424-T1, TFCN17291Y1_010759-T1	DBVPG3775_000243-T1
GF00001499	TFCN17291Y1_000425-T1, TFCN17291Y1_010760-T1	DBVPG3775_000242-T1
GF00001500	TFCN17291Y1_000426-T1, TFCN17291Y1_010761-T1	DBVPG3775_000241-T1
GF00001501	TFCN17291Y1_000427-T1, TFCN17291Y1_010762-T1	DBVPG3775_000240-T1
GF00001502	TFCN17291Y1_000428-T1, TFCN17291Y1_005956-T1	DBVPG3775_000239-T1
GF00001503	TFCN17291Y1_000430-T1, TFCN17291Y1_005958-T1	DBVPG3775_000237-T1
GF00001504	TFCN17291Y1_000431-T1, TFCN17291Y1_005959-T1	DBVPG3775_000236-T1
GF00001505	TFCN17291Y1_000432-T1, TFCN17291Y1_005960-T1	DBVPG3775_000235-T1
GF00001506	TFCN17291Y1_000435-T1, TFCN17291Y1_005963-T1	DBVPG3775_000232-T1
GF00001507	TFCN17291Y1_000436-T1, TFCN17291Y1_005964-T1	DBVPG3775_000231-T1
GF00001508	TFCN17291Y1_000438-T1, TFCN17291Y1_005966-T1	DBVPG3775_000229-T1
GF00001509	TFCN17291Y1_000442-T1, TFCN17291Y1_005969-T1	DBVPG3775_000225-T1
GF00001510	TFCN17291Y1_000443-T1, TFCN17291Y1_005970-T1	DBVPG3775_000224-T1
GF00001511	TFCN17291Y1_000444-T1, TFCN17291Y1_005971-T1	DBVPG3775_000223-T1
GF00001512	TFCN17291Y1_000445-T1, TFCN17291Y1_005972-T1	DBVPG3775_000222-T1
GF00001513	TFCN17291Y1_000446-T1, TFCN17291Y1_005973-T1	DBVPG3775_000221-T1
GF00001514	TFCN17291Y1_000449-T1, TFCN17291Y1_005976-T1	DBVPG3775_000218-T1
GF00001515	TFCN17291Y1_000450-T1, TFCN17291Y1_005977-T1	DBVPG3775_000217-T1
GF00001516	TFCN17291Y1_000453-T1, TFCN17291Y1_005980-T1	DBVPG3775_000214-T1
GF00001517	TFCN17291Y1_000455-T1, TFCN17291Y1_005982-T1	DBVPG3775_000213-T1
GF00001518	TFCN17291Y1_000456-T1, TFCN17291Y1_005983-T1	DBVPG3775_000212-T1
GF00001519	TFCN17291Y1_000458-T1, TFCN17291Y1_005984-T1	DBVPG3775_000210-T1
GF00001520	TFCN17291Y1_000459-T1, TFCN17291Y1_005985-T1	DBVPG3775_000209-T1
GF00001521	TFCN17291Y1_000462-T1, TFCN17291Y1_005988-T1	DBVPG3775_000205-T1
GF00001522	TFCN17291Y1_000465-T1, TFCN17291Y1_005991-T1	DBVPG3775_000201-T1
GF00001523	TFCN17291Y1_000466-T1, TFCN17291Y1_005992-T1	DBVPG3775_000200-T1
GF00001524	TFCN17291Y1_000467-T1, TFCN17291Y1_005993-T1	DBVPG3775_000199-T1
GF00001525	TFCN17291Y1_000468-T1, TFCN17291Y1_005994-T1	DBVPG3775_000198-T1
GF00001526	TFCN17291Y1_000469-T1, TFCN17291Y1_005995-T1	DBVPG3775_000197-T1
GF00001527	TFCN17291Y1_000476-T1, TFCN17291Y1_005998-T1	DBVPG3775_000188-T1
GF00001528	TFCN17291Y1_000477-T1, TFCN17291Y1_005999-T1	DBVPG3775_000187-T1
GF00001529	TFCN17291Y1_000479-T1, TFCN17291Y1_006001-T1	DBVPG3775_000184-T1
GF00001530	TFCN17291Y1_000480-T1, TFCN17291Y1_006002-T1	DBVPG3775_000183-T1
GF00001531	TFCN17291Y1_000481-T1, TFCN17291Y1_006003-T1	DBVPG3775_000182-T1
GF00001532	TFCN17291Y1_000482-T1, TFCN17291Y1_006004-T1	DBVPG3775_000181-T1
GF00001533	TFCN17291Y1_000483-T1, TFCN17291Y1_006005-T1	DBVPG3775_000180-T1
GF00001534	TFCN17291Y1_000486-T1, TFCN17291Y1_006007-T1	DBVPG3775_000178-T1
GF00001535	TFCN17291Y1_000487-T1, TFCN17291Y1_006008-T1	DBVPG3775_000177-T1
GF00001536	TFCN17291Y1_000491-T1, TFCN17291Y1_006012-T1	DBVPG3775_000172-T1
GF00001537	TFCN17291Y1_000492-T1, TFCN17291Y1_006013-T1	DBVPG3775_000171-T1
GF00001538	TFCN17291Y1_000494-T1, TFCN17291Y1_006015-T1	DBVPG3775_000169-T1
GF00001539	TFCN17291Y1_000496-T1, TFCN17291Y1_006017-T1	DBVPG3775_000166-T1
GF00001540	TFCN17291Y1_000497-T1, TFCN17291Y1_006018-T1	DBVPG3775_000165-T1
GF00001541	TFCN17291Y1_000500-T1, TFCN17291Y1_006020-T1	DBVPG3775_000162-T1
GF00001542	TFCN17291Y1_000501-T1, TFCN17291Y1_006021-T1	DBVPG3775_000161-T1
GF00001543	TFCN17291Y1_000502-T1, TFCN17291Y1_006022-T1	DBVPG3775_000160-T1
GF00001544	TFCN17291Y1_000503-T1, TFCN17291Y1_006023-T1	DBVPG3775_000159-T1
GF00001545	TFCN17291Y1_000504-T1, TFCN17291Y1_006024-T1	DBVPG3775_000158-T1
GF00001546	TFCN17291Y1_000505-T1, TFCN17291Y1_006025-T1	DBVPG3775_000157-T1
GF00001547	TFCN17291Y1_000506-T1, TFCN17291Y1_006026-T1	DBVPG3775_000156-T1
GF00001548	TFCN17291Y1_000507-T1, TFCN17291Y1_006027-T1	DBVPG3775_000155-T1
GF00001549	TFCN17291Y1_000508-T1, TFCN17291Y1_006028-T1	DBVPG3775_000154-T1
GF00001550	TFCN17291Y1_000510-T1, TFCN17291Y1_006030-T1	DBVPG3775_000152-T1
GF00001551	TFCN17291Y1_000514-T1, TFCN17291Y1_006032-T1	DBVPG3775_000147-T1
GF00001552	TFCN17291Y1_000516-T1, TFCN17291Y1_009584-T1	DBVPG3775_000144-T1
GF00001553	TFCN17291Y1_000518-T1, TFCN17291Y1_009582-T1	DBVPG3775_000142-T1
GF00001554	TFCN17291Y1_000522-T1, TFCN17291Y1_009578-T1	DBVPG3775_000138-T1
GF00001555	TFCN17291Y1_000523-T1, TFCN17291Y1_009577-T1	DBVPG3775_000137-T1
GF00001556	TFCN17291Y1_000524-T1, TFCN17291Y1_009576-T1	DBVPG3775_000136-T1
GF00001557	TFCN17291Y1_000527-T1, TFCN17291Y1_009574-T1	DBVPG3775_000133-T1
GF00001558	TFCN17291Y1_000528-T1, TFCN17291Y1_009573-T1	DBVPG3775_000132-T1
GF00001559	TFCN17291Y1_000529-T1, TFCN17291Y1_009572-T1	DBVPG3775_000131-T1
GF00001560	TFCN17291Y1_000533-T1, TFCN17291Y1_009570-T1	DBVPG3775_000127-T1
GF00001561	TFCN17291Y1_000534-T1, TFCN17291Y1_009569-T1	DBVPG3775_000126-T1
GF00001562	TFCN17291Y1_000535-T1, TFCN17291Y1_009568-T1	DBVPG3775_000125-T1
GF00001563	TFCN17291Y1_000536-T1, TFCN17291Y1_009567-T1	DBVPG3775_000124-T1
GF00001564	TFCN17291Y1_000538-T1, TFCN17291Y1_009564-T1	DBVPG3775_000121-T1
GF00001565	TFCN17291Y1_000540-T1, TFCN17291Y1_009562-T1	DBVPG3775_000119-T1
GF00001566	TFCN17291Y1_000541-T1, TFCN17291Y1_009561-T1	DBVPG3775_000118-T1
GF00001567	TFCN17291Y1_000542-T1, TFCN17291Y1_009560-T1	DBVPG3775_000117-T1
GF00001568	TFCN17291Y1_000543-T1, TFCN17291Y1_009559-T1	DBVPG3775_000116-T1
GF00001569	TFCN17291Y1_000544-T1, TFCN17291Y1_009558-T1	DBVPG3775_000115-T1
GF00001570	TFCN17291Y1_000546-T1, TFCN17291Y1_009556-T1	DBVPG3775_000113-T1
GF00001571	TFCN17291Y1_000547-T1, TFCN17291Y1_009555-T1	DBVPG3775_000112-T1
GF00001572	TFCN17291Y1_008078-T1, TFCN17291Y1_010263-T1	DBVPG3775_006667-T1
GF00001573	TFCN17291Y1_000550-T1, TFCN17291Y1_009552-T1	DBVPG3775_000107-T1
GF00001574	TFCN17291Y1_000551-T1, TFCN17291Y1_009551-T1	DBVPG3775_000106-T1
GF00001575	TFCN17291Y1_002360-T1, TFCN17291Y1_006513-T1	DBVPG3775_003884-T1
GF00001576	TFCN17291Y1_000553-T1, TFCN17291Y1_009549-T1	DBVPG3775_000104-T1
GF00001577	TFCN17291Y1_000557-T1, TFCN17291Y1_012783-T1	DBVPG3775_000099-T1
GF00001578	TFCN17291Y1_000558-T1, TFCN17291Y1_012784-T1	DBVPG3775_000098-T1
GF00001579	TFCN17291Y1_005629-T1, TFCN17291Y1_006039-T1	DBVPG3775_006045-T1
GF00001580	TFCN17291Y1_000562-T1, TFCN17291Y1_005455-T1	DBVPG3775_000093-T1
GF00001581	TFCN17291Y1_000567-T1, TFCN17291Y1_005461-T1	DBVPG3775_000086-T1
GF00001582	TFCN17291Y1_000570-T1, TFCN17291Y1_005463-T1	DBVPG3775_000083-T1
GF00001583	TFCN17291Y1_008734-T1, TFCN17291Y1_004316-T1	DBVPG3775_002024-T1
GF00001584	TFCN17291Y1_000572-T1, TFCN17291Y1_005466-T1	DBVPG3775_000080-T1
GF00001585	TFCN17291Y1_000574-T1, TFCN17291Y1_005468-T1	DBVPG3775_000078-T1
GF00001586	TFCN17291Y1_000577-T1, TFCN17291Y1_005470-T1	DBVPG3775_000075-T1
GF00001587	TFCN17291Y1_000578-T1, TFCN17291Y1_005471-T1	DBVPG3775_000074-T1
GF00001588	TFCN17291Y1_000580-T1, TFCN17291Y1_005473-T1	DBVPG3775_000072-T1
GF00001589	TFCN17291Y1_000583-T1, TFCN17291Y1_005477-T1	DBVPG3775_000066-T1
GF00001590	TFCN17291Y1_012470-T1, TFCN17291Y1_007458-T1	DBVPG3775_006782-T1
GF00001591	TFCN17291Y1_000589-T1, TFCN17291Y1_005484-T1	DBVPG3775_000056-T1
GF00001592	TFCN17291Y1_000590-T1, TFCN17291Y1_005485-T1	DBVPG3775_000055-T1
GF00001593	TFCN17291Y1_002600-T1, TFCN17291Y1_002738-T1	DBVPG3775_005219-T1
GF00001594	TFCN17291Y1_000592-T1, TFCN17291Y1_005487-T1	DBVPG3775_000053-T1
GF00001595	TFCN17291Y1_008859-T1, TFCN17291Y1_005188-T1	DBVPG3775_000355-T1
GF00001596	TFCN17291Y1_000594-T1, TFCN17291Y1_005489-T1	DBVPG3775_000051-T1
GF00001597	TFCN17291Y1_000595-T1, TFCN17291Y1_005490-T1	DBVPG3775_000050-T1
GF00001598	TFCN17291Y1_000598-T1, TFCN17291Y1_005493-T1	DBVPG3775_000046-T1
GF00001599	TFCN17291Y1_000600-T1, TFCN17291Y1_005495-T1	DBVPG3775_000043-T1
GF00001600	TFCN17291Y1_000601-T1, TFCN17291Y1_005496-T1	DBVPG3775_000042-T1
GF00001601	TFCN17291Y1_000602-T1, TFCN17291Y1_005497-T1	DBVPG3775_000041-T1
GF00001602	TFCN17291Y1_005142-T1, TFCN17291Y1_010800-T1	DBVPG3775_000306-T1
GF00001603	TFCN17291Y1_000605-T1, TFCN17291Y1_006798-T1	DBVPG3775_003213-T1
GF00001604	TFCN17291Y1_000606-T1, TFCN17291Y1_006797-T1	DBVPG3775_003212-T1
GF00001605	TFCN17291Y1_000607-T1, TFCN17291Y1_006796-T1	DBVPG3775_003211-T1
GF00001606	TFCN17291Y1_000608-T1, TFCN17291Y1_006795-T1	DBVPG3775_003208-T1
GF00001607	TFCN17291Y1_000610-T1, TFCN17291Y1_006793-T1	DBVPG3775_003205-T1
GF00001608	TFCN17291Y1_000613-T1, TFCN17291Y1_006809-T1	DBVPG3775_003201-T1
GF00001609	TFCN17291Y1_000614-T1, TFCN17291Y1_006810-T1	DBVPG3775_003200-T1
GF00001610	TFCN17291Y1_000615-T1, TFCN17291Y1_006811-T1	DBVPG3775_003199-T1
GF00001611	TFCN17291Y1_000617-T1, TFCN17291Y1_006813-T1	DBVPG3775_003197-T1
GF00001612	TFCN17291Y1_007035-T1, TFCN17291Y1_011503-T1	DBVPG3775_004482-T1
GF00001613	TFCN17291Y1_000619-T1, TFCN17291Y1_006815-T1	DBVPG3775_003194-T1
GF00001614	TFCN17291Y1_000620-T1, TFCN17291Y1_006816-T1	DBVPG3775_003193-T1
GF00001615	TFCN17291Y1_000621-T1, TFCN17291Y1_006817-T1	DBVPG3775_003192-T1
GF00001616	TFCN17291Y1_000622-T1, TFCN17291Y1_011169-T1	DBVPG3775_003191-T1
GF00001617	TFCN17291Y1_000623-T1, TFCN17291Y1_011168-T1	DBVPG3775_003190-T1
GF00001618	TFCN17291Y1_000624-T1, TFCN17291Y1_011167-T1	DBVPG3775_003189-T1
GF00001619	TFCN17291Y1_000627-T1, TFCN17291Y1_011164-T1	DBVPG3775_003184-T1
GF00001620	TFCN17291Y1_000628-T1, TFCN17291Y1_011163-T1	DBVPG3775_003183-T1
GF00001621	TFCN17291Y1_000631-T1, TFCN17291Y1_011161-T1	DBVPG3775_003178-T1
GF00001622	TFCN17291Y1_000634-T1, TFCN17291Y1_011158-T1	DBVPG3775_003175-T1
GF00001623	TFCN17291Y1_000635-T1, TFCN17291Y1_011157-T1	DBVPG3775_003174-T1
GF00001624	TFCN17291Y1_000636-T1, TFCN17291Y1_011156-T1	DBVPG3775_003173-T1
GF00001625	TFCN17291Y1_000638-T1, TFCN17291Y1_011154-T1	DBVPG3775_003171-T1
GF00001626	TFCN17291Y1_000641-T1, TFCN17291Y1_011152-T1	DBVPG3775_003168-T1
GF00001627	TFCN17291Y1_000642-T1, TFCN17291Y1_011151-T1	DBVPG3775_003167-T1
GF00001628	TFCN17291Y1_002369-T1, TFCN17291Y1_006521-T1	DBVPG3775_003893-T1
GF00001629	TFCN17291Y1_002558-T1, TFCN17291Y1_005239-T1	DBVPG3775_001039-T1
GF00001630	TFCN17291Y1_000643-T1, TFCN17291Y1_011150-T1	DBVPG3775_003166-T1
GF00001631	TFCN17291Y1_000644-T1, TFCN17291Y1_011149-T1	DBVPG3775_003165-T1
GF00001632	TFCN17291Y1_000645-T1, TFCN17291Y1_011148-T1	DBVPG3775_003164-T1
GF00001633	TFCN17291Y1_002273-T1, TFCN17291Y1_001138-T1	DBVPG3775_002391-T1
GF00001634	TFCN17291Y1_000651-T1, TFCN17291Y1_012183-T1	DBVPG3775_003157-T1
GF00001635	TFCN17291Y1_000653-T1, TFCN17291Y1_012182-T1	DBVPG3775_003155-T1
GF00001636	TFCN17291Y1_000654-T1, TFCN17291Y1_012181-T1	DBVPG3775_003154-T1
GF00001637	TFCN17291Y1_000657-T1, TFCN17291Y1_012178-T1	DBVPG3775_003150-T1
GF00001638	TFCN17291Y1_000659-T1, TFCN17291Y1_012176-T1	DBVPG3775_003148-T1
GF00001639	TFCN17291Y1_000661-T1, TFCN17291Y1_012175-T1	DBVPG3775_003146-T1
GF00001640	TFCN17291Y1_000662-T1, TFCN17291Y1_012174-T1	DBVPG3775_003145-T1
GF00001641	TFCN17291Y1_000663-T1, TFCN17291Y1_012173-T1	DBVPG3775_003144-T1
GF00001642	TFCN17291Y1_007751-T1, TFCN17291Y1_001038-T1	DBVPG3775_001081-T1
GF00001643	TFCN17291Y1_004865-T1, TFCN17291Y1_010702-T1	DBVPG3775_001891-T1
GF00001644	TFCN17291Y1_006114-T1, TFCN17291Y1_010013-T1	DBVPG3775_006311-T1
GF00001645	TFCN17291Y1_007403-T1, TFCN17291Y1_009283-T1	DBVPG3775_002852-T1
GF00001646	TFCN17291Y1_000833-T1, TFCN17291Y1_001399-T1	DBVPG3775_001335-T1
GF00001647	TFCN17291Y1_000835-T1, TFCN17291Y1_001401-T1	DBVPG3775_001332-T1
GF00001648	TFCN17291Y1_000836-T1, TFCN17291Y1_001402-T1	DBVPG3775_001331-T1
GF00001649	TFCN17291Y1_000837-T1, TFCN17291Y1_001403-T1	DBVPG3775_001330-T1
GF00001650	TFCN17291Y1_000839-T1, TFCN17291Y1_001405-T1	DBVPG3775_001327-T1
GF00001651	TFCN17291Y1_000840-T1, TFCN17291Y1_001406-T1	DBVPG3775_001326-T1
GF00001652	TFCN17291Y1_000841-T1, TFCN17291Y1_001407-T1	DBVPG3775_001325-T1
GF00001653	TFCN17291Y1_000842-T1, TFCN17291Y1_001408-T1	DBVPG3775_001324-T1
GF00001654	TFCN17291Y1_000843-T1, TFCN17291Y1_001409-T1	DBVPG3775_001323-T1
GF00001655	TFCN17291Y1_000846-T1, TFCN17291Y1_001412-T1	DBVPG3775_001318-T1
GF00001656	TFCN17291Y1_000847-T1, TFCN17291Y1_001413-T1	DBVPG3775_001317-T1
GF00001657	TFCN17291Y1_000848-T1, TFCN17291Y1_001414-T1	DBVPG3775_001316-T1
GF00001658	TFCN17291Y1_000852-T1, TFCN17291Y1_001418-T1	DBVPG3775_001309-T1
GF00001659	TFCN17291Y1_000855-T1, TFCN17291Y1_001422-T1	DBVPG3775_001304-T1
GF00001660	TFCN17291Y1_000856-T1, TFCN17291Y1_001423-T1	DBVPG3775_001303-T1
GF00001661	TFCN17291Y1_000857-T1, TFCN17291Y1_001424-T1	DBVPG3775_001302-T1
GF00001662	TFCN17291Y1_000860-T1, TFCN17291Y1_001429-T1	DBVPG3775_001297-T1
GF00001663	TFCN17291Y1_002077-T1, TFCN17291Y1_010528-T1	DBVPG3775_003481-T1
GF00001664	TFCN17291Y1_000862-T1, TFCN17291Y1_001431-T1	DBVPG3775_001295-T1
GF00001665	TFCN17291Y1_000863-T1, TFCN17291Y1_001432-T1	DBVPG3775_001294-T1
GF00001666	TFCN17291Y1_000865-T1, TFCN17291Y1_001434-T1	DBVPG3775_001291-T1
GF00001667	TFCN17291Y1_000866-T1, TFCN17291Y1_001435-T1	DBVPG3775_001290-T1
GF00001668	TFCN17291Y1_000867-T1, TFCN17291Y1_001436-T1	DBVPG3775_001289-T1
GF00001669	TFCN17291Y1_000869-T1, TFCN17291Y1_001438-T1	DBVPG3775_001284-T1
GF00001670	TFCN17291Y1_000871-T1, TFCN17291Y1_001440-T1	DBVPG3775_001282-T1
GF00001671	TFCN17291Y1_000872-T1, TFCN17291Y1_001441-T1	DBVPG3775_001281-T1
GF00001672	TFCN17291Y1_000874-T1, TFCN17291Y1_001443-T1	DBVPG3775_001278-T1
GF00001673	TFCN17291Y1_000875-T1, TFCN17291Y1_001444-T1	DBVPG3775_001277-T1
GF00001674	TFCN17291Y1_003828-T1, TFCN17291Y1_001930-T1	DBVPG3775_002169-T1
GF00001675	TFCN17291Y1_000876-T1, TFCN17291Y1_001445-T1	DBVPG3775_001276-T1
GF00001676	TFCN17291Y1_000878-T1, TFCN17291Y1_001447-T1	DBVPG3775_001273-T1
GF00001677	TFCN17291Y1_004537-T1, TFCN17291Y1_011370-T1	DBVPG3775_004805-T1
GF00001678	TFCN17291Y1_000881-T1, TFCN17291Y1_001450-T1	DBVPG3775_001268-T1
GF00001679	TFCN17291Y1_000882-T1, TFCN17291Y1_001451-T1	DBVPG3775_001267-T1
GF00001680	TFCN17291Y1_000884-T1, TFCN17291Y1_001453-T1	DBVPG3775_001265-T1
GF00001681	TFCN17291Y1_000885-T1, TFCN17291Y1_001454-T1	DBVPG3775_001264-T1
GF00001682	TFCN17291Y1_002749-T1, TFCN17291Y1_002612-T1	DBVPG3775_005205-T1
GF00001683	TFCN17291Y1_000888-T1, TFCN17291Y1_001458-T1	DBVPG3775_001259-T1
GF00001684	TFCN17291Y1_000889-T1, TFCN17291Y1_001459-T1	DBVPG3775_001258-T1
GF00001685	TFCN17291Y1_000890-T1, TFCN17291Y1_001460-T1	DBVPG3775_001257-T1
GF00001686	TFCN17291Y1_000891-T1, TFCN17291Y1_001461-T1	DBVPG3775_001256-T1
GF00001687	TFCN17291Y1_000893-T1, TFCN17291Y1_001463-T1	DBVPG3775_001254-T1
GF00001688	TFCN17291Y1_000894-T1, TFCN17291Y1_001464-T1	DBVPG3775_001253-T1
GF00001689	TFCN17291Y1_000895-T1, TFCN17291Y1_001465-T1	DBVPG3775_001252-T1
GF00001690	TFCN17291Y1_000898-T1, TFCN17291Y1_001469-T1	DBVPG3775_001247-T1
GF00001691	TFCN17291Y1_000899-T1, TFCN17291Y1_001470-T1	DBVPG3775_001246-T1
GF00001692	TFCN17291Y1_000902-T1, TFCN17291Y1_001472-T1	DBVPG3775_001242-T1
GF00001693	TFCN17291Y1_000904-T1, TFCN17291Y1_001474-T1	DBVPG3775_001240-T1
GF00001694	TFCN17291Y1_000905-T1, TFCN17291Y1_001475-T1	DBVPG3775_001239-T1
GF00001695	TFCN17291Y1_000906-T1, TFCN17291Y1_001476-T1	DBVPG3775_001238-T1
GF00001696	TFCN17291Y1_000908-T1, TFCN17291Y1_001479-T1	DBVPG3775_001234-T1
GF00001697	TFCN17291Y1_000909-T1, TFCN17291Y1_001480-T1	DBVPG3775_001233-T1
GF00001698	TFCN17291Y1_000911-T1, TFCN17291Y1_001481-T1	DBVPG3775_001232-T1
GF00001699	TFCN17291Y1_000912-T1, TFCN17291Y1_001484-T1	DBVPG3775_001229-T1
GF00001700	TFCN17291Y1_000913-T1, TFCN17291Y1_001485-T1	DBVPG3775_001228-T1
GF00001701	TFCN17291Y1_000914-T1, TFCN17291Y1_001486-T1	DBVPG3775_001227-T1
GF00001702	TFCN17291Y1_000915-T1, TFCN17291Y1_001487-T1	DBVPG3775_001226-T1
GF00001703	TFCN17291Y1_000916-T1, TFCN17291Y1_001488-T1	DBVPG3775_001225-T1
GF00001704	TFCN17291Y1_000917-T1, TFCN17291Y1_001489-T1	DBVPG3775_001224-T1
GF00001705	TFCN17291Y1_000918-T1, TFCN17291Y1_001490-T1	DBVPG3775_001223-T1
GF00001706	TFCN17291Y1_000919-T1, TFCN17291Y1_001491-T1	DBVPG3775_001222-T1
GF00001707	TFCN17291Y1_000920-T1, TFCN17291Y1_001492-T1	DBVPG3775_001221-T1
GF00001708	TFCN17291Y1_000921-T1, TFCN17291Y1_001493-T1	DBVPG3775_001220-T1
GF00001709	TFCN17291Y1_000922-T1, TFCN17291Y1_001494-T1	DBVPG3775_001219-T1
GF00001710	TFCN17291Y1_000923-T1, TFCN17291Y1_001495-T1	DBVPG3775_001218-T1
GF00001711	TFCN17291Y1_000924-T1, TFCN17291Y1_001496-T1	DBVPG3775_001217-T1
GF00001712	TFCN17291Y1_000927-T1, TFCN17291Y1_001501-T1	DBVPG3775_001212-T1
GF00001713	TFCN17291Y1_000929-T1, TFCN17291Y1_001504-T1	DBVPG3775_001208-T1
GF00001714	TFCN17291Y1_000930-T1, TFCN17291Y1_001505-T1	DBVPG3775_001207-T1
GF00001715	TFCN17291Y1_000931-T1, TFCN17291Y1_001506-T1	DBVPG3775_001206-T1
GF00001716	TFCN17291Y1_000932-T1, TFCN17291Y1_001507-T1	DBVPG3775_001205-T1
GF00001717	TFCN17291Y1_000933-T1, TFCN17291Y1_001508-T1	DBVPG3775_001204-T1
GF00001718	TFCN17291Y1_000936-T1, TFCN17291Y1_001512-T1	DBVPG3775_001200-T1
GF00001719	TFCN17291Y1_000937-T1, TFCN17291Y1_001513-T1	DBVPG3775_001199-T1
GF00001720	TFCN17291Y1_000938-T1, TFCN17291Y1_001514-T1	DBVPG3775_001198-T1
GF00001721	TFCN17291Y1_000939-T1, TFCN17291Y1_001515-T1	DBVPG3775_001197-T1
GF00001722	TFCN17291Y1_000940-T1, TFCN17291Y1_001516-T1	DBVPG3775_001196-T1
GF00001723	TFCN17291Y1_000941-T1, TFCN17291Y1_001517-T1	DBVPG3775_001195-T1
GF00001724	TFCN17291Y1_000942-T1, TFCN17291Y1_001518-T1	DBVPG3775_001194-T1
GF00001725	TFCN17291Y1_000943-T1, TFCN17291Y1_001519-T1	DBVPG3775_001193-T1
GF00001726	TFCN17291Y1_000945-T1, TFCN17291Y1_001521-T1	DBVPG3775_001190-T1
GF00001727	TFCN17291Y1_000946-T1, TFCN17291Y1_001522-T1	DBVPG3775_001188-T1
GF00001728	TFCN17291Y1_000947-T1, TFCN17291Y1_001523-T1	DBVPG3775_001187-T1
GF00001729	TFCN17291Y1_000948-T1, TFCN17291Y1_001524-T1	DBVPG3775_001186-T1
GF00001730	TFCN17291Y1_000949-T1, TFCN17291Y1_001525-T1	DBVPG3775_001185-T1
GF00001731	TFCN17291Y1_000950-T1, TFCN17291Y1_001526-T1	DBVPG3775_001184-T1
GF00001732	TFCN17291Y1_000951-T1, TFCN17291Y1_001527-T1	DBVPG3775_001183-T1
GF00001733	TFCN17291Y1_000952-T1, TFCN17291Y1_001528-T1	DBVPG3775_001182-T1
GF00001734	TFCN17291Y1_000953-T1, TFCN17291Y1_001529-T1	DBVPG3775_001181-T1
GF00001735	TFCN17291Y1_000954-T1, TFCN17291Y1_001531-T1	DBVPG3775_001179-T1
GF00001736	TFCN17291Y1_000955-T1, TFCN17291Y1_001532-T1	DBVPG3775_001178-T1
GF00001737	TFCN17291Y1_000956-T1, TFCN17291Y1_001534-T1	DBVPG3775_001176-T1
GF00001738	TFCN17291Y1_000957-T1, TFCN17291Y1_001535-T1	DBVPG3775_001175-T1
GF00001739	TFCN17291Y1_000958-T1, TFCN17291Y1_001536-T1	DBVPG3775_001174-T1
GF00001740	TFCN17291Y1_000961-T1, TFCN17291Y1_001539-T1	DBVPG3775_001171-T1
GF00001741	TFCN17291Y1_000964-T1, TFCN17291Y1_001541-T1	DBVPG3775_001168-T1
GF00001742	TFCN17291Y1_000966-T1, TFCN17291Y1_001543-T1	DBVPG3775_001166-T1
GF00001743	TFCN17291Y1_000967-T1, TFCN17291Y1_001544-T1	DBVPG3775_001165-T1
GF00001744	TFCN17291Y1_000968-T1, TFCN17291Y1_001545-T1	DBVPG3775_001164-T1
GF00001745	TFCN17291Y1_000969-T1, TFCN17291Y1_001546-T1	DBVPG3775_001163-T1
GF00001746	TFCN17291Y1_000970-T1, TFCN17291Y1_001547-T1	DBVPG3775_001162-T1
GF00001747	TFCN17291Y1_000971-T1, TFCN17291Y1_001549-T1	DBVPG3775_001160-T1
GF00001748	TFCN17291Y1_000972-T1, TFCN17291Y1_001550-T1	DBVPG3775_001159-T1
GF00001749	TFCN17291Y1_000973-T1, TFCN17291Y1_001551-T1	DBVPG3775_001158-T1
GF00001750	TFCN17291Y1_000974-T1, TFCN17291Y1_001552-T1	DBVPG3775_001157-T1
GF00001751	TFCN17291Y1_000975-T1, TFCN17291Y1_001553-T1	DBVPG3775_001156-T1
GF00001752	TFCN17291Y1_000978-T1, TFCN17291Y1_001555-T1	DBVPG3775_001153-T1
GF00001753	TFCN17291Y1_000979-T1, TFCN17291Y1_001556-T1	DBVPG3775_001152-T1
GF00001754	TFCN17291Y1_000980-T1, TFCN17291Y1_001557-T1	DBVPG3775_001151-T1
GF00001755	TFCN17291Y1_000981-T1, TFCN17291Y1_001558-T1	DBVPG3775_001149-T1
GF00001756	TFCN17291Y1_000983-T1, TFCN17291Y1_001560-T1	DBVPG3775_001147-T1
GF00001757	TFCN17291Y1_000984-T1, TFCN17291Y1_001561-T1	DBVPG3775_001146-T1
GF00001758	TFCN17291Y1_000985-T1, TFCN17291Y1_001562-T1	DBVPG3775_001145-T1
GF00001759	TFCN17291Y1_000986-T1, TFCN17291Y1_001563-T1	DBVPG3775_001144-T1
GF00001760	TFCN17291Y1_000987-T1, TFCN17291Y1_001564-T1	DBVPG3775_001143-T1
GF00001761	TFCN17291Y1_000988-T1, TFCN17291Y1_001565-T1	DBVPG3775_001142-T1
GF00001762	TFCN17291Y1_000989-T1, TFCN17291Y1_001567-T1	DBVPG3775_001140-T1
GF00001763	TFCN17291Y1_000990-T1, TFCN17291Y1_001569-T1	DBVPG3775_001138-T1
GF00001764	TFCN17291Y1_000991-T1, TFCN17291Y1_001570-T1	DBVPG3775_001137-T1
