	Rhodotorula_mucilaginosa_TFCN_17-334D-6.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00002745	TFCN17334D6_003357-T1	DBVPG3775_002187-T1
GF00002746	TFCN17334D6_003583-T1	DBVPG3775_002193-T1
GF00002747	TFCN17334D6_003585-T1	DBVPG3775_002197-T1
GF00002748	TFCN17334D6_003366-T1	DBVPG3775_002198-T1
GF00002749	TFCN17334D6_003587-T1	DBVPG3775_002199-T1
GF00002750	TFCN17334D6_003368-T1	DBVPG3775_002200-T1
GF00002751	TFCN17334D6_003373-T1	DBVPG3775_002203-T1
GF00002752	TFCN17334D6_003374-T1	DBVPG3775_002204-T1
GF00002753	TFCN17334D6_003379-T1	DBVPG3775_002213-T1
GF00002754	TFCN17334D6_003380-T1	DBVPG3775_002214-T1
GF00002755	TFCN17334D6_003606-T1	DBVPG3775_002217-T1
GF00002756	TFCN17334D6_003611-T1	DBVPG3775_002221-T1
GF00002757	TFCN17334D6_003612-T1	DBVPG3775_002222-T1
GF00002758	TFCN17334D6_003613-T1	DBVPG3775_002223-T1
GF00002759	TFCN17334D6_003616-T1	DBVPG3775_002227-T1
GF00002760	TFCN17334D6_003394-T1	DBVPG3775_002228-T1
GF00002761	TFCN17334D6_003619-T1	DBVPG3775_002230-T1
GF00002762	TFCN17334D6_005058-T1	DBVPG3775_005648-T1
GF00002763	TFCN17334D6_003620-T1	DBVPG3775_002231-T1
GF00002764	TFCN17334D6_003399-T1	DBVPG3775_002232-T1
GF00002765	TFCN17334D6_003400-T1	DBVPG3775_002233-T1
GF00002766	TFCN17334D6_003402-T1	DBVPG3775_002235-T1
GF00002767	TFCN17334D6_003404-T1	DBVPG3775_002237-T1
GF00002768	TFCN17334D6_003408-T1	DBVPG3775_002241-T1
GF00002769	TFCN17334D6_003630-T1	DBVPG3775_002243-T1
GF00002770	TFCN17334D6_003411-T1	DBVPG3775_002244-T1
GF00002771	TFCN17334D6_003632-T1	DBVPG3775_002245-T1
GF00002772	TFCN17334D6_003633-T1	DBVPG3775_002246-T1
GF00002773	TFCN17334D6_003414-T1	DBVPG3775_002247-T1
GF00002774	TFCN17334D6_003415-T1	DBVPG3775_002248-T1
GF00002775	TFCN17334D6_003636-T1	DBVPG3775_002249-T1
GF00002776	TFCN17334D6_003417-T1	DBVPG3775_002250-T1
GF00002777	TFCN17334D6_003418-T1	DBVPG3775_002251-T1
GF00002778	TFCN17334D6_003419-T1	DBVPG3775_002252-T1
GF00002779	TFCN17334D6_003420-T1	DBVPG3775_002253-T1
GF00002780	TFCN17334D6_003641-T1	DBVPG3775_002254-T1
GF00002781	TFCN17334D6_003642-T1	DBVPG3775_002255-T1
GF00002782	TFCN17334D6_003425-T1	DBVPG3775_002258-T1
GF00002783	TFCN17334D6_003427-T1	DBVPG3775_002261-T1
GF00002784	TFCN17334D6_003428-T1	DBVPG3775_002262-T1
GF00002785	TFCN17334D6_003429-T1	DBVPG3775_002263-T1
GF00002786	TFCN17334D6_003430-T1	DBVPG3775_002264-T1
GF00002787	TFCN17334D6_003431-T1	DBVPG3775_002265-T1
GF00002788	TFCN17334D6_003433-T1	DBVPG3775_002267-T1
GF00002789	TFCN17334D6_003654-T1	DBVPG3775_002268-T1
GF00002790	TFCN17334D6_003435-T1	DBVPG3775_002269-T1
GF00002791	TFCN17334D6_003658-T1	DBVPG3775_002272-T1
GF00002792	TFCN17334D6_003439-T1	DBVPG3775_002273-T1
GF00002793	TFCN17334D6_003660-T1	DBVPG3775_002274-T1
GF00002794	TFCN17334D6_003441-T1	DBVPG3775_002275-T1
GF00002795	TFCN17334D6_003443-T1	DBVPG3775_002277-T1
GF00002796	TFCN17334D6_003664-T1	DBVPG3775_002278-T1
GF00002797	TFCN17334D6_003445-T1	DBVPG3775_002279-T1
GF00002798	TFCN17334D6_003446-T1	DBVPG3775_002280-T1
GF00002799	TFCN17334D6_003449-T1	DBVPG3775_002283-T1
GF00002800	TFCN17334D6_004391-T1	DBVPG3775_005021-T1
GF00002801	TFCN17334D6_003451-T1	DBVPG3775_002285-T1
GF00002802	TFCN17334D6_003672-T1	DBVPG3775_002287-T1
GF00002803	TFCN17334D6_003454-T1	DBVPG3775_002288-T1
GF00002804	TFCN17334D6_003674-T1	DBVPG3775_002289-T1
GF00002805	TFCN17334D6_003675-T1	DBVPG3775_002290-T1
GF00002806	TFCN17334D6_003458-T1	DBVPG3775_002292-T1
GF00002807	TFCN17334D6_013237-T1	DBVPG3775_001027-T1
GF00002808	TFCN17334D6_003465-T1	DBVPG3775_002300-T1
GF00002809	TFCN17334D6_003468-T1	DBVPG3775_001639-T1
GF00002810	TFCN17334D6_013343-T1	DBVPG3775_001641-T1
GF00002811	TFCN17334D6_003471-T1	DBVPG3775_001642-T1
GF00002812	TFCN17334D6_003472-T1	DBVPG3775_001643-T1
GF00002813	TFCN17334D6_003473-T1	DBVPG3775_001644-T1
GF00002814	TFCN17334D6_003474-T1	DBVPG3775_001645-T1
GF00002815	TFCN17334D6_003475-T1	DBVPG3775_001646-T1
GF00002816	TFCN17334D6_003476-T1	DBVPG3775_001647-T1
GF00002817	TFCN17334D6_003477-T1	DBVPG3775_001648-T1
GF00002818	TFCN17334D6_013320-T1	DBVPG3775_007038-T1
GF00002819	TFCN17334D6_013333-T1	DBVPG3775_001651-T1
GF00002820	TFCN17334D6_003481-T1	DBVPG3775_001652-T1
GF00002821	TFCN17334D6_003482-T1	DBVPG3775_001653-T1
GF00002822	TFCN17334D6_003483-T1	DBVPG3775_001654-T1
GF00002823	TFCN17334D6_013329-T1	DBVPG3775_001655-T1
GF00002824	TFCN17334D6_003485-T1	DBVPG3775_001656-T1
GF00002825	TFCN17334D6_005634-T1	DBVPG3775_005742-T1
GF00002826	TFCN17334D6_003487-T1	DBVPG3775_001658-T1
GF00002827	TFCN17334D6_003488-T1	DBVPG3775_001659-T1
GF00002828	TFCN17334D6_012148-T1	DBVPG3775_001660-T1
GF00002829	TFCN17334D6_003490-T1	DBVPG3775_001661-T1
GF00002830	TFCN17334D6_003492-T1	DBVPG3775_001663-T1
GF00002831	TFCN17334D6_003493-T1	DBVPG3775_001664-T1
GF00002832	TFCN17334D6_003494-T1	DBVPG3775_001665-T1
GF00002833	TFCN17334D6_012154-T1	DBVPG3775_001666-T1
GF00002834	TFCN17334D6_003500-T1	DBVPG3775_001672-T1
GF00002835	TFCN17334D6_012160-T1	DBVPG3775_001674-T1
GF00002836	TFCN17334D6_003507-T1	DBVPG3775_001678-T1
GF00002837	TFCN17334D6_003508-T1	DBVPG3775_001679-T1
GF00002838	TFCN17334D6_003509-T1	DBVPG3775_001680-T1
GF00002839	TFCN17334D6_003510-T1	DBVPG3775_001681-T1
GF00002840	TFCN17334D6_003511-T1	DBVPG3775_001682-T1
GF00002841	TFCN17334D6_003512-T1	DBVPG3775_001683-T1
GF00002842	TFCN17334D6_003513-T1	DBVPG3775_001684-T1
GF00002843	TFCN17334D6_003519-T1	DBVPG3775_001689-T1
GF00002844	TFCN17334D6_003523-T1	DBVPG3775_001693-T1
GF00002845	TFCN17334D6_003524-T1	DBVPG3775_001694-T1
GF00002846	TFCN17334D6_007971-T1	DBVPG3775_001695-T1
GF00002847	TFCN17334D6_003526-T1	DBVPG3775_001696-T1
GF00002848	TFCN17334D6_003527-T1	DBVPG3775_001697-T1
GF00002849	TFCN17334D6_003531-T1	DBVPG3775_001701-T1
GF00002850	TFCN17334D6_003532-T1	DBVPG3775_001702-T1
GF00002851	TFCN17334D6_003533-T1	DBVPG3775_001703-T1
GF00002852	TFCN17334D6_007979-T1	DBVPG3775_001704-T1
GF00002853	TFCN17334D6_007983-T1	DBVPG3775_001707-T1
GF00002854	TFCN17334D6_007984-T1	DBVPG3775_001708-T1
GF00002855	TFCN17334D6_003538-T1	DBVPG3775_001709-T1
GF00002856	TFCN17334D6_003539-T1	DBVPG3775_001710-T1
GF00002857	TFCN17334D6_003540-T1	DBVPG3775_001711-T1
GF00002858	TFCN17334D6_003541-T1	DBVPG3775_001712-T1
GF00002859	TFCN17334D6_003544-T1	DBVPG3775_001715-T1
GF00002860	TFCN17334D6_007992-T1	DBVPG3775_001716-T1
GF00002861	TFCN17334D6_003550-T1	DBVPG3775_001721-T1
GF00002862	TFCN17334D6_003553-T1	DBVPG3775_001724-T1
GF00002863	TFCN17334D6_008000-T1	DBVPG3775_001725-T1
GF00002864	TFCN17334D6_003555-T1	DBVPG3775_001726-T1
GF00002865	TFCN17334D6_008002-T1	DBVPG3775_001727-T1
GF00002866	TFCN17334D6_003558-T1	DBVPG3775_001729-T1
GF00002867	TFCN17334D6_003559-T1	DBVPG3775_001730-T1
GF00002868	TFCN17334D6_008006-T1	DBVPG3775_001731-T1
GF00002869	TFCN17334D6_011687-T1	DBVPG3775_005503-T1
GF00002870	TFCN17334D6_003561-T1	DBVPG3775_001732-T1
GF00002871	TFCN17334D6_003562-T1	DBVPG3775_001733-T1
GF00002872	TFCN17334D6_003564-T1	DBVPG3775_001735-T1
GF00002873	TFCN17334D6_008011-T1	DBVPG3775_001736-T1
GF00002874	TFCN17334D6_003566-T1	DBVPG3775_001737-T1
GF00002875	TFCN17334D6_008013-T1	DBVPG3775_001738-T1
GF00002876	TFCN17334D6_008014-T1	DBVPG3775_001739-T1
GF00002877	TFCN17334D6_003570-T1	DBVPG3775_001742-T1
GF00002878	TFCN17334D6_003573-T1	DBVPG3775_001745-T1
GF00002879	TFCN17334D6_003574-T1	DBVPG3775_001746-T1
GF00002880	TFCN17334D6_008023-T1	DBVPG3775_001749-T1
GF00002881	TFCN17334D6_008024-T1	DBVPG3775_001750-T1
GF00002882	TFCN17334D6_003690-T1	DBVPG3775_002303-T1
GF00002883	TFCN17334D6_003692-T1	DBVPG3775_002305-T1
GF00002884	TFCN17334D6_003697-T1	DBVPG3775_002310-T1
GF00002885	TFCN17334D6_013605-T1	DBVPG3775_002315-T1
GF00002886	TFCN17334D6_003742-T1	DBVPG3775_001118-T1
GF00002887	TFCN17334D6_006272-T1	DBVPG3775_001120-T1
GF00002888	TFCN17334D6_006273-T1	DBVPG3775_001121-T1
GF00002889	TFCN17334D6_003748-T1	DBVPG3775_001124-T1
GF00002890	TFCN17334D6_003749-T1	DBVPG3775_001125-T1
GF00002891	TFCN17334D6_006284-T1	DBVPG3775_001132-T1
GF00002892	TFCN17334D6_003754-T1	DBVPG3775_001133-T1
GF00002893	TFCN17334D6_003755-T1	DBVPG3775_001134-T1
GF00002894	TFCN17334D6_006287-T1	DBVPG3775_001135-T1
GF00002895	TFCN17334D6_003758-T1	DBVPG3775_001137-T1
GF00002896	TFCN17334D6_003759-T1	DBVPG3775_001138-T1
GF00002897	TFCN17334D6_006291-T1	DBVPG3775_001139-T1
GF00002898	TFCN17334D6_003762-T1	DBVPG3775_001142-T1
GF00002899	TFCN17334D6_006295-T1	DBVPG3775_001143-T1
GF00002900	TFCN17334D6_006296-T1	DBVPG3775_001144-T1
GF00002901	TFCN17334D6_006297-T1	DBVPG3775_001145-T1
GF00002902	TFCN17334D6_003766-T1	DBVPG3775_001146-T1
GF00002903	TFCN17334D6_003767-T1	DBVPG3775_001147-T1
GF00002904	TFCN17334D6_003769-T1	DBVPG3775_001149-T1
GF00002905	TFCN17334D6_006302-T1	DBVPG3775_001151-T1
GF00002906	TFCN17334D6_006303-T1	DBVPG3775_001152-T1
GF00002907	TFCN17334D6_003772-T1	DBVPG3775_001153-T1
GF00002908	TFCN17334D6_006305-T1	DBVPG3775_001154-T1
GF00002909	TFCN17334D6_006306-T1	DBVPG3775_001155-T1
GF00002910	TFCN17334D6_006307-T1	DBVPG3775_001156-T1
GF00002911	TFCN17334D6_006308-T1	DBVPG3775_001157-T1
GF00002912	TFCN17334D6_006309-T1	DBVPG3775_001158-T1
GF00002913	TFCN17334D6_003778-T1	DBVPG3775_001159-T1
GF00002914	TFCN17334D6_003779-T1	DBVPG3775_001160-T1
GF00002915	TFCN17334D6_006312-T1	DBVPG3775_001162-T1
GF00002916	TFCN17334D6_006313-T1	DBVPG3775_001163-T1
GF00002917	TFCN17334D6_006314-T1	DBVPG3775_001164-T1
GF00002918	TFCN17334D6_006315-T1	DBVPG3775_001165-T1
GF00002919	TFCN17334D6_006316-T1	DBVPG3775_001166-T1
GF00002920	TFCN17334D6_006318-T1	DBVPG3775_001168-T1
GF00002921	TFCN17334D6_003788-T1	DBVPG3775_001170-T1
GF00002922	TFCN17334D6_006324-T1	DBVPG3775_001174-T1
GF00002923	TFCN17334D6_006325-T1	DBVPG3775_001175-T1
GF00002924	TFCN17334D6_006328-T1	DBVPG3775_001178-T1
GF00002925	TFCN17334D6_006330-T1	DBVPG3775_001180-T1
GF00002926	TFCN17334D6_003799-T1	DBVPG3775_001181-T1
GF00002927	TFCN17334D6_006332-T1	DBVPG3775_001182-T1
GF00002928	TFCN17334D6_006333-T1	DBVPG3775_001183-T1
GF00002929	TFCN17334D6_003802-T1	DBVPG3775_001184-T1
GF00002930	TFCN17334D6_003803-T1	DBVPG3775_001185-T1
GF00002931	TFCN17334D6_003804-T1	DBVPG3775_001186-T1
GF00002932	TFCN17334D6_006337-T1	DBVPG3775_001187-T1
GF00002933	TFCN17334D6_003806-T1	DBVPG3775_001188-T1
GF00002934	TFCN17334D6_006339-T1	DBVPG3775_001190-T1
GF00002935	TFCN17334D6_005174-T1	DBVPG3775_001442-T1
GF00002936	TFCN17334D6_005175-T1	DBVPG3775_001441-T1
GF00002937	TFCN17334D6_005177-T1	DBVPG3775_001439-T1
GF00002938	TFCN17334D6_005178-T1	DBVPG3775_001438-T1
GF00002939	TFCN17334D6_003815-T1	DBVPG3775_001437-T1
GF00002940	TFCN17334D6_003816-T1	DBVPG3775_001436-T1
GF00002941	TFCN17334D6_003817-T1	DBVPG3775_001435-T1
GF00002942	TFCN17334D6_005185-T1	DBVPG3775_001431-T1
GF00002943	TFCN17334D6_003822-T1	DBVPG3775_001429-T1
GF00002944	TFCN17334D6_003823-T1	DBVPG3775_001428-T1
GF00002945	TFCN17334D6_005192-T1	DBVPG3775_001424-T1
GF00002946	TFCN17334D6_003828-T1	DBVPG3775_001423-T1
GF00002947	TFCN17334D6_003829-T1	DBVPG3775_001422-T1
GF00002948	TFCN17334D6_005195-T1	DBVPG3775_001421-T1
GF00002949	TFCN17334D6_005198-T1	DBVPG3775_001418-T1
GF00002950	TFCN17334D6_003834-T1	DBVPG3775_001417-T1
GF00002951	TFCN17334D6_005201-T1	DBVPG3775_001415-T1
GF00002952	TFCN17334D6_003838-T1	DBVPG3775_001413-T1
GF00002953	TFCN17334D6_003840-T1	DBVPG3775_001411-T1
GF00002954	TFCN17334D6_005206-T1	DBVPG3775_001410-T1
GF00002955	TFCN17334D6_005208-T1	DBVPG3775_001408-T1
GF00002956	TFCN17334D6_003844-T1	DBVPG3775_001407-T1
GF00002957	TFCN17334D6_005210-T1	DBVPG3775_001406-T1
GF00002958	TFCN17334D6_003846-T1	DBVPG3775_001405-T1
GF00002959	TFCN17334D6_005212-T1	DBVPG3775_001404-T1
GF00002960	TFCN17334D6_003849-T1	DBVPG3775_001402-T1
GF00002961	TFCN17334D6_005216-T1	DBVPG3775_001401-T1
GF00002962	TFCN17334D6_005217-T1	DBVPG3775_001400-T1
GF00002963	TFCN17334D6_013210-T1	DBVPG3775_001399-T1
GF00002964	TFCN17334D6_013211-T1	DBVPG3775_001398-T1
GF00002965	TFCN17334D6_013212-T1	DBVPG3775_001397-T1
GF00002966	TFCN17334D6_003859-T1	DBVPG3775_001394-T1
GF00002967	TFCN17334D6_003863-T1	DBVPG3775_001389-T1
GF00002968	TFCN17334D6_003864-T1	DBVPG3775_001388-T1
GF00002969	TFCN17334D6_003865-T1	DBVPG3775_001387-T1
GF00002970	TFCN17334D6_003866-T1	DBVPG3775_001386-T1
GF00002971	TFCN17334D6_013225-T1	DBVPG3775_001384-T1
GF00002972	TFCN17334D6_013226-T1	DBVPG3775_001383-T1
GF00002973	TFCN17334D6_013227-T1	DBVPG3775_001382-T1
GF00002974	TFCN17334D6_010188-T1	DBVPG3775_001375-T1
GF00002975	TFCN17334D6_003877-T1	DBVPG3775_001373-T1
GF00002976	TFCN17334D6_006934-T1	DBVPG3775_007175-T1
GF00002977	TFCN17334D6_010183-T1	DBVPG3775_001369-T1
GF00002978	TFCN17334D6_010182-T1	DBVPG3775_001368-T1
GF00002979	TFCN17334D6_003883-T1	DBVPG3775_001366-T1
GF00002980	TFCN17334D6_003885-T1	DBVPG3775_001364-T1
GF00002981	TFCN17334D6_010177-T1	DBVPG3775_001363-T1
GF00002982	TFCN17334D6_010176-T1	DBVPG3775_001362-T1
GF00002983	TFCN17334D6_003888-T1	DBVPG3775_001361-T1
GF00002984	TFCN17334D6_010174-T1	DBVPG3775_001360-T1
GF00002985	TFCN17334D6_010173-T1	DBVPG3775_001359-T1
GF00002986	TFCN17334D6_003891-T1	DBVPG3775_001358-T1
GF00002987	TFCN17334D6_010171-T1	DBVPG3775_001357-T1
GF00002988	TFCN17334D6_010169-T1	DBVPG3775_001355-T1
GF00002989	TFCN17334D6_003895-T1	DBVPG3775_001354-T1
GF00002990	TFCN17334D6_003896-T1	DBVPG3775_001353-T1
GF00002991	TFCN17334D6_010166-T1	DBVPG3775_001352-T1
GF00002992	TFCN17334D6_003898-T1	DBVPG3775_001351-T1
GF00002993	TFCN17334D6_010164-T1	DBVPG3775_001350-T1
GF00002994	TFCN17334D6_003900-T1	DBVPG3775_001349-T1
GF00002995	TFCN17334D6_003901-T1	DBVPG3775_001348-T1
GF00002996	TFCN17334D6_003902-T1	DBVPG3775_001347-T1
GF00002997	TFCN17334D6_003903-T1	DBVPG3775_001344-T1
GF00002998	TFCN17334D6_003906-T1	DBVPG3775_001342-T1
GF00002999	TFCN17334D6_010156-T1	DBVPG3775_001341-T1
GF00003000	TFCN17334D6_009198-T1	DBVPG3775_005549-T1
GF00003001	TFCN17334D6_003913-T1	DBVPG3775_005551-T1
GF00003002	TFCN17334D6_009195-T1	DBVPG3775_005552-T1
GF00003003	TFCN17334D6_003915-T1	DBVPG3775_005553-T1
GF00003004	TFCN17334D6_009193-T1	DBVPG3775_005554-T1
GF00003005	TFCN17334D6_009192-T1	DBVPG3775_005555-T1
GF00003006	TFCN17334D6_003919-T1	DBVPG3775_005557-T1
GF00003007	TFCN17334D6_009189-T1	DBVPG3775_005558-T1
GF00003008	TFCN17334D6_003921-T1	DBVPG3775_005559-T1
GF00003009	TFCN17334D6_009187-T1	DBVPG3775_005560-T1
GF00003010	TFCN17334D6_003923-T1	DBVPG3775_005561-T1
GF00003011	TFCN17334D6_003924-T1	DBVPG3775_005562-T1
GF00003012	TFCN17334D6_009184-T1	DBVPG3775_005563-T1
GF00003013	TFCN17334D6_003929-T1	DBVPG3775_005232-T1
GF00003014	TFCN17334D6_003934-T1	DBVPG3775_005227-T1
GF00003015	TFCN17334D6_003936-T1	DBVPG3775_005225-T1
GF00003016	TFCN17334D6_003937-T1	DBVPG3775_005224-T1
GF00003017	TFCN17334D6_003938-T1	DBVPG3775_005223-T1
GF00003018	TFCN17334D6_005401-T1	DBVPG3775_005222-T1
GF00003019	TFCN17334D6_005402-T1	DBVPG3775_005221-T1
GF00003020	TFCN17334D6_003942-T1	DBVPG3775_005219-T1
GF00003021	TFCN17334D6_005405-T1	DBVPG3775_005218-T1
GF00003022	TFCN17334D6_003944-T1	DBVPG3775_005217-T1
GF00003023	TFCN17334D6_003945-T1	DBVPG3775_005216-T1
GF00003024	TFCN17334D6_003947-T1	DBVPG3775_005214-T1
GF00003025	TFCN17334D6_005411-T1	DBVPG3775_005213-T1
GF00003026	TFCN17334D6_003949-T1	DBVPG3775_005212-T1
GF00003027	TFCN17334D6_005413-T1	DBVPG3775_005211-T1
GF00003028	TFCN17334D6_003951-T1	DBVPG3775_005210-T1
GF00003029	TFCN17334D6_003952-T1	DBVPG3775_005209-T1
GF00003030	TFCN17334D6_005416-T1	DBVPG3775_005208-T1
GF00003031	TFCN17334D6_003954-T1	DBVPG3775_005207-T1
GF00003032	TFCN17334D6_003961-T1	DBVPG3775_005201-T1
GF00003033	TFCN17334D6_003962-T1	DBVPG3775_005200-T1
GF00003034	TFCN17334D6_003963-T1	DBVPG3775_005199-T1
GF00003035	TFCN17334D6_003968-T1	DBVPG3775_005193-T1
GF00003036	TFCN17334D6_003970-T1	DBVPG3775_005191-T1
GF00003037	TFCN17334D6_003971-T1	DBVPG3775_005190-T1
GF00003038	TFCN17334D6_005435-T1	DBVPG3775_005189-T1
GF00003039	TFCN17334D6_003975-T1	DBVPG3775_005188-T1
GF00003040	TFCN17334D6_003976-T1	DBVPG3775_005187-T1
GF00003041	TFCN17334D6_005438-T1	DBVPG3775_005186-T1
GF00003042	TFCN17334D6_003978-T1	DBVPG3775_005185-T1
GF00003043	TFCN17334D6_003979-T1	DBVPG3775_005184-T1
GF00003044	TFCN17334D6_003980-T1	DBVPG3775_005183-T1
GF00003045	TFCN17334D6_003981-T1	DBVPG3775_005182-T1
GF00003046	TFCN17334D6_003982-T1	DBVPG3775_005181-T1
GF00003047	TFCN17334D6_005444-T1	DBVPG3775_005180-T1
GF00003048	TFCN17334D6_003984-T1	DBVPG3775_005179-T1
GF00003049	TFCN17334D6_003985-T1	DBVPG3775_005178-T1
GF00003050	TFCN17334D6_003990-T1	DBVPG3775_005173-T1
GF00003051	TFCN17334D6_003991-T1	DBVPG3775_005172-T1
GF00003052	TFCN17334D6_004635-T1	DBVPG3775_000124-T1
GF00003053	TFCN17334D6_003993-T1	DBVPG3775_005170-T1
GF00003054	TFCN17334D6_003994-T1	DBVPG3775_005169-T1
GF00003055	TFCN17334D6_005456-T1	DBVPG3775_005168-T1
GF00003056	TFCN17334D6_005457-T1	DBVPG3775_005167-T1
GF00003057	TFCN17334D6_003998-T1	DBVPG3775_005165-T1
GF00003058	TFCN17334D6_003999-T1	DBVPG3775_005164-T1
GF00003059	TFCN17334D6_004003-T1	DBVPG3775_005161-T1
GF00003060	TFCN17334D6_004004-T1	DBVPG3775_005160-T1
GF00003061	TFCN17334D6_005470-T1	DBVPG3775_005154-T1
GF00003062	TFCN17334D6_004011-T1	DBVPG3775_005153-T1
GF00003063	TFCN17334D6_004012-T1	DBVPG3775_005152-T1
GF00003064	TFCN17334D6_004013-T1	DBVPG3775_005151-T1
GF00003065	TFCN17334D6_005474-T1	DBVPG3775_005149-T1
GF00003066	TFCN17334D6_004016-T1	DBVPG3775_005148-T1
GF00003067	TFCN17334D6_005476-T1	DBVPG3775_005147-T1
GF00003068	TFCN17334D6_004018-T1	DBVPG3775_005146-T1
GF00003069	TFCN17334D6_004019-T1	DBVPG3775_007126-T1
GF00003070	TFCN17334D6_004020-T1	DBVPG3775_007127-T1
GF00003071	TFCN17334D6_004021-T1	DBVPG3775_007128-T1
GF00003072	TFCN17334D6_004023-T1	DBVPG3775_007130-T1
GF00003073	TFCN17334D6_004026-T1	DBVPG3775_007133-T1
GF00003074	TFCN17334D6_005486-T1	DBVPG3775_007136-T1
GF00003075	TFCN17334D6_004029-T1	DBVPG3775_007137-T1
GF00003076	TFCN17334D6_004030-T1	DBVPG3775_007138-T1
GF00003077	TFCN17334D6_004031-T1	DBVPG3775_007139-T1
GF00003078	TFCN17334D6_004032-T1	DBVPG3775_007140-T1
GF00003079	TFCN17334D6_004033-T1	DBVPG3775_007141-T1
GF00003080	TFCN17334D6_004034-T1	DBVPG3775_007142-T1
GF00003081	TFCN17334D6_004037-T1	DBVPG3775_007145-T1
GF00003082	TFCN17334D6_004039-T1	DBVPG3775_007147-T1
GF00003083	TFCN17334D6_004046-T1	DBVPG3775_007153-T1
GF00003084	TFCN17334D6_012773-T1	DBVPG3775_007154-T1
GF00003085	TFCN17334D6_004048-T1	DBVPG3775_007155-T1
GF00003086	TFCN17334D6_004053-T1	DBVPG3775_007160-T1
GF00003087	TFCN17334D6_004054-T1	DBVPG3775_007161-T1
GF00003088	TFCN17334D6_004057-T1	DBVPG3775_007164-T1
GF00003089	TFCN17334D6_004062-T1	DBVPG3775_005542-T1
GF00003090	TFCN17334D6_004065-T1	DBVPG3775_005539-T1
GF00003091	TFCN17334D6_004066-T1	DBVPG3775_005538-T1
GF00003092	TFCN17334D6_004067-T1	DBVPG3775_005537-T1
GF00003093	TFCN17334D6_006672-T1	DBVPG3775_005536-T1
GF00003094	TFCN17334D6_004069-T1	DBVPG3775_005535-T1
GF00003095	TFCN17334D6_004072-T1	DBVPG3775_005532-T1
GF00003096	TFCN17334D6_011714-T1	DBVPG3775_005530-T1
GF00003097	TFCN17334D6_011711-T1	DBVPG3775_005527-T1
GF00003098	TFCN17334D6_011710-T1	DBVPG3775_005526-T1
GF00003099	TFCN17334D6_004078-T1	DBVPG3775_005524-T1
GF00003100	TFCN17334D6_004079-T1	DBVPG3775_005523-T1
GF00003101	TFCN17334D6_004080-T1	DBVPG3775_005522-T1
GF00003102	TFCN17334D6_011704-T1	DBVPG3775_005520-T1
GF00003103	TFCN17334D6_004083-T1	DBVPG3775_005519-T1
GF00003104	TFCN17334D6_004084-T1	DBVPG3775_005518-T1
GF00003105	TFCN17334D6_004085-T1	DBVPG3775_005517-T1
GF00003106	TFCN17334D6_004086-T1	DBVPG3775_005516-T1
GF00003107	TFCN17334D6_011699-T1	DBVPG3775_005515-T1
GF00003108	TFCN17334D6_011698-T1	DBVPG3775_005514-T1
GF00003109	TFCN17334D6_011697-T1	DBVPG3775_005513-T1
GF00003110	TFCN17334D6_011696-T1	DBVPG3775_005512-T1
GF00003111	TFCN17334D6_011693-T1	DBVPG3775_005509-T1
GF00003112	TFCN17334D6_004095-T1	DBVPG3775_005508-T1
GF00003113	TFCN17334D6_004096-T1	DBVPG3775_005507-T1
GF00003114	TFCN17334D6_004099-T1	DBVPG3775_005504-T1
GF00003115	TFCN17334D6_011686-T1	DBVPG3775_005502-T1
GF00003116	TFCN17334D6_004102-T1	DBVPG3775_005501-T1
GF00003117	TFCN17334D6_011684-T1	DBVPG3775_005500-T1
GF00003118	TFCN17334D6_004105-T1	DBVPG3775_005498-T1
GF00003119	TFCN17334D6_010113-T1	DBVPG3775_005497-T1
GF00003120	TFCN17334D6_004107-T1	DBVPG3775_005496-T1
GF00003121	TFCN17334D6_010115-T1	DBVPG3775_005495-T1
GF00003122	TFCN17334D6_010117-T1	DBVPG3775_005493-T1
GF00003123	TFCN17334D6_004110-T1	DBVPG3775_005492-T1
GF00003124	TFCN17334D6_010121-T1	DBVPG3775_005489-T1
GF00003125	TFCN17334D6_004114-T1	DBVPG3775_005488-T1
GF00003126	TFCN17334D6_004115-T1	DBVPG3775_005487-T1
GF00003127	TFCN17334D6_010124-T1	DBVPG3775_005486-T1
GF00003128	TFCN17334D6_004118-T1	DBVPG3775_005484-T1
GF00003129	TFCN17334D6_004120-T1	DBVPG3775_005482-T1
GF00003130	TFCN17334D6_010129-T1	DBVPG3775_005481-T1
GF00003131	TFCN17334D6_004123-T1	DBVPG3775_005479-T1
GF00003132	TFCN17334D6_010138-T1	DBVPG3775_005473-T1
GF00003133	TFCN17334D6_004131-T1	DBVPG3775_005471-T1
GF00003134	TFCN17334D6_004132-T1	DBVPG3775_005470-T1
GF00003135	TFCN17334D6_004133-T1	DBVPG3775_005469-T1
GF00003136	TFCN17334D6_010143-T1	DBVPG3775_005468-T1
GF00003137	TFCN17334D6_004135-T1	DBVPG3775_005467-T1
GF00003138	TFCN17334D6_004137-T1	DBVPG3775_005465-T1
GF00003139	TFCN17334D6_004138-T1	DBVPG3775_005464-T1
GF00003140	TFCN17334D6_010148-T1	DBVPG3775_005463-T1
GF00003141	TFCN17334D6_010150-T1	DBVPG3775_005460-T1
GF00003142	TFCN17334D6_010151-T1	DBVPG3775_005459-T1
