	Rhodotorula_mucilaginosa_RIT389.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00003002	RIT389_003173-T1, RIT389_007073-T1	DBVPG3775_005212-T1
GF00003003	RIT389_003174-T1, RIT389_007074-T1	DBVPG3775_005211-T1
GF00003004	RIT389_003175-T1, RIT389_007075-T1	DBVPG3775_005210-T1
GF00003005	RIT389_003176-T1, RIT389_007076-T1	DBVPG3775_005209-T1
GF00003006	RIT389_003177-T1, RIT389_007077-T1	DBVPG3775_005208-T1
GF00003007	RIT389_003178-T1, RIT389_007078-T1	DBVPG3775_005207-T1
GF00003008	RIT389_003185-T1, RIT389_007086-T1	DBVPG3775_005200-T1
GF00003009	RIT389_003186-T1, RIT389_007087-T1	DBVPG3775_005199-T1
GF00003010	RIT389_003191-T1, RIT389_007091-T1	DBVPG3775_005193-T1
GF00003011	RIT389_003193-T1, RIT389_007093-T1	DBVPG3775_005191-T1
GF00003012	RIT389_003194-T1, RIT389_007094-T1	DBVPG3775_005190-T1
GF00003013	RIT389_003195-T1, RIT389_004222-T1	DBVPG3775_005189-T1
GF00003014	RIT389_003196-T1, RIT389_004221-T1	DBVPG3775_005188-T1
GF00003015	RIT389_003197-T1, RIT389_004220-T1	DBVPG3775_005187-T1
GF00003016	RIT389_003198-T1, RIT389_004219-T1	DBVPG3775_005186-T1
GF00003017	RIT389_003199-T1, RIT389_004218-T1	DBVPG3775_005185-T1
GF00003018	RIT389_003200-T1, RIT389_004217-T1	DBVPG3775_005184-T1
GF00003019	RIT389_003201-T1, RIT389_004216-T1	DBVPG3775_005183-T1
GF00003020	RIT389_003202-T1, RIT389_004215-T1	DBVPG3775_005182-T1
GF00003021	RIT389_003203-T1, RIT389_004214-T1	DBVPG3775_005181-T1
GF00003022	RIT389_003204-T1, RIT389_004213-T1	DBVPG3775_005180-T1
GF00003023	RIT389_003205-T1, RIT389_004212-T1	DBVPG3775_005179-T1
GF00003024	RIT389_003206-T1, RIT389_008092-T1	DBVPG3775_000844-T1
GF00003025	RIT389_003207-T1, RIT389_008091-T1	DBVPG3775_000843-T1
GF00003026	RIT389_003209-T1, RIT389_008089-T1	DBVPG3775_000841-T1
GF00003027	RIT389_003210-T1, RIT389_008088-T1	DBVPG3775_000840-T1
GF00003028	RIT389_003211-T1, RIT389_008087-T1	DBVPG3775_000839-T1
GF00003029	RIT389_003213-T1, RIT389_008085-T1	DBVPG3775_000837-T1
GF00003030	RIT389_003214-T1, RIT389_008084-T1	DBVPG3775_000836-T1
GF00003031	RIT389_003215-T1, RIT389_008083-T1	DBVPG3775_000835-T1
GF00003032	RIT389_003216-T1, RIT389_008082-T1	DBVPG3775_000834-T1
GF00003033	RIT389_003217-T1, RIT389_008081-T1	DBVPG3775_000833-T1
GF00003034	RIT389_009777-T1, RIT389_009725-T1	DBVPG3775_007511-T1
GF00003035	RIT389_003220-T1, RIT389_013854-T1	DBVPG3775_000830-T1
GF00003036	RIT389_003221-T1, RIT389_013853-T1	DBVPG3775_000829-T1
GF00003037	RIT389_003222-T1, RIT389_013852-T1	DBVPG3775_000828-T1
GF00003038	RIT389_003311-T1, RIT389_008661-T1	DBVPG3775_004560-T1
GF00003039	RIT389_003312-T1, RIT389_003643-T1	DBVPG3775_003916-T1
GF00003040	RIT389_003313-T1, RIT389_003642-T1	DBVPG3775_003915-T1
GF00003041	RIT389_003314-T1, RIT389_003641-T1	DBVPG3775_003914-T1
GF00003042	RIT389_003315-T1, RIT389_003640-T1	DBVPG3775_003913-T1
GF00003043	RIT389_003316-T1, RIT389_003639-T1	DBVPG3775_003912-T1
GF00003044	RIT389_003317-T1, RIT389_003638-T1	DBVPG3775_003911-T1
GF00003045	RIT389_003319-T1, RIT389_003636-T1	DBVPG3775_003909-T1
GF00003046	RIT389_003320-T1, RIT389_003635-T1	DBVPG3775_003908-T1
GF00003047	RIT389_003321-T1, RIT389_003634-T1	DBVPG3775_003907-T1
GF00003048	RIT389_003322-T1, RIT389_003633-T1	DBVPG3775_003906-T1
GF00003049	RIT389_003323-T1, RIT389_003632-T1	DBVPG3775_003905-T1
GF00003050	RIT389_003325-T1, RIT389_012703-T1	DBVPG3775_003903-T1
GF00003051	RIT389_003327-T1, RIT389_012701-T1	DBVPG3775_003901-T1
GF00003052	RIT389_003329-T1, RIT389_012699-T1	DBVPG3775_003899-T1
GF00003053	RIT389_003330-T1, RIT389_012698-T1	DBVPG3775_003898-T1
GF00003054	RIT389_003331-T1, RIT389_012697-T1	DBVPG3775_003897-T1
GF00003055	RIT389_003332-T1, RIT389_012696-T1	DBVPG3775_003896-T1
GF00003056	RIT389_003369-T1, RIT389_011455-T1	DBVPG3775_001531-T1
GF00003057	RIT389_003370-T1, RIT389_011454-T1	DBVPG3775_001530-T1
GF00003058	RIT389_003372-T1, RIT389_011452-T1	DBVPG3775_001528-T1
GF00003059	RIT389_003373-T1, RIT389_011451-T1	DBVPG3775_001527-T1
GF00003060	RIT389_003374-T1, RIT389_011450-T1	DBVPG3775_001526-T1
GF00003061	RIT389_003375-T1, RIT389_011449-T1	DBVPG3775_001524-T1
GF00003062	RIT389_003376-T1, RIT389_011448-T1	DBVPG3775_001523-T1
GF00003063	RIT389_003377-T1, RIT389_013952-T1	DBVPG3775_001522-T1
GF00003064	RIT389_003380-T1, RIT389_013950-T1	DBVPG3775_001519-T1
GF00003065	RIT389_003384-T1, RIT389_013680-T1	DBVPG3775_003536-T1
GF00003066	RIT389_003385-T1, RIT389_013681-T1	DBVPG3775_003535-T1
GF00003067	RIT389_003386-T1, RIT389_013682-T1	DBVPG3775_003534-T1
GF00003068	RIT389_003387-T1, RIT389_009340-T1	DBVPG3775_003533-T1
GF00003069	RIT389_003388-T1, RIT389_009339-T1	DBVPG3775_003532-T1
GF00003070	RIT389_003389-T1, RIT389_009338-T1	DBVPG3775_003531-T1
GF00003071	RIT389_003391-T1, RIT389_009336-T1	DBVPG3775_003529-T1
GF00003072	RIT389_003392-T1, RIT389_009335-T1	DBVPG3775_003528-T1
GF00003073	RIT389_003393-T1, RIT389_009334-T1	DBVPG3775_003527-T1
GF00003074	RIT389_003394-T1, RIT389_009333-T1	DBVPG3775_003526-T1
GF00003075	RIT389_003395-T1, RIT389_009332-T1	DBVPG3775_003525-T1
GF00003076	RIT389_003397-T1, RIT389_009330-T1	DBVPG3775_003523-T1
GF00003077	RIT389_003398-T1, RIT389_009329-T1	DBVPG3775_003522-T1
GF00003078	RIT389_003399-T1, RIT389_009328-T1	DBVPG3775_003521-T1
GF00003079	RIT389_003402-T1, RIT389_006307-T1	DBVPG3775_003518-T1
GF00003080	RIT389_003403-T1, RIT389_006308-T1	DBVPG3775_003517-T1
GF00003081	RIT389_003404-T1, RIT389_006309-T1	DBVPG3775_003516-T1
GF00003082	RIT389_003405-T1, RIT389_006310-T1	DBVPG3775_003515-T1
GF00003083	RIT389_003408-T1, RIT389_006312-T1	DBVPG3775_003513-T1
GF00003084	RIT389_003414-T1, RIT389_007135-T1	DBVPG3775_003445-T1
GF00003085	RIT389_003415-T1, RIT389_005049-T1	DBVPG3775_005029-T1
GF00003086	RIT389_003416-T1, RIT389_005050-T1	DBVPG3775_005028-T1
GF00003087	RIT389_003418-T1, RIT389_005051-T1	DBVPG3775_005027-T1
GF00003088	RIT389_003420-T1, RIT389_005053-T1	DBVPG3775_005025-T1
GF00003089	RIT389_003421-T1, RIT389_005054-T1	DBVPG3775_005024-T1
GF00003090	RIT389_003422-T1, RIT389_005055-T1	DBVPG3775_005023-T1
GF00003091	RIT389_003426-T1, RIT389_008486-T1	DBVPG3775_005019-T1
GF00003092	RIT389_003427-T1, RIT389_008485-T1	DBVPG3775_005018-T1
GF00003093	RIT389_003429-T1, RIT389_009513-T1	DBVPG3775_005016-T1
GF00003094	RIT389_003430-T1, RIT389_009512-T1	DBVPG3775_005015-T1
GF00003095	RIT389_003433-T1, RIT389_011117-T1	DBVPG3775_005012-T1
GF00003096	RIT389_003436-T1, RIT389_011112-T1	DBVPG3775_005009-T1
GF00003097	RIT389_003438-T1, RIT389_011110-T1	DBVPG3775_005007-T1
GF00003098	RIT389_003440-T1, RIT389_011108-T1	DBVPG3775_005005-T1
GF00003099	RIT389_003441-T1, RIT389_011107-T1	DBVPG3775_005004-T1
GF00003100	RIT389_003442-T1, RIT389_011106-T1	DBVPG3775_005003-T1
GF00003101	RIT389_003444-T1, RIT389_008473-T1	DBVPG3775_005000-T1
GF00003102	RIT389_003445-T1, RIT389_008474-T1	DBVPG3775_004999-T1
GF00003103	RIT389_003454-T1, RIT389_009357-T1	DBVPG3775_005588-T1
GF00003104	RIT389_003455-T1, RIT389_009356-T1	DBVPG3775_005589-T1
GF00003105	RIT389_003456-T1, RIT389_009355-T1	DBVPG3775_005590-T1
GF00003106	RIT389_003479-T1, RIT389_009545-T1	DBVPG3775_002784-T1
GF00003107	RIT389_003480-T1, RIT389_009546-T1	DBVPG3775_002785-T1
GF00003108	RIT389_003481-T1, RIT389_009547-T1	DBVPG3775_002786-T1
GF00003109	RIT389_003483-T1, RIT389_009549-T1	DBVPG3775_002788-T1
GF00003110	RIT389_003484-T1, RIT389_009552-T1	DBVPG3775_002791-T1
GF00003111	RIT389_003485-T1, RIT389_009553-T1	DBVPG3775_002792-T1
GF00003112	RIT389_003486-T1, RIT389_009554-T1	DBVPG3775_002793-T1
GF00003113	RIT389_003487-T1, RIT389_009555-T1	DBVPG3775_002795-T1
GF00003114	RIT389_003488-T1, RIT389_014143-T1	DBVPG3775_002796-T1
GF00003115	RIT389_003489-T1, RIT389_014144-T1	DBVPG3775_002797-T1
GF00003116	RIT389_003533-T1, RIT389_007909-T1	DBVPG3775_000151-T1
GF00003117	RIT389_003534-T1, RIT389_007910-T1	DBVPG3775_000152-T1
GF00003118	RIT389_003536-T1, RIT389_007912-T1	DBVPG3775_000154-T1
GF00003119	RIT389_003538-T1, RIT389_007914-T1	DBVPG3775_000156-T1
GF00003120	RIT389_003539-T1, RIT389_007915-T1	DBVPG3775_000157-T1
GF00003121	RIT389_003540-T1, RIT389_007916-T1	DBVPG3775_000158-T1
GF00003122	RIT389_003541-T1, RIT389_007917-T1	DBVPG3775_000159-T1
GF00003123	RIT389_003544-T1, RIT389_007919-T1	DBVPG3775_000161-T1
GF00003124	RIT389_003545-T1, RIT389_007920-T1	DBVPG3775_000162-T1
GF00003125	RIT389_003546-T1, RIT389_007921-T1	DBVPG3775_000163-T1
GF00003126	RIT389_003547-T1, RIT389_007922-T1	DBVPG3775_000164-T1
GF00003127	RIT389_003548-T1, RIT389_007923-T1	DBVPG3775_000165-T1
GF00003128	RIT389_003550-T1, RIT389_007927-T1	DBVPG3775_000169-T1
GF00003129	RIT389_003571-T1, RIT389_010578-T1	DBVPG3775_006213-T1
GF00003130	RIT389_003573-T1, RIT389_010580-T1	DBVPG3775_006215-T1
GF00003131	RIT389_003579-T1, RIT389_010587-T1	DBVPG3775_006222-T1
GF00003132	RIT389_003580-T1, RIT389_010588-T1	DBVPG3775_006223-T1
GF00003133	RIT389_003589-T1, RIT389_014006-T1	DBVPG3775_005949-T1
GF00003134	RIT389_003590-T1, RIT389_014007-T1	DBVPG3775_005948-T1
GF00003135	RIT389_003591-T1, RIT389_014008-T1	DBVPG3775_005947-T1
GF00003136	RIT389_003594-T1, RIT389_013564-T1	DBVPG3775_005944-T1
GF00003137	RIT389_003595-T1, RIT389_013563-T1	DBVPG3775_005943-T1
GF00003138	RIT389_003601-T1, RIT389_005599-T1	DBVPG3775_004621-T1
GF00003139	RIT389_003602-T1, RIT389_005598-T1	DBVPG3775_004620-T1
GF00003140	RIT389_003603-T1, RIT389_005597-T1	DBVPG3775_004619-T1
GF00003141	RIT389_003604-T1, RIT389_005596-T1	DBVPG3775_004618-T1
GF00003142	RIT389_003605-T1, RIT389_005595-T1	DBVPG3775_004617-T1
GF00003143	RIT389_003606-T1, RIT389_005594-T1	DBVPG3775_004616-T1
GF00003144	RIT389_003607-T1, RIT389_005593-T1	DBVPG3775_004615-T1
GF00003145	RIT389_003609-T1, RIT389_005592-T1	DBVPG3775_004613-T1
GF00003146	RIT389_003610-T1, RIT389_005591-T1	DBVPG3775_004612-T1
GF00003147	RIT389_003611-T1, RIT389_005590-T1	DBVPG3775_004611-T1
GF00003148	RIT389_003612-T1, RIT389_005589-T1	DBVPG3775_004610-T1
GF00003149	RIT389_003614-T1, RIT389_013085-T1	DBVPG3775_004608-T1
GF00003150	RIT389_003615-T1, RIT389_013084-T1	DBVPG3775_004607-T1
GF00003151	RIT389_003616-T1, RIT389_013083-T1	DBVPG3775_004606-T1
GF00003152	RIT389_003618-T1, RIT389_009152-T1	DBVPG3775_004604-T1
GF00003153	RIT389_003619-T1, RIT389_010925-T1	DBVPG3775_004603-T1
GF00003154	RIT389_003621-T1, RIT389_009154-T1	DBVPG3775_004601-T1
GF00003155	RIT389_003622-T1, RIT389_009155-T1	DBVPG3775_004600-T1
GF00003156	RIT389_003624-T1, RIT389_009157-T1	DBVPG3775_004598-T1
GF00003157	RIT389_003625-T1, RIT389_009158-T1	DBVPG3775_004597-T1
GF00003158	RIT389_003626-T1, RIT389_009159-T1	DBVPG3775_004596-T1
GF00003159	RIT389_003628-T1, RIT389_009162-T1	DBVPG3775_004594-T1
GF00003160	RIT389_003645-T1, RIT389_014341-T1	DBVPG3775_003918-T1
GF00003161	RIT389_003646-T1, RIT389_014342-T1	DBVPG3775_003919-T1
GF00003162	RIT389_003648-T1, RIT389_010718-T1	DBVPG3775_003921-T1
GF00003163	RIT389_003650-T1, RIT389_010716-T1	DBVPG3775_003923-T1
GF00003164	RIT389_003653-T1, RIT389_010714-T1	DBVPG3775_003925-T1
GF00003165	RIT389_003654-T1, RIT389_010713-T1	DBVPG3775_003926-T1
GF00003166	RIT389_003655-T1, RIT389_010712-T1	DBVPG3775_003927-T1
GF00003167	RIT389_003658-T1, RIT389_010709-T1	DBVPG3775_003930-T1
GF00003168	RIT389_003659-T1, RIT389_010708-T1	DBVPG3775_003931-T1
GF00003169	RIT389_003660-T1, RIT389_010707-T1	DBVPG3775_003932-T1
GF00003170	RIT389_003661-T1, RIT389_010706-T1	DBVPG3775_003933-T1
GF00003171	RIT389_003662-T1, RIT389_010705-T1	DBVPG3775_003934-T1
GF00003172	RIT389_003664-T1, RIT389_009289-T1	DBVPG3775_003936-T1
GF00003173	RIT389_003665-T1, RIT389_009288-T1	DBVPG3775_003937-T1
GF00003174	RIT389_003666-T1, RIT389_009287-T1	DBVPG3775_003938-T1
GF00003175	RIT389_003667-T1, RIT389_013147-T1	DBVPG3775_003716-T1
GF00003176	RIT389_003668-T1, RIT389_004365-T1	DBVPG3775_003715-T1
GF00003177	RIT389_003669-T1, RIT389_004364-T1	DBVPG3775_003714-T1
GF00003178	RIT389_003670-T1, RIT389_004363-T1	DBVPG3775_003713-T1
GF00003179	RIT389_003671-T1, RIT389_004362-T1	DBVPG3775_003712-T1
GF00003180	RIT389_003673-T1, RIT389_004360-T1	DBVPG3775_003710-T1
GF00003181	RIT389_003675-T1, RIT389_004358-T1	DBVPG3775_003708-T1
GF00003182	RIT389_007315-T1, RIT389_010346-T1	DBVPG3775_002162-T1
GF00003183	RIT389_003679-T1, RIT389_004355-T1	DBVPG3775_003705-T1
GF00003184	RIT389_003682-T1, RIT389_004353-T1	DBVPG3775_003702-T1
GF00003185	RIT389_003683-T1, RIT389_004352-T1	DBVPG3775_003701-T1
GF00003186	RIT389_003684-T1, RIT389_004351-T1	DBVPG3775_003700-T1
GF00003187	RIT389_003687-T1, RIT389_004347-T1	DBVPG3775_003695-T1
GF00003188	RIT389_003688-T1, RIT389_004346-T1	DBVPG3775_003694-T1
GF00003189	RIT389_003689-T1, RIT389_004345-T1	DBVPG3775_003693-T1
GF00003190	RIT389_003690-T1, RIT389_004344-T1	DBVPG3775_003692-T1
GF00003191	RIT389_003693-T1, RIT389_004339-T1	DBVPG3775_003687-T1
GF00003192	RIT389_003694-T1, RIT389_004338-T1	DBVPG3775_003686-T1
GF00003193	RIT389_003728-T1, RIT389_004127-T1	DBVPG3775_001704-T1
GF00003194	RIT389_003729-T1, RIT389_004128-T1	DBVPG3775_001703-T1
GF00003195	RIT389_003731-T1, RIT389_004132-T1	DBVPG3775_001701-T1
GF00003196	RIT389_003734-T1, RIT389_007760-T1	DBVPG3775_001697-T1
GF00003197	RIT389_003735-T1, RIT389_007761-T1	DBVPG3775_001696-T1
GF00003198	RIT389_003736-T1, RIT389_007762-T1	DBVPG3775_001695-T1
GF00003199	RIT389_003739-T1, RIT389_007768-T1	DBVPG3775_001689-T1
GF00003200	RIT389_003742-T1, RIT389_007764-T1	DBVPG3775_001693-T1
GF00003201	RIT389_003743-T1, RIT389_007763-T1	DBVPG3775_001694-T1
GF00003202	RIT389_003745-T1, RIT389_007774-T1	DBVPG3775_001684-T1
GF00003203	RIT389_003746-T1, RIT389_007775-T1	DBVPG3775_001683-T1
GF00003204	RIT389_003748-T1, RIT389_010694-T1	DBVPG3775_001681-T1
GF00003205	RIT389_003749-T1, RIT389_010695-T1	DBVPG3775_001680-T1
GF00003206	RIT389_003750-T1, RIT389_010696-T1	DBVPG3775_001679-T1
GF00003207	RIT389_003751-T1, RIT389_010697-T1	DBVPG3775_001678-T1
GF00003208	RIT389_003754-T1, RIT389_014201-T1	DBVPG3775_001162-T1
GF00003209	RIT389_003757-T1, RIT389_014202-T1	DBVPG3775_001160-T1
GF00003210	RIT389_003788-T1, RIT389_008712-T1	DBVPG3775_000007-T1
GF00003211	RIT389_003791-T1, RIT389_008714-T1	DBVPG3775_000005-T1
GF00003212	RIT389_003792-T1, RIT389_008715-T1	DBVPG3775_000004-T1
GF00003213	RIT389_003795-T1, RIT389_012255-T1	DBVPG3775_000002-T1
GF00003214	RIT389_003800-T1, RIT389_012252-T1	DBVPG3775_007322-T1
GF00003215	RIT389_003801-T1, RIT389_012251-T1	DBVPG3775_007321-T1
GF00003216	RIT389_003804-T1, RIT389_010521-T1	DBVPG3775_007318-T1
GF00003217	RIT389_003805-T1, RIT389_010520-T1	DBVPG3775_007317-T1
GF00003218	RIT389_003806-T1, RIT389_010519-T1	DBVPG3775_007316-T1
GF00003219	RIT389_003807-T1, RIT389_010518-T1	DBVPG3775_007315-T1
GF00003220	RIT389_003808-T1, RIT389_010517-T1	DBVPG3775_007313-T1
GF00003221	RIT389_003809-T1, RIT389_010516-T1	DBVPG3775_007312-T1
GF00003222	RIT389_003811-T1, RIT389_010514-T1	DBVPG3775_007310-T1
GF00003223	RIT389_003813-T1, RIT389_014656-T1	DBVPG3775_007308-T1
GF00003224	RIT389_003815-T1, RIT389_009165-T1	DBVPG3775_007540-T1
GF00003225	RIT389_003816-T1, RIT389_009166-T1	DBVPG3775_007541-T1
GF00003226	RIT389_003817-T1, RIT389_015072-T1	DBVPG3775_007542-T1
GF00003227	RIT389_003858-T1, RIT389_012225-T1	DBVPG3775_004852-T1
GF00003228	RIT389_003859-T1, RIT389_012224-T1	DBVPG3775_004850-T1
GF00003229	RIT389_003860-T1, RIT389_012223-T1	DBVPG3775_004849-T1
GF00003230	RIT389_003861-T1, RIT389_012222-T1	DBVPG3775_004848-T1
GF00003231	RIT389_003863-T1, RIT389_012220-T1	DBVPG3775_004846-T1
GF00003232	RIT389_003864-T1, RIT389_012219-T1	DBVPG3775_004845-T1
GF00003233	RIT389_003868-T1, RIT389_008743-T1	DBVPG3775_004841-T1
GF00003234	RIT389_003869-T1, RIT389_008742-T1	DBVPG3775_004840-T1
GF00003235	RIT389_003870-T1, RIT389_008741-T1	DBVPG3775_004839-T1
GF00003236	RIT389_003871-T1, RIT389_008740-T1	DBVPG3775_004838-T1
GF00003237	RIT389_003872-T1, RIT389_008739-T1	DBVPG3775_004837-T1
GF00003238	RIT389_003873-T1, RIT389_008738-T1	DBVPG3775_004836-T1
GF00003239	RIT389_003874-T1, RIT389_008737-T1	DBVPG3775_004835-T1
GF00003240	RIT389_003876-T1, RIT389_013019-T1	DBVPG3775_006505-T1
GF00003241	RIT389_003877-T1, RIT389_013018-T1	DBVPG3775_006504-T1
GF00003242	RIT389_003882-T1, RIT389_011584-T1	DBVPG3775_006498-T1
GF00003243	RIT389_003883-T1, RIT389_011585-T1	DBVPG3775_006497-T1
GF00003244	RIT389_003884-T1, RIT389_011587-T1	DBVPG3775_006496-T1
GF00003245	RIT389_003886-T1, RIT389_011590-T1	DBVPG3775_006494-T1
GF00003246	RIT389_003889-T1, RIT389_004724-T1	DBVPG3775_006491-T1
GF00003247	RIT389_003890-T1, RIT389_004725-T1	DBVPG3775_006490-T1
GF00003248	RIT389_003891-T1, RIT389_004726-T1	DBVPG3775_006489-T1
GF00003249	RIT389_003893-T1, RIT389_004728-T1	DBVPG3775_006487-T1
GF00003250	RIT389_003894-T1, RIT389_004729-T1	DBVPG3775_006486-T1
GF00003251	RIT389_003896-T1, RIT389_004731-T1	DBVPG3775_006484-T1
GF00003252	RIT389_003898-T1, RIT389_012682-T1	DBVPG3775_001449-T1
GF00003253	RIT389_003931-T1, RIT389_008626-T1	DBVPG3775_002470-T1
GF00003254	RIT389_003932-T1, RIT389_008627-T1	DBVPG3775_002469-T1
GF00003255	RIT389_003935-T1, RIT389_009472-T1	DBVPG3775_002466-T1
GF00003256	RIT389_003936-T1, RIT389_009471-T1	DBVPG3775_002465-T1
GF00003257	RIT389_003937-T1, RIT389_009470-T1	DBVPG3775_002464-T1
GF00003258	RIT389_003941-T1, RIT389_009466-T1	DBVPG3775_002461-T1
GF00003259	RIT389_003942-T1, RIT389_009465-T1	DBVPG3775_002460-T1
GF00003260	RIT389_003943-T1, RIT389_009464-T1	DBVPG3775_002459-T1
GF00003261	RIT389_003945-T1, RIT389_009462-T1	DBVPG3775_002457-T1
GF00003262	RIT389_003946-T1, RIT389_009461-T1	DBVPG3775_002456-T1
GF00003263	RIT389_003947-T1, RIT389_009460-T1	DBVPG3775_002455-T1
GF00003264	RIT389_003948-T1, RIT389_009459-T1	DBVPG3775_002454-T1
GF00003265	RIT389_003950-T1, RIT389_010686-T1	DBVPG3775_002452-T1
GF00003266	RIT389_003951-T1, RIT389_010687-T1	DBVPG3775_002451-T1
GF00003267	RIT389_003952-T1, RIT389_010688-T1	DBVPG3775_002450-T1
GF00003268	RIT389_003956-T1, RIT389_010692-T1	DBVPG3775_002447-T1
GF00003269	RIT389_011519-T1, RIT389_012762-T1	DBVPG3775_004406-T1
GF00003270	RIT389_003959-T1, RIT389_014142-T1	DBVPG3775_002445-T1
GF00003271	RIT389_003961-T1, RIT389_008647-T1	DBVPG3775_004573-T1
GF00003272	RIT389_011368-T1, RIT389_014217-T1	DBVPG3775_005367-T1
GF00003273	RIT389_003965-T1, RIT389_004312-T1	DBVPG3775_004578-T1
GF00003274	RIT389_003966-T1, RIT389_004313-T1	DBVPG3775_004579-T1
GF00003275	RIT389_003967-T1, RIT389_004314-T1	DBVPG3775_004580-T1
GF00003276	RIT389_003970-T1, RIT389_004316-T1	DBVPG3775_004583-T1
GF00003277	RIT389_003971-T1, RIT389_004317-T1	DBVPG3775_004584-T1
GF00003278	RIT389_003973-T1, RIT389_004319-T1	DBVPG3775_004587-T1
GF00003279	RIT389_003974-T1, RIT389_004320-T1	DBVPG3775_004588-T1
GF00003280	RIT389_003975-T1, RIT389_004321-T1	DBVPG3775_004589-T1
GF00003281	RIT389_003977-T1, RIT389_004323-T1	DBVPG3775_004591-T1
GF00003282	RIT389_003978-T1, RIT389_004324-T1	DBVPG3775_004592-T1
GF00003283	RIT389_003983-T1, RIT389_004328-T1	DBVPG3775_003543-T1
GF00003284	RIT389_003986-T1, RIT389_009124-T1	DBVPG3775_004431-T1
GF00003285	RIT389_003987-T1, RIT389_009123-T1	DBVPG3775_004432-T1
GF00003286	RIT389_003988-T1, RIT389_009122-T1	DBVPG3775_004433-T1
GF00003287	RIT389_003989-T1, RIT389_009121-T1	DBVPG3775_004434-T1
GF00003288	RIT389_003991-T1, RIT389_009119-T1	DBVPG3775_004437-T1
GF00003289	RIT389_003992-T1, RIT389_009118-T1	DBVPG3775_004438-T1
GF00003290	RIT389_003993-T1, RIT389_009117-T1	DBVPG3775_004439-T1
GF00003291	RIT389_003994-T1, RIT389_012969-T1	DBVPG3775_004451-T1
GF00003292	RIT389_003997-T1, RIT389_012972-T1	DBVPG3775_004448-T1
GF00003293	RIT389_003998-T1, RIT389_009110-T1	DBVPG3775_004447-T1
GF00003294	RIT389_003999-T1, RIT389_009111-T1	DBVPG3775_004446-T1
GF00003295	RIT389_004000-T1, RIT389_009112-T1	DBVPG3775_004445-T1
GF00003296	RIT389_004001-T1, RIT389_009114-T1	DBVPG3775_004443-T1
GF00003297	RIT389_004006-T1, RIT389_013806-T1	DBVPG3775_004456-T1
GF00003298	RIT389_004007-T1, RIT389_013805-T1	DBVPG3775_004457-T1
GF00003299	RIT389_004008-T1, RIT389_013804-T1	DBVPG3775_004458-T1
GF00003300	RIT389_004010-T1, RIT389_006200-T1	DBVPG3775_004460-T1
GF00003301	RIT389_004011-T1, RIT389_006201-T1	DBVPG3775_004461-T1
GF00003302	RIT389_004013-T1, RIT389_006203-T1	DBVPG3775_004463-T1
GF00003303	RIT389_004016-T1, RIT389_009418-T1	DBVPG3775_004794-T1
GF00003304	RIT389_004017-T1, RIT389_010447-T1	DBVPG3775_004793-T1
GF00003305	RIT389_004019-T1, RIT389_010445-T1	DBVPG3775_004790-T1
GF00003306	RIT389_004020-T1, RIT389_010444-T1	DBVPG3775_004789-T1
GF00003307	RIT389_004022-T1, RIT389_010442-T1	DBVPG3775_004787-T1
GF00003308	RIT389_004023-T1, RIT389_010440-T1	DBVPG3775_004785-T1
GF00003309	RIT389_004026-T1, RIT389_010437-T1	DBVPG3775_004781-T1
GF00003310	RIT389_004028-T1, RIT389_008333-T1	DBVPG3775_004776-T1
GF00003311	RIT389_004029-T1, RIT389_008332-T1	DBVPG3775_004775-T1
GF00003312	RIT389_004031-T1, RIT389_008330-T1	DBVPG3775_004773-T1
GF00003313	RIT389_004032-T1, RIT389_008329-T1	DBVPG3775_004772-T1
GF00003314	RIT389_004033-T1, RIT389_008328-T1	DBVPG3775_004771-T1
GF00003315	RIT389_004034-T1, RIT389_008327-T1	DBVPG3775_004770-T1
GF00003316	RIT389_004038-T1, RIT389_008321-T1	DBVPG3775_004764-T1
GF00003317	RIT389_004043-T1, RIT389_007533-T1	DBVPG3775_005412-T1
GF00003318	RIT389_004047-T1, RIT389_007536-T1	DBVPG3775_005408-T1
GF00003319	RIT389_004049-T1, RIT389_007538-T1	DBVPG3775_005406-T1
GF00003320	RIT389_004050-T1, RIT389_007539-T1	DBVPG3775_005405-T1
GF00003321	RIT389_004052-T1, RIT389_007675-T1	DBVPG3775_005403-T1
GF00003322	RIT389_004055-T1, RIT389_007676-T1	DBVPG3775_005402-T1
GF00003323	RIT389_004056-T1, RIT389_007677-T1	DBVPG3775_005401-T1
GF00003324	RIT389_004058-T1, RIT389_007679-T1	DBVPG3775_005398-T1
GF00003325	RIT389_004059-T1, RIT389_007680-T1	DBVPG3775_005397-T1
GF00003326	RIT389_004060-T1, RIT389_007681-T1	DBVPG3775_005396-T1
GF00003327	RIT389_004061-T1, RIT389_007682-T1	DBVPG3775_005395-T1
GF00003328	RIT389_004062-T1, RIT389_007683-T1	DBVPG3775_005394-T1
GF00003329	RIT389_004063-T1, RIT389_007684-T1	DBVPG3775_005393-T1
GF00003330	RIT389_004066-T1, RIT389_007687-T1	DBVPG3775_005390-T1
GF00003331	RIT389_004067-T1, RIT389_007688-T1	DBVPG3775_005389-T1
GF00003332	RIT389_004068-T1, RIT389_007689-T1	DBVPG3775_005388-T1
