	Rhodotorula_mucilaginosa_RIT389.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00002770	RIT389_002603-T1	DBVPG3775_006336-T1
GF00002771	RIT389_007514-T1	DBVPG3775_006333-T1
GF00002772	RIT389_007513-T1	DBVPG3775_006332-T1
GF00002773	RIT389_007511-T1	DBVPG3775_006330-T1
GF00002774	RIT389_002611-T1	DBVPG3775_006329-T1
GF00002775	RIT389_007509-T1	DBVPG3775_006328-T1
GF00002776	RIT389_013348-T1	DBVPG3775_006323-T1
GF00002777	RIT389_013349-T1	DBVPG3775_006322-T1
GF00002778	RIT389_002619-T1	DBVPG3775_006321-T1
GF00002779	RIT389_013351-T1	DBVPG3775_006320-T1
GF00002780	RIT389_002622-T1	DBVPG3775_006318-T1
GF00002781	RIT389_006861-T1	DBVPG3775_006911-T1
GF00002782	RIT389_002624-T1	DBVPG3775_006316-T1
GF00002783	RIT389_005824-T1	DBVPG3775_006315-T1
GF00002784	RIT389_002626-T1	DBVPG3775_006314-T1
GF00002785	RIT389_002627-T1	DBVPG3775_006313-T1
GF00002786	RIT389_002628-T1	DBVPG3775_006312-T1
GF00002787	RIT389_005828-T1	DBVPG3775_006311-T1
GF00002788	RIT389_003358-T1	DBVPG3775_001542-T1
GF00002789	RIT389_003357-T1	DBVPG3775_001543-T1
GF00002790	RIT389_003356-T1	DBVPG3775_001544-T1
GF00002791	RIT389_002642-T1	DBVPG3775_001545-T1
GF00002792	RIT389_003353-T1	DBVPG3775_001547-T1
GF00002793	RIT389_002648-T1	DBVPG3775_001551-T1
GF00002794	RIT389_002649-T1	DBVPG3775_001552-T1
GF00002795	RIT389_002652-T1	DBVPG3775_001555-T1
GF00002796	RIT389_002654-T1	DBVPG3775_001557-T1
GF00002797	RIT389_002656-T1	DBVPG3775_001560-T1
GF00002798	RIT389_004368-T1	DBVPG3775_001561-T1
GF00002799	RIT389_004369-T1	DBVPG3775_001562-T1
GF00002800	RIT389_002659-T1	DBVPG3775_001563-T1
GF00002801	RIT389_002661-T1	DBVPG3775_001566-T1
GF00002802	RIT389_002662-T1	DBVPG3775_001567-T1
GF00002803	RIT389_002663-T1	DBVPG3775_001568-T1
GF00002804	RIT389_004375-T1	DBVPG3775_001569-T1
GF00002805	RIT389_004376-T1	DBVPG3775_001570-T1
GF00002806	RIT389_002666-T1	DBVPG3775_001571-T1
GF00002807	RIT389_002667-T1	DBVPG3775_001573-T1
GF00002808	RIT389_002668-T1	DBVPG3775_001574-T1
GF00002809	RIT389_004584-T1	DBVPG3775_002122-T1
GF00002810	RIT389_002670-T1	DBVPG3775_002123-T1
GF00002811	RIT389_004586-T1	DBVPG3775_002124-T1
GF00002812	RIT389_004587-T1	DBVPG3775_002125-T1
GF00002813	RIT389_004588-T1	DBVPG3775_002126-T1
GF00002814	RIT389_002676-T1	DBVPG3775_002129-T1
GF00002815	RIT389_002677-T1	DBVPG3775_002130-T1
GF00002816	RIT389_004575-T1	DBVPG3775_002131-T1
GF00002817	RIT389_002679-T1	DBVPG3775_002132-T1
GF00002818	RIT389_002680-T1	DBVPG3775_002133-T1
GF00002819	RIT389_004572-T1	DBVPG3775_002134-T1
GF00002820	RIT389_002684-T1	DBVPG3775_002138-T1
GF00002821	RIT389_009633-T1	DBVPG3775_000757-T1
GF00002822	RIT389_002685-T1	DBVPG3775_002139-T1
GF00002823	RIT389_002687-T1	DBVPG3775_002141-T1
GF00002824	RIT389_002688-T1	DBVPG3775_002142-T1
GF00002825	RIT389_002689-T1	DBVPG3775_002143-T1
GF00002826	RIT389_002695-T1	DBVPG3775_002148-T1
GF00002827	RIT389_002696-T1	DBVPG3775_002149-T1
GF00002828	RIT389_002697-T1	DBVPG3775_002150-T1
GF00002829	RIT389_002698-T1	DBVPG3775_002151-T1
GF00002830	RIT389_002699-T1	DBVPG3775_002152-T1
GF00002831	RIT389_002700-T1	DBVPG3775_002153-T1
GF00002832	RIT389_002701-T1	DBVPG3775_002154-T1
GF00002833	RIT389_002702-T1	DBVPG3775_002155-T1
GF00002834	RIT389_002705-T1	DBVPG3775_002158-T1
GF00002835	RIT389_013544-T1	DBVPG3775_004143-T1
GF00002836	RIT389_002709-T1	DBVPG3775_004144-T1
GF00002837	RIT389_013546-T1	DBVPG3775_004146-T1
GF00002838	RIT389_013547-T1	DBVPG3775_004147-T1
GF00002839	RIT389_002718-T1	DBVPG3775_004150-T1
GF00002840	RIT389_002719-T1	DBVPG3775_004151-T1
GF00002841	RIT389_002720-T1	DBVPG3775_004152-T1
GF00002842	RIT389_006819-T1	DBVPG3775_004158-T1
GF00002843	RIT389_006820-T1	DBVPG3775_004159-T1
GF00002844	RIT389_006821-T1	DBVPG3775_004160-T1
GF00002845	RIT389_002730-T1	DBVPG3775_004161-T1
GF00002846	RIT389_002731-T1	DBVPG3775_004162-T1
GF00002847	RIT389_002733-T1	DBVPG3775_004164-T1
GF00002848	RIT389_002734-T1	DBVPG3775_004165-T1
GF00002849	RIT389_002735-T1	DBVPG3775_004166-T1
GF00002850	RIT389_006829-T1	DBVPG3775_004168-T1
GF00002851	RIT389_002738-T1	DBVPG3775_004169-T1
GF00002852	RIT389_012982-T1	DBVPG3775_004171-T1
GF00002853	RIT389_012980-T1	DBVPG3775_004173-T1
GF00002854	RIT389_005232-T1	DBVPG3775_006668-T1
GF00002855	RIT389_005229-T1	DBVPG3775_006671-T1
GF00002856	RIT389_002789-T1	DBVPG3775_006672-T1
GF00002857	RIT389_005226-T1	DBVPG3775_006674-T1
GF00002858	RIT389_002792-T1	DBVPG3775_006675-T1
GF00002859	RIT389_005224-T1	DBVPG3775_006676-T1
GF00002860	RIT389_002795-T1	DBVPG3775_006678-T1
GF00002861	RIT389_005221-T1	DBVPG3775_006679-T1
GF00002862	RIT389_002797-T1	DBVPG3775_006680-T1
GF00002863	RIT389_002798-T1	DBVPG3775_006681-T1
GF00002864	RIT389_005218-T1	DBVPG3775_006682-T1
GF00002865	RIT389_002800-T1	DBVPG3775_006683-T1
GF00002866	RIT389_002802-T1	DBVPG3775_006686-T1
GF00002867	RIT389_005213-T1	DBVPG3775_006687-T1
GF00002868	RIT389_005212-T1	DBVPG3775_006688-T1
GF00002869	RIT389_005211-T1	DBVPG3775_006689-T1
GF00002870	RIT389_002806-T1	DBVPG3775_006690-T1
GF00002871	RIT389_002809-T1	DBVPG3775_005953-T1
GF00002872	RIT389_009883-T1	DBVPG3775_005954-T1
GF00002873	RIT389_002811-T1	DBVPG3775_005955-T1
GF00002874	RIT389_009885-T1	DBVPG3775_005956-T1
GF00002875	RIT389_009890-T1	DBVPG3775_005961-T1
GF00002876	RIT389_009942-T1	DBVPG3775_001114-T1
GF00002877	RIT389_002823-T1	DBVPG3775_001111-T1
GF00002878	RIT389_002824-T1	DBVPG3775_001110-T1
GF00002879	RIT389_002825-T1	DBVPG3775_001109-T1
GF00002880	RIT389_012909-T1	DBVPG3775_001105-T1
GF00002881	RIT389_002831-T1	DBVPG3775_001103-T1
GF00002882	RIT389_012906-T1	DBVPG3775_001102-T1
GF00002883	RIT389_002834-T1	DBVPG3775_001100-T1
GF00002884	RIT389_002835-T1	DBVPG3775_001099-T1
GF00002885	RIT389_002836-T1	DBVPG3775_001098-T1
GF00002886	RIT389_002839-T1	DBVPG3775_001095-T1
GF00002887	RIT389_002842-T1	DBVPG3775_001093-T1
GF00002888	RIT389_002844-T1	DBVPG3775_001091-T1
GF00002889	RIT389_002849-T1	DBVPG3775_001086-T1
GF00002890	RIT389_012283-T1	DBVPG3775_000384-T1
GF00002891	RIT389_002852-T1	DBVPG3775_001083-T1
GF00002892	RIT389_014506-T1	DBVPG3775_007421-T1
GF00002893	RIT389_002860-T1	DBVPG3775_006593-T1
GF00002894	RIT389_002861-T1	DBVPG3775_006592-T1
GF00002895	RIT389_012620-T1	DBVPG3775_006589-T1
GF00002896	RIT389_002865-T1	DBVPG3775_006587-T1
GF00002897	RIT389_002866-T1	DBVPG3775_006586-T1
GF00002898	RIT389_002869-T1	DBVPG3775_006583-T1
GF00002899	RIT389_003857-T1	DBVPG3775_004853-T1
GF00002900	RIT389_002887-T1	DBVPG3775_004855-T1
GF00002901	RIT389_003853-T1	DBVPG3775_004857-T1
GF00002902	RIT389_003852-T1	DBVPG3775_004858-T1
GF00002903	RIT389_003851-T1	DBVPG3775_004859-T1
GF00002904	RIT389_003849-T1	DBVPG3775_004862-T1
GF00002905	RIT389_003848-T1	DBVPG3775_004863-T1
GF00002906	RIT389_002895-T1	DBVPG3775_004864-T1
GF00002907	RIT389_002897-T1	DBVPG3775_004866-T1
GF00002908	RIT389_003844-T1	DBVPG3775_004867-T1
GF00002909	RIT389_007444-T1	DBVPG3775_004870-T1
GF00002910	RIT389_007442-T1	DBVPG3775_004871-T1
GF00002911	RIT389_007438-T1	DBVPG3775_004874-T1
GF00002912	RIT389_002906-T1	DBVPG3775_004875-T1
GF00002913	RIT389_002908-T1	DBVPG3775_004877-T1
GF00002914	RIT389_007433-T1	DBVPG3775_004879-T1
GF00002915	RIT389_007431-T1	DBVPG3775_004881-T1
GF00002916	RIT389_002914-T1	DBVPG3775_004883-T1
GF00002917	RIT389_002916-T1	DBVPG3775_004885-T1
GF00002918	RIT389_004139-T1	DBVPG3775_000512-T1
GF00002919	RIT389_014117-T1	DBVPG3775_003619-T1
GF00002920	RIT389_002941-T1	DBVPG3775_003618-T1
GF00002921	RIT389_002942-T1	DBVPG3775_003617-T1
GF00002922	RIT389_013828-T1	DBVPG3775_003613-T1
GF00002923	RIT389_002947-T1	DBVPG3775_003611-T1
GF00002924	RIT389_002948-T1	DBVPG3775_003610-T1
GF00002925	RIT389_002949-T1	DBVPG3775_003608-T1
GF00002926	RIT389_010508-T1	DBVPG3775_003605-T1
GF00002927	RIT389_008116-T1	DBVPG3775_001062-T1
GF00002928	RIT389_002955-T1	DBVPG3775_001064-T1
GF00002929	RIT389_002958-T1	DBVPG3775_001067-T1
GF00002930	RIT389_002959-T1	DBVPG3775_001068-T1
GF00002931	RIT389_008123-T1	DBVPG3775_001069-T1
GF00002932	RIT389_002961-T1	DBVPG3775_001070-T1
GF00002933	RIT389_008125-T1	DBVPG3775_001071-T1
GF00002934	RIT389_008126-T1	DBVPG3775_001072-T1
GF00002935	RIT389_002964-T1	DBVPG3775_001075-T1
GF00002936	RIT389_002965-T1	DBVPG3775_001076-T1
GF00002937	RIT389_008131-T1	DBVPG3775_001077-T1
GF00002938	RIT389_008132-T1	DBVPG3775_001078-T1
GF00002939	RIT389_002968-T1	DBVPG3775_001079-T1
GF00002940	RIT389_002969-T1	DBVPG3775_001080-T1
GF00002941	RIT389_013429-T1	DBVPG3775_005730-T1
GF00002942	RIT389_013527-T1	DBVPG3775_005731-T1
GF00002943	RIT389_003026-T1	DBVPG3775_005732-T1
GF00002944	RIT389_003027-T1	DBVPG3775_005733-T1
GF00002945	RIT389_012424-T1	DBVPG3775_005734-T1
GF00002946	RIT389_003031-T1	DBVPG3775_005737-T1
GF00002947	RIT389_003032-T1	DBVPG3775_005738-T1
GF00002948	RIT389_003034-T1	DBVPG3775_005740-T1
GF00002949	RIT389_003036-T1	DBVPG3775_005742-T1
GF00002950	RIT389_010996-T1	DBVPG3775_005744-T1
GF00002951	RIT389_003040-T1	DBVPG3775_005746-T1
GF00002952	RIT389_003042-T1	DBVPG3775_005748-T1
GF00002953	RIT389_003043-T1	DBVPG3775_005749-T1
GF00002954	RIT389_003045-T1	DBVPG3775_005751-T1
GF00002955	RIT389_003076-T1	DBVPG3775_003293-T1
GF00002956	RIT389_003077-T1	DBVPG3775_003292-T1
GF00002957	RIT389_003079-T1	DBVPG3775_003290-T1
GF00002958	RIT389_014727-T1	DBVPG3775_003288-T1
GF00002959	RIT389_003082-T1	DBVPG3775_003287-T1
GF00002960	RIT389_014636-T1	DBVPG3775_003285-T1
GF00002961	RIT389_003102-T1	DBVPG3775_000464-T1
GF00002962	RIT389_014339-T1	DBVPG3775_000463-T1
GF00002963	RIT389_003108-T1	DBVPG3775_000458-T1
GF00002964	RIT389_003109-T1	DBVPG3775_000457-T1
GF00002965	RIT389_003110-T1	DBVPG3775_000456-T1
GF00002966	RIT389_003111-T1	DBVPG3775_000455-T1
GF00002967	RIT389_003112-T1	DBVPG3775_000454-T1
GF00002968	RIT389_003113-T1	DBVPG3775_000453-T1
GF00002969	RIT389_006656-T1	DBVPG3775_000452-T1
GF00002970	RIT389_003116-T1	DBVPG3775_000450-T1
GF00002971	RIT389_003118-T1	DBVPG3775_000448-T1
GF00002972	RIT389_003121-T1	DBVPG3775_000446-T1
GF00002973	RIT389_006649-T1	DBVPG3775_000445-T1
GF00002974	RIT389_003124-T1	DBVPG3775_000443-T1
GF00002975	RIT389_003125-T1	DBVPG3775_000442-T1
GF00002976	RIT389_011159-T1	DBVPG3775_000702-T1
GF00002977	RIT389_006642-T1	DBVPG3775_000438-T1
GF00002978	RIT389_003130-T1	DBVPG3775_000437-T1
GF00002979	RIT389_003132-T1	DBVPG3775_000435-T1
GF00002980	RIT389_003136-T1	DBVPG3775_000911-T1
GF00002981	RIT389_003137-T1	DBVPG3775_000910-T1
GF00002982	RIT389_004972-T1	DBVPG3775_007372-T1
GF00002983	RIT389_003140-T1	DBVPG3775_000935-T1
GF00002984	RIT389_003141-T1	DBVPG3775_000936-T1
GF00002985	RIT389_003142-T1	DBVPG3775_000937-T1
GF00002986	RIT389_006036-T1	DBVPG3775_000938-T1
GF00002987	RIT389_003144-T1	DBVPG3775_000939-T1
GF00002988	RIT389_003145-T1	DBVPG3775_000940-T1
GF00002989	RIT389_006033-T1	DBVPG3775_000941-T1
GF00002990	RIT389_006032-T1	DBVPG3775_000942-T1
GF00002991	RIT389_006031-T1	DBVPG3775_000943-T1
GF00002992	RIT389_003150-T1	DBVPG3775_000945-T1
GF00002993	RIT389_004396-T1	DBVPG3775_000947-T1
GF00002994	RIT389_004397-T1	DBVPG3775_000948-T1
GF00002995	RIT389_004400-T1	DBVPG3775_000950-T1
GF00002996	RIT389_003157-T1	DBVPG3775_000951-T1
GF00002997	RIT389_004402-T1	DBVPG3775_000952-T1
GF00002998	RIT389_004405-T1	DBVPG3775_000955-T1
GF00002999	RIT389_008484-T1	DBVPG3775_005017-T1
GF00003000	RIT389_003164-T1	DBVPG3775_000958-T1
GF00003001	RIT389_003172-T1	DBVPG3775_005213-T1
GF00003002	RIT389_007073-T1	DBVPG3775_005212-T1
GF00003003	RIT389_007074-T1	DBVPG3775_005211-T1
GF00003004	RIT389_003175-T1	DBVPG3775_005210-T1
GF00003005	RIT389_007076-T1	DBVPG3775_005209-T1
GF00003006	RIT389_003177-T1	DBVPG3775_005208-T1
GF00003007	RIT389_007078-T1	DBVPG3775_005207-T1
GF00003008	RIT389_007086-T1	DBVPG3775_005200-T1
GF00003009	RIT389_007087-T1	DBVPG3775_005199-T1
GF00003010	RIT389_003191-T1	DBVPG3775_005193-T1
GF00003011	RIT389_007093-T1	DBVPG3775_005191-T1
GF00003012	RIT389_007094-T1	DBVPG3775_005190-T1
GF00003013	RIT389_003195-T1	DBVPG3775_005189-T1
GF00003014	RIT389_004221-T1	DBVPG3775_005188-T1
GF00003015	RIT389_004220-T1	DBVPG3775_005187-T1
GF00003016	RIT389_003198-T1	DBVPG3775_005186-T1
GF00003017	RIT389_004218-T1	DBVPG3775_005185-T1
GF00003018	RIT389_004217-T1	DBVPG3775_005184-T1
GF00003019	RIT389_004216-T1	DBVPG3775_005183-T1
GF00003020	RIT389_004215-T1	DBVPG3775_005182-T1
GF00003021	RIT389_003203-T1	DBVPG3775_005181-T1
GF00003022	RIT389_003204-T1	DBVPG3775_005180-T1
GF00003023	RIT389_004212-T1	DBVPG3775_005179-T1
GF00003024	RIT389_003206-T1	DBVPG3775_000844-T1
GF00003025	RIT389_003207-T1	DBVPG3775_000843-T1
GF00003026	RIT389_003209-T1	DBVPG3775_000841-T1
GF00003027	RIT389_008088-T1	DBVPG3775_000840-T1
GF00003028	RIT389_003211-T1	DBVPG3775_000839-T1
GF00003029	RIT389_003213-T1	DBVPG3775_000837-T1
GF00003030	RIT389_003214-T1	DBVPG3775_000836-T1
GF00003031	RIT389_003215-T1	DBVPG3775_000835-T1
GF00003032	RIT389_003216-T1	DBVPG3775_000834-T1
GF00003033	RIT389_008081-T1	DBVPG3775_000833-T1
GF00003034	RIT389_009777-T1	DBVPG3775_007511-T1
GF00003035	RIT389_013854-T1	DBVPG3775_000830-T1
GF00003036	RIT389_003221-T1	DBVPG3775_000829-T1
GF00003037	RIT389_003222-T1	DBVPG3775_000828-T1
GF00003038	RIT389_003311-T1	DBVPG3775_004560-T1
GF00003039	RIT389_003312-T1	DBVPG3775_003916-T1
GF00003040	RIT389_003313-T1	DBVPG3775_003915-T1
GF00003041	RIT389_003314-T1	DBVPG3775_003914-T1
GF00003042	RIT389_003315-T1	DBVPG3775_003913-T1
GF00003043	RIT389_003316-T1	DBVPG3775_003912-T1
GF00003044	RIT389_003638-T1	DBVPG3775_003911-T1
GF00003045	RIT389_003636-T1	DBVPG3775_003909-T1
GF00003046	RIT389_003320-T1	DBVPG3775_003908-T1
GF00003047	RIT389_003321-T1	DBVPG3775_003907-T1
GF00003048	RIT389_003322-T1	DBVPG3775_003906-T1
GF00003049	RIT389_003632-T1	DBVPG3775_003905-T1
GF00003050	RIT389_003325-T1	DBVPG3775_003903-T1
GF00003051	RIT389_012701-T1	DBVPG3775_003901-T1
GF00003052	RIT389_003329-T1	DBVPG3775_003899-T1
GF00003053	RIT389_003330-T1	DBVPG3775_003898-T1
GF00003054	RIT389_003331-T1	DBVPG3775_003897-T1
GF00003055	RIT389_003332-T1	DBVPG3775_003896-T1
GF00003056	RIT389_003369-T1	DBVPG3775_001531-T1
GF00003057	RIT389_003370-T1	DBVPG3775_001530-T1
GF00003058	RIT389_003372-T1	DBVPG3775_001528-T1
GF00003059	RIT389_003373-T1	DBVPG3775_001527-T1
GF00003060	RIT389_003374-T1	DBVPG3775_001526-T1
GF00003061	RIT389_011449-T1	DBVPG3775_001524-T1
GF00003062	RIT389_003376-T1	DBVPG3775_001523-T1
GF00003063	RIT389_003377-T1	DBVPG3775_001522-T1
GF00003064	RIT389_013950-T1	DBVPG3775_001519-T1
GF00003065	RIT389_013680-T1	DBVPG3775_003536-T1
GF00003066	RIT389_003385-T1	DBVPG3775_003535-T1
GF00003067	RIT389_003386-T1	DBVPG3775_003534-T1
GF00003068	RIT389_003387-T1	DBVPG3775_003533-T1
GF00003069	RIT389_009339-T1	DBVPG3775_003532-T1
GF00003070	RIT389_003389-T1	DBVPG3775_003531-T1
GF00003071	RIT389_003391-T1	DBVPG3775_003529-T1
GF00003072	RIT389_009335-T1	DBVPG3775_003528-T1
GF00003073	RIT389_009334-T1	DBVPG3775_003527-T1
GF00003074	RIT389_003394-T1	DBVPG3775_003526-T1
GF00003075	RIT389_003395-T1	DBVPG3775_003525-T1
GF00003076	RIT389_009330-T1	DBVPG3775_003523-T1
GF00003077	RIT389_003398-T1	DBVPG3775_003522-T1
GF00003078	RIT389_003399-T1	DBVPG3775_003521-T1
GF00003079	RIT389_006307-T1	DBVPG3775_003518-T1
GF00003080	RIT389_006308-T1	DBVPG3775_003517-T1
GF00003081	RIT389_006309-T1	DBVPG3775_003516-T1
GF00003082	RIT389_006310-T1	DBVPG3775_003515-T1
GF00003083	RIT389_003408-T1	DBVPG3775_003513-T1
GF00003084	RIT389_007135-T1	DBVPG3775_003445-T1
GF00003085	RIT389_005049-T1	DBVPG3775_005029-T1
GF00003086	RIT389_003416-T1	DBVPG3775_005028-T1
GF00003087	RIT389_003418-T1	DBVPG3775_005027-T1
GF00003088	RIT389_003420-T1	DBVPG3775_005025-T1
GF00003089	RIT389_003421-T1	DBVPG3775_005024-T1
GF00003090	RIT389_005055-T1	DBVPG3775_005023-T1
GF00003091	RIT389_003426-T1	DBVPG3775_005019-T1
GF00003092	RIT389_003427-T1	DBVPG3775_005018-T1
GF00003093	RIT389_003429-T1	DBVPG3775_005016-T1
GF00003094	RIT389_003430-T1	DBVPG3775_005015-T1
GF00003095	RIT389_003433-T1	DBVPG3775_005012-T1
GF00003096	RIT389_003436-T1	DBVPG3775_005009-T1
GF00003097	RIT389_003438-T1	DBVPG3775_005007-T1
GF00003098	RIT389_011108-T1	DBVPG3775_005005-T1
GF00003099	RIT389_003441-T1	DBVPG3775_005004-T1
GF00003100	RIT389_011106-T1	DBVPG3775_005003-T1
GF00003101	RIT389_003444-T1	DBVPG3775_005000-T1
GF00003102	RIT389_003445-T1	DBVPG3775_004999-T1
GF00003103	RIT389_003454-T1	DBVPG3775_005588-T1
GF00003104	RIT389_003455-T1	DBVPG3775_005589-T1
GF00003105	RIT389_009355-T1	DBVPG3775_005590-T1
GF00003106	RIT389_009545-T1	DBVPG3775_002784-T1
GF00003107	RIT389_003480-T1	DBVPG3775_002785-T1
GF00003108	RIT389_003481-T1	DBVPG3775_002786-T1
GF00003109	RIT389_009549-T1	DBVPG3775_002788-T1
GF00003110	RIT389_003484-T1	DBVPG3775_002791-T1
GF00003111	RIT389_009553-T1	DBVPG3775_002792-T1
GF00003112	RIT389_003486-T1	DBVPG3775_002793-T1
GF00003113	RIT389_003487-T1	DBVPG3775_002795-T1
GF00003114	RIT389_014143-T1	DBVPG3775_002796-T1
GF00003115	RIT389_014144-T1	DBVPG3775_002797-T1
GF00003116	RIT389_003533-T1	DBVPG3775_000151-T1
GF00003117	RIT389_003534-T1	DBVPG3775_000152-T1
GF00003118	RIT389_007912-T1	DBVPG3775_000154-T1
GF00003119	RIT389_007914-T1	DBVPG3775_000156-T1
GF00003120	RIT389_003539-T1	DBVPG3775_000157-T1
GF00003121	RIT389_003540-T1	DBVPG3775_000158-T1
GF00003122	RIT389_007917-T1	DBVPG3775_000159-T1
GF00003123	RIT389_003544-T1	DBVPG3775_000161-T1
GF00003124	RIT389_003545-T1	DBVPG3775_000162-T1
GF00003125	RIT389_007921-T1	DBVPG3775_000163-T1
GF00003126	RIT389_003547-T1	DBVPG3775_000164-T1
GF00003127	RIT389_007923-T1	DBVPG3775_000165-T1
GF00003128	RIT389_007927-T1	DBVPG3775_000169-T1
GF00003129	RIT389_003571-T1	DBVPG3775_006213-T1
GF00003130	RIT389_003573-T1	DBVPG3775_006215-T1
GF00003131	RIT389_003579-T1	DBVPG3775_006222-T1
GF00003132	RIT389_010588-T1	DBVPG3775_006223-T1
GF00003133	RIT389_003589-T1	DBVPG3775_005949-T1
GF00003134	RIT389_014007-T1	DBVPG3775_005948-T1
GF00003135	RIT389_003591-T1	DBVPG3775_005947-T1
GF00003136	RIT389_003594-T1	DBVPG3775_005944-T1
GF00003137	RIT389_013563-T1	DBVPG3775_005943-T1
GF00003138	RIT389_003601-T1	DBVPG3775_004621-T1
GF00003139	RIT389_003602-T1	DBVPG3775_004620-T1
GF00003140	RIT389_003603-T1	DBVPG3775_004619-T1
GF00003141	RIT389_003604-T1	DBVPG3775_004618-T1
GF00003142	RIT389_003605-T1	DBVPG3775_004617-T1
GF00003143	RIT389_005594-T1	DBVPG3775_004616-T1
GF00003144	RIT389_003607-T1	DBVPG3775_004615-T1
GF00003145	RIT389_003609-T1	DBVPG3775_004613-T1
GF00003146	RIT389_005591-T1	DBVPG3775_004612-T1
GF00003147	RIT389_003611-T1	DBVPG3775_004611-T1
GF00003148	RIT389_003612-T1	DBVPG3775_004610-T1
GF00003149	RIT389_003614-T1	DBVPG3775_004608-T1
GF00003150	RIT389_003615-T1	DBVPG3775_004607-T1
GF00003151	RIT389_013083-T1	DBVPG3775_004606-T1
GF00003152	RIT389_003618-T1	DBVPG3775_004604-T1
GF00003153	RIT389_003619-T1	DBVPG3775_004603-T1
GF00003154	RIT389_003621-T1	DBVPG3775_004601-T1
GF00003155	RIT389_003622-T1	DBVPG3775_004600-T1
GF00003156	RIT389_009157-T1	DBVPG3775_004598-T1
GF00003157	RIT389_003625-T1	DBVPG3775_004597-T1
GF00003158	RIT389_009159-T1	DBVPG3775_004596-T1
GF00003159	RIT389_003628-T1	DBVPG3775_004594-T1
GF00003160	RIT389_014341-T1	DBVPG3775_003918-T1
GF00003161	RIT389_003646-T1	DBVPG3775_003919-T1
GF00003162	RIT389_003648-T1	DBVPG3775_003921-T1
GF00003163	RIT389_010716-T1	DBVPG3775_003923-T1
GF00003164	RIT389_003653-T1	DBVPG3775_003925-T1
GF00003165	RIT389_003654-T1	DBVPG3775_003926-T1
GF00003166	RIT389_010712-T1	DBVPG3775_003927-T1
GF00003167	RIT389_003658-T1	DBVPG3775_003930-T1
GF00003168	RIT389_010708-T1	DBVPG3775_003931-T1
GF00003169	RIT389_003660-T1	DBVPG3775_003932-T1
GF00003170	RIT389_003661-T1	DBVPG3775_003933-T1
GF00003171	RIT389_010705-T1	DBVPG3775_003934-T1
GF00003172	RIT389_003664-T1	DBVPG3775_003936-T1
GF00003173	RIT389_003665-T1	DBVPG3775_003937-T1
GF00003174	RIT389_003666-T1	DBVPG3775_003938-T1
GF00003175	RIT389_003667-T1	DBVPG3775_003716-T1
GF00003176	RIT389_003668-T1	DBVPG3775_003715-T1
GF00003177	RIT389_003669-T1	DBVPG3775_003714-T1
GF00003178	RIT389_004363-T1	DBVPG3775_003713-T1
GF00003179	RIT389_004362-T1	DBVPG3775_003712-T1
GF00003180	RIT389_003673-T1	DBVPG3775_003710-T1
GF00003181	RIT389_003675-T1	DBVPG3775_003708-T1
GF00003182	RIT389_010346-T1	DBVPG3775_002162-T1
GF00003183	RIT389_004355-T1	DBVPG3775_003705-T1
GF00003184	RIT389_003682-T1	DBVPG3775_003702-T1
GF00003185	RIT389_004352-T1	DBVPG3775_003701-T1
GF00003186	RIT389_003684-T1	DBVPG3775_003700-T1
GF00003187	RIT389_003687-T1	DBVPG3775_003695-T1
GF00003188	RIT389_003688-T1	DBVPG3775_003694-T1
GF00003189	RIT389_003689-T1	DBVPG3775_003693-T1
GF00003190	RIT389_003690-T1	DBVPG3775_003692-T1
GF00003191	RIT389_003693-T1	DBVPG3775_003687-T1
GF00003192	RIT389_003694-T1	DBVPG3775_003686-T1
GF00003193	RIT389_004127-T1	DBVPG3775_001704-T1
GF00003194	RIT389_004128-T1	DBVPG3775_001703-T1
GF00003195	RIT389_004132-T1	DBVPG3775_001701-T1
GF00003196	RIT389_007760-T1	DBVPG3775_001697-T1
GF00003197	RIT389_007761-T1	DBVPG3775_001696-T1
GF00003198	RIT389_003736-T1	DBVPG3775_001695-T1
GF00003199	RIT389_003739-T1	DBVPG3775_001689-T1
GF00003200	RIT389_007764-T1	DBVPG3775_001693-T1
GF00003201	RIT389_007763-T1	DBVPG3775_001694-T1
GF00003202	RIT389_007774-T1	DBVPG3775_001684-T1
GF00003203	RIT389_007775-T1	DBVPG3775_001683-T1
GF00003204	RIT389_010694-T1	DBVPG3775_001681-T1
GF00003205	RIT389_010695-T1	DBVPG3775_001680-T1
GF00003206	RIT389_010696-T1	DBVPG3775_001679-T1
GF00003207	RIT389_010697-T1	DBVPG3775_001678-T1
GF00003208	RIT389_003754-T1	DBVPG3775_001162-T1
GF00003209	RIT389_003757-T1	DBVPG3775_001160-T1
GF00003210	RIT389_003788-T1	DBVPG3775_000007-T1
GF00003211	RIT389_008714-T1	DBVPG3775_000005-T1
GF00003212	RIT389_008715-T1	DBVPG3775_000004-T1
GF00003213	RIT389_012255-T1	DBVPG3775_000002-T1
GF00003214	RIT389_012252-T1	DBVPG3775_007322-T1
GF00003215	RIT389_003801-T1	DBVPG3775_007321-T1
GF00003216	RIT389_003804-T1	DBVPG3775_007318-T1
GF00003217	RIT389_003805-T1	DBVPG3775_007317-T1
GF00003218	RIT389_003806-T1	DBVPG3775_007316-T1
