	Rhodotorula_mucilaginosa_TFCN_17-334Y-5.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00003133	TFCN17334Y5_004126-T1	DBVPG3775_002953-T1
GF00003134	TFCN17334Y5_004127-T1	DBVPG3775_002952-T1
GF00003135	TFCN17334Y5_006073-T1	DBVPG3775_004772-T1
GF00003136	TFCN17334Y5_004129-T1	DBVPG3775_002950-T1
GF00003137	TFCN17334Y5_004130-T1	DBVPG3775_002949-T1
GF00003138	TFCN17334Y5_009597-T1	DBVPG3775_002945-T1
GF00003139	TFCN17334Y5_004138-T1	DBVPG3775_002940-T1
GF00003140	TFCN17334Y5_004139-T1	DBVPG3775_002939-T1
GF00003141	TFCN17334Y5_009605-T1	DBVPG3775_002938-T1
GF00003142	TFCN17334Y5_009611-T1	DBVPG3775_002931-T1
GF00003143	TFCN17334Y5_004149-T1	DBVPG3775_002929-T1
GF00003144	TFCN17334Y5_004150-T1	DBVPG3775_002928-T1
GF00003145	TFCN17334Y5_009615-T1	DBVPG3775_002926-T1
GF00003146	TFCN17334Y5_004154-T1	DBVPG3775_002924-T1
GF00003147	TFCN17334Y5_012155-T1	DBVPG3775_002922-T1
GF00003148	TFCN17334Y5_012156-T1	DBVPG3775_002921-T1
GF00003149	TFCN17334Y5_004158-T1	DBVPG3775_002920-T1
GF00003150	TFCN17334Y5_008782-T1	DBVPG3775_005655-T1
GF00003151	TFCN17334Y5_012159-T1	DBVPG3775_002918-T1
GF00003152	TFCN17334Y5_008642-T1	DBVPG3775_002813-T1
GF00003153	TFCN17334Y5_004163-T1	DBVPG3775_002915-T1
GF00003154	TFCN17334Y5_012164-T1	DBVPG3775_002913-T1
GF00003155	TFCN17334Y5_012165-T1	DBVPG3775_002912-T1
GF00003156	TFCN17334Y5_012166-T1	DBVPG3775_002911-T1
GF00003157	TFCN17334Y5_004168-T1	DBVPG3775_002910-T1
GF00003158	TFCN17334Y5_004172-T1	DBVPG3775_002906-T1
GF00003159	TFCN17334Y5_012178-T1	DBVPG3775_002902-T1
GF00003160	TFCN17334Y5_004177-T1	DBVPG3775_002899-T1
GF00003161	TFCN17334Y5_012182-T1	DBVPG3775_002897-T1
GF00003162	TFCN17334Y5_004180-T1	DBVPG3775_002896-T1
GF00003163	TFCN17334Y5_004181-T1	DBVPG3775_002895-T1
GF00003164	TFCN17334Y5_012770-T1	DBVPG3775_002893-T1
GF00003165	TFCN17334Y5_009185-T1	DBVPG3775_004699-T1
GF00003166	TFCN17334Y5_004185-T1	DBVPG3775_002891-T1
GF00003167	TFCN17334Y5_004187-T1	DBVPG3775_002888-T1
GF00003168	TFCN17334Y5_004190-T1	DBVPG3775_002886-T1
GF00003169	TFCN17334Y5_012779-T1	DBVPG3775_002885-T1
GF00003170	TFCN17334Y5_004192-T1	DBVPG3775_002884-T1
GF00003171	TFCN17334Y5_012781-T1	DBVPG3775_002883-T1
GF00003172	TFCN17334Y5_012782-T1	DBVPG3775_002882-T1
GF00003173	TFCN17334Y5_010146-T1	DBVPG3775_005634-T1
GF00003174	TFCN17334Y5_010143-T1	DBVPG3775_005631-T1
GF00003175	TFCN17334Y5_010142-T1	DBVPG3775_005630-T1
GF00003176	TFCN17334Y5_010138-T1	DBVPG3775_005627-T1
GF00003177	TFCN17334Y5_013751-T1	DBVPG3775_005569-T1
GF00003178	TFCN17334Y5_004210-T1	DBVPG3775_005624-T1
GF00003179	TFCN17334Y5_010135-T1	DBVPG3775_005623-T1
GF00003180	TFCN17334Y5_004215-T1	DBVPG3775_005620-T1
GF00003181	TFCN17334Y5_010130-T1	DBVPG3775_005619-T1
GF00003182	TFCN17334Y5_010126-T1	DBVPG3775_005615-T1
GF00003183	TFCN17334Y5_004219-T1	DBVPG3775_005614-T1
GF00003184	TFCN17334Y5_004221-T1	DBVPG3775_005611-T1
GF00003185	TFCN17334Y5_004222-T1	DBVPG3775_005610-T1
GF00003186	TFCN17334Y5_013848-T1	DBVPG3775_005608-T1
GF00003187	TFCN17334Y5_004225-T1	DBVPG3775_005607-T1
GF00003188	TFCN17334Y5_004226-T1	DBVPG3775_005606-T1
GF00003189	TFCN17334Y5_004227-T1	DBVPG3775_005605-T1
GF00003190	TFCN17334Y5_013855-T1	DBVPG3775_005601-T1
GF00003191	TFCN17334Y5_013856-T1	DBVPG3775_005600-T1
GF00003192	TFCN17334Y5_004239-T1	DBVPG3775_005594-T1
GF00003193	TFCN17334Y5_004240-T1	DBVPG3775_005593-T1
GF00003194	TFCN17334Y5_004241-T1	DBVPG3775_005592-T1
GF00003195	TFCN17334Y5_004242-T1	DBVPG3775_005591-T1
GF00003196	TFCN17334Y5_004243-T1	DBVPG3775_005590-T1
GF00003197	TFCN17334Y5_014187-T1	DBVPG3775_005589-T1
GF00003198	TFCN17334Y5_004245-T1	DBVPG3775_005588-T1
GF00003199	TFCN17334Y5_013752-T1	DBVPG3775_005570-T1
GF00003200	TFCN17334Y5_004267-T1	DBVPG3775_005567-T1
GF00003201	TFCN17334Y5_013748-T1	DBVPG3775_005566-T1
GF00003202	TFCN17334Y5_004271-T1	DBVPG3775_005563-T1
GF00003203	TFCN17334Y5_004272-T1	DBVPG3775_005562-T1
GF00003204	TFCN17334Y5_012215-T1	DBVPG3775_005561-T1
GF00003205	TFCN17334Y5_004274-T1	DBVPG3775_005560-T1
GF00003206	TFCN17334Y5_012217-T1	DBVPG3775_005559-T1
GF00003207	TFCN17334Y5_004276-T1	DBVPG3775_005558-T1
GF00003208	TFCN17334Y5_004277-T1	DBVPG3775_005557-T1
GF00003209	TFCN17334Y5_004279-T1	DBVPG3775_005555-T1
GF00003210	TFCN17334Y5_004280-T1	DBVPG3775_005554-T1
GF00003211	TFCN17334Y5_012223-T1	DBVPG3775_005553-T1
GF00003212	TFCN17334Y5_004282-T1	DBVPG3775_005552-T1
GF00003213	TFCN17334Y5_012225-T1	DBVPG3775_005551-T1
GF00003214	TFCN17334Y5_004285-T1	DBVPG3775_005549-T1
GF00003215	TFCN17334Y5_004291-T1	DBVPG3775_001341-T1
GF00003216	TFCN17334Y5_012232-T1	DBVPG3775_001342-T1
GF00003217	TFCN17334Y5_004295-T1	DBVPG3775_001344-T1
GF00003218	TFCN17334Y5_004298-T1	DBVPG3775_001347-T1
GF00003219	TFCN17334Y5_012237-T1	DBVPG3775_001348-T1
GF00003220	TFCN17334Y5_012238-T1	DBVPG3775_001349-T1
GF00003221	TFCN17334Y5_004301-T1	DBVPG3775_001350-T1
GF00003222	TFCN17334Y5_012240-T1	DBVPG3775_001351-T1
GF00003223	TFCN17334Y5_004303-T1	DBVPG3775_001352-T1
GF00003224	TFCN17334Y5_012242-T1	DBVPG3775_001353-T1
GF00003225	TFCN17334Y5_004305-T1	DBVPG3775_001354-T1
GF00003226	TFCN17334Y5_004306-T1	DBVPG3775_001355-T1
GF00003227	TFCN17334Y5_004308-T1	DBVPG3775_001357-T1
GF00003228	TFCN17334Y5_012980-T1	DBVPG3775_001358-T1
GF00003229	TFCN17334Y5_004310-T1	DBVPG3775_001359-T1
GF00003230	TFCN17334Y5_004311-T1	DBVPG3775_001360-T1
GF00003231	TFCN17334Y5_012977-T1	DBVPG3775_001361-T1
GF00003232	TFCN17334Y5_004313-T1	DBVPG3775_001362-T1
GF00003233	TFCN17334Y5_004314-T1	DBVPG3775_001363-T1
GF00003234	TFCN17334Y5_004315-T1	DBVPG3775_001364-T1
GF00003235	TFCN17334Y5_012972-T1	DBVPG3775_001366-T1
GF00003236	TFCN17334Y5_004319-T1	DBVPG3775_001368-T1
GF00003237	TFCN17334Y5_004320-T1	DBVPG3775_001369-T1
GF00003238	TFCN17334Y5_004325-T1	DBVPG3775_001375-T1
GF00003239	TFCN17334Y5_004335-T1	DBVPG3775_000700-T1
GF00003240	TFCN17334Y5_004338-T1	DBVPG3775_000697-T1
GF00003241	TFCN17334Y5_010216-T1	DBVPG3775_000696-T1
GF00003242	TFCN17334Y5_004341-T1	DBVPG3775_000694-T1
GF00003243	TFCN17334Y5_004344-T1	DBVPG3775_000691-T1
GF00003244	TFCN17334Y5_004345-T1	DBVPG3775_000690-T1
GF00003245	TFCN17334Y5_004346-T1	DBVPG3775_000689-T1
GF00003246	TFCN17334Y5_004347-T1	DBVPG3775_000688-T1
GF00003247	TFCN17334Y5_004348-T1	DBVPG3775_000687-T1
GF00003248	TFCN17334Y5_004349-T1	DBVPG3775_000686-T1
GF00003249	TFCN17334Y5_004351-T1	DBVPG3775_000684-T1
GF00003250	TFCN17334Y5_004352-T1	DBVPG3775_000683-T1
GF00003251	TFCN17334Y5_011877-T1	DBVPG3775_000682-T1
GF00003252	TFCN17334Y5_011878-T1	DBVPG3775_000681-T1
GF00003253	TFCN17334Y5_004355-T1	DBVPG3775_000680-T1
GF00003254	TFCN17334Y5_010620-T1	DBVPG3775_006100-T1
GF00003255	TFCN17334Y5_005542-T1	DBVPG3775_003044-T1
GF00003256	TFCN17334Y5_011880-T1	DBVPG3775_000679-T1
GF00003257	TFCN17334Y5_011881-T1	DBVPG3775_000678-T1
GF00003258	TFCN17334Y5_004361-T1	DBVPG3775_000674-T1
GF00003259	TFCN17334Y5_004362-T1	DBVPG3775_000673-T1
GF00003260	TFCN17334Y5_011900-T1	DBVPG3775_000671-T1
GF00003261	TFCN17334Y5_011899-T1	DBVPG3775_000670-T1
GF00003262	TFCN17334Y5_004367-T1	DBVPG3775_000669-T1
GF00003263	TFCN17334Y5_011895-T1	DBVPG3775_000665-T1
GF00003264	TFCN17334Y5_004373-T1	DBVPG3775_000663-T1
GF00003265	TFCN17334Y5_004374-T1	DBVPG3775_000662-T1
GF00003266	TFCN17334Y5_011889-T1	DBVPG3775_000660-T1
GF00003267	TFCN17334Y5_004378-T1	DBVPG3775_000658-T1
GF00003268	TFCN17334Y5_004379-T1	DBVPG3775_000657-T1
GF00003269	TFCN17334Y5_004382-T1	DBVPG3775_000654-T1
GF00003270	TFCN17334Y5_004384-T1	DBVPG3775_000652-T1
GF00003271	TFCN17334Y5_004385-T1	DBVPG3775_000651-T1
GF00003272	TFCN17334Y5_004386-T1	DBVPG3775_000650-T1
GF00003273	TFCN17334Y5_004388-T1	DBVPG3775_000645-T1
GF00003274	TFCN17334Y5_004391-T1	DBVPG3775_000648-T1
GF00003275	TFCN17334Y5_004393-T1	DBVPG3775_000643-T1
GF00003276	TFCN17334Y5_004394-T1	DBVPG3775_000642-T1
GF00003277	TFCN17334Y5_011460-T1	DBVPG3775_000641-T1
GF00003278	TFCN17334Y5_004396-T1	DBVPG3775_000640-T1
GF00003279	TFCN17334Y5_004398-T1	DBVPG3775_000638-T1
GF00003280	TFCN17334Y5_004406-T1	DBVPG3775_000630-T1
GF00003281	TFCN17334Y5_004409-T1	DBVPG3775_000628-T1
GF00003282	TFCN17334Y5_004413-T1	DBVPG3775_000624-T1
GF00003283	TFCN17334Y5_004418-T1	DBVPG3775_000620-T1
GF00003284	TFCN17334Y5_011440-T1	DBVPG3775_000618-T1
GF00003285	TFCN17334Y5_004421-T1	DBVPG3775_000617-T1
GF00003286	TFCN17334Y5_004425-T1	DBVPG3775_000612-T1
GF00003287	TFCN17334Y5_004426-T1	DBVPG3775_000611-T1
GF00003288	TFCN17334Y5_011430-T1	DBVPG3775_000607-T1
GF00003289	TFCN17334Y5_004434-T1	DBVPG3775_000600-T1
GF00003290	TFCN17334Y5_004436-T1	DBVPG3775_000598-T1
GF00003291	TFCN17334Y5_004439-T1	DBVPG3775_000595-T1
GF00003292	TFCN17334Y5_006860-T1	DBVPG3775_001915-T1
GF00003293	TFCN17334Y5_004444-T1	DBVPG3775_000590-T1
GF00003294	TFCN17334Y5_008213-T1	DBVPG3775_000588-T1
GF00003295	TFCN17334Y5_004447-T1	DBVPG3775_000587-T1
GF00003296	TFCN17334Y5_004448-T1	DBVPG3775_000586-T1
GF00003297	TFCN17334Y5_004449-T1	DBVPG3775_000585-T1
GF00003298	TFCN17334Y5_004489-T1	DBVPG3775_006440-T1
GF00003299	TFCN17334Y5_004490-T1	DBVPG3775_006441-T1
GF00003300	TFCN17334Y5_009261-T1	DBVPG3775_006442-T1
GF00003301	TFCN17334Y5_004492-T1	DBVPG3775_006443-T1
GF00003302	TFCN17334Y5_004495-T1	DBVPG3775_006445-T1
GF00003303	TFCN17334Y5_004496-T1	DBVPG3775_006446-T1
GF00003304	TFCN17334Y5_004497-T1	DBVPG3775_006447-T1
GF00003305	TFCN17334Y5_009254-T1	DBVPG3775_006448-T1
GF00003306	TFCN17334Y5_004499-T1	DBVPG3775_006449-T1
GF00003307	TFCN17334Y5_004500-T1	DBVPG3775_006450-T1
GF00003308	TFCN17334Y5_004501-T1	DBVPG3775_006451-T1
GF00003309	TFCN17334Y5_009248-T1	DBVPG3775_006454-T1
GF00003310	TFCN17334Y5_009246-T1	DBVPG3775_007464-T1
GF00003311	TFCN17334Y5_004509-T1	DBVPG3775_007465-T1
GF00003312	TFCN17334Y5_004510-T1	DBVPG3775_007467-T1
GF00003313	TFCN17334Y5_009243-T1	DBVPG3775_007468-T1
GF00003314	TFCN17334Y5_004512-T1	DBVPG3775_007469-T1
GF00003315	TFCN17334Y5_009240-T1	DBVPG3775_007471-T1
GF00003316	TFCN17334Y5_004515-T1	DBVPG3775_007472-T1
GF00003317	TFCN17334Y5_004517-T1	DBVPG3775_007474-T1
GF00003318	TFCN17334Y5_004518-T1	DBVPG3775_007475-T1
GF00003319	TFCN17334Y5_004519-T1	DBVPG3775_007476-T1
GF00003320	TFCN17334Y5_004520-T1	DBVPG3775_007477-T1
GF00003321	TFCN17334Y5_009408-T1	DBVPG3775_006978-T1
GF00003322	TFCN17334Y5_004527-T1	DBVPG3775_006981-T1
GF00003323	TFCN17334Y5_004529-T1	DBVPG3775_006983-T1
GF00003324	TFCN17334Y5_004530-T1	DBVPG3775_006984-T1
GF00003325	TFCN17334Y5_004531-T1	DBVPG3775_006985-T1
GF00003326	TFCN17334Y5_004532-T1	DBVPG3775_006986-T1
GF00003327	TFCN17334Y5_009401-T1	DBVPG3775_006987-T1
GF00003328	TFCN17334Y5_009399-T1	DBVPG3775_006989-T1
GF00003329	TFCN17334Y5_004536-T1	DBVPG3775_006990-T1
GF00003330	TFCN17334Y5_004537-T1	DBVPG3775_006991-T1
GF00003331	TFCN17334Y5_009396-T1	DBVPG3775_006992-T1
GF00003332	TFCN17334Y5_004539-T1	DBVPG3775_006993-T1
GF00003333	TFCN17334Y5_009394-T1	DBVPG3775_006994-T1
GF00003334	TFCN17334Y5_004541-T1	DBVPG3775_006995-T1
GF00003335	TFCN17334Y5_004542-T1	DBVPG3775_006996-T1
GF00003336	TFCN17334Y5_008503-T1	DBVPG3775_003378-T1
GF00003337	TFCN17334Y5_004543-T1	DBVPG3775_006997-T1
GF00003338	TFCN17334Y5_009387-T1	DBVPG3775_007001-T1
GF00003339	TFCN17334Y5_004548-T1	DBVPG3775_007002-T1
GF00003340	TFCN17334Y5_009385-T1	DBVPG3775_007003-T1
GF00003341	TFCN17334Y5_004551-T1	DBVPG3775_007005-T1
GF00003342	TFCN17334Y5_009382-T1	DBVPG3775_007006-T1
GF00003343	TFCN17334Y5_009381-T1	DBVPG3775_007007-T1
GF00003344	TFCN17334Y5_004555-T1	DBVPG3775_007009-T1
GF00003345	TFCN17334Y5_009376-T1	DBVPG3775_007508-T1
GF00003346	TFCN17334Y5_009375-T1	DBVPG3775_007509-T1
GF00003347	TFCN17334Y5_004562-T1	DBVPG3775_007512-T1
GF00003348	TFCN17334Y5_009371-T1	DBVPG3775_007513-T1
GF00003349	TFCN17334Y5_004565-T1	DBVPG3775_007515-T1
GF00003350	TFCN17334Y5_004566-T1	DBVPG3775_007516-T1
GF00003351	TFCN17334Y5_009365-T1	DBVPG3775_007547-T1
GF00003352	TFCN17334Y5_004572-T1	DBVPG3775_001884-T1
GF00003353	TFCN17334Y5_004573-T1	DBVPG3775_001883-T1
GF00003354	TFCN17334Y5_004574-T1	DBVPG3775_001882-T1
GF00003355	TFCN17334Y5_012759-T1	DBVPG3775_001879-T1
GF00003356	TFCN17334Y5_004579-T1	DBVPG3775_001878-T1
GF00003357	TFCN17334Y5_004580-T1	DBVPG3775_001877-T1
GF00003358	TFCN17334Y5_004581-T1	DBVPG3775_001876-T1
GF00003359	TFCN17334Y5_012755-T1	DBVPG3775_001875-T1
GF00003360	TFCN17334Y5_004583-T1	DBVPG3775_001874-T1
GF00003361	TFCN17334Y5_004586-T1	DBVPG3775_001871-T1
GF00003362	TFCN17334Y5_004587-T1	DBVPG3775_001870-T1
GF00003363	TFCN17334Y5_004588-T1	DBVPG3775_001869-T1
GF00003364	TFCN17334Y5_004589-T1	DBVPG3775_001868-T1
GF00003365	TFCN17334Y5_004590-T1	DBVPG3775_001867-T1
GF00003366	TFCN17334Y5_013329-T1	DBVPG3775_001865-T1
GF00003367	TFCN17334Y5_004593-T1	DBVPG3775_001864-T1
GF00003368	TFCN17334Y5_004594-T1	DBVPG3775_001863-T1
GF00003369	TFCN17334Y5_004595-T1	DBVPG3775_001862-T1
GF00003370	TFCN17334Y5_004596-T1	DBVPG3775_001861-T1
GF00003371	TFCN17334Y5_004597-T1	DBVPG3775_001859-T1
GF00003372	TFCN17334Y5_004598-T1	DBVPG3775_001858-T1
GF00003373	TFCN17334Y5_004599-T1	DBVPG3775_001857-T1
GF00003374	TFCN17334Y5_004600-T1	DBVPG3775_001856-T1
GF00003375	TFCN17334Y5_013316-T1	DBVPG3775_001850-T1
GF00003376	TFCN17334Y5_004607-T1	DBVPG3775_001849-T1
GF00003377	TFCN17334Y5_004608-T1	DBVPG3775_001848-T1
GF00003378	TFCN17334Y5_004612-T1	DBVPG3775_001844-T1
GF00003379	TFCN17334Y5_013550-T1	DBVPG3775_001842-T1
GF00003380	TFCN17334Y5_004615-T1	DBVPG3775_001841-T1
GF00003381	TFCN17334Y5_013552-T1	DBVPG3775_001840-T1
GF00003382	TFCN17334Y5_004623-T1	DBVPG3775_001833-T1
GF00003383	TFCN17334Y5_004626-T1	DBVPG3775_001829-T1
GF00003384	TFCN17334Y5_004631-T1	DBVPG3775_001824-T1
GF00003385	TFCN17334Y5_008569-T1	DBVPG3775_001823-T1
GF00003386	TFCN17334Y5_013648-T1	DBVPG3775_006815-T1
GF00003387	TFCN17334Y5_004634-T1	DBVPG3775_001821-T1
GF00003388	TFCN17334Y5_004635-T1	DBVPG3775_001820-T1
GF00003389	TFCN17334Y5_004636-T1	DBVPG3775_001819-T1
GF00003390	TFCN17334Y5_004639-T1	DBVPG3775_001815-T1
GF00003391	TFCN17334Y5_004642-T1	DBVPG3775_001812-T1
GF00003392	TFCN17334Y5_004643-T1	DBVPG3775_001811-T1
GF00003393	TFCN17334Y5_004645-T1	DBVPG3775_001809-T1
GF00003394	TFCN17334Y5_004646-T1	DBVPG3775_001808-T1
GF00003395	TFCN17334Y5_004647-T1	DBVPG3775_001807-T1
GF00003396	TFCN17334Y5_008551-T1	DBVPG3775_001805-T1
GF00003397	TFCN17334Y5_004652-T1	DBVPG3775_001802-T1
GF00003398	TFCN17334Y5_004654-T1	DBVPG3775_001800-T1
GF00003399	TFCN17334Y5_004659-T1	DBVPG3775_001794-T1
GF00003400	TFCN17334Y5_004661-T1	DBVPG3775_001791-T1
GF00003401	TFCN17334Y5_004662-T1	DBVPG3775_001790-T1
GF00003402	TFCN17334Y5_004663-T1	DBVPG3775_001789-T1
GF00003403	TFCN17334Y5_004664-T1	DBVPG3775_001788-T1
GF00003404	TFCN17334Y5_004665-T1	DBVPG3775_001787-T1
GF00003405	TFCN17334Y5_008534-T1	DBVPG3775_001786-T1
GF00003406	TFCN17334Y5_008533-T1	DBVPG3775_001784-T1
GF00003407	TFCN17334Y5_004669-T1	DBVPG3775_001782-T1
GF00003408	TFCN17334Y5_004671-T1	DBVPG3775_001780-T1
GF00003409	TFCN17334Y5_008527-T1	DBVPG3775_001779-T1
GF00003410	TFCN17334Y5_004673-T1	DBVPG3775_001778-T1
GF00003411	TFCN17334Y5_004674-T1	DBVPG3775_001777-T1
GF00003412	TFCN17334Y5_008524-T1	DBVPG3775_001776-T1
GF00003413	TFCN17334Y5_008523-T1	DBVPG3775_001775-T1
GF00003414	TFCN17334Y5_004677-T1	DBVPG3775_001774-T1
GF00003415	TFCN17334Y5_008521-T1	DBVPG3775_001773-T1
GF00003416	TFCN17334Y5_004679-T1	DBVPG3775_001772-T1
GF00003417	TFCN17334Y5_008519-T1	DBVPG3775_001771-T1
GF00003418	TFCN17334Y5_004681-T1	DBVPG3775_001770-T1
GF00003419	TFCN17334Y5_008517-T1	DBVPG3775_001769-T1
GF00003420	TFCN17334Y5_004683-T1	DBVPG3775_001768-T1
GF00003421	TFCN17334Y5_008515-T1	DBVPG3775_001767-T1
GF00003422	TFCN17334Y5_004685-T1	DBVPG3775_001766-T1
GF00003423	TFCN17334Y5_004688-T1	DBVPG3775_001763-T1
GF00003424	TFCN17334Y5_004691-T1	DBVPG3775_001761-T1
GF00003425	TFCN17334Y5_004692-T1	DBVPG3775_001760-T1
GF00003426	TFCN17334Y5_004694-T1	DBVPG3775_001758-T1
GF00003427	TFCN17334Y5_004695-T1	DBVPG3775_001757-T1
GF00003428	TFCN17334Y5_006024-T1	DBVPG3775_003603-T1
GF00003429	TFCN17334Y5_006025-T1	DBVPG3775_003604-T1
GF00003430	TFCN17334Y5_004698-T1	DBVPG3775_003605-T1
GF00003431	TFCN17334Y5_004701-T1	DBVPG3775_003608-T1
GF00003432	TFCN17334Y5_004703-T1	DBVPG3775_003610-T1
GF00003433	TFCN17334Y5_004704-T1	DBVPG3775_003611-T1
GF00003434	TFCN17334Y5_004706-T1	DBVPG3775_003613-T1
GF00003435	TFCN17334Y5_012940-T1	DBVPG3775_003617-T1
GF00003436	TFCN17334Y5_004711-T1	DBVPG3775_003619-T1
GF00003437	TFCN17334Y5_004712-T1	DBVPG3775_003620-T1
GF00003438	TFCN17334Y5_012945-T1	DBVPG3775_003621-T1
GF00003439	TFCN17334Y5_004714-T1	DBVPG3775_003622-T1
GF00003440	TFCN17334Y5_004715-T1	DBVPG3775_003623-T1
GF00003441	TFCN17334Y5_004716-T1	DBVPG3775_003624-T1
GF00003442	TFCN17334Y5_004717-T1	DBVPG3775_003625-T1
GF00003443	TFCN17334Y5_004718-T1	DBVPG3775_003626-T1
GF00003444	TFCN17334Y5_004719-T1	DBVPG3775_003627-T1
GF00003445	TFCN17334Y5_012952-T1	DBVPG3775_003628-T1
GF00003446	TFCN17334Y5_004721-T1	DBVPG3775_003629-T1
GF00003447	TFCN17334Y5_012954-T1	DBVPG3775_003630-T1
GF00003448	TFCN17334Y5_004723-T1	DBVPG3775_003631-T1
GF00003449	TFCN17334Y5_004725-T1	DBVPG3775_003633-T1
GF00003450	TFCN17334Y5_012957-T1	DBVPG3775_003634-T1
GF00003451	TFCN17334Y5_004728-T1	DBVPG3775_003636-T1
GF00003452	TFCN17334Y5_004729-T1	DBVPG3775_003637-T1
GF00003453	TFCN17334Y5_005714-T1	DBVPG3775_003640-T1
GF00003454	TFCN17334Y5_005718-T1	DBVPG3775_003644-T1
GF00003455	TFCN17334Y5_004739-T1	DBVPG3775_003647-T1
GF00003456	TFCN17334Y5_005722-T1	DBVPG3775_003648-T1
GF00003457	TFCN17334Y5_004741-T1	DBVPG3775_003649-T1
GF00003458	TFCN17334Y5_005725-T1	DBVPG3775_003650-T1
GF00003459	TFCN17334Y5_004744-T1	DBVPG3775_003652-T1
GF00003460	TFCN17334Y5_004746-T1	DBVPG3775_003654-T1
GF00003461	TFCN17334Y5_004748-T1	DBVPG3775_003656-T1
GF00003462	TFCN17334Y5_004750-T1	DBVPG3775_003658-T1
GF00003463	TFCN17334Y5_004751-T1	DBVPG3775_003659-T1
GF00003464	TFCN17334Y5_005734-T1	DBVPG3775_003660-T1
GF00003465	TFCN17334Y5_004753-T1	DBVPG3775_003661-T1
GF00003466	TFCN17334Y5_005736-T1	DBVPG3775_003662-T1
GF00003467	TFCN17334Y5_004755-T1	DBVPG3775_003663-T1
GF00003468	TFCN17334Y5_004757-T1	DBVPG3775_003665-T1
GF00003469	TFCN17334Y5_005740-T1	DBVPG3775_003666-T1
GF00003470	TFCN17334Y5_004759-T1	DBVPG3775_003667-T1
GF00003471	TFCN17334Y5_004761-T1	DBVPG3775_003669-T1
GF00003472	TFCN17334Y5_004762-T1	DBVPG3775_003670-T1
GF00003473	TFCN17334Y5_005746-T1	DBVPG3775_003673-T1
GF00003474	TFCN17334Y5_004768-T1	DBVPG3775_003676-T1
GF00003475	TFCN17334Y5_005751-T1	DBVPG3775_003678-T1
GF00003476	TFCN17334Y5_005752-T1	DBVPG3775_003679-T1
GF00003477	TFCN17334Y5_004774-T1	DBVPG3775_003682-T1
GF00003478	TFCN17334Y5_005757-T1	DBVPG3775_003683-T1
GF00003479	TFCN17334Y5_005762-T1	DBVPG3775_006695-T1
GF00003480	TFCN17334Y5_004783-T1	DBVPG3775_006697-T1
GF00003481	TFCN17334Y5_005769-T1	DBVPG3775_006702-T1
GF00003482	TFCN17334Y5_005770-T1	DBVPG3775_006703-T1
GF00003483	TFCN17334Y5_004788-T1	DBVPG3775_006704-T1
GF00003484	TFCN17334Y5_004789-T1	DBVPG3775_006705-T1
GF00003485	TFCN17334Y5_004790-T1	DBVPG3775_006706-T1
GF00003486	TFCN17334Y5_004791-T1	DBVPG3775_006707-T1
GF00003487	TFCN17334Y5_005775-T1	DBVPG3775_006708-T1
GF00003488	TFCN17334Y5_005777-T1	DBVPG3775_006710-T1
GF00003489	TFCN17334Y5_004795-T1	DBVPG3775_006711-T1
GF00003490	TFCN17334Y5_005779-T1	DBVPG3775_006712-T1
GF00003491	TFCN17334Y5_005780-T1	DBVPG3775_006713-T1
GF00003492	TFCN17334Y5_004798-T1	DBVPG3775_006714-T1
GF00003493	TFCN17334Y5_004799-T1	DBVPG3775_006715-T1
GF00003494	TFCN17334Y5_004800-T1	DBVPG3775_006716-T1
GF00003495	TFCN17334Y5_004801-T1	DBVPG3775_006717-T1
GF00003496	TFCN17334Y5_004802-T1	DBVPG3775_006718-T1
GF00003497	TFCN17334Y5_004803-T1	DBVPG3775_006719-T1
GF00003498	TFCN17334Y5_004804-T1	DBVPG3775_006720-T1
GF00003499	TFCN17334Y5_004805-T1	DBVPG3775_006721-T1
GF00003500	TFCN17334Y5_005790-T1	DBVPG3775_006723-T1
GF00003501	TFCN17334Y5_005793-T1	DBVPG3775_006727-T1
GF00003502	TFCN17334Y5_005794-T1	DBVPG3775_006728-T1
GF00003503	TFCN17334Y5_004812-T1	DBVPG3775_006729-T1
GF00003504	TFCN17334Y5_005796-T1	DBVPG3775_006730-T1
GF00003505	TFCN17334Y5_004814-T1	DBVPG3775_006731-T1
GF00003506	TFCN17334Y5_005798-T1	DBVPG3775_006732-T1
GF00003507	TFCN17334Y5_005799-T1	DBVPG3775_006733-T1
GF00003508	TFCN17334Y5_004817-T1	DBVPG3775_006734-T1
GF00003509	TFCN17334Y5_004821-T1	DBVPG3775_006740-T1
GF00003510	TFCN17334Y5_005806-T1	DBVPG3775_006742-T1
GF00003511	TFCN17334Y5_013057-T1	DBVPG3775_006183-T1
GF00003512	TFCN17334Y5_004944-T1	DBVPG3775_001639-T1
GF00003513	TFCN17334Y5_004946-T1	DBVPG3775_001641-T1
GF00003514	TFCN17334Y5_004947-T1	DBVPG3775_001642-T1
GF00003515	TFCN17334Y5_004948-T1	DBVPG3775_001643-T1
GF00003516	TFCN17334Y5_004949-T1	DBVPG3775_001644-T1
GF00003517	TFCN17334Y5_004950-T1	DBVPG3775_001645-T1
GF00003518	TFCN17334Y5_004951-T1	DBVPG3775_001646-T1
GF00003519	TFCN17334Y5_004952-T1	DBVPG3775_001647-T1
