	Rhodotorula_mucilaginosa_CHIFNET_10NJ071.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00002857	CHIFNET10NJ071_003005-T1	DBVPG3775_006678-T1
GF00002858	CHIFNET10NJ071_003007-T1	DBVPG3775_006676-T1
GF00002859	CHIFNET10NJ071_003008-T1	DBVPG3775_006675-T1
GF00002860	CHIFNET10NJ071_003009-T1	DBVPG3775_006674-T1
GF00002861	CHIFNET10NJ071_009905-T1	DBVPG3775_006672-T1
GF00002862	CHIFNET10NJ071_003012-T1	DBVPG3775_006671-T1
GF00002863	CHIFNET10NJ071_003016-T1	DBVPG3775_006668-T1
GF00002864	CHIFNET10NJ071_012111-T1	DBVPG3775_003621-T1
GF00002865	CHIFNET10NJ071_009899-T1	DBVPG3775_006666-T1
GF00002866	CHIFNET10NJ071_003020-T1	DBVPG3775_006664-T1
GF00002867	CHIFNET10NJ071_003021-T1	DBVPG3775_006663-T1
GF00002868	CHIFNET10NJ071_012812-T1	DBVPG3775_006661-T1
GF00002869	CHIFNET10NJ071_012813-T1	DBVPG3775_006660-T1
GF00002870	CHIFNET10NJ071_003026-T1	DBVPG3775_006646-T1
GF00002871	CHIFNET10NJ071_012816-T1	DBVPG3775_006645-T1
GF00002872	CHIFNET10NJ071_011187-T1	DBVPG3775_007547-T1
GF00002873	CHIFNET10NJ071_003034-T1	DBVPG3775_007516-T1
GF00002874	CHIFNET10NJ071_003035-T1	DBVPG3775_007515-T1
GF00002875	CHIFNET10NJ071_011193-T1	DBVPG3775_007513-T1
GF00002876	CHIFNET10NJ071_003038-T1	DBVPG3775_007512-T1
GF00002877	CHIFNET10NJ071_011197-T1	DBVPG3775_007509-T1
GF00002878	CHIFNET10NJ071_011198-T1	DBVPG3775_007508-T1
GF00002879	CHIFNET10NJ071_003046-T1	DBVPG3775_007009-T1
GF00002880	CHIFNET10NJ071_004100-T1	DBVPG3775_006331-T1
GF00002881	CHIFNET10NJ071_011203-T1	DBVPG3775_007007-T1
GF00002882	CHIFNET10NJ071_011204-T1	DBVPG3775_007006-T1
GF00002883	CHIFNET10NJ071_003050-T1	DBVPG3775_007005-T1
GF00002884	CHIFNET10NJ071_011207-T1	DBVPG3775_007003-T1
GF00002885	CHIFNET10NJ071_003053-T1	DBVPG3775_007002-T1
GF00002886	CHIFNET10NJ071_011209-T1	DBVPG3775_007001-T1
GF00002887	CHIFNET10NJ071_003056-T1	DBVPG3775_006999-T1
GF00002888	CHIFNET10NJ071_003058-T1	DBVPG3775_006997-T1
GF00002889	CHIFNET10NJ071_003059-T1	DBVPG3775_006996-T1
GF00002890	CHIFNET10NJ071_013395-T1	DBVPG3775_003378-T1
GF00002891	CHIFNET10NJ071_003060-T1	DBVPG3775_006995-T1
GF00002892	CHIFNET10NJ071_006583-T1	DBVPG3775_006994-T1
GF00002893	CHIFNET10NJ071_003062-T1	DBVPG3775_006993-T1
GF00002894	CHIFNET10NJ071_006581-T1	DBVPG3775_006992-T1
GF00002895	CHIFNET10NJ071_003064-T1	DBVPG3775_006991-T1
GF00002896	CHIFNET10NJ071_003065-T1	DBVPG3775_006990-T1
GF00002897	CHIFNET10NJ071_006578-T1	DBVPG3775_006989-T1
GF00002898	CHIFNET10NJ071_003068-T1	DBVPG3775_006987-T1
GF00002899	CHIFNET10NJ071_003069-T1	DBVPG3775_006986-T1
GF00002900	CHIFNET10NJ071_006574-T1	DBVPG3775_006985-T1
GF00002901	CHIFNET10NJ071_006573-T1	DBVPG3775_006984-T1
GF00002902	CHIFNET10NJ071_003075-T1	DBVPG3775_006981-T1
GF00002903	CHIFNET10NJ071_006568-T1	DBVPG3775_006978-T1
GF00002904	CHIFNET10NJ071_012818-T1	DBVPG3775_002921-T1
GF00002905	CHIFNET10NJ071_003138-T1	DBVPG3775_002920-T1
GF00002906	CHIFNET10NJ071_012821-T1	DBVPG3775_002918-T1
GF00002907	CHIFNET10NJ071_004253-T1	DBVPG3775_002813-T1
GF00002908	CHIFNET10NJ071_003143-T1	DBVPG3775_002915-T1
GF00002909	CHIFNET10NJ071_003145-T1	DBVPG3775_002913-T1
GF00002910	CHIFNET10NJ071_012827-T1	DBVPG3775_002912-T1
GF00002911	CHIFNET10NJ071_003147-T1	DBVPG3775_002911-T1
GF00002912	CHIFNET10NJ071_003148-T1	DBVPG3775_002910-T1
GF00002913	CHIFNET10NJ071_003152-T1	DBVPG3775_002906-T1
GF00002914	CHIFNET10NJ071_003153-T1	DBVPG3775_002905-T1
GF00002915	CHIFNET10NJ071_012219-T1	DBVPG3775_002902-T1
GF00002916	CHIFNET10NJ071_003157-T1	DBVPG3775_002899-T1
GF00002917	CHIFNET10NJ071_012215-T1	DBVPG3775_002897-T1
GF00002918	CHIFNET10NJ071_003165-T1	DBVPG3775_002891-T1
GF00002919	CHIFNET10NJ071_012212-T1	DBVPG3775_002893-T1
GF00002920	CHIFNET10NJ071_006199-T1	DBVPG3775_004699-T1
GF00002921	CHIFNET10NJ071_003168-T1	DBVPG3775_002888-T1
GF00002922	CHIFNET10NJ071_012205-T1	DBVPG3775_002887-T1
GF00002923	CHIFNET10NJ071_003170-T1	DBVPG3775_002886-T1
GF00002924	CHIFNET10NJ071_003171-T1	DBVPG3775_002885-T1
GF00002925	CHIFNET10NJ071_003172-T1	DBVPG3775_002884-T1
GF00002926	CHIFNET10NJ071_014055-T1	DBVPG3775_002883-T1
GF00002927	CHIFNET10NJ071_014052-T1	DBVPG3775_002879-T1
GF00002928	CHIFNET10NJ071_013212-T1	DBVPG3775_004030-T1
GF00002929	CHIFNET10NJ071_013214-T1	DBVPG3775_004032-T1
GF00002930	CHIFNET10NJ071_003184-T1	DBVPG3775_004033-T1
GF00002931	CHIFNET10NJ071_013217-T1	DBVPG3775_004036-T1
GF00002932	CHIFNET10NJ071_003189-T1	DBVPG3775_004038-T1
GF00002933	CHIFNET10NJ071_003192-T1	DBVPG3775_004040-T1
GF00002934	CHIFNET10NJ071_003195-T1	DBVPG3775_004043-T1
GF00002935	CHIFNET10NJ071_003196-T1	DBVPG3775_004044-T1
GF00002936	CHIFNET10NJ071_010320-T1	DBVPG3775_004046-T1
GF00002937	CHIFNET10NJ071_010321-T1	DBVPG3775_004047-T1
GF00002938	CHIFNET10NJ071_003200-T1	DBVPG3775_004048-T1
GF00002939	CHIFNET10NJ071_003201-T1	DBVPG3775_004049-T1
GF00002940	CHIFNET10NJ071_003202-T1	DBVPG3775_004050-T1
GF00002941	CHIFNET10NJ071_004362-T1	DBVPG3775_005817-T1
GF00002942	CHIFNET10NJ071_003204-T1	DBVPG3775_004052-T1
GF00002943	CHIFNET10NJ071_003206-T1	DBVPG3775_004054-T1
GF00002944	CHIFNET10NJ071_010329-T1	DBVPG3775_004056-T1
GF00002945	CHIFNET10NJ071_003210-T1	DBVPG3775_004058-T1
GF00002946	CHIFNET10NJ071_003211-T1	DBVPG3775_004059-T1
GF00002947	CHIFNET10NJ071_003214-T1	DBVPG3775_004062-T1
GF00002948	CHIFNET10NJ071_010336-T1	DBVPG3775_004063-T1
GF00002949	CHIFNET10NJ071_003216-T1	DBVPG3775_004064-T1
GF00002950	CHIFNET10NJ071_010338-T1	DBVPG3775_004065-T1
GF00002951	CHIFNET10NJ071_010339-T1	DBVPG3775_004066-T1
GF00002952	CHIFNET10NJ071_003220-T1	DBVPG3775_004067-T1
GF00002953	CHIFNET10NJ071_003221-T1	DBVPG3775_004068-T1
GF00002954	CHIFNET10NJ071_003222-T1	DBVPG3775_004069-T1
GF00002955	CHIFNET10NJ071_003223-T1	DBVPG3775_004070-T1
GF00002956	CHIFNET10NJ071_003224-T1	DBVPG3775_004071-T1
GF00002957	CHIFNET10NJ071_010346-T1	DBVPG3775_004075-T1
GF00002958	CHIFNET10NJ071_003229-T1	DBVPG3775_004076-T1
GF00002959	CHIFNET10NJ071_003230-T1	DBVPG3775_004077-T1
GF00002960	CHIFNET10NJ071_003231-T1	DBVPG3775_004078-T1
GF00002961	CHIFNET10NJ071_003232-T1	DBVPG3775_004079-T1
GF00002962	CHIFNET10NJ071_010352-T1	DBVPG3775_004081-T1
GF00002963	CHIFNET10NJ071_003235-T1	DBVPG3775_004082-T1
GF00002964	CHIFNET10NJ071_003236-T1	DBVPG3775_004083-T1
GF00002965	CHIFNET10NJ071_003237-T1	DBVPG3775_004084-T1
GF00002966	CHIFNET10NJ071_006434-T1	DBVPG3775_007408-T1
GF00002967	CHIFNET10NJ071_003854-T1	DBVPG3775_006484-T1
GF00002968	CHIFNET10NJ071_011599-T1	DBVPG3775_004712-T1
GF00002969	CHIFNET10NJ071_003852-T1	DBVPG3775_006486-T1
GF00002970	CHIFNET10NJ071_003851-T1	DBVPG3775_006487-T1
GF00002971	CHIFNET10NJ071_003849-T1	DBVPG3775_006489-T1
GF00002972	CHIFNET10NJ071_003848-T1	DBVPG3775_006490-T1
GF00002973	CHIFNET10NJ071_003847-T1	DBVPG3775_006491-T1
GF00002974	CHIFNET10NJ071_003298-T1	DBVPG3775_006492-T1
GF00002975	CHIFNET10NJ071_003844-T1	DBVPG3775_006494-T1
GF00002976	CHIFNET10NJ071_003841-T1	DBVPG3775_006496-T1
GF00002977	CHIFNET10NJ071_003840-T1	DBVPG3775_006497-T1
GF00002978	CHIFNET10NJ071_003839-T1	DBVPG3775_006498-T1
GF00002979	CHIFNET10NJ071_003833-T1	DBVPG3775_006504-T1
GF00002980	CHIFNET10NJ071_003832-T1	DBVPG3775_006505-T1
GF00002981	CHIFNET10NJ071_003829-T1	DBVPG3775_005356-T1
GF00002982	CHIFNET10NJ071_003828-T1	DBVPG3775_005357-T1
GF00002983	CHIFNET10NJ071_003826-T1	DBVPG3775_005359-T1
GF00002984	CHIFNET10NJ071_003316-T1	DBVPG3775_005360-T1
GF00002985	CHIFNET10NJ071_003824-T1	DBVPG3775_005361-T1
GF00002986	CHIFNET10NJ071_003822-T1	DBVPG3775_005363-T1
GF00002987	CHIFNET10NJ071_003320-T1	DBVPG3775_005364-T1
GF00002988	CHIFNET10NJ071_003820-T1	DBVPG3775_005365-T1
GF00002989	CHIFNET10NJ071_003819-T1	DBVPG3775_005366-T1
GF00002990	CHIFNET10NJ071_003818-T1	DBVPG3775_005367-T1
GF00002991	CHIFNET10NJ071_003325-T1	DBVPG3775_005368-T1
GF00002992	CHIFNET10NJ071_003816-T1	DBVPG3775_005369-T1
GF00002993	CHIFNET10NJ071_003814-T1	DBVPG3775_005371-T1
GF00002994	CHIFNET10NJ071_003812-T1	DBVPG3775_005373-T1
GF00002995	CHIFNET10NJ071_003810-T1	DBVPG3775_005375-T1
GF00002996	CHIFNET10NJ071_003809-T1	DBVPG3775_005376-T1
GF00002997	CHIFNET10NJ071_003335-T1	DBVPG3775_005377-T1
GF00002998	CHIFNET10NJ071_003336-T1	DBVPG3775_005378-T1
GF00002999	CHIFNET10NJ071_003338-T1	DBVPG3775_005380-T1
GF00003000	CHIFNET10NJ071_003342-T1	DBVPG3775_005384-T1
GF00003001	CHIFNET10NJ071_003343-T1	DBVPG3775_005385-T1
GF00003002	CHIFNET10NJ071_003344-T1	DBVPG3775_005386-T1
GF00003003	CHIFNET10NJ071_006906-T1	DBVPG3775_004668-T1
GF00003004	CHIFNET10NJ071_008468-T1	DBVPG3775_005413-T1
GF00003005	CHIFNET10NJ071_008467-T1	DBVPG3775_005412-T1
GF00003006	CHIFNET10NJ071_008464-T1	DBVPG3775_005408-T1
GF00003007	CHIFNET10NJ071_008462-T1	DBVPG3775_005406-T1
GF00003008	CHIFNET10NJ071_003354-T1	DBVPG3775_005405-T1
GF00003009	CHIFNET10NJ071_003355-T1	DBVPG3775_005404-T1
GF00003010	CHIFNET10NJ071_008459-T1	DBVPG3775_005403-T1
GF00003011	CHIFNET10NJ071_008456-T1	DBVPG3775_005402-T1
GF00003012	CHIFNET10NJ071_003358-T1	DBVPG3775_005401-T1
GF00003013	CHIFNET10NJ071_008452-T1	DBVPG3775_005398-T1
GF00003014	CHIFNET10NJ071_008451-T1	DBVPG3775_005397-T1
GF00003015	CHIFNET10NJ071_003362-T1	DBVPG3775_005396-T1
GF00003016	CHIFNET10NJ071_008449-T1	DBVPG3775_005395-T1
GF00003017	CHIFNET10NJ071_003364-T1	DBVPG3775_005394-T1
GF00003018	CHIFNET10NJ071_008447-T1	DBVPG3775_005393-T1
GF00003019	CHIFNET10NJ071_008444-T1	DBVPG3775_005390-T1
GF00003020	CHIFNET10NJ071_008443-T1	DBVPG3775_005389-T1
GF00003021	CHIFNET10NJ071_008442-T1	DBVPG3775_005388-T1
GF00003022	CHIFNET10NJ071_008440-T1	DBVPG3775_005415-T1
GF00003023	CHIFNET10NJ071_008439-T1	DBVPG3775_005416-T1
GF00003024	CHIFNET10NJ071_003376-T1	DBVPG3775_005418-T1
GF00003025	CHIFNET10NJ071_008434-T1	DBVPG3775_005420-T1
GF00003026	CHIFNET10NJ071_003468-T1	DBVPG3775_002066-T1
GF00003027	CHIFNET10NJ071_003472-T1	DBVPG3775_002062-T1
GF00003028	CHIFNET10NJ071_004595-T1	DBVPG3775_002059-T1
GF00003029	CHIFNET10NJ071_003476-T1	DBVPG3775_002058-T1
GF00003030	CHIFNET10NJ071_003477-T1	DBVPG3775_002057-T1
GF00003031	CHIFNET10NJ071_003479-T1	DBVPG3775_002055-T1
GF00003032	CHIFNET10NJ071_003481-T1	DBVPG3775_002053-T1
GF00003033	CHIFNET10NJ071_004602-T1	DBVPG3775_002052-T1
GF00003034	CHIFNET10NJ071_004603-T1	DBVPG3775_002051-T1
GF00003035	CHIFNET10NJ071_003484-T1	DBVPG3775_002050-T1
GF00003036	CHIFNET10NJ071_005119-T1	DBVPG3775_007421-T1
GF00003037	CHIFNET10NJ071_003490-T1	DBVPG3775_002034-T1
GF00003038	CHIFNET10NJ071_003491-T1	DBVPG3775_002033-T1
GF00003039	CHIFNET10NJ071_005777-T1	DBVPG3775_000423-T1
GF00003040	CHIFNET10NJ071_004615-T1	DBVPG3775_002030-T1
GF00003041	CHIFNET10NJ071_004616-T1	DBVPG3775_002029-T1
GF00003042	CHIFNET10NJ071_003497-T1	DBVPG3775_002027-T1
GF00003043	CHIFNET10NJ071_003498-T1	DBVPG3775_002026-T1
GF00003044	CHIFNET10NJ071_003499-T1	DBVPG3775_002025-T1
GF00003045	CHIFNET10NJ071_003502-T1	DBVPG3775_002022-T1
GF00003046	CHIFNET10NJ071_003503-T1	DBVPG3775_002021-T1
GF00003047	CHIFNET10NJ071_003505-T1	DBVPG3775_002019-T1
GF00003048	CHIFNET10NJ071_003508-T1	DBVPG3775_002016-T1
GF00003049	CHIFNET10NJ071_003509-T1	DBVPG3775_002015-T1
GF00003050	CHIFNET10NJ071_003510-T1	DBVPG3775_002014-T1
GF00003051	CHIFNET10NJ071_003511-T1	DBVPG3775_002013-T1
GF00003052	CHIFNET10NJ071_004633-T1	DBVPG3775_002012-T1
GF00003053	CHIFNET10NJ071_003513-T1	DBVPG3775_002011-T1
GF00003054	CHIFNET10NJ071_003519-T1	DBVPG3775_002005-T1
GF00003055	CHIFNET10NJ071_003523-T1	DBVPG3775_002001-T1
GF00003056	CHIFNET10NJ071_004647-T1	DBVPG3775_001997-T1
GF00003057	CHIFNET10NJ071_003527-T1	DBVPG3775_001996-T1
GF00003058	CHIFNET10NJ071_003529-T1	DBVPG3775_001994-T1
GF00003059	CHIFNET10NJ071_007920-T1	DBVPG3775_002173-T1
GF00003060	CHIFNET10NJ071_003531-T1	DBVPG3775_001992-T1
GF00003061	CHIFNET10NJ071_003533-T1	DBVPG3775_001990-T1
GF00003062	CHIFNET10NJ071_003535-T1	DBVPG3775_001988-T1
GF00003063	CHIFNET10NJ071_003536-T1	DBVPG3775_001987-T1
GF00003064	CHIFNET10NJ071_003538-T1	DBVPG3775_001985-T1
GF00003065	CHIFNET10NJ071_014156-T1	DBVPG3775_001984-T1
GF00003066	CHIFNET10NJ071_003542-T1	DBVPG3775_001981-T1
GF00003067	CHIFNET10NJ071_005405-T1	DBVPG3775_005459-T1
GF00003068	CHIFNET10NJ071_005406-T1	DBVPG3775_005460-T1
GF00003069	CHIFNET10NJ071_003559-T1	DBVPG3775_005461-T1
GF00003070	CHIFNET10NJ071_005408-T1	DBVPG3775_005462-T1
GF00003071	CHIFNET10NJ071_003561-T1	DBVPG3775_005463-T1
GF00003072	CHIFNET10NJ071_003562-T1	DBVPG3775_005464-T1
GF00003073	CHIFNET10NJ071_003563-T1	DBVPG3775_005465-T1
GF00003074	CHIFNET10NJ071_003565-T1	DBVPG3775_005467-T1
GF00003075	CHIFNET10NJ071_005414-T1	DBVPG3775_005468-T1
GF00003076	CHIFNET10NJ071_003567-T1	DBVPG3775_005469-T1
GF00003077	CHIFNET10NJ071_003568-T1	DBVPG3775_005470-T1
GF00003078	CHIFNET10NJ071_003569-T1	DBVPG3775_005471-T1
GF00003079	CHIFNET10NJ071_003576-T1	DBVPG3775_005479-T1
GF00003080	CHIFNET10NJ071_005428-T1	DBVPG3775_005481-T1
GF00003081	CHIFNET10NJ071_003579-T1	DBVPG3775_005482-T1
GF00003082	CHIFNET10NJ071_003581-T1	DBVPG3775_005484-T1
GF00003083	CHIFNET10NJ071_003583-T1	DBVPG3775_005486-T1
GF00003084	CHIFNET10NJ071_003584-T1	DBVPG3775_005487-T1
GF00003085	CHIFNET10NJ071_003585-T1	DBVPG3775_005488-T1
GF00003086	CHIFNET10NJ071_005436-T1	DBVPG3775_005489-T1
GF00003087	CHIFNET10NJ071_003589-T1	DBVPG3775_005492-T1
GF00003088	CHIFNET10NJ071_005440-T1	DBVPG3775_005493-T1
GF00003089	CHIFNET10NJ071_003591-T1	DBVPG3775_005495-T1
GF00003090	CHIFNET10NJ071_003592-T1	DBVPG3775_005496-T1
GF00003091	CHIFNET10NJ071_005444-T1	DBVPG3775_005497-T1
GF00003092	CHIFNET10NJ071_003594-T1	DBVPG3775_005498-T1
GF00003093	CHIFNET10NJ071_005446-T1	DBVPG3775_005499-T1
GF00003094	CHIFNET10NJ071_005448-T1	DBVPG3775_005501-T1
GF00003095	CHIFNET10NJ071_003599-T1	DBVPG3775_005502-T1
GF00003096	CHIFNET10NJ071_003601-T1	DBVPG3775_005504-T1
GF00003097	CHIFNET10NJ071_003604-T1	DBVPG3775_005507-T1
GF00003098	CHIFNET10NJ071_005455-T1	DBVPG3775_005508-T1
GF00003099	CHIFNET10NJ071_003606-T1	DBVPG3775_005509-T1
GF00003100	CHIFNET10NJ071_003608-T1	DBVPG3775_005511-T1
GF00003101	CHIFNET10NJ071_003611-T1	DBVPG3775_005514-T1
GF00003102	CHIFNET10NJ071_003612-T1	DBVPG3775_005515-T1
GF00003103	CHIFNET10NJ071_005462-T1	DBVPG3775_005516-T1
GF00003104	CHIFNET10NJ071_003614-T1	DBVPG3775_005517-T1
GF00003105	CHIFNET10NJ071_003616-T1	DBVPG3775_005519-T1
GF00003106	CHIFNET10NJ071_003617-T1	DBVPG3775_005520-T1
GF00003107	CHIFNET10NJ071_003619-T1	DBVPG3775_005522-T1
GF00003108	CHIFNET10NJ071_003620-T1	DBVPG3775_005523-T1
GF00003109	CHIFNET10NJ071_003621-T1	DBVPG3775_005524-T1
GF00003110	CHIFNET10NJ071_003622-T1	DBVPG3775_005526-T1
GF00003111	CHIFNET10NJ071_003623-T1	DBVPG3775_005527-T1
GF00003112	CHIFNET10NJ071_003625-T1	DBVPG3775_005530-T1
GF00003113	CHIFNET10NJ071_003627-T1	DBVPG3775_005532-T1
GF00003114	CHIFNET10NJ071_012259-T1	DBVPG3775_007247-T1
GF00003115	CHIFNET10NJ071_003632-T1	DBVPG3775_000963-T1
GF00003116	CHIFNET10NJ071_003633-T1	DBVPG3775_000962-T1
GF00003117	CHIFNET10NJ071_003716-T1	DBVPG3775_000961-T1
GF00003118	CHIFNET10NJ071_003713-T1	DBVPG3775_000958-T1
GF00003119	CHIFNET10NJ071_003710-T1	DBVPG3775_000955-T1
GF00003120	CHIFNET10NJ071_003707-T1	DBVPG3775_000952-T1
GF00003121	CHIFNET10NJ071_003643-T1	DBVPG3775_000951-T1
GF00003122	CHIFNET10NJ071_003705-T1	DBVPG3775_000950-T1
GF00003123	CHIFNET10NJ071_003646-T1	DBVPG3775_000948-T1
GF00003124	CHIFNET10NJ071_003702-T1	DBVPG3775_000947-T1
GF00003125	CHIFNET10NJ071_003650-T1	DBVPG3775_000945-T1
GF00003126	CHIFNET10NJ071_003699-T1	DBVPG3775_000944-T1
GF00003127	CHIFNET10NJ071_003698-T1	DBVPG3775_000943-T1
GF00003128	CHIFNET10NJ071_003697-T1	DBVPG3775_000942-T1
GF00003129	CHIFNET10NJ071_003696-T1	DBVPG3775_000941-T1
GF00003130	CHIFNET10NJ071_003655-T1	DBVPG3775_000940-T1
GF00003131	CHIFNET10NJ071_003694-T1	DBVPG3775_000939-T1
GF00003132	CHIFNET10NJ071_003693-T1	DBVPG3775_000938-T1
GF00003133	CHIFNET10NJ071_003659-T1	DBVPG3775_000936-T1
GF00003134	CHIFNET10NJ071_003660-T1	DBVPG3775_000935-T1
GF00003135	CHIFNET10NJ071_011532-T1	DBVPG3775_007372-T1
GF00003136	CHIFNET10NJ071_003663-T1	DBVPG3775_000910-T1
GF00003137	CHIFNET10NJ071_003664-T1	DBVPG3775_000911-T1
GF00003138	CHIFNET10NJ071_003667-T1	DBVPG3775_000914-T1
GF00003139	CHIFNET10NJ071_003670-T1	DBVPG3775_000916-T1
GF00003140	CHIFNET10NJ071_003671-T1	DBVPG3775_000917-T1
GF00003141	CHIFNET10NJ071_007815-T1	DBVPG3775_000918-T1
GF00003142	CHIFNET10NJ071_007814-T1	DBVPG3775_000919-T1
GF00003143	CHIFNET10NJ071_003674-T1	DBVPG3775_000920-T1
GF00003144	CHIFNET10NJ071_007812-T1	DBVPG3775_000921-T1
GF00003145	CHIFNET10NJ071_003677-T1	DBVPG3775_000923-T1
GF00003146	CHIFNET10NJ071_003679-T1	DBVPG3775_000925-T1
GF00003147	CHIFNET10NJ071_014062-T1	DBVPG3775_000927-T1
GF00003148	CHIFNET10NJ071_014063-T1	DBVPG3775_000928-T1
GF00003149	CHIFNET10NJ071_014064-T1	DBVPG3775_000929-T1
GF00003150	CHIFNET10NJ071_003684-T1	DBVPG3775_000930-T1
GF00003151	CHIFNET10NJ071_003972-T1	DBVPG3775_005008-T1
GF00003152	CHIFNET10NJ071_003721-T1	DBVPG3775_004710-T1
GF00003153	CHIFNET10NJ071_003724-T1	DBVPG3775_004713-T1
GF00003154	CHIFNET10NJ071_011597-T1	DBVPG3775_004714-T1
GF00003155	CHIFNET10NJ071_011596-T1	DBVPG3775_004715-T1
GF00003156	CHIFNET10NJ071_003729-T1	DBVPG3775_004718-T1
GF00003157	CHIFNET10NJ071_003730-T1	DBVPG3775_004719-T1
GF00003158	CHIFNET10NJ071_003731-T1	DBVPG3775_004720-T1
GF00003159	CHIFNET10NJ071_003734-T1	DBVPG3775_004723-T1
GF00003160	CHIFNET10NJ071_011586-T1	DBVPG3775_004724-T1
GF00003161	CHIFNET10NJ071_003738-T1	DBVPG3775_004727-T1
GF00003162	CHIFNET10NJ071_003739-T1	DBVPG3775_004728-T1
GF00003163	CHIFNET10NJ071_003742-T1	DBVPG3775_004738-T1
GF00003164	CHIFNET10NJ071_003744-T1	DBVPG3775_004740-T1
GF00003165	CHIFNET10NJ071_010788-T1	DBVPG3775_004742-T1
GF00003166	CHIFNET10NJ071_003747-T1	DBVPG3775_004743-T1
GF00003167	CHIFNET10NJ071_010786-T1	DBVPG3775_004744-T1
GF00003168	CHIFNET10NJ071_003749-T1	DBVPG3775_004745-T1
GF00003169	CHIFNET10NJ071_010783-T1	DBVPG3775_004747-T1
GF00003170	CHIFNET10NJ071_003752-T1	DBVPG3775_004748-T1
GF00003171	CHIFNET10NJ071_010781-T1	DBVPG3775_004749-T1
GF00003172	CHIFNET10NJ071_003754-T1	DBVPG3775_004750-T1
GF00003173	CHIFNET10NJ071_010773-T1	DBVPG3775_004758-T1
GF00003174	CHIFNET10NJ071_010772-T1	DBVPG3775_004759-T1
GF00003175	CHIFNET10NJ071_003762-T1	DBVPG3775_004761-T1
GF00003176	CHIFNET10NJ071_003763-T1	DBVPG3775_004762-T1
GF00003177	CHIFNET10NJ071_003765-T1	DBVPG3775_004764-T1
GF00003178	CHIFNET10NJ071_003769-T1	DBVPG3775_004770-T1
GF00003179	CHIFNET10NJ071_003770-T1	DBVPG3775_004771-T1
GF00003180	CHIFNET10NJ071_010758-T1	DBVPG3775_004773-T1
GF00003181	CHIFNET10NJ071_003774-T1	DBVPG3775_004775-T1
GF00003182	CHIFNET10NJ071_003775-T1	DBVPG3775_004776-T1
GF00003183	CHIFNET10NJ071_003776-T1	DBVPG3775_004778-T1
GF00003184	CHIFNET10NJ071_011505-T1	DBVPG3775_004785-T1
GF00003185	CHIFNET10NJ071_003782-T1	DBVPG3775_004787-T1
GF00003186	CHIFNET10NJ071_011508-T1	DBVPG3775_004789-T1
GF00003187	CHIFNET10NJ071_003785-T1	DBVPG3775_004790-T1
GF00003188	CHIFNET10NJ071_003787-T1	DBVPG3775_004793-T1
GF00003189	CHIFNET10NJ071_011512-T1	DBVPG3775_004794-T1
GF00003190	CHIFNET10NJ071_003789-T1	DBVPG3775_004795-T1
GF00003191	CHIFNET10NJ071_011516-T1	DBVPG3775_004798-T1
GF00003192	CHIFNET10NJ071_011518-T1	DBVPG3775_004800-T1
GF00003193	CHIFNET10NJ071_003796-T1	DBVPG3775_002114-T1
GF00003194	CHIFNET10NJ071_011702-T1	DBVPG3775_002115-T1
GF00003195	CHIFNET10NJ071_003798-T1	DBVPG3775_002116-T1
GF00003196	CHIFNET10NJ071_011704-T1	DBVPG3775_002117-T1
GF00003197	CHIFNET10NJ071_011706-T1	DBVPG3775_002119-T1
GF00003198	CHIFNET10NJ071_007525-T1	DBVPG3775_002556-T1
GF00003199	CHIFNET10NJ071_010083-T1	DBVPG3775_006483-T1
GF00003200	CHIFNET10NJ071_003856-T1	DBVPG3775_006482-T1
GF00003201	CHIFNET10NJ071_003857-T1	DBVPG3775_006481-T1
GF00003202	CHIFNET10NJ071_003858-T1	DBVPG3775_006480-T1
GF00003203	CHIFNET10NJ071_003859-T1	DBVPG3775_006479-T1
GF00003204	CHIFNET10NJ071_014322-T1	DBVPG3775_006478-T1
GF00003205	CHIFNET10NJ071_003861-T1	DBVPG3775_006477-T1
GF00003206	CHIFNET10NJ071_009954-T1	DBVPG3775_001636-T1
GF00003207	CHIFNET10NJ071_010146-T1	DBVPG3775_004231-T1
GF00003208	CHIFNET10NJ071_012857-T1	DBVPG3775_006475-T1
GF00003209	CHIFNET10NJ071_003864-T1	DBVPG3775_006474-T1
GF00003210	CHIFNET10NJ071_003865-T1	DBVPG3775_006473-T1
GF00003211	CHIFNET10NJ071_003867-T1	DBVPG3775_006471-T1
GF00003212	CHIFNET10NJ071_003868-T1	DBVPG3775_006470-T1
GF00003213	CHIFNET10NJ071_003869-T1	DBVPG3775_006469-T1
GF00003214	CHIFNET10NJ071_003870-T1	DBVPG3775_006468-T1
GF00003215	CHIFNET10NJ071_003871-T1	DBVPG3775_006467-T1
GF00003216	CHIFNET10NJ071_003872-T1	DBVPG3775_006466-T1
GF00003217	CHIFNET10NJ071_003873-T1	DBVPG3775_006465-T1
GF00003218	CHIFNET10NJ071_003874-T1	DBVPG3775_006464-T1
GF00003219	CHIFNET10NJ071_012869-T1	DBVPG3775_006463-T1
GF00003220	CHIFNET10NJ071_003876-T1	DBVPG3775_006462-T1
GF00003221	CHIFNET10NJ071_003878-T1	DBVPG3775_006460-T1
GF00003222	CHIFNET10NJ071_014551-T1	DBVPG3775_006458-T1
