	Rhodotorula_mucilaginosa_DBVPG_3444.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa	Sum	PhylogenyCoverage	CopyType
GF00003177	2	1	3	1.0	multi-copy
GF00003178	2	1	3	1.0	multi-copy
GF00003179	2	1	3	1.0	multi-copy
GF00003180	2	1	3	1.0	multi-copy
GF00003181	2	1	3	1.0	multi-copy
GF00003182	2	1	3	1.0	multi-copy
GF00003183	2	1	3	1.0	multi-copy
GF00003184	2	1	3	1.0	multi-copy
GF00003185	2	1	3	1.0	multi-copy
GF00003186	2	1	3	1.0	multi-copy
GF00003187	2	1	3	1.0	multi-copy
GF00003188	2	1	3	1.0	multi-copy
GF00003189	2	1	3	1.0	multi-copy
GF00003190	2	1	3	1.0	multi-copy
GF00003191	2	1	3	1.0	multi-copy
GF00003192	2	1	3	1.0	multi-copy
GF00003193	2	1	3	1.0	multi-copy
GF00003194	2	1	3	1.0	multi-copy
GF00003195	2	1	3	1.0	multi-copy
GF00003196	2	1	3	1.0	multi-copy
GF00003197	2	1	3	1.0	multi-copy
GF00003198	2	1	3	1.0	multi-copy
GF00003199	2	1	3	1.0	multi-copy
GF00003200	2	1	3	1.0	multi-copy
GF00003201	2	1	3	1.0	multi-copy
GF00003202	2	1	3	1.0	multi-copy
GF00003203	2	1	3	1.0	multi-copy
GF00003204	2	1	3	1.0	multi-copy
GF00003205	2	1	3	1.0	multi-copy
GF00003206	2	1	3	1.0	multi-copy
GF00003207	2	1	3	1.0	multi-copy
GF00003208	2	1	3	1.0	multi-copy
GF00003209	2	1	3	1.0	multi-copy
GF00003210	2	1	3	1.0	multi-copy
GF00003211	2	1	3	1.0	multi-copy
GF00003212	2	1	3	1.0	multi-copy
GF00003213	2	1	3	1.0	multi-copy
GF00003214	2	1	3	1.0	multi-copy
GF00003215	2	1	3	1.0	multi-copy
GF00003216	2	1	3	1.0	multi-copy
GF00003217	2	1	3	1.0	multi-copy
GF00003218	2	1	3	1.0	multi-copy
GF00003219	2	1	3	1.0	multi-copy
GF00003220	2	1	3	1.0	multi-copy
GF00003221	2	1	3	1.0	multi-copy
GF00003222	2	1	3	1.0	multi-copy
GF00003223	2	1	3	1.0	multi-copy
GF00003224	2	1	3	1.0	multi-copy
GF00003225	2	1	3	1.0	multi-copy
GF00003226	2	1	3	1.0	multi-copy
GF00003227	2	1	3	1.0	multi-copy
GF00003228	2	1	3	1.0	multi-copy
GF00003229	2	1	3	1.0	multi-copy
GF00003230	2	1	3	1.0	multi-copy
GF00003231	2	1	3	1.0	multi-copy
GF00003232	2	1	3	1.0	multi-copy
GF00003233	2	1	3	1.0	multi-copy
GF00003234	2	1	3	1.0	multi-copy
GF00003235	2	1	3	1.0	multi-copy
GF00003236	2	1	3	1.0	multi-copy
GF00003237	2	1	3	1.0	multi-copy
GF00003238	2	1	3	1.0	multi-copy
GF00003239	2	1	3	1.0	multi-copy
GF00003240	2	1	3	1.0	multi-copy
GF00003241	2	1	3	1.0	multi-copy
GF00003242	2	1	3	1.0	multi-copy
GF00003243	2	1	3	1.0	multi-copy
GF00003244	2	1	3	1.0	multi-copy
GF00003245	2	1	3	1.0	multi-copy
GF00003246	2	1	3	1.0	multi-copy
GF00003247	2	1	3	1.0	multi-copy
GF00003248	2	1	3	1.0	multi-copy
GF00003249	2	1	3	1.0	multi-copy
GF00003250	2	1	3	1.0	multi-copy
GF00003251	2	1	3	1.0	multi-copy
GF00003252	2	1	3	1.0	multi-copy
GF00003253	2	1	3	1.0	multi-copy
GF00003254	2	1	3	1.0	multi-copy
GF00003255	2	1	3	1.0	multi-copy
GF00003256	2	1	3	1.0	multi-copy
GF00003257	2	1	3	1.0	multi-copy
GF00003258	2	1	3	1.0	multi-copy
GF00003259	2	1	3	1.0	multi-copy
GF00003260	2	1	3	1.0	multi-copy
GF00003261	2	1	3	1.0	multi-copy
GF00003262	2	1	3	1.0	multi-copy
GF00003263	2	1	3	1.0	multi-copy
GF00003264	2	1	3	1.0	multi-copy
GF00003265	2	1	3	1.0	multi-copy
GF00003266	2	1	3	1.0	multi-copy
GF00003267	2	1	3	1.0	multi-copy
GF00003268	2	1	3	1.0	multi-copy
GF00003269	2	1	3	1.0	multi-copy
GF00003270	2	1	3	1.0	multi-copy
GF00003271	2	1	3	1.0	multi-copy
GF00003272	2	1	3	1.0	multi-copy
GF00003273	2	1	3	1.0	multi-copy
GF00003274	2	1	3	1.0	multi-copy
GF00003275	2	1	3	1.0	multi-copy
GF00003276	2	1	3	1.0	multi-copy
GF00003277	2	1	3	1.0	multi-copy
GF00003278	2	1	3	1.0	multi-copy
GF00003279	2	1	3	1.0	multi-copy
GF00003280	2	1	3	1.0	multi-copy
GF00003281	2	1	3	1.0	multi-copy
GF00003282	2	1	3	1.0	multi-copy
GF00003283	2	1	3	1.0	multi-copy
GF00003284	2	1	3	1.0	multi-copy
GF00003285	2	1	3	1.0	multi-copy
GF00003286	2	1	3	1.0	multi-copy
GF00003287	2	1	3	1.0	multi-copy
GF00003288	2	1	3	1.0	multi-copy
GF00003289	2	1	3	1.0	multi-copy
GF00003290	2	1	3	1.0	multi-copy
GF00003291	2	1	3	1.0	multi-copy
GF00003292	2	1	3	1.0	multi-copy
GF00003293	2	1	3	1.0	multi-copy
GF00003294	2	1	3	1.0	multi-copy
GF00003295	2	1	3	1.0	multi-copy
GF00003296	2	1	3	1.0	multi-copy
GF00003297	2	1	3	1.0	multi-copy
GF00003298	2	1	3	1.0	multi-copy
GF00003299	2	1	3	1.0	multi-copy
GF00003300	2	1	3	1.0	multi-copy
GF00003301	2	1	3	1.0	multi-copy
GF00003302	2	1	3	1.0	multi-copy
GF00003303	2	1	3	1.0	multi-copy
GF00003304	2	1	3	1.0	multi-copy
GF00003305	2	1	3	1.0	multi-copy
GF00003306	2	1	3	1.0	multi-copy
GF00003307	2	1	3	1.0	multi-copy
GF00003308	2	1	3	1.0	multi-copy
GF00003309	2	1	3	1.0	multi-copy
GF00003310	2	1	3	1.0	multi-copy
GF00003311	2	1	3	1.0	multi-copy
GF00003312	2	1	3	1.0	multi-copy
GF00003313	2	1	3	1.0	multi-copy
GF00003314	2	1	3	1.0	multi-copy
GF00003315	2	1	3	1.0	multi-copy
GF00003316	2	1	3	1.0	multi-copy
GF00003317	2	1	3	1.0	multi-copy
GF00003318	2	1	3	1.0	multi-copy
GF00003319	2	1	3	1.0	multi-copy
GF00003320	2	1	3	1.0	multi-copy
GF00003321	2	1	3	1.0	multi-copy
GF00003322	2	1	3	1.0	multi-copy
GF00003323	2	1	3	1.0	multi-copy
GF00003324	2	1	3	1.0	multi-copy
GF00003325	2	1	3	1.0	multi-copy
GF00003326	2	1	3	1.0	multi-copy
GF00003327	2	1	3	1.0	multi-copy
GF00003328	2	1	3	1.0	multi-copy
GF00003329	2	1	3	1.0	multi-copy
GF00003330	2	1	3	1.0	multi-copy
GF00003331	2	1	3	1.0	multi-copy
GF00003332	2	1	3	1.0	multi-copy
GF00003333	2	1	3	1.0	multi-copy
GF00003334	2	1	3	1.0	multi-copy
GF00003335	2	1	3	1.0	multi-copy
GF00003336	2	1	3	1.0	multi-copy
GF00003337	2	1	3	1.0	multi-copy
GF00003338	2	1	3	1.0	multi-copy
GF00003339	2	1	3	1.0	multi-copy
GF00003340	2	1	3	1.0	multi-copy
GF00003341	2	1	3	1.0	multi-copy
GF00003342	2	1	3	1.0	multi-copy
GF00003343	2	1	3	1.0	multi-copy
GF00003344	2	1	3	1.0	multi-copy
GF00003345	2	1	3	1.0	multi-copy
GF00003346	2	1	3	1.0	multi-copy
GF00003347	2	1	3	1.0	multi-copy
GF00003348	2	1	3	1.0	multi-copy
GF00003349	2	1	3	1.0	multi-copy
GF00003350	2	1	3	1.0	multi-copy
GF00003351	2	1	3	1.0	multi-copy
GF00003352	2	1	3	1.0	multi-copy
GF00003353	2	1	3	1.0	multi-copy
GF00003354	2	1	3	1.0	multi-copy
GF00003355	2	1	3	1.0	multi-copy
GF00003356	2	1	3	1.0	multi-copy
GF00003357	2	1	3	1.0	multi-copy
GF00003358	2	1	3	1.0	multi-copy
GF00003359	2	1	3	1.0	multi-copy
GF00003360	2	1	3	1.0	multi-copy
GF00003361	2	1	3	1.0	multi-copy
GF00003362	2	1	3	1.0	multi-copy
GF00003363	2	1	3	1.0	multi-copy
GF00003364	2	1	3	1.0	multi-copy
GF00003365	2	1	3	1.0	multi-copy
GF00003366	2	1	3	1.0	multi-copy
GF00003367	2	1	3	1.0	multi-copy
GF00003368	2	1	3	1.0	multi-copy
GF00003369	2	1	3	1.0	multi-copy
GF00003370	2	1	3	1.0	multi-copy
GF00003371	2	1	3	1.0	multi-copy
GF00003372	2	1	3	1.0	multi-copy
GF00003373	2	1	3	1.0	multi-copy
GF00003374	2	1	3	1.0	multi-copy
GF00003375	2	1	3	1.0	multi-copy
GF00003376	2	1	3	1.0	multi-copy
GF00003377	2	1	3	1.0	multi-copy
GF00003378	2	1	3	1.0	multi-copy
GF00003379	2	1	3	1.0	multi-copy
GF00003380	2	1	3	1.0	multi-copy
GF00003381	2	1	3	1.0	multi-copy
GF00003382	2	1	3	1.0	multi-copy
GF00003383	2	1	3	1.0	multi-copy
GF00003384	2	1	3	1.0	multi-copy
GF00003385	2	1	3	1.0	multi-copy
GF00003386	2	1	3	1.0	multi-copy
GF00003387	2	1	3	1.0	multi-copy
GF00003388	2	1	3	1.0	multi-copy
GF00003389	2	1	3	1.0	multi-copy
GF00003390	2	1	3	1.0	multi-copy
GF00003391	2	1	3	1.0	multi-copy
GF00003392	2	1	3	1.0	multi-copy
GF00003393	2	1	3	1.0	multi-copy
GF00003394	2	1	3	1.0	multi-copy
GF00003395	2	1	3	1.0	multi-copy
GF00003396	2	1	3	1.0	multi-copy
GF00003397	2	1	3	1.0	multi-copy
GF00003398	2	1	3	1.0	multi-copy
GF00003399	2	1	3	1.0	multi-copy
GF00003400	2	1	3	1.0	multi-copy
GF00003401	2	1	3	1.0	multi-copy
GF00003402	2	1	3	1.0	multi-copy
GF00003403	2	1	3	1.0	multi-copy
GF00003404	2	1	3	1.0	multi-copy
GF00003405	2	1	3	1.0	multi-copy
GF00003406	2	1	3	1.0	multi-copy
GF00003407	2	1	3	1.0	multi-copy
GF00003408	2	1	3	1.0	multi-copy
GF00003409	2	1	3	1.0	multi-copy
GF00003410	2	1	3	1.0	multi-copy
GF00003411	2	1	3	1.0	multi-copy
GF00003412	2	1	3	1.0	multi-copy
GF00003413	2	1	3	1.0	multi-copy
GF00003414	2	1	3	1.0	multi-copy
GF00003415	2	1	3	1.0	multi-copy
GF00003416	2	1	3	1.0	multi-copy
GF00003417	2	1	3	1.0	multi-copy
GF00003418	2	1	3	1.0	multi-copy
GF00003419	2	1	3	1.0	multi-copy
GF00003420	2	1	3	1.0	multi-copy
GF00003421	2	1	3	1.0	multi-copy
GF00003422	2	1	3	1.0	multi-copy
GF00003423	2	1	3	1.0	multi-copy
GF00003424	2	1	3	1.0	multi-copy
GF00003425	2	1	3	1.0	multi-copy
GF00003426	2	1	3	1.0	multi-copy
GF00003427	2	1	3	1.0	multi-copy
GF00003428	2	1	3	1.0	multi-copy
GF00003429	2	1	3	1.0	multi-copy
GF00003430	2	1	3	1.0	multi-copy
GF00003431	2	1	3	1.0	multi-copy
GF00003432	2	1	3	1.0	multi-copy
GF00003433	2	1	3	1.0	multi-copy
GF00003434	2	1	3	1.0	multi-copy
GF00003435	2	1	3	1.0	multi-copy
GF00003436	2	1	3	1.0	multi-copy
GF00003437	2	1	3	1.0	multi-copy
GF00003438	2	1	3	1.0	multi-copy
GF00003439	2	1	3	1.0	multi-copy
GF00003440	2	1	3	1.0	multi-copy
GF00003441	2	1	3	1.0	multi-copy
GF00003442	2	1	3	1.0	multi-copy
GF00003443	2	1	3	1.0	multi-copy
GF00003444	2	1	3	1.0	multi-copy
GF00003445	2	1	3	1.0	multi-copy
GF00003446	2	1	3	1.0	multi-copy
GF00003447	2	1	3	1.0	multi-copy
GF00003448	2	1	3	1.0	multi-copy
GF00003449	2	1	3	1.0	multi-copy
GF00003450	2	1	3	1.0	multi-copy
GF00003451	2	1	3	1.0	multi-copy
GF00003452	2	1	3	1.0	multi-copy
GF00003453	2	1	3	1.0	multi-copy
GF00003454	2	1	3	1.0	multi-copy
GF00003455	2	1	3	1.0	multi-copy
GF00003456	2	1	3	1.0	multi-copy
GF00003457	2	1	3	1.0	multi-copy
GF00003458	2	1	3	1.0	multi-copy
GF00003459	2	1	3	1.0	multi-copy
GF00003460	2	1	3	1.0	multi-copy
GF00003461	2	1	3	1.0	multi-copy
GF00003462	2	1	3	1.0	multi-copy
GF00003463	2	1	3	1.0	multi-copy
GF00003464	2	1	3	1.0	multi-copy
GF00003465	2	1	3	1.0	multi-copy
GF00003466	2	1	3	1.0	multi-copy
GF00003467	2	1	3	1.0	multi-copy
GF00003468	2	1	3	1.0	multi-copy
GF00003469	2	1	3	1.0	multi-copy
GF00003470	2	1	3	1.0	multi-copy
GF00003471	2	1	3	1.0	multi-copy
GF00003472	2	1	3	1.0	multi-copy
GF00003473	2	1	3	1.0	multi-copy
GF00003474	2	1	3	1.0	multi-copy
GF00003475	2	1	3	1.0	multi-copy
GF00003476	2	1	3	1.0	multi-copy
GF00003477	2	1	3	1.0	multi-copy
GF00003478	2	1	3	1.0	multi-copy
GF00003479	2	1	3	1.0	multi-copy
GF00003480	2	1	3	1.0	multi-copy
GF00003481	2	1	3	1.0	multi-copy
GF00003482	2	1	3	1.0	multi-copy
GF00003483	2	1	3	1.0	multi-copy
GF00003484	2	1	3	1.0	multi-copy
GF00003485	2	1	3	1.0	multi-copy
GF00003486	2	1	3	1.0	multi-copy
GF00003487	2	1	3	1.0	multi-copy
GF00003488	2	1	3	1.0	multi-copy
GF00003489	2	1	3	1.0	multi-copy
GF00003490	2	1	3	1.0	multi-copy
GF00003491	2	1	3	1.0	multi-copy
GF00003492	2	1	3	1.0	multi-copy
GF00003493	2	1	3	1.0	multi-copy
GF00003494	2	1	3	1.0	multi-copy
GF00003495	2	1	3	1.0	multi-copy
GF00003496	2	1	3	1.0	multi-copy
GF00003497	2	1	3	1.0	multi-copy
GF00003498	2	1	3	1.0	multi-copy
GF00003499	2	1	3	1.0	multi-copy
GF00003500	2	1	3	1.0	multi-copy
GF00003501	2	1	3	1.0	multi-copy
GF00003502	2	1	3	1.0	multi-copy
GF00003503	2	1	3	1.0	multi-copy
GF00003504	2	1	3	1.0	multi-copy
GF00003505	2	1	3	1.0	multi-copy
GF00003506	2	1	3	1.0	multi-copy
GF00003507	2	1	3	1.0	multi-copy
GF00003508	2	1	3	1.0	multi-copy
GF00003509	2	1	3	1.0	multi-copy
GF00003510	2	1	3	1.0	multi-copy
GF00003511	2	1	3	1.0	multi-copy
GF00003512	2	1	3	1.0	multi-copy
GF00003513	2	1	3	1.0	multi-copy
GF00003514	2	1	3	1.0	multi-copy
GF00003515	2	1	3	1.0	multi-copy
GF00003516	2	1	3	1.0	multi-copy
GF00003517	2	1	3	1.0	multi-copy
GF00003518	2	1	3	1.0	multi-copy
GF00003519	2	1	3	1.0	multi-copy
GF00003520	2	1	3	1.0	multi-copy
GF00003521	2	1	3	1.0	multi-copy
GF00003522	2	1	3	1.0	multi-copy
GF00003523	2	1	3	1.0	multi-copy
GF00003524	2	1	3	1.0	multi-copy
GF00003525	2	1	3	1.0	multi-copy
GF00003526	2	1	3	1.0	multi-copy
GF00003527	2	1	3	1.0	multi-copy
GF00003528	2	1	3	1.0	multi-copy
GF00003529	2	1	3	1.0	multi-copy
GF00003530	2	1	3	1.0	multi-copy
GF00003531	2	1	3	1.0	multi-copy
GF00003532	2	1	3	1.0	multi-copy
GF00003533	2	1	3	1.0	multi-copy
GF00003534	2	1	3	1.0	multi-copy
GF00003535	2	1	3	1.0	multi-copy
GF00003536	2	1	3	1.0	multi-copy
GF00003537	2	1	3	1.0	multi-copy
GF00003538	2	1	3	1.0	multi-copy
GF00003539	2	1	3	1.0	multi-copy
GF00003540	2	1	3	1.0	multi-copy
GF00003541	2	1	3	1.0	multi-copy
GF00003542	2	1	3	1.0	multi-copy
GF00003543	2	1	3	1.0	multi-copy
GF00003544	2	1	3	1.0	multi-copy
GF00003545	2	1	3	1.0	multi-copy
GF00003546	2	1	3	1.0	multi-copy
GF00003547	2	1	3	1.0	multi-copy
GF00003548	2	1	3	1.0	multi-copy
GF00003549	2	1	3	1.0	multi-copy
GF00003550	2	1	3	1.0	multi-copy
GF00003551	2	1	3	1.0	multi-copy
GF00003552	2	1	3	1.0	multi-copy
GF00003553	2	1	3	1.0	multi-copy
GF00003554	2	1	3	1.0	multi-copy
GF00003555	2	1	3	1.0	multi-copy
GF00003556	2	1	3	1.0	multi-copy
GF00003557	2	1	3	1.0	multi-copy
GF00003558	2	1	3	1.0	multi-copy
GF00003559	2	1	3	1.0	multi-copy
GF00003560	2	1	3	1.0	multi-copy
GF00003561	2	1	3	1.0	multi-copy
GF00003562	2	1	3	1.0	multi-copy
GF00003563	2	1	3	1.0	multi-copy
GF00003564	2	1	3	1.0	multi-copy
GF00003565	2	1	3	1.0	multi-copy
GF00003566	2	1	3	1.0	multi-copy
GF00003567	2	1	3	1.0	multi-copy
GF00003568	2	1	3	1.0	multi-copy
GF00003569	2	1	3	1.0	multi-copy
GF00003570	2	1	3	1.0	multi-copy
GF00003571	2	1	3	1.0	multi-copy
GF00003572	2	1	3	1.0	multi-copy
GF00003573	2	1	3	1.0	multi-copy
GF00003574	2	1	3	1.0	multi-copy
GF00003575	2	1	3	1.0	multi-copy
GF00003576	2	1	3	1.0	multi-copy
GF00003577	2	1	3	1.0	multi-copy
GF00003578	2	1	3	1.0	multi-copy
GF00003579	2	1	3	1.0	multi-copy
GF00003580	2	1	3	1.0	multi-copy
GF00003581	2	1	3	1.0	multi-copy
GF00003582	2	1	3	1.0	multi-copy
GF00003583	2	1	3	1.0	multi-copy
GF00003584	2	1	3	1.0	multi-copy
GF00003585	2	1	3	1.0	multi-copy
GF00003586	2	1	3	1.0	multi-copy
GF00003587	2	1	3	1.0	multi-copy
GF00003588	2	1	3	1.0	multi-copy
GF00003589	2	1	3	1.0	multi-copy
GF00003590	2	1	3	1.0	multi-copy
GF00003591	2	1	3	1.0	multi-copy
GF00003592	2	1	3	1.0	multi-copy
GF00003593	2	1	3	1.0	multi-copy
GF00003594	2	1	3	1.0	multi-copy
GF00003595	2	1	3	1.0	multi-copy
GF00003596	2	1	3	1.0	multi-copy
GF00003597	2	1	3	1.0	multi-copy
GF00003598	2	1	3	1.0	multi-copy
GF00003599	2	1	3	1.0	multi-copy
GF00003600	2	1	3	1.0	multi-copy
GF00003601	2	1	3	1.0	multi-copy
GF00003602	2	1	3	1.0	multi-copy
GF00003603	2	1	3	1.0	multi-copy
GF00003604	2	1	3	1.0	multi-copy
GF00003605	2	1	3	1.0	multi-copy
GF00003606	2	1	3	1.0	multi-copy
GF00003607	2	1	3	1.0	multi-copy
GF00003608	2	1	3	1.0	multi-copy
GF00003609	2	1	3	1.0	multi-copy
GF00003610	2	1	3	1.0	multi-copy
GF00003611	2	1	3	1.0	multi-copy
GF00003612	2	1	3	1.0	multi-copy
GF00003613	2	1	3	1.0	multi-copy
GF00003614	2	1	3	1.0	multi-copy
GF00003615	2	1	3	1.0	multi-copy
GF00003616	2	1	3	1.0	multi-copy
GF00003617	2	1	3	1.0	multi-copy
GF00003618	2	1	3	1.0	multi-copy
GF00003619	2	1	3	1.0	multi-copy
GF00003620	2	1	3	1.0	multi-copy
GF00003621	2	1	3	1.0	multi-copy
GF00003622	2	1	3	1.0	multi-copy
GF00003623	2	1	3	1.0	multi-copy
GF00003624	2	1	3	1.0	multi-copy
GF00003625	2	1	3	1.0	multi-copy
GF00003626	2	1	3	1.0	multi-copy
GF00003627	2	1	3	1.0	multi-copy
GF00003628	2	1	3	1.0	multi-copy
GF00003629	2	1	3	1.0	multi-copy
GF00003630	2	1	3	1.0	multi-copy
GF00003631	2	1	3	1.0	multi-copy
GF00003632	2	1	3	1.0	multi-copy
GF00003633	2	1	3	1.0	multi-copy
GF00003634	2	1	3	1.0	multi-copy
GF00003635	2	1	3	1.0	multi-copy
GF00003636	2	1	3	1.0	multi-copy
GF00003637	2	1	3	1.0	multi-copy
GF00003638	2	1	3	1.0	multi-copy
GF00003639	2	1	3	1.0	multi-copy
GF00003640	2	1	3	1.0	multi-copy
GF00003641	2	1	3	1.0	multi-copy
GF00003642	2	1	3	1.0	multi-copy
GF00003643	2	1	3	1.0	multi-copy
GF00003644	2	1	3	1.0	multi-copy
GF00003645	2	1	3	1.0	multi-copy
GF00003646	2	1	3	1.0	multi-copy
GF00003647	2	1	3	1.0	multi-copy
GF00003648	2	1	3	1.0	multi-copy
GF00003649	2	1	3	1.0	multi-copy
GF00003650	2	1	3	1.0	multi-copy
GF00003651	2	1	3	1.0	multi-copy
GF00003652	2	1	3	1.0	multi-copy
GF00003653	2	1	3	1.0	multi-copy
GF00003654	2	1	3	1.0	multi-copy
GF00003655	2	1	3	1.0	multi-copy
GF00003656	2	1	3	1.0	multi-copy
GF00003657	2	1	3	1.0	multi-copy
GF00003658	2	1	3	1.0	multi-copy
GF00003659	2	1	3	1.0	multi-copy
GF00003660	2	1	3	1.0	multi-copy
GF00003661	2	1	3	1.0	multi-copy
GF00003662	2	1	3	1.0	multi-copy
GF00003663	2	1	3	1.0	multi-copy
GF00003664	2	1	3	1.0	multi-copy
GF00003665	2	1	3	1.0	multi-copy
GF00003666	2	1	3	1.0	multi-copy
GF00003667	2	1	3	1.0	multi-copy
GF00003668	2	1	3	1.0	multi-copy
GF00003669	2	1	3	1.0	multi-copy
GF00003670	2	1	3	1.0	multi-copy
GF00003671	2	1	3	1.0	multi-copy
GF00003672	2	1	3	1.0	multi-copy
GF00003673	2	1	3	1.0	multi-copy
GF00003674	2	1	3	1.0	multi-copy
GF00003675	2	1	3	1.0	multi-copy
GF00003676	2	1	3	1.0	multi-copy
GF00003677	2	1	3	1.0	multi-copy
GF00003678	2	1	3	1.0	multi-copy
GF00003679	2	1	3	1.0	multi-copy
GF00003680	2	1	3	1.0	multi-copy
GF00003681	2	1	3	1.0	multi-copy
GF00003682	2	1	3	1.0	multi-copy
GF00003683	2	1	3	1.0	multi-copy
GF00003684	2	1	3	1.0	multi-copy
GF00003685	2	1	3	1.0	multi-copy
GF00003686	2	1	3	1.0	multi-copy
GF00003687	2	1	3	1.0	multi-copy
GF00003688	2	1	3	1.0	multi-copy
GF00003689	2	1	3	1.0	multi-copy
GF00003690	2	1	3	1.0	multi-copy
GF00003691	2	1	3	1.0	multi-copy
GF00003692	2	1	3	1.0	multi-copy
GF00003693	2	1	3	1.0	multi-copy
GF00003694	2	1	3	1.0	multi-copy
GF00003695	2	1	3	1.0	multi-copy
GF00003696	2	1	3	1.0	multi-copy
GF00003697	2	1	3	1.0	multi-copy
GF00003698	2	1	3	1.0	multi-copy
GF00003699	2	1	3	1.0	multi-copy
GF00003700	2	1	3	1.0	multi-copy
GF00003701	2	1	3	1.0	multi-copy
GF00003702	2	1	3	1.0	multi-copy
GF00003703	2	1	3	1.0	multi-copy
GF00003704	2	1	3	1.0	multi-copy
GF00003705	2	1	3	1.0	multi-copy
GF00003706	2	1	3	1.0	multi-copy
GF00003707	2	1	3	1.0	multi-copy
GF00003708	2	1	3	1.0	multi-copy
GF00003709	2	1	3	1.0	multi-copy
GF00003710	2	1	3	1.0	multi-copy
GF00003711	2	1	3	1.0	multi-copy
GF00003712	2	1	3	1.0	multi-copy
GF00003713	2	1	3	1.0	multi-copy
GF00003714	2	1	3	1.0	multi-copy
GF00003715	2	1	3	1.0	multi-copy
GF00003716	2	1	3	1.0	multi-copy
GF00003717	2	1	3	1.0	multi-copy
GF00003718	2	1	3	1.0	multi-copy
GF00003719	2	1	3	1.0	multi-copy
GF00003720	2	1	3	1.0	multi-copy
GF00003721	2	1	3	1.0	multi-copy
GF00003722	2	1	3	1.0	multi-copy
GF00003723	2	1	3	1.0	multi-copy
GF00003724	2	1	3	1.0	multi-copy
GF00003725	2	1	3	1.0	multi-copy
GF00003726	2	1	3	1.0	multi-copy
GF00003727	2	1	3	1.0	multi-copy
GF00003728	2	1	3	1.0	multi-copy
GF00003729	2	1	3	1.0	multi-copy
GF00003730	2	1	3	1.0	multi-copy
GF00003731	2	1	3	1.0	multi-copy
GF00003732	2	1	3	1.0	multi-copy
GF00003733	2	1	3	1.0	multi-copy
GF00003734	2	1	3	1.0	multi-copy
GF00003735	2	1	3	1.0	multi-copy
GF00003736	2	1	3	1.0	multi-copy
GF00003737	2	1	3	1.0	multi-copy
GF00003738	2	1	3	1.0	multi-copy
GF00003739	2	1	3	1.0	multi-copy
GF00003740	2	1	3	1.0	multi-copy
GF00003741	2	1	3	1.0	multi-copy
GF00003742	2	1	3	1.0	multi-copy
GF00003743	2	1	3	1.0	multi-copy
GF00003744	2	1	3	1.0	multi-copy
GF00003745	2	1	3	1.0	multi-copy
GF00003746	2	1	3	1.0	multi-copy
GF00003747	2	1	3	1.0	multi-copy
GF00003748	2	1	3	1.0	multi-copy
GF00003749	2	1	3	1.0	multi-copy
GF00003750	2	1	3	1.0	multi-copy
GF00003751	2	1	3	1.0	multi-copy
GF00003752	2	1	3	1.0	multi-copy
GF00003753	2	1	3	1.0	multi-copy
GF00003754	2	1	3	1.0	multi-copy
GF00003755	2	1	3	1.0	multi-copy
GF00003756	2	1	3	1.0	multi-copy
GF00003757	2	1	3	1.0	multi-copy
GF00003758	2	1	3	1.0	multi-copy
GF00003759	2	1	3	1.0	multi-copy
GF00003760	2	1	3	1.0	multi-copy
GF00003761	2	1	3	1.0	multi-copy
GF00003762	2	1	3	1.0	multi-copy
GF00003763	2	1	3	1.0	multi-copy
GF00003764	2	1	3	1.0	multi-copy
GF00003765	2	1	3	1.0	multi-copy
GF00003766	2	1	3	1.0	multi-copy
GF00003767	2	1	3	1.0	multi-copy
GF00003768	2	1	3	1.0	multi-copy
GF00003769	2	1	3	1.0	multi-copy
GF00003770	2	1	3	1.0	multi-copy
GF00003771	2	1	3	1.0	multi-copy
GF00003772	2	1	3	1.0	multi-copy
GF00003773	2	1	3	1.0	multi-copy
GF00003774	2	1	3	1.0	multi-copy
GF00003775	2	1	3	1.0	multi-copy
GF00003776	2	1	3	1.0	multi-copy
GF00003777	2	1	3	1.0	multi-copy
GF00003778	2	1	3	1.0	multi-copy
GF00003779	2	1	3	1.0	multi-copy
GF00003780	2	1	3	1.0	multi-copy
GF00003781	2	1	3	1.0	multi-copy
GF00003782	2	1	3	1.0	multi-copy
GF00003783	2	1	3	1.0	multi-copy
GF00003784	2	1	3	1.0	multi-copy
GF00003785	2	1	3	1.0	multi-copy
GF00003786	2	1	3	1.0	multi-copy
GF00003787	2	1	3	1.0	multi-copy
GF00003788	2	1	3	1.0	multi-copy
GF00003789	2	1	3	1.0	multi-copy
GF00003790	2	1	3	1.0	multi-copy
GF00003791	2	1	3	1.0	multi-copy
GF00003792	2	1	3	1.0	multi-copy
GF00003793	2	1	3	1.0	multi-copy
GF00003794	2	1	3	1.0	multi-copy
GF00003795	2	1	3	1.0	multi-copy
GF00003796	2	1	3	1.0	multi-copy
GF00003797	2	1	3	1.0	multi-copy
GF00003798	2	1	3	1.0	multi-copy
GF00003799	2	1	3	1.0	multi-copy
GF00003800	2	1	3	1.0	multi-copy
GF00003801	2	1	3	1.0	multi-copy
GF00003802	2	1	3	1.0	multi-copy
GF00003803	2	1	3	1.0	multi-copy
GF00003804	2	1	3	1.0	multi-copy
GF00003805	2	1	3	1.0	multi-copy
GF00003806	2	1	3	1.0	multi-copy
GF00003807	2	1	3	1.0	multi-copy
GF00003808	2	1	3	1.0	multi-copy
