	Rhodotorula_mucilaginosa_CHIFNET_14NJ214.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00003282	CHIFNET14NJ214_003531-T1	DBVPG3775_002650-T1
GF00003283	CHIFNET14NJ214_006269-T1	DBVPG3775_002651-T1
GF00003284	CHIFNET14NJ214_003534-T1	DBVPG3775_002653-T1
GF00003285	CHIFNET14NJ214_003945-T1	DBVPG3775_002654-T1
GF00003286	CHIFNET14NJ214_003537-T1	DBVPG3775_002656-T1
GF00003287	CHIFNET14NJ214_003538-T1	DBVPG3775_002657-T1
GF00003288	CHIFNET14NJ214_003949-T1	DBVPG3775_002658-T1
GF00003289	CHIFNET14NJ214_003950-T1	DBVPG3775_002659-T1
GF00003290	CHIFNET14NJ214_003951-T1	DBVPG3775_002660-T1
GF00003291	CHIFNET14NJ214_003542-T1	DBVPG3775_002661-T1
GF00003292	CHIFNET14NJ214_003953-T1	DBVPG3775_002662-T1
GF00003293	CHIFNET14NJ214_003548-T1	DBVPG3775_002668-T1
GF00003294	CHIFNET14NJ214_003549-T1	DBVPG3775_002669-T1
GF00003295	CHIFNET14NJ214_006251-T1	DBVPG3775_001091-T1
GF00003296	CHIFNET14NJ214_003619-T1	DBVPG3775_001093-T1
GF00003297	CHIFNET14NJ214_006255-T1	DBVPG3775_001095-T1
GF00003298	CHIFNET14NJ214_003625-T1	DBVPG3775_001098-T1
GF00003299	CHIFNET14NJ214_006258-T1	DBVPG3775_001099-T1
GF00003300	CHIFNET14NJ214_003627-T1	DBVPG3775_001100-T1
GF00003301	CHIFNET14NJ214_003629-T1	DBVPG3775_001102-T1
GF00003302	CHIFNET14NJ214_003630-T1	DBVPG3775_001103-T1
GF00003303	CHIFNET14NJ214_003634-T1	DBVPG3775_001107-T1
GF00003304	CHIFNET14NJ214_006180-T1	DBVPG3775_001110-T1
GF00003305	CHIFNET14NJ214_003638-T1	DBVPG3775_001111-T1
GF00003306	CHIFNET14NJ214_012209-T1	DBVPG3775_001360-T1
GF00003307	CHIFNET14NJ214_003668-T1	DBVPG3775_001361-T1
GF00003308	CHIFNET14NJ214_003669-T1	DBVPG3775_001362-T1
GF00003309	CHIFNET14NJ214_009933-T1	DBVPG3775_001363-T1
GF00003310	CHIFNET14NJ214_003671-T1	DBVPG3775_001364-T1
GF00003311	CHIFNET14NJ214_003676-T1	DBVPG3775_001368-T1
GF00003312	CHIFNET14NJ214_009939-T1	DBVPG3775_001369-T1
GF00003313	CHIFNET14NJ214_003680-T1	DBVPG3775_001372-T1
GF00003314	CHIFNET14NJ214_003681-T1	DBVPG3775_001373-T1
GF00003315	CHIFNET14NJ214_003694-T1	DBVPG3775_001417-T1
GF00003316	CHIFNET14NJ214_009171-T1	DBVPG3775_005135-T1
GF00003317	CHIFNET14NJ214_007304-T1	DBVPG3775_002696-T1
GF00003318	CHIFNET14NJ214_007746-T1	DBVPG3775_002693-T1
GF00003319	CHIFNET14NJ214_007745-T1	DBVPG3775_002692-T1
GF00003320	CHIFNET14NJ214_003734-T1	DBVPG3775_002691-T1
GF00003321	CHIFNET14NJ214_007741-T1	DBVPG3775_002687-T1
GF00003322	CHIFNET14NJ214_003739-T1	DBVPG3775_002686-T1
GF00003323	CHIFNET14NJ214_003740-T1	DBVPG3775_002685-T1
GF00003324	CHIFNET14NJ214_003743-T1	DBVPG3775_002682-T1
GF00003325	CHIFNET14NJ214_007736-T1	DBVPG3775_002681-T1
GF00003326	CHIFNET14NJ214_003745-T1	DBVPG3775_002680-T1
GF00003327	CHIFNET14NJ214_003746-T1	DBVPG3775_002679-T1
GF00003328	CHIFNET14NJ214_003967-T1	DBVPG3775_002678-T1
GF00003329	CHIFNET14NJ214_003750-T1	DBVPG3775_002675-T1
GF00003330	CHIFNET14NJ214_003841-T1	DBVPG3775_006557-T1
GF00003331	CHIFNET14NJ214_003842-T1	DBVPG3775_006558-T1
GF00003332	CHIFNET14NJ214_003844-T1	DBVPG3775_006561-T1
GF00003333	CHIFNET14NJ214_010575-T1	DBVPG3775_000288-T1
GF00003334	CHIFNET14NJ214_003849-T1	DBVPG3775_006566-T1
GF00003335	CHIFNET14NJ214_003853-T1	DBVPG3775_006571-T1
GF00003336	CHIFNET14NJ214_003854-T1	DBVPG3775_006572-T1
GF00003337	CHIFNET14NJ214_004113-T1	DBVPG3775_006575-T1
GF00003338	CHIFNET14NJ214_003860-T1	DBVPG3775_006579-T1
GF00003339	CHIFNET14NJ214_003863-T1	DBVPG3775_006583-T1
GF00003340	CHIFNET14NJ214_003897-T1	DBVPG3775_002493-T1
GF00003341	CHIFNET14NJ214_003898-T1	DBVPG3775_002492-T1
GF00003342	CHIFNET14NJ214_006441-T1	DBVPG3775_002485-T1
GF00003343	CHIFNET14NJ214_003908-T1	DBVPG3775_002482-T1
GF00003344	CHIFNET14NJ214_006437-T1	DBVPG3775_002481-T1
GF00003345	CHIFNET14NJ214_003910-T1	DBVPG3775_002480-T1
GF00003346	CHIFNET14NJ214_003911-T1	DBVPG3775_002479-T1
GF00003347	CHIFNET14NJ214_006434-T1	DBVPG3775_002478-T1
GF00003348	CHIFNET14NJ214_003913-T1	DBVPG3775_002477-T1
GF00003349	CHIFNET14NJ214_006431-T1	DBVPG3775_002475-T1
GF00003350	CHIFNET14NJ214_003915-T1	DBVPG3775_002474-T1
GF00003351	CHIFNET14NJ214_003916-T1	DBVPG3775_002473-T1
GF00003352	CHIFNET14NJ214_013634-T1	DBVPG3775_002472-T1
GF00003353	CHIFNET14NJ214_004356-T1	DBVPG3775_007025-T1
GF00003354	CHIFNET14NJ214_003993-T1	DBVPG3775_004938-T1
GF00003355	CHIFNET14NJ214_003994-T1	DBVPG3775_004939-T1
GF00003356	CHIFNET14NJ214_003996-T1	DBVPG3775_004941-T1
GF00003357	CHIFNET14NJ214_010340-T1	DBVPG3775_004942-T1
GF00003358	CHIFNET14NJ214_003998-T1	DBVPG3775_004943-T1
GF00003359	CHIFNET14NJ214_003999-T1	DBVPG3775_004944-T1
GF00003360	CHIFNET14NJ214_010343-T1	DBVPG3775_007416-T1
GF00003361	CHIFNET14NJ214_004003-T1	DBVPG3775_007414-T1
GF00003362	CHIFNET14NJ214_004004-T1	DBVPG3775_007413-T1
GF00003363	CHIFNET14NJ214_004005-T1	DBVPG3775_007411-T1
GF00003364	CHIFNET14NJ214_004007-T1	DBVPG3775_007409-T1
GF00003365	CHIFNET14NJ214_007700-T1	DBVPG3775_007408-T1
GF00003366	CHIFNET14NJ214_007701-T1	DBVPG3775_007407-T1
GF00003367	CHIFNET14NJ214_007702-T1	DBVPG3775_007406-T1
GF00003368	CHIFNET14NJ214_007703-T1	DBVPG3775_007405-T1
GF00003369	CHIFNET14NJ214_007704-T1	DBVPG3775_007404-T1
GF00003370	CHIFNET14NJ214_005149-T1	DBVPG3775_001172-T1
GF00003371	CHIFNET14NJ214_007706-T1	DBVPG3775_007401-T1
GF00003372	CHIFNET14NJ214_007708-T1	DBVPG3775_007399-T1
GF00003373	CHIFNET14NJ214_004018-T1	DBVPG3775_007397-T1
GF00003374	CHIFNET14NJ214_004025-T1	DBVPG3775_007230-T1
GF00003375	CHIFNET14NJ214_004860-T1	DBVPG3775_007234-T1
GF00003376	CHIFNET14NJ214_004036-T1	DBVPG3775_007246-T1
GF00003377	CHIFNET14NJ214_004038-T1	DBVPG3775_007248-T1
GF00003378	CHIFNET14NJ214_004039-T1	DBVPG3775_007249-T1
GF00003379	CHIFNET14NJ214_004041-T1	DBVPG3775_007251-T1
GF00003380	CHIFNET14NJ214_004042-T1	DBVPG3775_007252-T1
GF00003381	CHIFNET14NJ214_004873-T1	DBVPG3775_007253-T1
GF00003382	CHIFNET14NJ214_004044-T1	DBVPG3775_007254-T1
GF00003383	CHIFNET14NJ214_004875-T1	DBVPG3775_007255-T1
GF00003384	CHIFNET14NJ214_004046-T1	DBVPG3775_007256-T1
GF00003385	CHIFNET14NJ214_004942-T1	DBVPG3775_002300-T1
GF00003386	CHIFNET14NJ214_004055-T1	DBVPG3775_002293-T1
GF00003387	CHIFNET14NJ214_004056-T1	DBVPG3775_002292-T1
GF00003388	CHIFNET14NJ214_004934-T1	DBVPG3775_002290-T1
GF00003389	CHIFNET14NJ214_004933-T1	DBVPG3775_002289-T1
GF00003390	CHIFNET14NJ214_004060-T1	DBVPG3775_002288-T1
GF00003391	CHIFNET14NJ214_004931-T1	DBVPG3775_002287-T1
GF00003392	CHIFNET14NJ214_004063-T1	DBVPG3775_002285-T1
GF00003393	CHIFNET14NJ214_004928-T1	DBVPG3775_002283-T1
GF00003394	CHIFNET14NJ214_004068-T1	DBVPG3775_002280-T1
GF00003395	CHIFNET14NJ214_004069-T1	DBVPG3775_002279-T1
GF00003396	CHIFNET14NJ214_004070-T1	DBVPG3775_002278-T1
GF00003397	CHIFNET14NJ214_004922-T1	DBVPG3775_002277-T1
GF00003398	CHIFNET14NJ214_004073-T1	DBVPG3775_002275-T1
GF00003399	CHIFNET14NJ214_012941-T1	DBVPG3775_002274-T1
GF00003400	CHIFNET14NJ214_004075-T1	DBVPG3775_002273-T1
GF00003401	CHIFNET14NJ214_004076-T1	DBVPG3775_002272-T1
GF00003402	CHIFNET14NJ214_004079-T1	DBVPG3775_002269-T1
GF00003403	CHIFNET14NJ214_011080-T1	DBVPG3775_005423-T1
GF00003404	CHIFNET14NJ214_004085-T1	DBVPG3775_005422-T1
GF00003405	CHIFNET14NJ214_004086-T1	DBVPG3775_005421-T1
GF00003406	CHIFNET14NJ214_004087-T1	DBVPG3775_005420-T1
GF00003407	CHIFNET14NJ214_004088-T1	DBVPG3775_005419-T1
GF00003408	CHIFNET14NJ214_004089-T1	DBVPG3775_005418-T1
GF00003409	CHIFNET14NJ214_005222-T1	DBVPG3775_002446-T1
GF00003410	CHIFNET14NJ214_004091-T1	DBVPG3775_005416-T1
GF00003411	CHIFNET14NJ214_011422-T1	DBVPG3775_005415-T1
GF00003412	CHIFNET14NJ214_004094-T1	DBVPG3775_005413-T1
GF00003413	CHIFNET14NJ214_011419-T1	DBVPG3775_005412-T1
GF00003414	CHIFNET14NJ214_011416-T1	DBVPG3775_005408-T1
GF00003415	CHIFNET14NJ214_010241-T1	DBVPG3775_005405-T1
GF00003416	CHIFNET14NJ214_004102-T1	DBVPG3775_005404-T1
GF00003417	CHIFNET14NJ214_010239-T1	DBVPG3775_005403-T1
GF00003418	CHIFNET14NJ214_004104-T1	DBVPG3775_005402-T1
GF00003419	CHIFNET14NJ214_004105-T1	DBVPG3775_005401-T1
GF00003420	CHIFNET14NJ214_010233-T1	DBVPG3775_005398-T1
GF00003421	CHIFNET14NJ214_004131-T1	DBVPG3775_006554-T1
GF00003422	CHIFNET14NJ214_004132-T1	DBVPG3775_006553-T1
GF00003423	CHIFNET14NJ214_011698-T1	DBVPG3775_005588-T1
GF00003424	CHIFNET14NJ214_011699-T1	DBVPG3775_005589-T1
GF00003425	CHIFNET14NJ214_011700-T1	DBVPG3775_005590-T1
GF00003426	CHIFNET14NJ214_004155-T1	DBVPG3775_005579-T1
GF00003427	CHIFNET14NJ214_004169-T1	DBVPG3775_003118-T1
GF00003428	CHIFNET14NJ214_011686-T1	DBVPG3775_003120-T1
GF00003429	CHIFNET14NJ214_004171-T1	DBVPG3775_003121-T1
GF00003430	CHIFNET14NJ214_004172-T1	DBVPG3775_003122-T1
GF00003431	CHIFNET14NJ214_004173-T1	DBVPG3775_003123-T1
GF00003432	CHIFNET14NJ214_004174-T1	DBVPG3775_003124-T1
GF00003433	CHIFNET14NJ214_004177-T1	DBVPG3775_003127-T1
GF00003434	CHIFNET14NJ214_004647-T1	DBVPG3775_003128-T1
GF00003435	CHIFNET14NJ214_004179-T1	DBVPG3775_003129-T1
GF00003436	CHIFNET14NJ214_004180-T1	DBVPG3775_003130-T1
GF00003437	CHIFNET14NJ214_004181-T1	DBVPG3775_003131-T1
GF00003438	CHIFNET14NJ214_004182-T1	DBVPG3775_003132-T1
GF00003439	CHIFNET14NJ214_004638-T1	DBVPG3775_003139-T1
GF00003440	CHIFNET14NJ214_004189-T1	DBVPG3775_003140-T1
GF00003441	CHIFNET14NJ214_004190-T1	DBVPG3775_003141-T1
GF00003442	CHIFNET14NJ214_004194-T1	DBVPG3775_006270-T1
GF00003443	CHIFNET14NJ214_004196-T1	DBVPG3775_006268-T1
GF00003444	CHIFNET14NJ214_004204-T1	DBVPG3775_004790-T1
GF00003445	CHIFNET14NJ214_004206-T1	DBVPG3775_004793-T1
GF00003446	CHIFNET14NJ214_008897-T1	DBVPG3775_004794-T1
GF00003447	CHIFNET14NJ214_011991-T1	DBVPG3775_004796-T1
GF00003448	CHIFNET14NJ214_011990-T1	DBVPG3775_004797-T1
GF00003449	CHIFNET14NJ214_004211-T1	DBVPG3775_004798-T1
GF00003450	CHIFNET14NJ214_007268-T1	DBVPG3775_004802-T1
GF00003451	CHIFNET14NJ214_014059-T1	DBVPG3775_001766-T1
GF00003452	CHIFNET14NJ214_004246-T1	DBVPG3775_001769-T1
GF00003453	CHIFNET14NJ214_004247-T1	DBVPG3775_001770-T1
GF00003454	CHIFNET14NJ214_004248-T1	DBVPG3775_001771-T1
GF00003455	CHIFNET14NJ214_013785-T1	DBVPG3775_001772-T1
GF00003456	CHIFNET14NJ214_004250-T1	DBVPG3775_001773-T1
GF00003457	CHIFNET14NJ214_004251-T1	DBVPG3775_001774-T1
GF00003458	CHIFNET14NJ214_004252-T1	DBVPG3775_001775-T1
GF00003459	CHIFNET14NJ214_005901-T1	DBVPG3775_001776-T1
GF00003460	CHIFNET14NJ214_005902-T1	DBVPG3775_001777-T1
GF00003461	CHIFNET14NJ214_004255-T1	DBVPG3775_001778-T1
GF00003462	CHIFNET14NJ214_004256-T1	DBVPG3775_001779-T1
GF00003463	CHIFNET14NJ214_005905-T1	DBVPG3775_001780-T1
GF00003464	CHIFNET14NJ214_004258-T1	DBVPG3775_001781-T1
GF00003465	CHIFNET14NJ214_004259-T1	DBVPG3775_001782-T1
GF00003466	CHIFNET14NJ214_005909-T1	DBVPG3775_001786-T1
GF00003467	CHIFNET14NJ214_005910-T1	DBVPG3775_001787-T1
GF00003468	CHIFNET14NJ214_004263-T1	DBVPG3775_001788-T1
GF00003469	CHIFNET14NJ214_005912-T1	DBVPG3775_001789-T1
GF00003470	CHIFNET14NJ214_005913-T1	DBVPG3775_001790-T1
GF00003471	CHIFNET14NJ214_005914-T1	DBVPG3775_001791-T1
GF00003472	CHIFNET14NJ214_004268-T1	DBVPG3775_001794-T1
GF00003473	CHIFNET14NJ214_004271-T1	DBVPG3775_003545-T1
GF00003474	CHIFNET14NJ214_004272-T1	DBVPG3775_003546-T1
GF00003475	CHIFNET14NJ214_008679-T1	DBVPG3775_003547-T1
GF00003476	CHIFNET14NJ214_008678-T1	DBVPG3775_003548-T1
GF00003477	CHIFNET14NJ214_004275-T1	DBVPG3775_003549-T1
GF00003478	CHIFNET14NJ214_004276-T1	DBVPG3775_003550-T1
GF00003479	CHIFNET14NJ214_013527-T1	DBVPG3775_003552-T1
GF00003480	CHIFNET14NJ214_013528-T1	DBVPG3775_003553-T1
GF00003481	CHIFNET14NJ214_004280-T1	DBVPG3775_003554-T1
GF00003482	CHIFNET14NJ214_004281-T1	DBVPG3775_003555-T1
GF00003483	CHIFNET14NJ214_013531-T1	DBVPG3775_003556-T1
GF00003484	CHIFNET14NJ214_004299-T1	DBVPG3775_003490-T1
GF00003485	CHIFNET14NJ214_008602-T1	DBVPG3775_003488-T1
GF00003486	CHIFNET14NJ214_008599-T1	DBVPG3775_003485-T1
GF00003487	CHIFNET14NJ214_004306-T1	DBVPG3775_003484-T1
GF00003488	CHIFNET14NJ214_004307-T1	DBVPG3775_003483-T1
GF00003489	CHIFNET14NJ214_004308-T1	DBVPG3775_003482-T1
GF00003490	CHIFNET14NJ214_004310-T1	DBVPG3775_003480-T1
GF00003491	CHIFNET14NJ214_004313-T1	DBVPG3775_003477-T1
GF00003492	CHIFNET14NJ214_004314-T1	DBVPG3775_003476-T1
GF00003493	CHIFNET14NJ214_004315-T1	DBVPG3775_003475-T1
GF00003494	CHIFNET14NJ214_004316-T1	DBVPG3775_003474-T1
GF00003495	CHIFNET14NJ214_013756-T1	DBVPG3775_003473-T1
GF00003496	CHIFNET14NJ214_013757-T1	DBVPG3775_003472-T1
GF00003497	CHIFNET14NJ214_004321-T1	DBVPG3775_003469-T1
GF00003498	CHIFNET14NJ214_004322-T1	DBVPG3775_003468-T1
GF00003499	CHIFNET14NJ214_008083-T1	DBVPG3775_003467-T1
GF00003500	CHIFNET14NJ214_004326-T1	DBVPG3775_004359-T1
GF00003501	CHIFNET14NJ214_012442-T1	DBVPG3775_004360-T1
GF00003502	CHIFNET14NJ214_012441-T1	DBVPG3775_004361-T1
GF00003503	CHIFNET14NJ214_004329-T1	DBVPG3775_004362-T1
GF00003504	CHIFNET14NJ214_012439-T1	DBVPG3775_004363-T1
GF00003505	CHIFNET14NJ214_004332-T1	DBVPG3775_004372-T1
GF00003506	CHIFNET14NJ214_004338-T1	DBVPG3775_004378-T1
GF00003507	CHIFNET14NJ214_006313-T1	DBVPG3775_004379-T1
GF00003508	CHIFNET14NJ214_006314-T1	DBVPG3775_004380-T1
GF00003509	CHIFNET14NJ214_004343-T1	DBVPG3775_004383-T1
GF00003510	CHIFNET14NJ214_006317-T1	DBVPG3775_004384-T1
GF00003511	CHIFNET14NJ214_004345-T1	DBVPG3775_004385-T1
GF00003512	CHIFNET14NJ214_006319-T1	DBVPG3775_004386-T1
GF00003513	CHIFNET14NJ214_004355-T1	DBVPG3775_007024-T1
GF00003514	CHIFNET14NJ214_004357-T1	DBVPG3775_007026-T1
GF00003515	CHIFNET14NJ214_004361-T1	DBVPG3775_007029-T1
GF00003516	CHIFNET14NJ214_006985-T1	DBVPG3775_007030-T1
GF00003517	CHIFNET14NJ214_006984-T1	DBVPG3775_007031-T1
GF00003518	CHIFNET14NJ214_006983-T1	DBVPG3775_007032-T1
GF00003519	CHIFNET14NJ214_004367-T1	DBVPG3775_007035-T1
GF00003520	CHIFNET14NJ214_004368-T1	DBVPG3775_007036-T1
GF00003521	CHIFNET14NJ214_004369-T1	DBVPG3775_007037-T1
GF00003522	CHIFNET14NJ214_004371-T1	DBVPG3775_007039-T1
GF00003523	CHIFNET14NJ214_004372-T1	DBVPG3775_007040-T1
GF00003524	CHIFNET14NJ214_004373-T1	DBVPG3775_007043-T1
GF00003525	CHIFNET14NJ214_009226-T1	DBVPG3775_007044-T1
GF00003526	CHIFNET14NJ214_004380-T1	DBVPG3775_001207-T1
GF00003527	CHIFNET14NJ214_004383-T1	DBVPG3775_001205-T1
GF00003528	CHIFNET14NJ214_004384-T1	DBVPG3775_001204-T1
GF00003529	CHIFNET14NJ214_004386-T1	DBVPG3775_001202-T1
GF00003530	CHIFNET14NJ214_004389-T1	DBVPG3775_001199-T1
GF00003531	CHIFNET14NJ214_004390-T1	DBVPG3775_001198-T1
GF00003532	CHIFNET14NJ214_011733-T1	DBVPG3775_001197-T1
GF00003533	CHIFNET14NJ214_004392-T1	DBVPG3775_001196-T1
GF00003534	CHIFNET14NJ214_004393-T1	DBVPG3775_001195-T1
GF00003535	CHIFNET14NJ214_011730-T1	DBVPG3775_001194-T1
GF00003536	CHIFNET14NJ214_012997-T1	DBVPG3775_001190-T1
GF00003537	CHIFNET14NJ214_012998-T1	DBVPG3775_001187-T1
GF00003538	CHIFNET14NJ214_004400-T1	DBVPG3775_001186-T1
GF00003539	CHIFNET14NJ214_013000-T1	DBVPG3775_001185-T1
GF00003540	CHIFNET14NJ214_006244-T1	DBVPG3775_005452-T1
GF00003541	CHIFNET14NJ214_005953-T1	DBVPG3775_005257-T1
GF00003542	CHIFNET14NJ214_004409-T1	DBVPG3775_005259-T1
GF00003543	CHIFNET14NJ214_005950-T1	DBVPG3775_005261-T1
GF00003544	CHIFNET14NJ214_004412-T1	DBVPG3775_005262-T1
GF00003545	CHIFNET14NJ214_005948-T1	DBVPG3775_005263-T1
GF00003546	CHIFNET14NJ214_005947-T1	DBVPG3775_005264-T1
GF00003547	CHIFNET14NJ214_005946-T1	DBVPG3775_005265-T1
GF00003548	CHIFNET14NJ214_005944-T1	DBVPG3775_005267-T1
GF00003549	CHIFNET14NJ214_004418-T1	DBVPG3775_005268-T1
GF00003550	CHIFNET14NJ214_004419-T1	DBVPG3775_005269-T1
GF00003551	CHIFNET14NJ214_005941-T1	DBVPG3775_005270-T1
GF00003552	CHIFNET14NJ214_004422-T1	DBVPG3775_005272-T1
GF00003553	CHIFNET14NJ214_005935-T1	DBVPG3775_005276-T1
GF00003554	CHIFNET14NJ214_005934-T1	DBVPG3775_005277-T1
GF00003555	CHIFNET14NJ214_004429-T1	DBVPG3775_003813-T1
GF00003556	CHIFNET14NJ214_004430-T1	DBVPG3775_003814-T1
GF00003557	CHIFNET14NJ214_006079-T1	DBVPG3775_003815-T1
GF00003558	CHIFNET14NJ214_004432-T1	DBVPG3775_003816-T1
GF00003559	CHIFNET14NJ214_012022-T1	DBVPG3775_006281-T1
GF00003560	CHIFNET14NJ214_004439-T1	DBVPG3775_006282-T1
GF00003561	CHIFNET14NJ214_012025-T1	DBVPG3775_006284-T1
GF00003562	CHIFNET14NJ214_012026-T1	DBVPG3775_006285-T1
GF00003563	CHIFNET14NJ214_009844-T1	DBVPG3775_006290-T1
GF00003564	CHIFNET14NJ214_009843-T1	DBVPG3775_006291-T1
GF00003565	CHIFNET14NJ214_004446-T1	DBVPG3775_006292-T1
GF00003566	CHIFNET14NJ214_009841-T1	DBVPG3775_006293-T1
GF00003567	CHIFNET14NJ214_009840-T1	DBVPG3775_006294-T1
GF00003568	CHIFNET14NJ214_009838-T1	DBVPG3775_006296-T1
GF00003569	CHIFNET14NJ214_004452-T1	DBVPG3775_006297-T1
GF00003570	CHIFNET14NJ214_009836-T1	DBVPG3775_006298-T1
GF00003571	CHIFNET14NJ214_004454-T1	DBVPG3775_006299-T1
GF00003572	CHIFNET14NJ214_004455-T1	DBVPG3775_006300-T1
GF00003573	CHIFNET14NJ214_009833-T1	DBVPG3775_006301-T1
GF00003574	CHIFNET14NJ214_004457-T1	DBVPG3775_006302-T1
GF00003575	CHIFNET14NJ214_010670-T1	DBVPG3775_001570-T1
GF00003576	CHIFNET14NJ214_010669-T1	DBVPG3775_001569-T1
GF00003577	CHIFNET14NJ214_010668-T1	DBVPG3775_001568-T1
GF00003578	CHIFNET14NJ214_004490-T1	DBVPG3775_001567-T1
GF00003579	CHIFNET14NJ214_004494-T1	DBVPG3775_001563-T1
GF00003580	CHIFNET14NJ214_004495-T1	DBVPG3775_001562-T1
GF00003581	CHIFNET14NJ214_004496-T1	DBVPG3775_001561-T1
GF00003582	CHIFNET14NJ214_004497-T1	DBVPG3775_001560-T1
GF00003583	CHIFNET14NJ214_004499-T1	DBVPG3775_001558-T1
GF00003584	CHIFNET14NJ214_010406-T1	DBVPG3775_001557-T1
GF00003585	CHIFNET14NJ214_010408-T1	DBVPG3775_001555-T1
GF00003586	CHIFNET14NJ214_004507-T1	DBVPG3775_001552-T1
GF00003587	CHIFNET14NJ214_004508-T1	DBVPG3775_001551-T1
GF00003588	CHIFNET14NJ214_004514-T1	DBVPG3775_001547-T1
GF00003589	CHIFNET14NJ214_004516-T1	DBVPG3775_001544-T1
GF00003590	CHIFNET14NJ214_004517-T1	DBVPG3775_001543-T1
GF00003591	CHIFNET14NJ214_004521-T1	DBVPG3775_004269-T1
GF00003592	CHIFNET14NJ214_004990-T1	DBVPG3775_004271-T1
GF00003593	CHIFNET14NJ214_004989-T1	DBVPG3775_004272-T1
GF00003594	CHIFNET14NJ214_004525-T1	DBVPG3775_004273-T1
GF00003595	CHIFNET14NJ214_004526-T1	DBVPG3775_004274-T1
GF00003596	CHIFNET14NJ214_004528-T1	DBVPG3775_004276-T1
GF00003597	CHIFNET14NJ214_004531-T1	DBVPG3775_004278-T1
GF00003598	CHIFNET14NJ214_004532-T1	DBVPG3775_004279-T1
GF00003599	CHIFNET14NJ214_004533-T1	DBVPG3775_004280-T1
GF00003600	CHIFNET14NJ214_004980-T1	DBVPG3775_004281-T1
GF00003601	CHIFNET14NJ214_004535-T1	DBVPG3775_004282-T1
GF00003602	CHIFNET14NJ214_004536-T1	DBVPG3775_004283-T1
GF00003603	CHIFNET14NJ214_004977-T1	DBVPG3775_004284-T1
GF00003604	CHIFNET14NJ214_004538-T1	DBVPG3775_004285-T1
GF00003605	CHIFNET14NJ214_004539-T1	DBVPG3775_004286-T1
GF00003606	CHIFNET14NJ214_004583-T1	DBVPG3775_001229-T1
GF00003607	CHIFNET14NJ214_010365-T1	DBVPG3775_001228-T1
GF00003608	CHIFNET14NJ214_014049-T1	DBVPG3775_001226-T1
GF00003609	CHIFNET14NJ214_014050-T1	DBVPG3775_001225-T1
GF00003610	CHIFNET14NJ214_008759-T1	DBVPG3775_001223-T1
GF00003611	CHIFNET14NJ214_004590-T1	DBVPG3775_001222-T1
GF00003612	CHIFNET14NJ214_008761-T1	DBVPG3775_001221-T1
GF00003613	CHIFNET14NJ214_008762-T1	DBVPG3775_001220-T1
GF00003614	CHIFNET14NJ214_008763-T1	DBVPG3775_001219-T1
GF00003615	CHIFNET14NJ214_004594-T1	DBVPG3775_001218-T1
GF00003616	CHIFNET14NJ214_004595-T1	DBVPG3775_001217-T1
GF00003617	CHIFNET14NJ214_004609-T1	DBVPG3775_000815-T1
GF00003618	CHIFNET14NJ214_004611-T1	DBVPG3775_000813-T1
GF00003619	CHIFNET14NJ214_004612-T1	DBVPG3775_000812-T1
GF00003620	CHIFNET14NJ214_004616-T1	DBVPG3775_000806-T1
GF00003621	CHIFNET14NJ214_004618-T1	DBVPG3775_000804-T1
GF00003622	CHIFNET14NJ214_004619-T1	DBVPG3775_000803-T1
GF00003623	CHIFNET14NJ214_004620-T1	DBVPG3775_000802-T1
GF00003624	CHIFNET14NJ214_006868-T1	DBVPG3775_000800-T1
GF00003625	CHIFNET14NJ214_004623-T1	DBVPG3775_000799-T1
GF00003626	CHIFNET14NJ214_004624-T1	DBVPG3775_000798-T1
GF00003627	CHIFNET14NJ214_004625-T1	DBVPG3775_000797-T1
GF00003628	CHIFNET14NJ214_004626-T1	DBVPG3775_000796-T1
GF00003629	CHIFNET14NJ214_004627-T1	DBVPG3775_000795-T1
GF00003630	CHIFNET14NJ214_004629-T1	DBVPG3775_003148-T1
GF00003631	CHIFNET14NJ214_006363-T1	DBVPG3775_003146-T1
GF00003632	CHIFNET14NJ214_006364-T1	DBVPG3775_003145-T1
GF00003633	CHIFNET14NJ214_006365-T1	DBVPG3775_003144-T1
GF00003634	CHIFNET14NJ214_004676-T1	DBVPG3775_001330-T1
GF00003635	CHIFNET14NJ214_004678-T1	DBVPG3775_001327-T1
GF00003636	CHIFNET14NJ214_010766-T1	DBVPG3775_001326-T1
GF00003637	CHIFNET14NJ214_004680-T1	DBVPG3775_001325-T1
GF00003638	CHIFNET14NJ214_010764-T1	DBVPG3775_001324-T1
GF00003639	CHIFNET14NJ214_004682-T1	DBVPG3775_001323-T1
GF00003640	CHIFNET14NJ214_004686-T1	DBVPG3775_001317-T1
GF00003641	CHIFNET14NJ214_004687-T1	DBVPG3775_001316-T1
GF00003642	CHIFNET14NJ214_005337-T1	DBVPG3775_001309-T1
GF00003643	CHIFNET14NJ214_004693-T1	DBVPG3775_001308-T1
GF00003644	CHIFNET14NJ214_005335-T1	DBVPG3775_001307-T1
GF00003645	CHIFNET14NJ214_004696-T1	DBVPG3775_001304-T1
GF00003646	CHIFNET14NJ214_005332-T1	DBVPG3775_001303-T1
GF00003647	CHIFNET14NJ214_004698-T1	DBVPG3775_001302-T1
