	Rhodotorula_mucilaginosa_TFCN_17-0-2E334-4.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00002759	TFCN1702E3344_003163-T1	DBVPG3775_006693-T1
GF00002760	TFCN1702E3344_009544-T1	DBVPG3775_003683-T1
GF00002761	TFCN1702E3344_003168-T1	DBVPG3775_003682-T1
GF00002762	TFCN1702E3344_009549-T1	DBVPG3775_003679-T1
GF00002763	TFCN1702E3344_009550-T1	DBVPG3775_003678-T1
GF00002764	TFCN1702E3344_003174-T1	DBVPG3775_003676-T1
GF00002765	TFCN1702E3344_009553-T1	DBVPG3775_003675-T1
GF00002766	TFCN1702E3344_010804-T1	DBVPG3775_002736-T1
GF00002767	TFCN1702E3344_009555-T1	DBVPG3775_003673-T1
GF00002768	TFCN1702E3344_003180-T1	DBVPG3775_003670-T1
GF00002769	TFCN1702E3344_009558-T1	DBVPG3775_003669-T1
GF00002770	TFCN1702E3344_009560-T1	DBVPG3775_003667-T1
GF00002771	TFCN1702E3344_009561-T1	DBVPG3775_003666-T1
GF00002772	TFCN1702E3344_003185-T1	DBVPG3775_003665-T1
GF00002773	TFCN1702E3344_009565-T1	DBVPG3775_003662-T1
GF00002774	TFCN1702E3344_003190-T1	DBVPG3775_003661-T1
GF00002775	TFCN1702E3344_003191-T1	DBVPG3775_003660-T1
GF00002776	TFCN1702E3344_003192-T1	DBVPG3775_003659-T1
GF00002777	TFCN1702E3344_003193-T1	DBVPG3775_003658-T1
GF00002778	TFCN1702E3344_003195-T1	DBVPG3775_003656-T1
GF00002779	TFCN1702E3344_003197-T1	DBVPG3775_003654-T1
GF00002780	TFCN1702E3344_003199-T1	DBVPG3775_003652-T1
GF00002781	TFCN1702E3344_004796-T1	DBVPG3775_004668-T1
GF00002782	TFCN1702E3344_014271-T1	DBVPG3775_003648-T1
GF00002783	TFCN1702E3344_003204-T1	DBVPG3775_003647-T1
GF00002784	TFCN1702E3344_014267-T1	DBVPG3775_003644-T1
GF00002785	TFCN1702E3344_014263-T1	DBVPG3775_003640-T1
GF00002786	TFCN1702E3344_003214-T1	DBVPG3775_003637-T1
GF00002787	TFCN1702E3344_003215-T1	DBVPG3775_003636-T1
GF00002788	TFCN1702E3344_012357-T1	DBVPG3775_003634-T1
GF00002789	TFCN1702E3344_003218-T1	DBVPG3775_003633-T1
GF00002790	TFCN1702E3344_003220-T1	DBVPG3775_003631-T1
GF00002791	TFCN1702E3344_012354-T1	DBVPG3775_003630-T1
GF00002792	TFCN1702E3344_003222-T1	DBVPG3775_003629-T1
GF00002793	TFCN1702E3344_012352-T1	DBVPG3775_003628-T1
GF00002794	TFCN1702E3344_003224-T1	DBVPG3775_003627-T1
GF00002795	TFCN1702E3344_003225-T1	DBVPG3775_003626-T1
GF00002796	TFCN1702E3344_003226-T1	DBVPG3775_003625-T1
GF00002797	TFCN1702E3344_003228-T1	DBVPG3775_003622-T1
GF00002798	TFCN1702E3344_012345-T1	DBVPG3775_003621-T1
GF00002799	TFCN1702E3344_003230-T1	DBVPG3775_003620-T1
GF00002800	TFCN1702E3344_003231-T1	DBVPG3775_003619-T1
GF00002801	TFCN1702E3344_003232-T1	DBVPG3775_003618-T1
GF00002802	TFCN1702E3344_012341-T1	DBVPG3775_003617-T1
GF00002803	TFCN1702E3344_003237-T1	DBVPG3775_003694-T1
GF00002804	TFCN1702E3344_007248-T1	DBVPG3775_003700-T1
GF00002805	TFCN1702E3344_003245-T1	DBVPG3775_003701-T1
GF00002806	TFCN1702E3344_003246-T1	DBVPG3775_003702-T1
GF00002807	TFCN1702E3344_007254-T1	DBVPG3775_003705-T1
GF00002808	TFCN1702E3344_007259-T1	DBVPG3775_003709-T1
GF00002809	TFCN1702E3344_007260-T1	DBVPG3775_003710-T1
GF00002810	TFCN1702E3344_003255-T1	DBVPG3775_003712-T1
GF00002811	TFCN1702E3344_003256-T1	DBVPG3775_003713-T1
GF00002812	TFCN1702E3344_003257-T1	DBVPG3775_003714-T1
GF00002813	TFCN1702E3344_007265-T1	DBVPG3775_003715-T1
GF00002814	TFCN1702E3344_007266-T1	DBVPG3775_003716-T1
GF00002815	TFCN1702E3344_004687-T1	DBVPG3775_003718-T1
GF00002816	TFCN1702E3344_003262-T1	DBVPG3775_003719-T1
GF00002817	TFCN1702E3344_003263-T1	DBVPG3775_003720-T1
GF00002818	TFCN1702E3344_004684-T1	DBVPG3775_003721-T1
GF00002819	TFCN1702E3344_003265-T1	DBVPG3775_003722-T1
GF00002820	TFCN1702E3344_003266-T1	DBVPG3775_003723-T1
GF00002821	TFCN1702E3344_003269-T1	DBVPG3775_003726-T1
GF00002822	TFCN1702E3344_003270-T1	DBVPG3775_003727-T1
GF00002823	TFCN1702E3344_004677-T1	DBVPG3775_003728-T1
GF00002824	TFCN1702E3344_004672-T1	DBVPG3775_003733-T1
GF00002825	TFCN1702E3344_003276-T1	DBVPG3775_003734-T1
GF00002826	TFCN1702E3344_003277-T1	DBVPG3775_003735-T1
GF00002827	TFCN1702E3344_004667-T1	DBVPG3775_003737-T1
GF00002828	TFCN1702E3344_003282-T1	DBVPG3775_003740-T1
GF00002829	TFCN1702E3344_003287-T1	DBVPG3775_003745-T1
GF00002830	TFCN1702E3344_003290-T1	DBVPG3775_003748-T1
GF00002831	TFCN1702E3344_003291-T1	DBVPG3775_003749-T1
GF00002832	TFCN1702E3344_003292-T1	DBVPG3775_003750-T1
GF00002833	TFCN1702E3344_004654-T1	DBVPG3775_003751-T1
GF00002834	TFCN1702E3344_004653-T1	DBVPG3775_003752-T1
GF00002835	TFCN1702E3344_003295-T1	DBVPG3775_003753-T1
GF00002836	TFCN1702E3344_004651-T1	DBVPG3775_003754-T1
GF00002837	TFCN1702E3344_003298-T1	DBVPG3775_003756-T1
GF00002838	TFCN1702E3344_004648-T1	DBVPG3775_003757-T1
GF00002839	TFCN1702E3344_003300-T1	DBVPG3775_003758-T1
GF00002840	TFCN1702E3344_003302-T1	DBVPG3775_003760-T1
GF00002841	TFCN1702E3344_003303-T1	DBVPG3775_003761-T1
GF00002842	TFCN1702E3344_004643-T1	DBVPG3775_003763-T1
GF00002843	TFCN1702E3344_003306-T1	DBVPG3775_003764-T1
GF00002844	TFCN1702E3344_003307-T1	DBVPG3775_003765-T1
GF00002845	TFCN1702E3344_003311-T1	DBVPG3775_003769-T1
GF00002846	TFCN1702E3344_003313-T1	DBVPG3775_003771-T1
GF00002847	TFCN1702E3344_003314-T1	DBVPG3775_003772-T1
GF00002848	TFCN1702E3344_003317-T1	DBVPG3775_003775-T1
GF00002849	TFCN1702E3344_004629-T1	DBVPG3775_003777-T1
GF00002850	TFCN1702E3344_003320-T1	DBVPG3775_003778-T1
GF00002851	TFCN1702E3344_003322-T1	DBVPG3775_003780-T1
GF00002852	TFCN1702E3344_003327-T1	DBVPG3775_003783-T1
GF00002853	TFCN1702E3344_003328-T1	DBVPG3775_003784-T1
GF00002854	TFCN1702E3344_003330-T1	DBVPG3775_003786-T1
GF00002855	TFCN1702E3344_003331-T1	DBVPG3775_003787-T1
GF00002856	TFCN1702E3344_003332-T1	DBVPG3775_003788-T1
GF00002857	TFCN1702E3344_003337-T1	DBVPG3775_003793-T1
GF00002858	TFCN1702E3344_003339-T1	DBVPG3775_003795-T1
GF00002859	TFCN1702E3344_003340-T1	DBVPG3775_003796-T1
GF00002860	TFCN1702E3344_004608-T1	DBVPG3775_003797-T1
GF00002861	TFCN1702E3344_004607-T1	DBVPG3775_003798-T1
GF00002862	TFCN1702E3344_003343-T1	DBVPG3775_003799-T1
GF00002863	TFCN1702E3344_003346-T1	DBVPG3775_003803-T1
GF00002864	TFCN1702E3344_003347-T1	DBVPG3775_003804-T1
GF00002865	TFCN1702E3344_003349-T1	DBVPG3775_006078-T1
GF00002866	TFCN1702E3344_003350-T1	DBVPG3775_006077-T1
GF00002867	TFCN1702E3344_003352-T1	DBVPG3775_006075-T1
GF00002868	TFCN1702E3344_003439-T1	DBVPG3775_006074-T1
GF00002869	TFCN1702E3344_003354-T1	DBVPG3775_006073-T1
GF00002870	TFCN1702E3344_003355-T1	DBVPG3775_006072-T1
GF00002871	TFCN1702E3344_003356-T1	DBVPG3775_006071-T1
GF00002872	TFCN1702E3344_003357-T1	DBVPG3775_006070-T1
GF00002873	TFCN1702E3344_003444-T1	DBVPG3775_006069-T1
GF00002874	TFCN1702E3344_003445-T1	DBVPG3775_006068-T1
GF00002875	TFCN1702E3344_003360-T1	DBVPG3775_006067-T1
GF00002876	TFCN1702E3344_003361-T1	DBVPG3775_006066-T1
GF00002877	TFCN1702E3344_003362-T1	DBVPG3775_006065-T1
GF00002878	TFCN1702E3344_003449-T1	DBVPG3775_006064-T1
GF00002879	TFCN1702E3344_003452-T1	DBVPG3775_006061-T1
GF00002880	TFCN1702E3344_003366-T1	DBVPG3775_006060-T1
GF00002881	TFCN1702E3344_003367-T1	DBVPG3775_006059-T1
GF00002882	TFCN1702E3344_003455-T1	DBVPG3775_006058-T1
GF00002883	TFCN1702E3344_003456-T1	DBVPG3775_006057-T1
GF00002884	TFCN1702E3344_003457-T1	DBVPG3775_006056-T1
GF00002885	TFCN1702E3344_003458-T1	DBVPG3775_006055-T1
GF00002886	TFCN1702E3344_003373-T1	DBVPG3775_006054-T1
GF00002887	TFCN1702E3344_003460-T1	DBVPG3775_006053-T1
GF00002888	TFCN1702E3344_003461-T1	DBVPG3775_006052-T1
GF00002889	TFCN1702E3344_003462-T1	DBVPG3775_006051-T1
GF00002890	TFCN1702E3344_003377-T1	DBVPG3775_006050-T1
GF00002891	TFCN1702E3344_003378-T1	DBVPG3775_006049-T1
GF00002892	TFCN1702E3344_003465-T1	DBVPG3775_006048-T1
GF00002893	TFCN1702E3344_003383-T1	DBVPG3775_006044-T1
GF00002894	TFCN1702E3344_003384-T1	DBVPG3775_006043-T1
GF00002895	TFCN1702E3344_003472-T1	DBVPG3775_006041-T1
GF00002896	TFCN1702E3344_003387-T1	DBVPG3775_006040-T1
GF00002897	TFCN1702E3344_003476-T1	DBVPG3775_006037-T1
GF00002898	TFCN1702E3344_003392-T1	DBVPG3775_006036-T1
GF00002899	TFCN1702E3344_003393-T1	DBVPG3775_006035-T1
GF00002900	TFCN1702E3344_003395-T1	DBVPG3775_006033-T1
GF00002901	TFCN1702E3344_003401-T1	DBVPG3775_006029-T1
GF00002902	TFCN1702E3344_004174-T1	DBVPG3775_005332-T1
GF00002903	TFCN1702E3344_003402-T1	DBVPG3775_006028-T1
GF00002904	TFCN1702E3344_003404-T1	DBVPG3775_006026-T1
GF00002905	TFCN1702E3344_003405-T1	DBVPG3775_006025-T1
GF00002906	TFCN1702E3344_003493-T1	DBVPG3775_006930-T1
GF00002907	TFCN1702E3344_003410-T1	DBVPG3775_006927-T1
GF00002908	TFCN1702E3344_003496-T1	DBVPG3775_006926-T1
GF00002909	TFCN1702E3344_003414-T1	DBVPG3775_006923-T1
GF00002910	TFCN1702E3344_003502-T1	DBVPG3775_006921-T1
GF00002911	TFCN1702E3344_003417-T1	DBVPG3775_006920-T1
GF00002912	TFCN1702E3344_003418-T1	DBVPG3775_006919-T1
GF00002913	TFCN1702E3344_003420-T1	DBVPG3775_006917-T1
GF00002914	TFCN1702E3344_003507-T1	DBVPG3775_006916-T1
GF00002915	TFCN1702E3344_003422-T1	DBVPG3775_006915-T1
GF00002916	TFCN1702E3344_003423-T1	DBVPG3775_006914-T1
GF00002917	TFCN1702E3344_003511-T1	DBVPG3775_006912-T1
GF00002918	TFCN1702E3344_003515-T1	DBVPG3775_006909-T1
GF00002919	TFCN1702E3344_003429-T1	DBVPG3775_006908-T1
GF00002920	TFCN1702E3344_003430-T1	DBVPG3775_006907-T1
GF00002921	TFCN1702E3344_003518-T1	DBVPG3775_006906-T1
GF00002922	TFCN1702E3344_003519-T1	DBVPG3775_006905-T1
GF00002923	TFCN1702E3344_003659-T1	DBVPG3775_002447-T1
GF00002924	TFCN1702E3344_003528-T1	DBVPG3775_002450-T1
GF00002925	TFCN1702E3344_003654-T1	DBVPG3775_002451-T1
GF00002926	TFCN1702E3344_004792-T1	DBVPG3775_006874-T1
GF00002927	TFCN1702E3344_003653-T1	DBVPG3775_002452-T1
GF00002928	TFCN1702E3344_003531-T1	DBVPG3775_002453-T1
GF00002929	TFCN1702E3344_003532-T1	DBVPG3775_002454-T1
GF00002930	TFCN1702E3344_003650-T1	DBVPG3775_002455-T1
GF00002931	TFCN1702E3344_003534-T1	DBVPG3775_002456-T1
GF00002932	TFCN1702E3344_003535-T1	DBVPG3775_002457-T1
GF00002933	TFCN1702E3344_003646-T1	DBVPG3775_002459-T1
GF00002934	TFCN1702E3344_003538-T1	DBVPG3775_002460-T1
GF00002935	TFCN1702E3344_003644-T1	DBVPG3775_002461-T1
GF00002936	TFCN1702E3344_003540-T1	DBVPG3775_002462-T1
GF00002937	TFCN1702E3344_003641-T1	DBVPG3775_002464-T1
GF00002938	TFCN1702E3344_003640-T1	DBVPG3775_002465-T1
GF00002939	TFCN1702E3344_003545-T1	DBVPG3775_002466-T1
GF00002940	TFCN1702E3344_003638-T1	DBVPG3775_002467-T1
GF00002941	TFCN1702E3344_003549-T1	DBVPG3775_002469-T1
GF00002942	TFCN1702E3344_003635-T1	DBVPG3775_002470-T1
GF00002943	TFCN1702E3344_003634-T1	DBVPG3775_002471-T1
GF00002944	TFCN1702E3344_003633-T1	DBVPG3775_002472-T1
GF00002945	TFCN1702E3344_003632-T1	DBVPG3775_002473-T1
GF00002946	TFCN1702E3344_003631-T1	DBVPG3775_002474-T1
GF00002947	TFCN1702E3344_003630-T1	DBVPG3775_002475-T1
GF00002948	TFCN1702E3344_003556-T1	DBVPG3775_002476-T1
GF00002949	TFCN1702E3344_003628-T1	DBVPG3775_002477-T1
GF00002950	TFCN1702E3344_003627-T1	DBVPG3775_002478-T1
GF00002951	TFCN1702E3344_003560-T1	DBVPG3775_002480-T1
GF00002952	TFCN1702E3344_008055-T1	DBVPG3775_002481-T1
GF00002953	TFCN1702E3344_003562-T1	DBVPG3775_002482-T1
GF00002954	TFCN1702E3344_008060-T1	DBVPG3775_002485-T1
GF00002955	TFCN1702E3344_008062-T1	DBVPG3775_002487-T1
GF00002956	TFCN1702E3344_008068-T1	DBVPG3775_002493-T1
GF00002957	TFCN1702E3344_008069-T1	DBVPG3775_002494-T1
GF00002958	TFCN1702E3344_003576-T1	DBVPG3775_002495-T1
GF00002959	TFCN1702E3344_003577-T1	DBVPG3775_002496-T1
GF00002960	TFCN1702E3344_003578-T1	DBVPG3775_002497-T1
GF00002961	TFCN1702E3344_003579-T1	DBVPG3775_002498-T1
GF00002962	TFCN1702E3344_008074-T1	DBVPG3775_002499-T1
GF00002963	TFCN1702E3344_008075-T1	DBVPG3775_002500-T1
GF00002964	TFCN1702E3344_003582-T1	DBVPG3775_002501-T1
GF00002965	TFCN1702E3344_003587-T1	DBVPG3775_002505-T1
GF00002966	TFCN1702E3344_003588-T1	DBVPG3775_002506-T1
GF00002967	TFCN1702E3344_008083-T1	DBVPG3775_002508-T1
GF00002968	TFCN1702E3344_008084-T1	DBVPG3775_002509-T1
GF00002969	TFCN1702E3344_003592-T1	DBVPG3775_002510-T1
GF00002970	TFCN1702E3344_003593-T1	DBVPG3775_002511-T1
GF00002971	TFCN1702E3344_003594-T1	DBVPG3775_002512-T1
GF00002972	TFCN1702E3344_008088-T1	DBVPG3775_002513-T1
GF00002973	TFCN1702E3344_003596-T1	DBVPG3775_002514-T1
GF00002974	TFCN1702E3344_008090-T1	DBVPG3775_002515-T1
GF00002975	TFCN1702E3344_003600-T1	DBVPG3775_002518-T1
GF00002976	TFCN1702E3344_012637-T1	DBVPG3775_002520-T1
GF00002977	TFCN1702E3344_012640-T1	DBVPG3775_002523-T1
GF00002978	TFCN1702E3344_012642-T1	DBVPG3775_002525-T1
GF00002979	TFCN1702E3344_003613-T1	DBVPG3775_002528-T1
GF00002980	TFCN1702E3344_003614-T1	DBVPG3775_002529-T1
GF00002981	TFCN1702E3344_012648-T1	DBVPG3775_002531-T1
GF00002982	TFCN1702E3344_012651-T1	DBVPG3775_002534-T1
GF00002983	TFCN1702E3344_012652-T1	DBVPG3775_002535-T1
GF00002984	TFCN1702E3344_012653-T1	DBVPG3775_002536-T1
GF00002985	TFCN1702E3344_003623-T1	DBVPG3775_002537-T1
GF00002986	TFCN1702E3344_012655-T1	DBVPG3775_002538-T1
GF00002987	TFCN1702E3344_003625-T1	DBVPG3775_002539-T1
GF00002988	TFCN1702E3344_006911-T1	DBVPG3775_000570-T1
GF00002989	TFCN1702E3344_013295-T1	DBVPG3775_002445-T1
GF00002990	TFCN1702E3344_003663-T1	DBVPG3775_002443-T1
GF00002991	TFCN1702E3344_003664-T1	DBVPG3775_002442-T1
GF00002992	TFCN1702E3344_003665-T1	DBVPG3775_002441-T1
GF00002993	TFCN1702E3344_003666-T1	DBVPG3775_002440-T1
GF00002994	TFCN1702E3344_003667-T1	DBVPG3775_002439-T1
GF00002995	TFCN1702E3344_013303-T1	DBVPG3775_002437-T1
GF00002996	TFCN1702E3344_003670-T1	DBVPG3775_002436-T1
GF00002997	TFCN1702E3344_003672-T1	DBVPG3775_002434-T1
GF00002998	TFCN1702E3344_003673-T1	DBVPG3775_002433-T1
GF00002999	TFCN1702E3344_003675-T1	DBVPG3775_002431-T1
GF00003000	TFCN1702E3344_003676-T1	DBVPG3775_002430-T1
GF00003001	TFCN1702E3344_003677-T1	DBVPG3775_002429-T1
GF00003002	TFCN1702E3344_003680-T1	DBVPG3775_002426-T1
GF00003003	TFCN1702E3344_003682-T1	DBVPG3775_002424-T1
GF00003004	TFCN1702E3344_008549-T1	DBVPG3775_002423-T1
GF00003005	TFCN1702E3344_003684-T1	DBVPG3775_002422-T1
GF00003006	TFCN1702E3344_003685-T1	DBVPG3775_002421-T1
GF00003007	TFCN1702E3344_003687-T1	DBVPG3775_002419-T1
GF00003008	TFCN1702E3344_003688-T1	DBVPG3775_002418-T1
GF00003009	TFCN1702E3344_008543-T1	DBVPG3775_002417-T1
GF00003010	TFCN1702E3344_003692-T1	DBVPG3775_002414-T1
GF00003011	TFCN1702E3344_008540-T1	DBVPG3775_002413-T1
GF00003012	TFCN1702E3344_008536-T1	DBVPG3775_002408-T1
GF00003013	TFCN1702E3344_008535-T1	DBVPG3775_002407-T1
GF00003014	TFCN1702E3344_003702-T1	DBVPG3775_002402-T1
GF00003015	TFCN1702E3344_008530-T1	DBVPG3775_002401-T1
GF00003016	TFCN1702E3344_003704-T1	DBVPG3775_002400-T1
GF00003017	TFCN1702E3344_003705-T1	DBVPG3775_002399-T1
GF00003018	TFCN1702E3344_003708-T1	DBVPG3775_002396-T1
GF00003019	TFCN1702E3344_003709-T1	DBVPG3775_002395-T1
GF00003020	TFCN1702E3344_003711-T1	DBVPG3775_002393-T1
GF00003021	TFCN1702E3344_003713-T1	DBVPG3775_002391-T1
GF00003022	TFCN1702E3344_003714-T1	DBVPG3775_002390-T1
GF00003023	TFCN1702E3344_003715-T1	DBVPG3775_002389-T1
GF00003024	TFCN1702E3344_003717-T1	DBVPG3775_002387-T1
GF00003025	TFCN1702E3344_012565-T1	DBVPG3775_002386-T1
GF00003026	TFCN1702E3344_012566-T1	DBVPG3775_002385-T1
GF00003027	TFCN1702E3344_003721-T1	DBVPG3775_002383-T1
GF00003028	TFCN1702E3344_003723-T1	DBVPG3775_002381-T1
GF00003029	TFCN1702E3344_003724-T1	DBVPG3775_002380-T1
GF00003030	TFCN1702E3344_008511-T1	DBVPG3775_002378-T1
GF00003031	TFCN1702E3344_008508-T1	DBVPG3775_002376-T1
GF00003032	TFCN1702E3344_003732-T1	DBVPG3775_002374-T1
GF00003033	TFCN1702E3344_013903-T1	DBVPG3775_004573-T1
GF00003034	TFCN1702E3344_003737-T1	DBVPG3775_004574-T1
GF00003035	TFCN1702E3344_011118-T1	DBVPG3775_005367-T1
GF00003036	TFCN1702E3344_003740-T1	DBVPG3775_004578-T1
GF00003037	TFCN1702E3344_003741-T1	DBVPG3775_004579-T1
GF00003038	TFCN1702E3344_003742-T1	DBVPG3775_004580-T1
GF00003039	TFCN1702E3344_013412-T1	DBVPG3775_004581-T1
GF00003040	TFCN1702E3344_003745-T1	DBVPG3775_004583-T1
GF00003041	TFCN1702E3344_003746-T1	DBVPG3775_004584-T1
GF00003042	TFCN1702E3344_013417-T1	DBVPG3775_004587-T1
GF00003043	TFCN1702E3344_003749-T1	DBVPG3775_004588-T1
GF00003044	TFCN1702E3344_003750-T1	DBVPG3775_004589-T1
GF00003045	TFCN1702E3344_003752-T1	DBVPG3775_004591-T1
GF00003046	TFCN1702E3344_003753-T1	DBVPG3775_004592-T1
GF00003047	TFCN1702E3344_003816-T1	DBVPG3775_003603-T1
GF00003048	TFCN1702E3344_003817-T1	DBVPG3775_003604-T1
GF00003049	TFCN1702E3344_014053-T1	DBVPG3775_003605-T1
GF00003050	TFCN1702E3344_014056-T1	DBVPG3775_003608-T1
GF00003051	TFCN1702E3344_003822-T1	DBVPG3775_004945-T1
GF00003052	TFCN1702E3344_003823-T1	DBVPG3775_004946-T1
GF00003053	TFCN1702E3344_003825-T1	DBVPG3775_004948-T1
GF00003054	TFCN1702E3344_009088-T1	DBVPG3775_004949-T1
GF00003055	TFCN1702E3344_003829-T1	DBVPG3775_004950-T1
GF00003056	TFCN1702E3344_003831-T1	DBVPG3775_004952-T1
GF00003057	TFCN1702E3344_003832-T1	DBVPG3775_004953-T1
GF00003058	TFCN1702E3344_003834-T1	DBVPG3775_004955-T1
GF00003059	TFCN1702E3344_003841-T1	
GF00003060	TFCN1702E3344_009078-T1	DBVPG3775_004967-T1
GF00003061	TFCN1702E3344_009075-T1	DBVPG3775_004971-T1
GF00003062	TFCN1702E3344_003855-T1	DBVPG3775_004974-T1
GF00003063	TFCN1702E3344_009069-T1	DBVPG3775_004975-T1
GF00003064	TFCN1702E3344_003857-T1	DBVPG3775_004976-T1
GF00003065	TFCN1702E3344_006639-T1	DBVPG3775_001388-T1
GF00003066	TFCN1702E3344_003859-T1	DBVPG3775_004978-T1
GF00003067	TFCN1702E3344_003860-T1	DBVPG3775_004979-T1
GF00003068	TFCN1702E3344_009060-T1	DBVPG3775_004983-T1
GF00003069	TFCN1702E3344_003864-T1	DBVPG3775_004984-T1
GF00003070	TFCN1702E3344_003869-T1	DBVPG3775_004988-T1
GF00003071	TFCN1702E3344_010145-T1	DBVPG3775_004990-T1
GF00003072	TFCN1702E3344_003872-T1	DBVPG3775_004991-T1
GF00003073	TFCN1702E3344_003873-T1	DBVPG3775_004992-T1
GF00003074	TFCN1702E3344_003874-T1	DBVPG3775_004993-T1
GF00003075	TFCN1702E3344_003876-T1	DBVPG3775_004995-T1
GF00003076	TFCN1702E3344_003877-T1	DBVPG3775_004996-T1
GF00003077	TFCN1702E3344_003878-T1	DBVPG3775_004997-T1
GF00003078	TFCN1702E3344_003880-T1	DBVPG3775_004999-T1
GF00003079	TFCN1702E3344_003881-T1	DBVPG3775_005000-T1
GF00003080	TFCN1702E3344_010128-T1	DBVPG3775_005003-T1
GF00003081	TFCN1702E3344_003886-T1	DBVPG3775_005004-T1
GF00003082	TFCN1702E3344_003887-T1	DBVPG3775_005005-T1
GF00003083	TFCN1702E3344_003889-T1	DBVPG3775_005007-T1
GF00003084	TFCN1702E3344_003890-T1	DBVPG3775_005008-T1
GF00003085	TFCN1702E3344_003891-T1	DBVPG3775_005009-T1
GF00003086	TFCN1702E3344_003893-T1	DBVPG3775_005011-T1
GF00003087	TFCN1702E3344_003894-T1	DBVPG3775_005012-T1
GF00003088	TFCN1702E3344_003897-T1	DBVPG3775_005015-T1
GF00003089	TFCN1702E3344_003898-T1	DBVPG3775_005016-T1
GF00003090	TFCN1702E3344_010114-T1	DBVPG3775_005018-T1
GF00003091	TFCN1702E3344_003901-T1	DBVPG3775_005019-T1
GF00003092	TFCN1702E3344_003905-T1	DBVPG3775_005023-T1
GF00003093	TFCN1702E3344_003906-T1	DBVPG3775_005024-T1
GF00003094	TFCN1702E3344_003907-T1	DBVPG3775_005025-T1
GF00003095	TFCN1702E3344_003909-T1	DBVPG3775_005027-T1
GF00003096	TFCN1702E3344_003911-T1	DBVPG3775_005028-T1
GF00003097	TFCN1702E3344_003912-T1	DBVPG3775_005029-T1
GF00003098	TFCN1702E3344_003913-T1	DBVPG3775_005030-T1
GF00003099	TFCN1702E3344_003915-T1	DBVPG3775_005032-T1
GF00003100	TFCN1702E3344_007229-T1	DBVPG3775_005035-T1
GF00003101	TFCN1702E3344_003919-T1	DBVPG3775_005036-T1
GF00003102	TFCN1702E3344_003920-T1	DBVPG3775_005037-T1
GF00003103	TFCN1702E3344_003923-T1	DBVPG3775_005040-T1
GF00003104	TFCN1702E3344_003924-T1	DBVPG3775_005041-T1
GF00003105	TFCN1702E3344_003925-T1	DBVPG3775_005042-T1
GF00003106	TFCN1702E3344_004043-T1	DBVPG3775_000389-T1
GF00003107	TFCN1702E3344_004046-T1	DBVPG3775_000386-T1
GF00003108	TFCN1702E3344_004047-T1	DBVPG3775_000385-T1
GF00003109	TFCN1702E3344_004049-T1	DBVPG3775_000383-T1
GF00003110	TFCN1702E3344_004050-T1	DBVPG3775_000382-T1
GF00003111	TFCN1702E3344_004051-T1	DBVPG3775_000381-T1
GF00003112	TFCN1702E3344_004052-T1	DBVPG3775_000380-T1
GF00003113	TFCN1702E3344_004055-T1	DBVPG3775_000373-T1
GF00003114	TFCN1702E3344_004056-T1	DBVPG3775_000372-T1
GF00003115	TFCN1702E3344_004060-T1	DBVPG3775_000367-T1
GF00003116	TFCN1702E3344_008593-T1	DBVPG3775_000366-T1
GF00003117	TFCN1702E3344_004062-T1	DBVPG3775_000365-T1
GF00003118	TFCN1702E3344_004063-T1	DBVPG3775_000364-T1
GF00003119	TFCN1702E3344_004064-T1	DBVPG3775_000363-T1
GF00003120	TFCN1702E3344_004065-T1	DBVPG3775_000362-T1
GF00003121	TFCN1702E3344_008585-T1	DBVPG3775_000359-T1
GF00003122	TFCN1702E3344_004070-T1	DBVPG3775_000358-T1
GF00003123	TFCN1702E3344_008582-T1	DBVPG3775_000356-T1
GF00003124	TFCN1702E3344_008581-T1	DBVPG3775_000355-T1
GF00003125	TFCN1702E3344_004075-T1	DBVPG3775_000353-T1
GF00003126	TFCN1702E3344_004076-T1	DBVPG3775_000352-T1
GF00003127	TFCN1702E3344_014639-T1	DBVPG3775_000348-T1
GF00003128	TFCN1702E3344_004086-T1	DBVPG3775_000342-T1
GF00003129	TFCN1702E3344_009226-T1	DBVPG3775_000341-T1
GF00003130	TFCN1702E3344_009225-T1	DBVPG3775_000340-T1
GF00003131	TFCN1702E3344_009223-T1	DBVPG3775_000338-T1
GF00003132	TFCN1702E3344_009222-T1	DBVPG3775_000337-T1
GF00003133	TFCN1702E3344_004092-T1	DBVPG3775_000336-T1
GF00003134	TFCN1702E3344_009218-T1	DBVPG3775_000332-T1
GF00003135	TFCN1702E3344_009217-T1	DBVPG3775_000331-T1
GF00003136	TFCN1702E3344_004097-T1	DBVPG3775_000330-T1
GF00003137	TFCN1702E3344_009215-T1	DBVPG3775_000329-T1
GF00003138	TFCN1702E3344_009214-T1	DBVPG3775_000328-T1
GF00003139	TFCN1702E3344_004100-T1	DBVPG3775_000327-T1
GF00003140	TFCN1702E3344_004101-T1	DBVPG3775_000326-T1
GF00003141	TFCN1702E3344_004102-T1	DBVPG3775_000325-T1
GF00003142	TFCN1702E3344_004103-T1	DBVPG3775_000324-T1
GF00003143	TFCN1702E3344_004104-T1	DBVPG3775_000323-T1
GF00003144	TFCN1702E3344_009208-T1	DBVPG3775_000322-T1
GF00003145	TFCN1702E3344_004106-T1	DBVPG3775_000321-T1
