	Rhodotorula_mucilaginosa_TFCN_25-0-2E333-1.cds.fa
GF00002329	TFCN2502E3331_014621-T1, TFCN2502E3331_000255-T1
GF00002330	TFCN2502E3331_001230-T1, TFCN2502E3331_010046-T1
GF00002331	TFCN2502E3331_007517-T1, TFCN2502E3331_004452-T1
GF00002332	TFCN2502E3331_008938-T1, TFCN2502E3331_002932-T1
GF00002333	TFCN2502E3331_000094-T1, TFCN2502E3331_002626-T1
GF00002334	TFCN2502E3331_012329-T1, TFCN2502E3331_005651-T1
GF00002335	TFCN2502E3331_005251-T1, TFCN2502E3331_002794-T1
GF00002336	TFCN2502E3331_001389-T1, TFCN2502E3331_001624-T1
GF00002337	TFCN2502E3331_006166-T1, TFCN2502E3331_012827-T1
GF00002338	TFCN2502E3331_009554-T1, TFCN2502E3331_005889-T1
GF00002339	TFCN2502E3331_004542-T1, TFCN2502E3331_001160-T1
GF00002340	TFCN2502E3331_006231-T1, TFCN2502E3331_003127-T1
GF00002341	TFCN2502E3331_004220-T1, TFCN2502E3331_006976-T1
GF00002342	TFCN2502E3331_010916-T1, TFCN2502E3331_003450-T1
GF00002343	TFCN2502E3331_001180-T1, TFCN2502E3331_004564-T1
GF00002344	TFCN2502E3331_010210-T1, TFCN2502E3331_007248-T1
GF00002345	TFCN2502E3331_010975-T1, TFCN2502E3331_009769-T1
GF00002346	TFCN2502E3331_008969-T1, TFCN2502E3331_002964-T1
GF00002347	TFCN2502E3331_012769-T1, TFCN2502E3331_005827-T1
GF00002348	TFCN2502E3331_002245-T1, TFCN2502E3331_001921-T1
GF00002349	TFCN2502E3331_012107-T1, TFCN2502E3331_011598-T1
GF00002350	TFCN2502E3331_002196-T1, TFCN2502E3331_001871-T1
GF00002351	TFCN2502E3331_008212-T1, TFCN2502E3331_007936-T1
GF00002352	TFCN2502E3331_011608-T1, TFCN2502E3331_012097-T1
GF00002353	TFCN2502E3331_003866-T1, TFCN2502E3331_008613-T1
GF00002354	TFCN2502E3331_004519-T1, TFCN2502E3331_001138-T1
GF00002355	TFCN2502E3331_012597-T1, TFCN2502E3331_004773-T1
GF00002356	TFCN2502E3331_005804-T1, TFCN2502E3331_012077-T1
GF00002357	TFCN2502E3331_007991-T1, TFCN2502E3331_012863-T1
GF00002358	TFCN2502E3331_007885-T1, TFCN2502E3331_006780-T1
GF00002359	TFCN2502E3331_003600-T1, TFCN2502E3331_004025-T1
GF00002360	TFCN2502E3331_007176-T1, TFCN2502E3331_005588-T1
GF00002361	TFCN2502E3331_004775-T1, TFCN2502E3331_012595-T1
GF00002362	TFCN2502E3331_001404-T1, TFCN2502E3331_001609-T1
GF00002363	TFCN2502E3331_001523-T1, TFCN2502E3331_001486-T1
GF00002364	TFCN2502E3331_005414-T1, TFCN2502E3331_003379-T1
GF00002365	TFCN2502E3331_005818-T1, TFCN2502E3331_012760-T1
GF00002366	TFCN2502E3331_005873-T1, TFCN2502E3331_009538-T1
GF00002367	TFCN2502E3331_005668-T1, TFCN2502E3331_010231-T1
GF00002368	TFCN2502E3331_004401-T1, TFCN2502E3331_008772-T1
GF00002369	TFCN2502E3331_012049-T1, TFCN2502E3331_009743-T1
GF00002370	TFCN2502E3331_006987-T1, TFCN2502E3331_004230-T1
GF00002371	TFCN2502E3331_001198-T1, TFCN2502E3331_004569-T1
GF00002372	TFCN2502E3331_000444-T1, TFCN2502E3331_010290-T1
GF00002373	TFCN2502E3331_008793-T1, TFCN2502E3331_004380-T1
GF00002374	TFCN2502E3331_000694-T1, TFCN2502E3331_000937-T1
GF00002375	TFCN2502E3331_009335-T1, TFCN2502E3331_004727-T1
GF00002376	TFCN2502E3331_001576-T1, TFCN2502E3331_001435-T1
GF00002377	TFCN2502E3331_014010-T1, TFCN2502E3331_009219-T1
GF00002378	TFCN2502E3331_000468-T1, TFCN2502E3331_011370-T1
GF00002379	TFCN2502E3331_004402-T1, TFCN2502E3331_008771-T1
GF00002380	TFCN2502E3331_011857-T1, TFCN2502E3331_011161-T1
GF00002381	TFCN2502E3331_001630-T1, TFCN2502E3331_001383-T1
GF00002382	TFCN2502E3331_009603-T1, TFCN2502E3331_007282-T1
GF00002383	TFCN2502E3331_006826-T1, TFCN2502E3331_007840-T1
GF00002384	TFCN2502E3331_011831-T1, TFCN2502E3331_003201-T1
GF00002385	TFCN2502E3331_013732-T1, TFCN2502E3331_003068-T1
GF00002386	TFCN2502E3331_001731-T1, TFCN2502E3331_005741-T1
GF00002387	TFCN2502E3331_002440-T1, TFCN2502E3331_004116-T1
GF00002388	TFCN2502E3331_004859-T1, TFCN2502E3331_002134-T1
GF00002389	TFCN2502E3331_003408-T1, TFCN2502E3331_005431-T1
GF00002390	TFCN2502E3331_007315-T1, TFCN2502E3331_008371-T1
GF00002391	TFCN2502E3331_001437-T1, TFCN2502E3331_001574-T1
GF00002392	TFCN2502E3331_004887-T1, TFCN2502E3331_002163-T1
GF00002393	TFCN2502E3331_000500-T1, TFCN2502E3331_011339-T1
GF00002394	TFCN2502E3331_002818-T1, TFCN2502E3331_005275-T1
GF00002395	TFCN2502E3331_002803-T1, TFCN2502E3331_005260-T1
GF00002396	TFCN2502E3331_013120-T1, TFCN2502E3331_013301-T1
GF00002397	TFCN2502E3331_010804-T1, TFCN2502E3331_009270-T1
GF00002398	TFCN2502E3331_006232-T1, TFCN2502E3331_003126-T1
GF00002399	TFCN2502E3331_003929-T1, TFCN2502E3331_003703-T1
GF00002400	TFCN2502E3331_009577-T1, TFCN2502E3331_005913-T1
GF00002401	TFCN2502E3331_013578-T1, TFCN2502E3331_013815-T1
GF00002402	TFCN2502E3331_005719-T1, TFCN2502E3331_001709-T1
GF00002403	TFCN2502E3331_002825-T1, TFCN2502E3331_005284-T1
GF00002404	TFCN2502E3331_011595-T1, TFCN2502E3331_007625-T1
GF00002405	TFCN2502E3331_005885-T1, TFCN2502E3331_009550-T1
GF00002406	TFCN2502E3331_011298-T1, TFCN2502E3331_003040-T1
GF00002407	TFCN2502E3331_009749-T1, TFCN2502E3331_011020-T1
GF00002408	TFCN2502E3331_010393-T1, TFCN2502E3331_006436-T1
GF00002409	TFCN2502E3331_014498-T1, TFCN2502E3331_009933-T1
GF00002410	TFCN2502E3331_008634-T1, TFCN2502E3331_003858-T1
GF00002411	TFCN2502E3331_010492-T1, TFCN2502E3331_011673-T1
GF00002412	TFCN2502E3331_007316-T1, TFCN2502E3331_008370-T1
GF00002413	TFCN2502E3331_005665-T1, TFCN2502E3331_010228-T1
GF00002414	TFCN2502E3331_001444-T1, TFCN2502E3331_001567-T1
GF00002415	TFCN2502E3331_009637-T1, TFCN2502E3331_012835-T1
GF00002416	TFCN2502E3331_011624-T1, TFCN2502E3331_013348-T1
GF00002417	TFCN2502E3331_002597-T1, TFCN2502E3331_000121-T1
GF00002418	TFCN2502E3331_008705-T1, TFCN2502E3331_011908-T1
GF00002419	TFCN2502E3331_004222-T1, TFCN2502E3331_006995-T1
GF00002420	TFCN2502E3331_012818-T1, TFCN2502E3331_006158-T1
GF00002421	TFCN2502E3331_013385-T1, TFCN2502E3331_003417-T1
GF00002422	TFCN2502E3331_003148-T1, TFCN2502E3331_006209-T1
GF00002423	TFCN2502E3331_000235-T1, TFCN2502E3331_012495-T1
GF00002424	TFCN2502E3331_006060-T1, TFCN2502E3331_012964-T1
GF00002425	TFCN2502E3331_013274-T1, TFCN2502E3331_004936-T1
GF00002426	TFCN2502E3331_006150-T1, TFCN2502E3331_012810-T1
GF00002427	TFCN2502E3331_001521-T1, TFCN2502E3331_001488-T1
GF00002428	TFCN2502E3331_008398-T1, TFCN2502E3331_000246-T1
GF00002429	TFCN2502E3331_006750-T1, TFCN2502E3331_008556-T1
GF00002430	TFCN2502E3331_004136-T1, TFCN2502E3331_002465-T1
GF00002431	TFCN2502E3331_011444-T1, TFCN2502E3331_000390-T1
GF00002432	TFCN2502E3331_008966-T1, TFCN2502E3331_002961-T1
GF00002433	TFCN2502E3331_003746-T1, TFCN2502E3331_003886-T1
GF00002434	TFCN2502E3331_009807-T1, TFCN2502E3331_000527-T1
GF00002435	TFCN2502E3331_005105-T1, TFCN2502E3331_012177-T1
GF00002436	TFCN2502E3331_011820-T1, TFCN2502E3331_003190-T1
GF00002437	TFCN2502E3331_004184-T1, TFCN2502E3331_014237-T1
GF00002438	TFCN2502E3331_011977-T1, TFCN2502E3331_004349-T1
GF00002439	TFCN2502E3331_012209-T1, TFCN2502E3331_009880-T1
GF00002440	TFCN2502E3331_001949-T1, TFCN2502E3331_002273-T1
GF00002441	TFCN2502E3331_008888-T1, TFCN2502E3331_008180-T1
GF00002442	TFCN2502E3331_013212-T1, TFCN2502E3331_007974-T1
GF00002443	TFCN2502E3331_001647-T1, TFCN2502E3331_001365-T1
GF00002444	TFCN2502E3331_004003-T1, TFCN2502E3331_003623-T1
GF00002445	TFCN2502E3331_005258-T1, TFCN2502E3331_002801-T1
GF00002446	TFCN2502E3331_001981-T1, TFCN2502E3331_002304-T1
GF00002447	TFCN2502E3331_007076-T1, TFCN2502E3331_011144-T1
GF00002448	TFCN2502E3331_001548-T1, TFCN2502E3331_001460-T1
GF00002449	TFCN2502E3331_006366-T1, TFCN2502E3331_000639-T1
GF00002450	TFCN2502E3331_009759-T1, TFCN2502E3331_011011-T1
GF00002451	TFCN2502E3331_006859-T1, TFCN2502E3331_004785-T1
GF00002452	TFCN2502E3331_011205-T1, TFCN2502E3331_003799-T1
GF00002453	TFCN2502E3331_003263-T1, TFCN2502E3331_009432-T1
GF00002454	TFCN2502E3331_000791-T1, TFCN2502E3331_001041-T1
GF00002455	TFCN2502E3331_009480-T1, TFCN2502E3331_003319-T1
GF00002456	TFCN2502E3331_008749-T1, TFCN2502E3331_004427-T1
GF00002457	TFCN2502E3331_006567-T1, TFCN2502E3331_005452-T1
GF00002458	TFCN2502E3331_004130-T1, TFCN2502E3331_002459-T1
GF00002459	TFCN2502E3331_005638-T1, TFCN2502E3331_012344-T1
GF00002460	TFCN2502E3331_008472-T1, TFCN2502E3331_009728-T1
GF00002461	TFCN2502E3331_000904-T1, TFCN2502E3331_000665-T1
GF00002462	TFCN2502E3331_013317-T1, TFCN2502E3331_008419-T1
GF00002463	TFCN2502E3331_003781-T1, TFCN2502E3331_011222-T1
GF00002464	TFCN2502E3331_007755-T1, TFCN2502E3331_012524-T1
GF00002465	TFCN2502E3331_005060-T1, TFCN2502E3331_012720-T1
GF00002466	TFCN2502E3331_009767-T1, TFCN2502E3331_010977-T1
GF00002467	TFCN2502E3331_013182-T1, TFCN2502E3331_005773-T1
GF00002468	TFCN2502E3331_013706-T1, TFCN2502E3331_002990-T1
GF00002469	TFCN2502E3331_003456-T1, TFCN2502E3331_010922-T1
GF00002470	TFCN2502E3331_007005-T1, TFCN2502E3331_004248-T1
GF00002471	TFCN2502E3331_000185-T1, TFCN2502E3331_008835-T1
GF00002472	TFCN2502E3331_005886-T1, TFCN2502E3331_009551-T1
GF00002473	TFCN2502E3331_007695-T1, TFCN2502E3331_007607-T1
GF00002474	TFCN2502E3331_003016-T1, TFCN2502E3331_013750-T1
GF00002475	TFCN2502E3331_013464-T1, TFCN2502E3331_014597-T1
GF00002476	TFCN2502E3331_005134-T1, TFCN2502E3331_013111-T1
GF00002477	TFCN2502E3331_008350-T1, TFCN2502E3331_007345-T1
GF00002478	TFCN2502E3331_006043-T1, TFCN2502E3331_006669-T1
GF00002479	TFCN2502E3331_004345-T1, TFCN2502E3331_011973-T1
GF00002480	TFCN2502E3331_003222-T1, TFCN2502E3331_011029-T1
GF00002481	TFCN2502E3331_006287-T1, TFCN2502E3331_004686-T1
GF00002482	TFCN2502E3331_000958-T1, TFCN2502E3331_000712-T1
GF00002483	TFCN2502E3331_005841-T1, TFCN2502E3331_012952-T1
GF00002484	TFCN2502E3331_000066-T1, TFCN2502E3331_002657-T1
GF00002485	TFCN2502E3331_012518-T1, TFCN2502E3331_007760-T1
GF00002486	TFCN2502E3331_010447-T1, TFCN2502E3331_007553-T1
GF00002487	TFCN2502E3331_000498-T1, TFCN2502E3331_011341-T1
GF00002488	TFCN2502E3331_008753-T1, TFCN2502E3331_004423-T1
GF00002489	TFCN2502E3331_002666-T1, TFCN2502E3331_000052-T1
GF00002490	TFCN2502E3331_004963-T1, TFCN2502E3331_009528-T1
GF00002491	TFCN2502E3331_010051-T1, TFCN2502E3331_001235-T1
GF00002492	TFCN2502E3331_007037-T1, TFCN2502E3331_011106-T1
GF00002493	TFCN2502E3331_013331-T1, TFCN2502E3331_012491-T1
GF00002494	TFCN2502E3331_003066-T1, TFCN2502E3331_011326-T1
GF00002495	TFCN2502E3331_001117-T1, TFCN2502E3331_004498-T1
GF00002496	TFCN2502E3331_006569-T1, TFCN2502E3331_005450-T1
GF00002497	TFCN2502E3331_001870-T1, TFCN2502E3331_002195-T1
GF00002498	TFCN2502E3331_010885-T1, TFCN2502E3331_003421-T1
GF00002499	TFCN2502E3331_014572-T1, TFCN2502E3331_014609-T1
GF00002500	TFCN2502E3331_000427-T1, TFCN2502E3331_010307-T1
GF00002501	TFCN2502E3331_008271-T1, TFCN2502E3331_014252-T1
GF00002502	TFCN2502E3331_002463-T1, TFCN2502E3331_004134-T1
GF00002503	TFCN2502E3331_006044-T1, TFCN2502E3331_006670-T1
GF00002504	TFCN2502E3331_000130-T1, TFCN2502E3331_002588-T1
GF00002505	TFCN2502E3331_004320-T1, TFCN2502E3331_012870-T1
GF00002506	TFCN2502E3331_003717-T1, TFCN2502E3331_003915-T1
GF00002507	TFCN2502E3331_004506-T1, TFCN2502E3331_001126-T1
GF00002508	TFCN2502E3331_011210-T1, TFCN2502E3331_003794-T1
GF00002509	TFCN2502E3331_003350-T1, TFCN2502E3331_005383-T1
GF00002510	TFCN2502E3331_005989-T1, TFCN2502E3331_009185-T1
GF00002511	TFCN2502E3331_009046-T1, TFCN2502E3331_012750-T1
GF00002512	TFCN2502E3331_002609-T1, TFCN2502E3331_000108-T1
GF00002513	TFCN2502E3331_011264-T1, TFCN2502E3331_006684-T1
GF00002514	TFCN2502E3331_003577-T1, TFCN2502E3331_010600-T1
GF00002515	TFCN2502E3331_010682-T1, TFCN2502E3331_011558-T1
GF00002516	TFCN2502E3331_004738-T1, TFCN2502E3331_009324-T1
GF00002517	TFCN2502E3331_012721-T1, TFCN2502E3331_005061-T1
GF00002518	TFCN2502E3331_001227-T1, TFCN2502E3331_010043-T1
GF00002519	TFCN2502E3331_009685-T1, TFCN2502E3331_008512-T1
GF00002520	TFCN2502E3331_006482-T1, TFCN2502E3331_014450-T1
GF00002521	TFCN2502E3331_002412-T1, TFCN2502E3331_004088-T1
GF00002522	TFCN2502E3331_002271-T1, TFCN2502E3331_001947-T1
GF00002523	TFCN2502E3331_005288-T1, TFCN2502E3331_002829-T1
GF00002524	TFCN2502E3331_009303-T1, TFCN2502E3331_014199-T1
GF00002525	TFCN2502E3331_009161-T1, TFCN2502E3331_013153-T1
GF00002526	TFCN2502E3331_006346-T1, TFCN2502E3331_004591-T1
GF00002527	TFCN2502E3331_013687-T1, TFCN2502E3331_013506-T1
GF00002528	TFCN2502E3331_002681-T1, TFCN2502E3331_000037-T1
GF00002529	TFCN2502E3331_000521-T1, TFCN2502E3331_009802-T1
GF00002530	TFCN2502E3331_005939-T1, TFCN2502E3331_011805-T1
GF00002531	TFCN2502E3331_005692-T1, TFCN2502E3331_010258-T1
GF00002532	TFCN2502E3331_012052-T1, TFCN2502E3331_005782-T1
GF00002533	TFCN2502E3331_014595-T1, TFCN2502E3331_012509-T1
GF00002534	TFCN2502E3331_011971-T1, TFCN2502E3331_004343-T1
GF00002535	TFCN2502E3331_011772-T1, TFCN2502E3331_010522-T1
GF00002536	TFCN2502E3331_010830-T1, TFCN2502E3331_009295-T1
GF00002537	TFCN2502E3331_001876-T1, TFCN2502E3331_002201-T1
GF00002538	TFCN2502E3331_006824-T1, TFCN2502E3331_007841-T1
GF00002539	TFCN2502E3331_007200-T1, TFCN2502E3331_005613-T1
GF00002540	TFCN2502E3331_003103-T1, TFCN2502E3331_006254-T1
GF00002541	TFCN2502E3331_009772-T1, TFCN2502E3331_010972-T1
GF00002542	TFCN2502E3331_009456-T1, TFCN2502E3331_003295-T1
GF00002543	TFCN2502E3331_001507-T1, TFCN2502E3331_014351-T1
GF00002544	TFCN2502E3331_003823-T1, TFCN2502E3331_008668-T1
GF00002545	TFCN2502E3331_003277-T1, TFCN2502E3331_009445-T1
GF00002546	TFCN2502E3331_007942-T1, TFCN2502E3331_008218-T1
GF00002547	TFCN2502E3331_007008-T1, TFCN2502E3331_004251-T1
GF00002548	TFCN2502E3331_003090-T1, TFCN2502E3331_006269-T1
GF00002549	TFCN2502E3331_008530-T1, TFCN2502E3331_012372-T1
GF00002550	TFCN2502E3331_005448-T1, TFCN2502E3331_006571-T1
GF00002551	TFCN2502E3331_006912-T1, TFCN2502E3331_014369-T1
GF00002552	TFCN2502E3331_014547-T1, TFCN2502E3331_003545-T1
GF00002553	TFCN2502E3331_013973-T1, TFCN2502E3331_004299-T1
GF00002554	TFCN2502E3331_012934-T1, TFCN2502E3331_005860-T1
GF00002555	TFCN2502E3331_001477-T1, TFCN2502E3331_001532-T1
GF00002556	TFCN2502E3331_014325-T1, TFCN2502E3331_010347-T1
GF00002557	TFCN2502E3331_003104-T1, TFCN2502E3331_006253-T1
GF00002558	TFCN2502E3331_012786-T1, TFCN2502E3331_000598-T1
GF00002559	TFCN2502E3331_009598-T1, TFCN2502E3331_007274-T1
GF00002560	TFCN2502E3331_014060-T1, TFCN2502E3331_014122-T1
GF00002561	TFCN2502E3331_000919-T1, TFCN2502E3331_000680-T1
GF00002562	TFCN2502E3331_006734-T1, TFCN2502E3331_008572-T1
GF00002563	TFCN2502E3331_008958-T1, TFCN2502E3331_002953-T1
GF00002564	TFCN2502E3331_002384-T1, TFCN2502E3331_004060-T1
GF00002565	TFCN2502E3331_008541-T1, TFCN2502E3331_014601-T1
GF00002566	TFCN2502E3331_003365-T1, TFCN2502E3331_005399-T1
GF00002567	TFCN2502E3331_006360-T1, TFCN2502E3331_004577-T1
GF00002568	TFCN2502E3331_002386-T1, TFCN2502E3331_004062-T1
GF00002569	TFCN2502E3331_001116-T1, TFCN2502E3331_004497-T1
GF00002570	TFCN2502E3331_002802-T1, TFCN2502E3331_005259-T1
GF00002571	TFCN2502E3331_009092-T1, TFCN2502E3331_013560-T1
GF00002572	TFCN2502E3331_006682-T1, TFCN2502E3331_011266-T1
GF00002573	TFCN2502E3331_001642-T1, TFCN2502E3331_001370-T1
GF00002574	TFCN2502E3331_009844-T1, TFCN2502E3331_000570-T1
GF00002575	TFCN2502E3331_000365-T1, TFCN2502E3331_013158-T1
GF00002576	TFCN2502E3331_009586-T1, TFCN2502E3331_007259-T1
GF00002577	TFCN2502E3331_004535-T1, TFCN2502E3331_001153-T1
GF00002578	TFCN2502E3331_000604-T1, TFCN2502E3331_012779-T1
GF00002579	TFCN2502E3331_002664-T1, TFCN2502E3331_000054-T1
GF00002580	TFCN2502E3331_012933-T1, TFCN2502E3331_005861-T1
GF00002581	TFCN2502E3331_008439-T1, TFCN2502E3331_000329-T1
GF00002582	TFCN2502E3331_005739-T1, TFCN2502E3331_001729-T1
GF00002583	TFCN2502E3331_004947-T1, TFCN2502E3331_013286-T1
GF00002584	TFCN2502E3331_007754-T1, TFCN2502E3331_012525-T1
GF00002585	TFCN2502E3331_001378-T1, TFCN2502E3331_001635-T1
GF00002586	TFCN2502E3331_002537-T1, TFCN2502E3331_000178-T1
GF00002587	TFCN2502E3331_004869-T1, TFCN2502E3331_002144-T1
GF00002588	TFCN2502E3331_003204-T1, TFCN2502E3331_011834-T1
GF00002589	TFCN2502E3331_005564-T1, TFCN2502E3331_007153-T1
GF00002590	TFCN2502E3331_001014-T1, TFCN2502E3331_000766-T1
GF00002591	TFCN2502E3331_006264-T1, TFCN2502E3331_003094-T1
GF00002592	TFCN2502E3331_003497-T1, TFCN2502E3331_005010-T1
GF00002593	TFCN2502E3331_007814-T1, TFCN2502E3331_008053-T1
GF00002594	TFCN2502E3331_010286-T1, TFCN2502E3331_000448-T1
GF00002595	TFCN2502E3331_009306-T1, TFCN2502E3331_014196-T1
GF00002596	TFCN2502E3331_008403-T1, TFCN2502E3331_000241-T1
GF00002597	TFCN2502E3331_004716-T1, TFCN2502E3331_009346-T1
GF00002598	TFCN2502E3331_008834-T1, TFCN2502E3331_000184-T1
GF00002599	TFCN2502E3331_008632-T1, TFCN2502E3331_003860-T1
GF00002600	TFCN2502E3331_003299-T1, TFCN2502E3331_009460-T1
GF00002601	TFCN2502E3331_001263-T1, TFCN2502E3331_011459-T1
GF00002602	TFCN2502E3331_000193-T1, TFCN2502E3331_008843-T1
GF00002603	TFCN2502E3331_002580-T1, TFCN2502E3331_000136-T1
GF00002604	TFCN2502E3331_009239-T1, TFCN2502E3331_013042-T1
GF00002605	TFCN2502E3331_014126-T1, TFCN2502E3331_014055-T1
GF00002606	TFCN2502E3331_008170-T1, TFCN2502E3331_008878-T1
GF00002607	TFCN2502E3331_010450-T1, TFCN2502E3331_007555-T1
GF00002608	TFCN2502E3331_009259-T1, TFCN2502E3331_013844-T1
GF00002609	TFCN2502E3331_011105-T1, TFCN2502E3331_003087-T1
GF00002610	TFCN2502E3331_008983-T1, TFCN2502E3331_002977-T1
GF00002611	TFCN2502E3331_012441-T1, TFCN2502E3331_008025-T1
GF00002612	TFCN2502E3331_008256-T1, TFCN2502E3331_007895-T1
GF00002613	TFCN2502E3331_005036-T1, TFCN2502E3331_003470-T1
GF00002614	TFCN2502E3331_009853-T1, TFCN2502E3331_000578-T1
GF00002615	TFCN2502E3331_005978-T1, TFCN2502E3331_009192-T1
GF00002616	TFCN2502E3331_010971-T1, TFCN2502E3331_009773-T1
GF00002617	TFCN2502E3331_012938-T1, TFCN2502E3331_005855-T1
GF00002618	TFCN2502E3331_006881-T1, TFCN2502E3331_004807-T1
GF00002619	TFCN2502E3331_004969-T1, TFCN2502E3331_003540-T1
GF00002620	TFCN2502E3331_008545-T1, TFCN2502E3331_014474-T1
GF00002621	TFCN2502E3331_004258-T1, TFCN2502E3331_007015-T1
GF00002622	TFCN2502E3331_013323-T1, TFCN2502E3331_008413-T1
GF00002623	TFCN2502E3331_007167-T1, TFCN2502E3331_005579-T1
GF00002624	TFCN2502E3331_014468-T1, TFCN2502E3331_014305-T1
GF00002625	TFCN2502E3331_008992-T1, TFCN2502E3331_009104-T1
GF00002626	TFCN2502E3331_000886-T1, TFCN2502E3331_000649-T1
GF00002627	TFCN2502E3331_005453-T1, TFCN2502E3331_006566-T1
GF00002628	TFCN2502E3331_006377-T1, TFCN2502E3331_000627-T1
GF00002629	TFCN2502E3331_009643-T1, TFCN2502E3331_012841-T1
GF00002630	TFCN2502E3331_014605-T1, TFCN2502E3331_007458-T1
GF00002631	TFCN2502E3331_005467-T1, TFCN2502E3331_006549-T1
GF00002632	TFCN2502E3331_002976-T1, TFCN2502E3331_008981-T1
GF00002633	TFCN2502E3331_007619-T1, TFCN2502E3331_007709-T1
GF00002634	TFCN2502E3331_007975-T1, TFCN2502E3331_013213-T1
GF00002635	TFCN2502E3331_001169-T1, TFCN2502E3331_004553-T1
GF00002636	TFCN2502E3331_006861-T1, TFCN2502E3331_004787-T1
GF00002637	TFCN2502E3331_005847-T1, TFCN2502E3331_012946-T1
GF00002638	TFCN2502E3331_010466-T1, TFCN2502E3331_007573-T1
GF00002639	TFCN2502E3331_008502-T1, TFCN2502E3331_009694-T1
GF00002640	TFCN2502E3331_012912-T1, TFCN2502E3331_006609-T1
GF00002641	TFCN2502E3331_007843-T1, TFCN2502E3331_006822-T1
GF00002642	TFCN2502E3331_010768-T1, TFCN2502E3331_011736-T1
GF00002643	TFCN2502E3331_003493-T1, TFCN2502E3331_005014-T1
GF00002644	TFCN2502E3331_003145-T1, TFCN2502E3331_006212-T1
GF00002645	TFCN2502E3331_009887-T1, TFCN2502E3331_012215-T1
GF00002646	TFCN2502E3331_003504-T1, TFCN2502E3331_005003-T1
GF00002647	TFCN2502E3331_012093-T1, TFCN2502E3331_011612-T1
GF00002648	TFCN2502E3331_010932-T1, TFCN2502E3331_012360-T1
GF00002649	TFCN2502E3331_007234-T1, TFCN2502E3331_010201-T1
GF00002650	TFCN2502E3331_002949-T1, TFCN2502E3331_008954-T1
GF00002651	TFCN2502E3331_001202-T1, TFCN2502E3331_010021-T1
GF00002652	TFCN2502E3331_011691-T1, TFCN2502E3331_006410-T1
GF00002653	TFCN2502E3331_002390-T1, TFCN2502E3331_004066-T1
GF00002654	TFCN2502E3331_012292-T1, TFCN2502E3331_010731-T1
GF00002655	TFCN2502E3331_012275-T1, TFCN2502E3331_009382-T1
GF00002656	TFCN2502E3331_006398-T1, TFCN2502E3331_010946-T1
GF00002657	TFCN2502E3331_005007-T1, TFCN2502E3331_003500-T1
GF00002658	TFCN2502E3331_006026-T1, TFCN2502E3331_006652-T1
GF00002659	TFCN2502E3331_006487-T1, TFCN2502E3331_005520-T1
GF00002660	TFCN2502E3331_013082-T1, TFCN2502E3331_005076-T1
GF00002661	TFCN2502E3331_008072-T1, TFCN2502E3331_007793-T1
GF00002662	TFCN2502E3331_004983-T1, TFCN2502E3331_003527-T1
GF00002663	TFCN2502E3331_011944-T1, TFCN2502E3331_008284-T1
GF00002664	TFCN2502E3331_007721-T1, TFCN2502E3331_012118-T1
GF00002665	TFCN2502E3331_000405-T1, TFCN2502E3331_011429-T1
GF00002666	TFCN2502E3331_012133-T1, TFCN2502E3331_008686-T1
GF00002667	TFCN2502E3331_001105-T1, TFCN2502E3331_004486-T1
GF00002668	TFCN2502E3331_008825-T1, TFCN2502E3331_000275-T1
GF00002669	TFCN2502E3331_004029-T1, TFCN2502E3331_003596-T1
GF00002670	TFCN2502E3331_004078-T1, TFCN2502E3331_002402-T1
GF00002671	TFCN2502E3331_005205-T1, TFCN2502E3331_002752-T1
GF00002672	TFCN2502E3331_009414-T1, TFCN2502E3331_009927-T1
GF00002673	TFCN2502E3331_006477-T1, TFCN2502E3331_010434-T1
GF00002674	TFCN2502E3331_012487-T1, TFCN2502E3331_013334-T1
GF00002675	TFCN2502E3331_006466-T1, TFCN2502E3331_010424-T1
GF00002676	TFCN2502E3331_003672-T1, TFCN2502E3331_003958-T1
GF00002677	TFCN2502E3331_012697-T1, TFCN2502E3331_014218-T1
GF00002678	TFCN2502E3331_014011-T1, TFCN2502E3331_009218-T1
GF00002679	TFCN2502E3331_009263-T1, TFCN2502E3331_013848-T1
GF00002680	TFCN2502E3331_004702-T1, TFCN2502E3331_010626-T1
GF00002681	TFCN2502E3331_012378-T1, TFCN2502E3331_008524-T1
GF00002682	TFCN2502E3331_010340-T1, TFCN2502E3331_000005-T1
GF00002683	TFCN2502E3331_001266-T1, TFCN2502E3331_011462-T1
GF00002684	TFCN2502E3331_002206-T1, TFCN2502E3331_001882-T1
GF00002685	TFCN2502E3331_013090-T1, TFCN2502E3331_005069-T1
GF00002686	TFCN2502E3331_003393-T1, TFCN2502E3331_013397-T1
GF00002687	TFCN2502E3331_004170-T1, TFCN2502E3331_002495-T1
GF00002688	TFCN2502E3331_004489-T1, TFCN2502E3331_001108-T1
GF00002689	TFCN2502E3331_009462-T1, TFCN2502E3331_003301-T1
GF00002690	TFCN2502E3331_003871-T1, TFCN2502E3331_008618-T1
GF00002691	TFCN2502E3331_007632-T1, TFCN2502E3331_011591-T1
GF00002692	TFCN2502E3331_010412-T1, TFCN2502E3331_006455-T1
GF00002693	TFCN2502E3331_011062-T1, TFCN2502E3331_003255-T1
GF00002694	TFCN2502E3331_004796-T1, TFCN2502E3331_006870-T1
GF00002695	TFCN2502E3331_005616-T1, TFCN2502E3331_007203-T1
