	Rhodotorula_mucilaginosa_DBVPG_4380.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00002765	DBVPG4380_001286-T1	DBVPG3775_006871-T1
GF00002766	DBVPG4380_001287-T1	DBVPG3775_006870-T1
GF00002767	DBVPG4380_002734-T1	DBVPG3775_006868-T1
GF00002768	DBVPG4380_001289-T1	DBVPG3775_006867-T1
GF00002769	DBVPG4380_001295-T1	DBVPG3775_006566-T1
GF00002770	DBVPG4380_003724-T1	DBVPG3775_006569-T1
GF00002771	DBVPG4380_001298-T1	DBVPG3775_006570-T1
GF00002772	DBVPG4380_003722-T1	DBVPG3775_006571-T1
GF00002773	DBVPG4380_003721-T1	DBVPG3775_006572-T1
GF00002774	DBVPG4380_001302-T1	DBVPG3775_006574-T1
GF00002775	DBVPG4380_004216-T1	DBVPG3775_004534-T1
GF00002776	DBVPG4380_001307-T1	DBVPG3775_004532-T1
GF00002777	DBVPG4380_004219-T1	DBVPG3775_004531-T1
GF00002778	DBVPG4380_004220-T1	DBVPG3775_004530-T1
GF00002779	DBVPG4380_001311-T1	DBVPG3775_004528-T1
GF00002780	DBVPG4380_001312-T1	DBVPG3775_004527-T1
GF00002781	DBVPG4380_001313-T1	DBVPG3775_004526-T1
GF00002782	DBVPG4380_001314-T1	DBVPG3775_004525-T1
GF00002783	DBVPG4380_001315-T1	DBVPG3775_004524-T1
GF00002784	DBVPG4380_007641-T1	DBVPG3775_004523-T1
GF00002785	DBVPG4380_001317-T1	DBVPG3775_004522-T1
GF00002786	DBVPG4380_003535-T1	DBVPG3775_001599-T1
GF00002787	DBVPG4380_001320-T1	DBVPG3775_004519-T1
GF00002788	DBVPG4380_001325-T1	DBVPG3775_006579-T1
GF00002789	DBVPG4380_001328-T1	DBVPG3775_006583-T1
GF00002790	DBVPG4380_001331-T1	DBVPG3775_006586-T1
GF00002791	DBVPG4380_003582-T1	DBVPG3775_005811-T1
GF00002792	DBVPG4380_003581-T1	DBVPG3775_005810-T1
GF00002793	DBVPG4380_006621-T1	DBVPG3775_002706-T1
GF00002794	DBVPG4380_001337-T1	DBVPG3775_005808-T1
GF00002795	DBVPG4380_001341-T1	DBVPG3775_005804-T1
GF00002796	DBVPG4380_001346-T1	DBVPG3775_007373-T1
GF00002797	DBVPG4380_001347-T1	DBVPG3775_007374-T1
GF00002798	DBVPG4380_001351-T1	DBVPG3775_001060-T1
GF00002799	DBVPG4380_001352-T1	DBVPG3775_001061-T1
GF00002800	DBVPG4380_001353-T1	DBVPG3775_001062-T1
GF00002801	DBVPG4380_001354-T1	DBVPG3775_001064-T1
GF00002802	DBVPG4380_001357-T1	DBVPG3775_001067-T1
GF00002803	DBVPG4380_001358-T1	DBVPG3775_001068-T1
GF00002804	DBVPG4380_006224-T1	DBVPG3775_001069-T1
GF00002805	DBVPG4380_006664-T1	DBVPG3775_001072-T1
GF00002806	DBVPG4380_001364-T1	DBVPG3775_001076-T1
GF00002807	DBVPG4380_001366-T1	DBVPG3775_001078-T1
GF00002808	DBVPG4380_001367-T1	DBVPG3775_001079-T1
GF00002809	DBVPG4380_011024-T1	DBVPG3775_002162-T1
GF00002810	DBVPG4380_001371-T1	DBVPG3775_002164-T1
GF00002811	DBVPG4380_001373-T1	DBVPG3775_002166-T1
GF00002812	DBVPG4380_001375-T1	DBVPG3775_002169-T1
GF00002813	DBVPG4380_013085-T1	DBVPG3775_001277-T1
GF00002814	DBVPG4380_001376-T1	DBVPG3775_002170-T1
GF00002815	DBVPG4380_001377-T1	DBVPG3775_002171-T1
GF00002816	DBVPG4380_001378-T1	DBVPG3775_002172-T1
GF00002817	DBVPG4380_001381-T1	DBVPG3775_002175-T1
GF00002818	DBVPG4380_001383-T1	DBVPG3775_003713-T1
GF00002819	DBVPG4380_008778-T1	DBVPG3775_003708-T1
GF00002820	DBVPG4380_001907-T1	DBVPG3775_007063-T1
GF00002821	DBVPG4380_001391-T1	DBVPG3775_003705-T1
GF00002822	DBVPG4380_001393-T1	DBVPG3775_003703-T1
GF00002823	DBVPG4380_001394-T1	DBVPG3775_003702-T1
GF00002824	DBVPG4380_001395-T1	DBVPG3775_003701-T1
GF00002825	DBVPG4380_001795-T1	DBVPG3775_006259-T1
GF00002826	DBVPG4380_003260-T1	DBVPG3775_006839-T1
GF00002827	DBVPG4380_001424-T1	DBVPG3775_006840-T1
GF00002828	DBVPG4380_001426-T1	DBVPG3775_003428-T1
GF00002829	DBVPG4380_001429-T1	DBVPG3775_003431-T1
GF00002830	DBVPG4380_001431-T1	DBVPG3775_003433-T1
GF00002831	DBVPG4380_001432-T1	DBVPG3775_003434-T1
GF00002832	DBVPG4380_011414-T1	DBVPG3775_003437-T1
GF00002833	DBVPG4380_001437-T1	DBVPG3775_003440-T1
GF00002834	DBVPG4380_001438-T1	DBVPG3775_003441-T1
GF00002835	DBVPG4380_001439-T1	DBVPG3775_003442-T1
GF00002836	DBVPG4380_001440-T1	DBVPG3775_003509-T1
GF00002837	DBVPG4380_009908-T1	DBVPG3775_001138-T1
GF00002838	DBVPG4380_009909-T1	DBVPG3775_001139-T1
GF00002839	DBVPG4380_001450-T1	DBVPG3775_001141-T1
GF00002840	DBVPG4380_001451-T1	DBVPG3775_001142-T1
GF00002841	DBVPG4380_001452-T1	DBVPG3775_001143-T1
GF00002842	DBVPG4380_001453-T1	DBVPG3775_001144-T1
GF00002843	DBVPG4380_004977-T1	DBVPG3775_001145-T1
GF00002844	DBVPG4380_004976-T1	DBVPG3775_001146-T1
GF00002845	DBVPG4380_001456-T1	DBVPG3775_001147-T1
GF00002846	DBVPG4380_001460-T1	DBVPG3775_001563-T1
GF00002847	DBVPG4380_001461-T1	DBVPG3775_001562-T1
GF00002848	DBVPG4380_001462-T1	DBVPG3775_001561-T1
GF00002849	DBVPG4380_001463-T1	DBVPG3775_001560-T1
GF00002850	DBVPG4380_001464-T1	DBVPG3775_001559-T1
GF00002851	DBVPG4380_008761-T1	DBVPG3775_001557-T1
GF00002852	DBVPG4380_001467-T1	DBVPG3775_001555-T1
GF00002853	DBVPG4380_002008-T1	DBVPG3775_001552-T1
GF00002854	DBVPG4380_002009-T1	DBVPG3775_001551-T1
GF00002855	DBVPG4380_001477-T1	DBVPG3775_001547-T1
GF00002856	DBVPG4380_001479-T1	DBVPG3775_006477-T1
GF00002857	DBVPG4380_001484-T1	DBVPG3775_006481-T1
GF00002858	DBVPG4380_005525-T1	DBVPG3775_004712-T1
GF00002859	DBVPG4380_006672-T1	DBVPG3775_005263-T1
GF00002860	DBVPG4380_006673-T1	DBVPG3775_005264-T1
GF00002861	DBVPG4380_001493-T1	DBVPG3775_005265-T1
GF00002862	DBVPG4380_007531-T1	DBVPG3775_005277-T1
GF00002863	DBVPG4380_001498-T1	DBVPG3775_005276-T1
GF00002864	DBVPG4380_001502-T1	DBVPG3775_005272-T1
GF00002865	DBVPG4380_001504-T1	DBVPG3775_003178-T1
GF00002866	DBVPG4380_001505-T1	DBVPG3775_003177-T1
GF00002867	DBVPG4380_001514-T1	DBVPG3775_003168-T1
GF00002868	DBVPG4380_005010-T1	DBVPG3775_003166-T1
GF00002869	DBVPG4380_005011-T1	DBVPG3775_003165-T1
GF00002870	DBVPG4380_001518-T1	DBVPG3775_003164-T1
GF00002871	DBVPG4380_001536-T1	DBVPG3775_002725-T1
GF00002872	DBVPG4380_003800-T1	DBVPG3775_002721-T1
GF00002873	DBVPG4380_001542-T1	DBVPG3775_002717-T1
GF00002874	DBVPG4380_001546-T1	DBVPG3775_000147-T1
GF00002875	DBVPG4380_001547-T1	DBVPG3775_000148-T1
GF00002876	DBVPG4380_001549-T1	DBVPG3775_000151-T1
GF00002877	DBVPG4380_001550-T1	DBVPG3775_000152-T1
GF00002878	DBVPG4380_001552-T1	DBVPG3775_000154-T1
GF00002879	DBVPG4380_003376-T1	DBVPG3775_000157-T1
GF00002880	DBVPG4380_001556-T1	DBVPG3775_000158-T1
GF00002881	DBVPG4380_003378-T1	DBVPG3775_000159-T1
GF00002882	DBVPG4380_003379-T1	DBVPG3775_000160-T1
GF00002883	DBVPG4380_003380-T1	DBVPG3775_000161-T1
GF00002884	DBVPG4380_003381-T1	DBVPG3775_000162-T1
GF00002885	DBVPG4380_001561-T1	DBVPG3775_000163-T1
GF00002886	DBVPG4380_001564-T1	DBVPG3775_001202-T1
GF00002887	DBVPG4380_001565-T1	DBVPG3775_001201-T1
GF00002888	DBVPG4380_001567-T1	DBVPG3775_001199-T1
GF00002889	DBVPG4380_001568-T1	DBVPG3775_001198-T1
GF00002890	DBVPG4380_001571-T1	DBVPG3775_001196-T1
GF00002891	DBVPG4380_010110-T1	DBVPG3775_001195-T1
GF00002892	DBVPG4380_010111-T1	DBVPG3775_001194-T1
GF00002893	DBVPG4380_001597-T1	DBVPG3775_002222-T1
GF00002894	DBVPG4380_001598-T1	DBVPG3775_002223-T1
GF00002895	DBVPG4380_001602-T1	DBVPG3775_002227-T1
GF00002896	DBVPG4380_001603-T1	DBVPG3775_002228-T1
GF00002897	DBVPG4380_001604-T1	
GF00002898	DBVPG4380_001606-T1	DBVPG3775_002230-T1
GF00002899	DBVPG4380_001607-T1	DBVPG3775_002231-T1
GF00002900	DBVPG4380_001610-T1	DBVPG3775_006239-T1
GF00002901	DBVPG4380_001611-T1	DBVPG3775_006240-T1
GF00002902	DBVPG4380_001624-T1	DBVPG3775_000611-T1
GF00002903	DBVPG4380_007327-T1	DBVPG3775_000612-T1
GF00002904	DBVPG4380_001629-T1	DBVPG3775_000617-T1
GF00002905	DBVPG4380_007661-T1	DBVPG3775_000618-T1
GF00002906	DBVPG4380_011070-T1	DBVPG3775_000055-T1
GF00002907	DBVPG4380_001635-T1	DBVPG3775_000056-T1
GF00002908	DBVPG4380_001636-T1	DBVPG3775_000057-T1
GF00002909	DBVPG4380_001637-T1	DBVPG3775_000058-T1
GF00002910	DBVPG4380_001639-T1	DBVPG3775_000060-T1
GF00002911	DBVPG4380_006390-T1	DBVPG3775_000061-T1
GF00002912	DBVPG4380_001642-T1	DBVPG3775_000064-T1
GF00002913	DBVPG4380_002957-T1	DBVPG3775_006782-T1
GF00002914	DBVPG4380_001644-T1	DBVPG3775_000066-T1
GF00002915	DBVPG4380_001645-T1	DBVPG3775_000067-T1
GF00002916	DBVPG4380_002242-T1	DBVPG3775_007421-T1
GF00002917	DBVPG4380_002243-T1	DBVPG3775_007420-T1
GF00002918	DBVPG4380_002244-T1	DBVPG3775_007419-T1
GF00002919	DBVPG4380_002247-T1	DBVPG3775_006593-T1
GF00002920	DBVPG4380_001655-T1	DBVPG3775_006592-T1
GF00002921	DBVPG4380_001657-T1	DBVPG3775_006589-T1
GF00002922	DBVPG4380_001658-T1	DBVPG3775_006588-T1
GF00002923	DBVPG4380_002701-T1	DBVPG3775_000629-T1
GF00002924	DBVPG4380_001672-T1	DBVPG3775_000630-T1
GF00002925	DBVPG4380_002703-T1	DBVPG3775_000631-T1
GF00002926	DBVPG4380_001678-T1	DBVPG3775_000637-T1
GF00002927	DBVPG4380_001680-T1	DBVPG3775_000640-T1
GF00002928	DBVPG4380_001696-T1	DBVPG3775_006987-T1
GF00002929	DBVPG4380_012563-T1	DBVPG3775_006984-T1
GF00002930	DBVPG4380_007413-T1	DBVPG3775_006981-T1
GF00002931	DBVPG4380_002326-T1	DBVPG3775_005589-T1
GF00002932	DBVPG4380_002327-T1	DBVPG3775_005588-T1
GF00002933	DBVPG4380_001724-T1	DBVPG3775_003006-T1
GF00002934	DBVPG4380_001725-T1	DBVPG3775_003005-T1
GF00002935	DBVPG4380_004987-T1	DBVPG3775_003001-T1
GF00002936	DBVPG4380_001736-T1	DBVPG3775_004303-T1
GF00002937	DBVPG4380_001737-T1	DBVPG3775_004304-T1
GF00002938	DBVPG4380_001738-T1	DBVPG3775_004305-T1
GF00002939	DBVPG4380_005888-T1	DBVPG3775_004312-T1
GF00002940	DBVPG4380_001745-T1	DBVPG3775_004313-T1
GF00002941	DBVPG4380_001746-T1	DBVPG3775_004314-T1
GF00002942	DBVPG4380_011363-T1	DBVPG3775_004315-T1
GF00002943	DBVPG4380_001749-T1	DBVPG3775_007424-T1
GF00002944	DBVPG4380_001751-T1	DBVPG3775_007426-T1
GF00002945	DBVPG4380_001754-T1	DBVPG3775_007430-T1
GF00002946	DBVPG4380_001858-T1	DBVPG3775_007431-T1
GF00002947	DBVPG4380_001859-T1	DBVPG3775_007432-T1
GF00002948	DBVPG4380_001765-T1	DBVPG3775_004967-T1
GF00002949	DBVPG4380_011842-T1	DBVPG3775_000754-T1
GF00002950	DBVPG4380_001768-T1	DBVPG3775_000223-T1
GF00002951	DBVPG4380_005434-T1	DBVPG3775_000222-T1
GF00002952	DBVPG4380_001773-T1	DBVPG3775_000218-T1
GF00002953	DBVPG4380_001774-T1	DBVPG3775_000217-T1
GF00002954	DBVPG4380_007390-T1	DBVPG3775_000214-T1
GF00002955	DBVPG4380_009073-T1	DBVPG3775_000095-T1
GF00002956	DBVPG4380_001780-T1	DBVPG3775_000097-T1
GF00002957	DBVPG4380_002874-T1	DBVPG3775_006045-T1
GF00002958	DBVPG4380_001782-T1	DBVPG3775_000099-T1
GF00002959	DBVPG4380_010410-T1	DBVPG3775_000100-T1
GF00002960	DBVPG4380_001785-T1	DBVPG3775_000102-T1
GF00002961	DBVPG4380_001801-T1	DBVPG3775_005296-T1
GF00002962	DBVPG4380_001802-T1	DBVPG3775_005297-T1
GF00002963	DBVPG4380_004060-T1	DBVPG3775_005298-T1
GF00002964	DBVPG4380_004059-T1	DBVPG3775_005299-T1
GF00002965	DBVPG4380_007038-T1	DBVPG3775_005302-T1
GF00002966	DBVPG4380_001808-T1	DBVPG3775_005304-T1
GF00002967	DBVPG4380_001809-T1	DBVPG3775_005305-T1
GF00002968	DBVPG4380_009036-T1	DBVPG3775_005308-T1
GF00002969	DBVPG4380_009037-T1	DBVPG3775_005309-T1
GF00002970	DBVPG4380_001817-T1	DBVPG3775_004720-T1
GF00002971	DBVPG4380_001818-T1	DBVPG3775_004719-T1
GF00002972	DBVPG4380_005530-T1	DBVPG3775_004716-T1
GF00002973	DBVPG4380_005527-T1	DBVPG3775_004714-T1
GF00002974	DBVPG4380_005526-T1	DBVPG3775_004713-T1
GF00002975	DBVPG4380_007559-T1	DBVPG3775_003376-T1
GF00002976	DBVPG4380_001833-T1	DBVPG3775_003380-T1
GF00002977	DBVPG4380_001834-T1	DBVPG3775_003381-T1
GF00002978	DBVPG4380_008252-T1	DBVPG3775_003382-T1
GF00002979	DBVPG4380_001837-T1	DBVPG3775_003384-T1
GF00002980	DBVPG4380_001838-T1	DBVPG3775_003385-T1
GF00002981	DBVPG4380_008020-T1	DBVPG3775_004458-T1
GF00002982	DBVPG4380_001844-T1	DBVPG3775_004461-T1
GF00002983	DBVPG4380_006171-T1	DBVPG3775_004463-T1
GF00002984	DBVPG4380_001847-T1	DBVPG3775_004464-T1
GF00002985	DBVPG4380_001848-T1	DBVPG3775_004465-T1
GF00002986	DBVPG4380_001849-T1	DBVPG3775_004467-T1
GF00002987	DBVPG4380_005337-T1	DBVPG3775_001326-T1
GF00002988	DBVPG4380_001869-T1	DBVPG3775_001325-T1
GF00002989	DBVPG4380_001870-T1	DBVPG3775_001324-T1
GF00002990	DBVPG4380_001871-T1	DBVPG3775_001323-T1
GF00002991	DBVPG4380_001872-T1	DBVPG3775_001322-T1
GF00002992	DBVPG4380_007749-T1	DBVPG3775_006684-T1
GF00002993	DBVPG4380_001875-T1	DBVPG3775_001317-T1
GF00002994	DBVPG4380_001876-T1	DBVPG3775_001316-T1
GF00002995	DBVPG4380_001882-T1	DBVPG3775_002875-T1
GF00002996	DBVPG4380_009321-T1	DBVPG3775_002876-T1
GF00002997	DBVPG4380_012023-T1	DBVPG3775_002156-T1
GF00002998	DBVPG4380_014293-T1	DBVPG3775_000557-T1
GF00002999	DBVPG4380_001901-T1	DBVPG3775_007057-T1
GF00003000	DBVPG4380_012636-T1	DBVPG3775_007061-T1
GF00003001	DBVPG4380_001906-T1	DBVPG3775_007062-T1
GF00003002	DBVPG4380_007659-T1	DBVPG3775_007064-T1
GF00003003	DBVPG4380_007658-T1	DBVPG3775_007065-T1
GF00003004	DBVPG4380_003188-T1	DBVPG3775_004787-T1
GF00003005	DBVPG4380_003189-T1	DBVPG3775_004790-T1
GF00003006	DBVPG4380_001927-T1	DBVPG3775_004793-T1
GF00003007	DBVPG4380_001928-T1	DBVPG3775_004794-T1
GF00003008	DBVPG4380_001931-T1	DBVPG3775_004251-T1
GF00003009	DBVPG4380_001933-T1	DBVPG3775_004247-T1
GF00003010	DBVPG4380_001934-T1	DBVPG3775_004245-T1
GF00003011	DBVPG4380_001935-T1	DBVPG3775_004244-T1
GF00003012	DBVPG4380_010998-T1	DBVPG3775_004241-T1
GF00003013	DBVPG4380_001938-T1	DBVPG3775_004240-T1
GF00003014	DBVPG4380_001942-T1	DBVPG3775_001115-T1
GF00003015	DBVPG4380_005626-T1	DBVPG3775_001111-T1
GF00003016	DBVPG4380_001952-T1	DBVPG3775_006137-T1
GF00003017	DBVPG4380_001953-T1	DBVPG3775_006138-T1
GF00003018	DBVPG4380_001957-T1	DBVPG3775_006141-T1
GF00003019	DBVPG4380_001959-T1	DBVPG3775_006144-T1
GF00003020	DBVPG4380_001960-T1	DBVPG3775_006145-T1
GF00003021	DBVPG4380_006975-T1	DBVPG3775_003389-T1
GF00003022	DBVPG4380_001967-T1	DBVPG3775_003395-T1
GF00003023	DBVPG4380_001969-T1	DBVPG3775_003397-T1
GF00003024	DBVPG4380_001970-T1	DBVPG3775_003398-T1
GF00003025	DBVPG4380_001971-T1	DBVPG3775_004159-T1
GF00003026	DBVPG4380_001972-T1	DBVPG3775_004158-T1
GF00003027	DBVPG4380_001979-T1	DBVPG3775_004152-T1
GF00003028	DBVPG4380_007286-T1	DBVPG3775_004151-T1
GF00003029	DBVPG4380_006489-T1	DBVPG3775_006716-T1
GF00003030	DBVPG4380_001985-T1	DBVPG3775_006717-T1
GF00003031	DBVPG4380_006487-T1	DBVPG3775_006718-T1
GF00003032	DBVPG4380_010006-T1	DBVPG3775_006720-T1
GF00003033	DBVPG4380_001989-T1	DBVPG3775_006721-T1
GF00003034	DBVPG4380_001990-T1	DBVPG3775_006722-T1
GF00003035	DBVPG4380_001994-T1	DBVPG3775_006727-T1
GF00003036	DBVPG4380_001995-T1	DBVPG3775_006728-T1
GF00003037	DBVPG4380_002003-T1	DBVPG3775_006440-T1
GF00003038	DBVPG4380_002016-T1	DBVPG3775_001543-T1
GF00003039	DBVPG4380_002022-T1	DBVPG3775_001877-T1
GF00003040	DBVPG4380_002023-T1	DBVPG3775_001878-T1
GF00003041	DBVPG4380_002028-T1	DBVPG3775_001882-T1
GF00003042	DBVPG4380_002031-T1	DBVPG3775_001885-T1
GF00003043	DBVPG4380_002032-T1	DBVPG3775_001886-T1
GF00003044	DBVPG4380_005217-T1	
GF00003045	DBVPG4380_002036-T1	DBVPG3775_004290-T1
GF00003046	DBVPG4380_002038-T1	DBVPG3775_004292-T1
GF00003047	DBVPG4380_002041-T1	DBVPG3775_004295-T1
GF00003048	DBVPG4380_002043-T1	DBVPG3775_004297-T1
GF00003049	DBVPG4380_002044-T1	DBVPG3775_004298-T1
GF00003050	DBVPG4380_008600-T1	DBVPG3775_005097-T1
GF00003051	DBVPG4380_002049-T1	DBVPG3775_005767-T1
GF00003052	DBVPG4380_002050-T1	DBVPG3775_005768-T1
GF00003053	DBVPG4380_008503-T1	DBVPG3775_005773-T1
GF00003054	DBVPG4380_002053-T1	DBVPG3775_005774-T1
GF00003055	DBVPG4380_002057-T1	DBVPG3775_000206-T1
GF00003056	DBVPG4380_008404-T1	DBVPG3775_000205-T1
GF00003057	DBVPG4380_008403-T1	DBVPG3775_000204-T1
GF00003058	DBVPG4380_008402-T1	DBVPG3775_000203-T1
GF00003059	DBVPG4380_002068-T1	DBVPG3775_007112-T1
GF00003060	DBVPG4380_002069-T1	DBVPG3775_007113-T1
GF00003061	DBVPG4380_002070-T1	DBVPG3775_007114-T1
GF00003062	DBVPG4380_002072-T1	DBVPG3775_007116-T1
GF00003063	DBVPG4380_002073-T1	DBVPG3775_007117-T1
GF00003064	DBVPG4380_002077-T1	DBVPG3775_007043-T1
GF00003065	DBVPG4380_012516-T1	DBVPG3775_007040-T1
GF00003066	DBVPG4380_002081-T1	DBVPG3775_007037-T1
GF00003067	DBVPG4380_002086-T1	DBVPG3775_007032-T1
GF00003068	DBVPG4380_002087-T1	DBVPG3775_007031-T1
GF00003069	DBVPG4380_002092-T1	DBVPG3775_003351-T1
GF00003070	DBVPG4380_004451-T1	DBVPG3775_003352-T1
GF00003071	DBVPG4380_002095-T1	DBVPG3775_003354-T1
GF00003072	DBVPG4380_002099-T1	DBVPG3775_006104-T1
GF00003073	DBVPG4380_002102-T1	DBVPG3775_006100-T1
GF00003074	DBVPG4380_006132-T1	DBVPG3775_006099-T1
GF00003075	DBVPG4380_006131-T1	DBVPG3775_006097-T1
GF00003076	DBVPG4380_002105-T1	DBVPG3775_006096-T1
GF00003077	DBVPG4380_004523-T1	DBVPG3775_002115-T1
GF00003078	DBVPG4380_004524-T1	DBVPG3775_002114-T1
GF00003079	DBVPG4380_002113-T1	DBVPG3775_002109-T1
GF00003080	DBVPG4380_002114-T1	DBVPG3775_002108-T1
GF00003081	DBVPG4380_013552-T1	DBVPG3775_002107-T1
GF00003082	DBVPG4380_002116-T1	DBVPG3775_002106-T1
GF00003083	DBVPG4380_002128-T1	DBVPG3775_003332-T1
GF00003084	DBVPG4380_002129-T1	DBVPG3775_003333-T1
GF00003085	DBVPG4380_003215-T1	DBVPG3775_003335-T1
GF00003086	DBVPG4380_003216-T1	DBVPG3775_003336-T1
GF00003087	DBVPG4380_002134-T1	DBVPG3775_003337-T1
GF00003088	DBVPG4380_002775-T1	DBVPG3775_000779-T1
GF00003089	DBVPG4380_002144-T1	DBVPG3775_000765-T1
GF00003090	DBVPG4380_002147-T1	DBVPG3775_005207-T1
GF00003091	DBVPG4380_006943-T1	DBVPG3775_005202-T1
GF00003092	DBVPG4380_002154-T1	DBVPG3775_005199-T1
GF00003093	DBVPG4380_002158-T1	DBVPG3775_005193-T1
GF00003094	DBVPG4380_002161-T1	DBVPG3775_002887-T1
GF00003095	DBVPG4380_002162-T1	DBVPG3775_002888-T1
GF00003096	DBVPG4380_004351-T1	DBVPG3775_002893-T1
GF00003097	DBVPG4380_006745-T1	DBVPG3775_006368-T1
GF00003098	DBVPG4380_002171-T1	DBVPG3775_006369-T1
GF00003099	DBVPG4380_013254-T1	DBVPG3775_006379-T1
GF00003100	DBVPG4380_004406-T1	DBVPG3775_004503-T1
GF00003101	DBVPG4380_002188-T1	DBVPG3775_004506-T1
GF00003102	DBVPG4380_002189-T1	DBVPG3775_004507-T1
GF00003103	DBVPG4380_009342-T1	DBVPG3775_004508-T1
GF00003104	DBVPG4380_002191-T1	DBVPG3775_004509-T1
GF00003105	DBVPG4380_002196-T1	DBVPG3775_000465-T1
GF00003106	DBVPG4380_002198-T1	DBVPG3775_000468-T1
GF00003107	DBVPG4380_007425-T1	DBVPG3775_000469-T1
GF00003108	DBVPG4380_002200-T1	DBVPG3775_000470-T1
GF00003109	DBVPG4380_007883-T1	DBVPG3775_000472-T1
GF00003110	DBVPG4380_002203-T1	DBVPG3775_000474-T1
GF00003111	DBVPG4380_002205-T1	DBVPG3775_001665-T1
GF00003112	DBVPG4380_002206-T1	DBVPG3775_001666-T1
GF00003113	DBVPG4380_002211-T1	DBVPG3775_001673-T1
GF00003114	DBVPG4380_005601-T1	DBVPG3775_001042-T1
GF00003115	DBVPG4380_002226-T1	DBVPG3775_003059-T1
GF00003116	DBVPG4380_002231-T1	DBVPG3775_005005-T1
GF00003117	DBVPG4380_013446-T1	DBVPG3775_005004-T1
GF00003118	DBVPG4380_002234-T1	DBVPG3775_004999-T1
GF00003119	DBVPG4380_002237-T1	DBVPG3775_004996-T1
GF00003120	DBVPG4380_002238-T1	DBVPG3775_004995-T1
GF00003121	DBVPG4380_002253-T1	DBVPG3775_002513-T1
GF00003122	DBVPG4380_003032-T1	DBVPG3775_002514-T1
GF00003123	DBVPG4380_003033-T1	DBVPG3775_002515-T1
GF00003124	DBVPG4380_002257-T1	DBVPG3775_002518-T1
GF00003125	DBVPG4380_002260-T1	DBVPG3775_002519-T1
GF00003126	DBVPG4380_002261-T1	DBVPG3775_002520-T1
GF00003127	DBVPG4380_003040-T1	DBVPG3775_002521-T1
GF00003128	DBVPG4380_003089-T1	DBVPG3775_006925-T1
GF00003129	DBVPG4380_008836-T1	DBVPG3775_002523-T1
GF00003130	DBVPG4380_009549-T1	DBVPG3775_001421-T1
GF00003131	DBVPG4380_002266-T1	DBVPG3775_001422-T1
GF00003132	DBVPG4380_002268-T1	DBVPG3775_001424-T1
GF00003133	DBVPG4380_006453-T1	DBVPG3775_001428-T1
GF00003134	DBVPG4380_002273-T1	DBVPG3775_001429-T1
GF00003135	DBVPG4380_002278-T1	DBVPG3775_001695-T1
GF00003136	DBVPG4380_002279-T1	DBVPG3775_001694-T1
GF00003137	DBVPG4380_002280-T1	DBVPG3775_001693-T1
GF00003138	DBVPG4380_002284-T1	DBVPG3775_001684-T1
GF00003139	DBVPG4380_008165-T1	DBVPG3775_001779-T1
GF00003140	DBVPG4380_002290-T1	DBVPG3775_001782-T1
GF00003141	DBVPG4380_002294-T1	DBVPG3775_001787-T1
GF00003142	DBVPG4380_010302-T1	DBVPG3775_007020-T1
GF00003143	DBVPG4380_002296-T1	DBVPG3775_007019-T1
GF00003144	DBVPG4380_002298-T1	DBVPG3775_007017-T1
GF00003145	DBVPG4380_002300-T1	DBVPG3775_007014-T1
GF00003146	DBVPG4380_012404-T1	DBVPG3775_007012-T1
GF00003147	DBVPG4380_005329-T1	DBVPG3775_003347-T1
GF00003148	DBVPG4380_002309-T1	DBVPG3775_003346-T1
GF00003149	DBVPG4380_002317-T1	DBVPG3775_003342-T1
GF00003150	DBVPG4380_005334-T1	DBVPG3775_003341-T1
GF00003151	DBVPG4380_010304-T1	DBVPG3775_005591-T1
GF00003152	DBVPG4380_007293-T1	DBVPG3775_000597-T1
GF00003153	DBVPG4380_007294-T1	DBVPG3775_000598-T1
GF00003154	DBVPG4380_002340-T1	DBVPG3775_000600-T1
GF00003155	DBVPG4380_002346-T1	DBVPG3775_003553-T1
GF00003156	DBVPG4380_002347-T1	DBVPG3775_003554-T1
GF00003157	DBVPG4380_002348-T1	DBVPG3775_003555-T1
GF00003158	DBVPG4380_007591-T1	DBVPG3775_003558-T1
GF00003159	DBVPG4380_007589-T1	DBVPG3775_003560-T1
GF00003160	DBVPG4380_002358-T1	DBVPG3775_000069-T1
GF00003161	DBVPG4380_002359-T1	DBVPG3775_000072-T1
GF00003162	DBVPG4380_007479-T1	DBVPG3775_000074-T1
GF00003163	DBVPG4380_002362-T1	DBVPG3775_000075-T1
GF00003164	DBVPG4380_002363-T1	DBVPG3775_000076-T1
GF00003165	DBVPG4380_007476-T1	DBVPG3775_000077-T1
GF00003166	DBVPG4380_002365-T1	DBVPG3775_000078-T1
GF00003167	DBVPG4380_002369-T1	DBVPG3775_004081-T1
GF00003168	DBVPG4380_008764-T1	DBVPG3775_004082-T1
GF00003169	DBVPG4380_003247-T1	DBVPG3775_003142-T1
GF00003170	DBVPG4380_002375-T1	DBVPG3775_004088-T1
GF00003171	DBVPG4380_006093-T1	DBVPG3775_004090-T1
GF00003172	DBVPG4380_002380-T1	DBVPG3775_004271-T1
GF00003173	DBVPG4380_011206-T1	DBVPG3775_004272-T1
GF00003174	DBVPG4380_010381-T1	DBVPG3775_004274-T1
