	Rhodotorula_mucilaginosa_DBVPG_4380.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00001633	DBVPG4380_002606-T1, DBVPG4380_013844-T1, DBVPG4380_007923-T1	DBVPG3775_002954-T1
GF00001634	DBVPG4380_002607-T1, DBVPG4380_009426-T1, DBVPG4380_015851-T1	DBVPG3775_002953-T1
GF00001635	DBVPG4380_002616-T1, DBVPG4380_010470-T1, DBVPG4380_015249-T1	DBVPG3775_003212-T1
GF00001636	DBVPG4380_002621-T1, DBVPG4380_012552-T1, DBVPG4380_004336-T1	DBVPG3775_003203-T1
GF00001637	DBVPG4380_002632-T1, DBVPG4380_014955-T1, DBVPG4380_006124-T1	DBVPG3775_005182-T1
GF00001638	DBVPG4380_002634-T1, DBVPG4380_006122-T1, DBVPG4380_012623-T1	DBVPG3775_005184-T1
GF00001639	DBVPG4380_002641-T1, DBVPG4380_012437-T1, DBVPG4380_009397-T1	DBVPG3775_006235-T1
GF00001640	DBVPG4380_002655-T1, DBVPG4380_005147-T1	DBVPG3775_001305-T1, DBVPG3775_001306-T1
GF00001641	DBVPG4380_002663-T1, DBVPG4380_007049-T1, DBVPG4380_007258-T1	DBVPG3775_006271-T1
GF00001642	DBVPG4380_013710-T1, DBVPG4380_006043-T1, DBVPG4380_014421-T1	DBVPG3775_007157-T1
GF00001643	DBVPG4380_005398-T1, DBVPG4380_004399-T1, DBVPG4380_005984-T1	DBVPG3775_000624-T1
GF00001644	DBVPG4380_002678-T1, DBVPG4380_013839-T1, DBVPG4380_005402-T1	DBVPG3775_000731-T1
GF00001645	DBVPG4380_002748-T1, DBVPG4380_010871-T1, DBVPG4380_009303-T1	DBVPG3775_001956-T1
GF00001646	DBVPG4380_002750-T1, DBVPG4380_010869-T1, DBVPG4380_010716-T1	DBVPG3775_001958-T1
GF00001647	DBVPG4380_002761-T1, DBVPG4380_014279-T1, DBVPG4380_007777-T1, DBVPG4380_014278-T1	
GF00001648	DBVPG4380_002764-T1, DBVPG4380_005797-T1, DBVPG4380_012222-T1	DBVPG3775_000846-T1
GF00001649	DBVPG4380_011073-T1, DBVPG4380_012001-T1, DBVPG4380_016105-T1	DBVPG3775_003120-T1
GF00001650	DBVPG4380_002772-T1, DBVPG4380_003875-T1, DBVPG4380_011724-T1	DBVPG3775_000854-T1
GF00001651	DBVPG4380_002779-T1, DBVPG4380_011118-T1, DBVPG4380_014425-T1	DBVPG3775_000783-T1
GF00001652	DBVPG4380_002784-T1, DBVPG4380_005345-T1, DBVPG4380_004383-T1	DBVPG3775_000788-T1
GF00001653	DBVPG4380_002789-T1, DBVPG4380_013485-T1, DBVPG4380_013368-T1	DBVPG3775_005922-T1
GF00001654	DBVPG4380_002792-T1, DBVPG4380_012125-T1, DBVPG4380_011259-T1	DBVPG3775_005919-T1
GF00001655	DBVPG4380_002810-T1, DBVPG4380_006435-T1, DBVPG4380_006998-T1	DBVPG3775_002462-T1
GF00001656	DBVPG4380_002818-T1, DBVPG4380_013997-T1, DBVPG4380_013261-T1	DBVPG3775_002470-T1
GF00001657	DBVPG4380_010524-T1, DBVPG4380_014124-T1, DBVPG4380_011547-T1	DBVPG3775_002394-T1
GF00001658	DBVPG4380_002820-T1, DBVPG4380_012748-T1, DBVPG4380_008944-T1	DBVPG3775_003366-T1
GF00001659	DBVPG4380_002826-T1, DBVPG4380_006142-T1, DBVPG4380_016011-T1	DBVPG3775_003374-T1
GF00001660	DBVPG4380_002828-T1, DBVPG4380_004757-T1, DBVPG4380_012620-T1	DBVPG3775_006915-T1
GF00001661	DBVPG4380_002829-T1, DBVPG4380_004758-T1	DBVPG3775_006916-T1, DBVPG3775_006917-T1
GF00001662	DBVPG4380_002836-T1, DBVPG4380_015024-T1, DBVPG4380_005087-T1	DBVPG3775_001923-T1
GF00001663	DBVPG4380_002842-T1, DBVPG4380_005080-T1, DBVPG4380_004802-T1	DBVPG3775_001916-T1
GF00001664	DBVPG4380_013239-T1, DBVPG4380_015880-T1, DBVPG4380_013490-T1	DBVPG3775_005550-T1
GF00001665	DBVPG4380_002863-T1, DBVPG4380_002906-T1, DBVPG4380_010014-T1	DBVPG3775_001047-T1
GF00001666	DBVPG4380_002864-T1, DBVPG4380_010015-T1, DBVPG4380_004317-T1	DBVPG3775_001046-T1
GF00001667	DBVPG4380_002870-T1, DBVPG4380_006186-T1, DBVPG4380_005777-T1	DBVPG3775_006049-T1
GF00001668	DBVPG4380_002878-T1, DBVPG4380_012737-T1, DBVPG4380_014189-T1	DBVPG3775_006041-T1
GF00001669	DBVPG4380_002880-T1, DBVPG4380_013860-T1, DBVPG4380_014903-T1	DBVPG3775_006059-T1
GF00001670	DBVPG4380_002881-T1, DBVPG4380_007500-T1, DBVPG4380_013861-T1	DBVPG3775_006060-T1
GF00001671	DBVPG4380_002894-T1, DBVPG4380_008573-T1	DBVPG3775_003324-T1, DBVPG3775_003325-T1
GF00001672	DBVPG4380_005193-T1, DBVPG4380_011833-T1, DBVPG4380_016215-T1	DBVPG3775_004333-T1
GF00001673	DBVPG4380_002923-T1, DBVPG4380_012535-T1, DBVPG4380_008362-T1	DBVPG3775_005140-T1
GF00001674	DBVPG4380_002945-T1, DBVPG4380_015626-T1, DBVPG4380_015903-T1	DBVPG3775_006202-T1
GF00001675	DBVPG4380_002947-T1, DBVPG4380_005614-T1, DBVPG4380_009226-T1	DBVPG3775_006198-T1
GF00001676	DBVPG4380_002948-T1, DBVPG4380_006915-T1, DBVPG4380_008725-T1	DBVPG3775_006793-T1
GF00001677	DBVPG4380_002963-T1, DBVPG4380_008627-T1, DBVPG4380_012320-T1	DBVPG3775_006081-T1
GF00001678	DBVPG4380_012568-T1, DBVPG4380_004112-T1, DBVPG4380_012166-T1	DBVPG3775_005960-T1
GF00001679	DBVPG4380_002975-T1, DBVPG4380_006296-T1, DBVPG4380_012930-T1	DBVPG3775_002020-T1
GF00001680	DBVPG4380_002981-T1, DBVPG4380_008642-T1, DBVPG4380_010678-T1	DBVPG3775_004802-T1
GF00001681	DBVPG4380_002984-T1, DBVPG4380_008645-T1, DBVPG4380_014979-T1	DBVPG3775_004805-T1
GF00001682	DBVPG4380_002985-T1, DBVPG4380_014214-T1, DBVPG4380_012189-T1	DBVPG3775_000447-T1
GF00001683	DBVPG4380_003298-T1, DBVPG4380_007493-T1, DBVPG4380_012506-T1	DBVPG3775_005609-T1
GF00001684	DBVPG4380_003007-T1, DBVPG4380_012445-T1, DBVPG4380_009891-T1	DBVPG3775_005600-T1
GF00001685	DBVPG4380_003008-T1, DBVPG4380_012493-T1, DBVPG4380_012444-T1	DBVPG3775_005601-T1
GF00001686	DBVPG4380_003022-T1, DBVPG4380_013125-T1, DBVPG4380_012093-T1	DBVPG3775_006674-T1
GF00001687	DBVPG4380_003042-T1, DBVPG4380_005488-T1, DBVPG4380_009310-T1	DBVPG3775_002906-T1
GF00001688	DBVPG4380_011439-T1, DBVPG4380_004279-T1, DBVPG4380_005058-T1	DBVPG3775_005626-T1
GF00001689	DBVPG4380_003053-T1, DBVPG4380_014445-T1, DBVPG4380_009265-T1	DBVPG3775_002915-T1
GF00001690	DBVPG4380_003062-T1, DBVPG4380_012745-T1, DBVPG4380_012746-T1	DBVPG3775_005707-T1
GF00001691	DBVPG4380_003063-T1, DBVPG4380_014492-T1, DBVPG4380_013750-T1	DBVPG3775_005706-T1
GF00001692	DBVPG4380_003067-T1, DBVPG4380_012334-T1, DBVPG4380_008714-T1	DBVPG3775_000484-T1
GF00001693	DBVPG4380_003070-T1, DBVPG4380_008717-T1, DBVPG4380_008718-T1	DBVPG3775_000477-T1
GF00001694	DBVPG4380_003078-T1, DBVPG4380_014050-T1, DBVPG4380_003255-T1	DBVPG3775_003151-T1
GF00001695	DBVPG4380_003084-T1, DBVPG4380_003251-T1, DBVPG4380_006474-T1	DBVPG3775_003146-T1
GF00001696	DBVPG4380_003087-T1, DBVPG4380_010237-T1, DBVPG4380_006460-T1	DBVPG3775_006927-T1
GF00001697	DBVPG4380_003091-T1, DBVPG4380_004604-T1, DBVPG4380_008501-T1	DBVPG3775_006522-T1
GF00001698	DBVPG4380_003105-T1, DBVPG4380_013770-T1, DBVPG4380_008238-T1	DBVPG3775_005797-T1
GF00001699	DBVPG4380_003110-T1, DBVPG4380_003650-T1, DBVPG4380_010426-T1	DBVPG3775_007318-T1
GF00001700	DBVPG4380_003120-T1, DBVPG4380_013773-T1, DBVPG4380_014302-T1	DBVPG3775_002050-T1
GF00001701	DBVPG4380_003123-T1, DBVPG4380_006444-T1, DBVPG4380_013991-T1	DBVPG3775_002621-T1
GF00001702	DBVPG4380_003128-T1, DBVPG4380_008862-T1, DBVPG4380_010058-T1	DBVPG3775_002615-T1
GF00001703	DBVPG4380_003132-T1, DBVPG4380_010248-T1, DBVPG4380_010249-T1	DBVPG3775_002734-T1
GF00001704	DBVPG4380_003138-T1, DBVPG4380_012488-T1, DBVPG4380_012711-T1	DBVPG3775_002728-T1
GF00001705	DBVPG4380_003146-T1, DBVPG4380_012934-T1, DBVPG4380_004475-T1	DBVPG3775_000245-T1
GF00001706	DBVPG4380_003150-T1, DBVPG4380_012982-T1, DBVPG4380_013571-T1	DBVPG3775_001697-T1
GF00001707	DBVPG4380_003155-T1, DBVPG4380_012768-T1, DBVPG4380_013436-T1	DBVPG3775_001702-T1
GF00001708	DBVPG4380_003157-T1, DBVPG4380_013293-T1, DBVPG4380_014743-T1	DBVPG3775_005557-T1
GF00001709	DBVPG4380_003158-T1, DBVPG4380_010311-T1, DBVPG4380_013292-T1	DBVPG3775_005558-T1
GF00001710	DBVPG4380_003161-T1, DBVPG4380_012908-T1, DBVPG4380_015563-T1	DBVPG3775_005561-T1
GF00001711	DBVPG4380_003163-T1, DBVPG4380_013882-T1, DBVPG4380_003881-T1	DBVPG3775_005563-T1
GF00001712	DBVPG4380_003178-T1, DBVPG4380_009473-T1, DBVPG4380_010308-T1	DBVPG3775_005121-T1
GF00001713	DBVPG4380_003179-T1, DBVPG4380_003180-T1	DBVPG3775_005122-T1, DBVPG3775_005123-T1
GF00001714	DBVPG4380_003181-T1, DBVPG4380_013315-T1, DBVPG4380_009472-T1	DBVPG3775_005124-T1
GF00001715	DBVPG4380_003182-T1, DBVPG4380_014034-T1, DBVPG4380_013316-T1	DBVPG3775_005125-T1
GF00001716	DBVPG4380_003183-T1, DBVPG4380_007763-T1, DBVPG4380_014033-T1	DBVPG3775_005126-T1
GF00001717	DBVPG4380_003184-T1, DBVPG4380_007764-T1, DBVPG4380_014760-T1	DBVPG3775_005127-T1
GF00001718	DBVPG4380_003203-T1, DBVPG4380_011498-T1, DBVPG4380_010728-T1	DBVPG3775_005641-T1
GF00001719	DBVPG4380_003208-T1, DBVPG4380_013763-T1, DBVPG4380_016251-T1	DBVPG3775_005648-T1
GF00001720	DBVPG4380_003450-T1, DBVPG4380_014625-T1, DBVPG4380_014470-T1	DBVPG3775_001767-T1
GF00001721	DBVPG4380_003228-T1, DBVPG4380_012253-T1, DBVPG4380_008387-T1	DBVPG3775_001443-T1
GF00001722	DBVPG4380_003232-T1, DBVPG4380_007756-T1, DBVPG4380_008391-T1	DBVPG3775_001447-T1
GF00001723	DBVPG4380_003244-T1, DBVPG4380_006752-T1, DBVPG4380_006753-T1	DBVPG3775_005340-T1
GF00001724	DBVPG4380_003269-T1, DBVPG4380_015543-T1, DBVPG4380_011167-T1	DBVPG3775_002323-T1
GF00001725	DBVPG4380_003271-T1, DBVPG4380_005950-T1, DBVPG4380_011551-T1	DBVPG3775_000679-T1
GF00001726	DBVPG4380_003285-T1, DBVPG4380_015641-T1, DBVPG4380_005634-T1	DBVPG3775_001946-T1
GF00001727	DBVPG4380_003287-T1, DBVPG4380_015783-T1, DBVPG4380_011407-T1	DBVPG3775_001944-T1
GF00001728	DBVPG4380_003290-T1, DBVPG4380_010885-T1, DBVPG4380_010486-T1	DBVPG3775_001940-T1
GF00001729	DBVPG4380_003295-T1, DBVPG4380_013196-T1, DBVPG4380_011692-T1	DBVPG3775_001704-T1
GF00001730	DBVPG4380_003300-T1, DBVPG4380_012508-T1, DBVPG4380_004683-T1	DBVPG3775_005611-T1
GF00001731	DBVPG4380_003305-T1, DBVPG4380_007609-T1, DBVPG4380_010828-T1	DBVPG3775_000322-T1
GF00001732	DBVPG4380_003313-T1, DBVPG4380_013376-T1, DBVPG4380_013532-T1	DBVPG3775_000330-T1
GF00001733	DBVPG4380_003321-T1, DBVPG4380_015567-T1, DBVPG4380_012389-T1	DBVPG3775_007222-T1
GF00001734	DBVPG4380_003332-T1, DBVPG4380_012406-T1, DBVPG4380_014215-T1	DBVPG3775_005840-T1
GF00001735	DBVPG4380_003335-T1, DBVPG4380_011657-T1, DBVPG4380_012665-T1	DBVPG3775_005073-T1
GF00001736	DBVPG4380_003351-T1, DBVPG4380_013963-T1, DBVPG4380_010061-T1	DBVPG3775_003505-T1
GF00001737	DBVPG4380_003352-T1, DBVPG4380_013156-T1, DBVPG4380_013962-T1	DBVPG3775_003506-T1
GF00001738	DBVPG4380_003353-T1, DBVPG4380_010854-T1, DBVPG4380_013157-T1	DBVPG3775_003507-T1
GF00001739	DBVPG4380_003357-T1, DBVPG4380_010725-T1	DBVPG3775_002942-T1, DBVPG3775_002943-T1
GF00001740	DBVPG4380_004536-T1, DBVPG4380_006428-T1, DBVPG4380_007785-T1	DBVPG3775_006174-T1
GF00001741	DBVPG4380_003362-T1, DBVPG4380_013954-T1, DBVPG4380_011737-T1	DBVPG3775_003097-T1
GF00001742	DBVPG4380_003363-T1, DBVPG4380_011736-T1, DBVPG4380_010315-T1	DBVPG3775_003098-T1
GF00001743	DBVPG4380_003369-T1, DBVPG4380_010623-T1, DBVPG4380_014035-T1	DBVPG3775_001105-T1
GF00001744	DBVPG4380_010497-T1, DBVPG4380_015483-T1	DBVPG3775_005424-T1, DBVPG3775_005425-T1
GF00001745	DBVPG4380_003384-T1, DBVPG4380_013304-T1, DBVPG4380_010211-T1	DBVPG3775_000165-T1
GF00001746	DBVPG4380_003385-T1, DBVPG4380_012880-T1, DBVPG4380_010370-T1	DBVPG3775_005974-T1
GF00001747	DBVPG4380_003398-T1, DBVPG4380_011616-T1, DBVPG4380_003777-T1	DBVPG3775_007379-T1
GF00001748	DBVPG4380_003401-T1, DBVPG4380_010959-T1, DBVPG4380_011613-T1	DBVPG3775_007382-T1
GF00001749	DBVPG4380_007169-T1, DBVPG4380_013223-T1, DBVPG4380_008966-T1	DBVPG3775_005817-T1
GF00001750	DBVPG4380_003418-T1, DBVPG4380_007381-T1, DBVPG4380_006613-T1	DBVPG3775_004046-T1
GF00001751	DBVPG4380_003420-T1, DBVPG4380_004167-T1, DBVPG4380_015520-T1	DBVPG3775_005498-T1
GF00001752	DBVPG4380_003429-T1, DBVPG4380_004176-T1, DBVPG4380_013062-T1	DBVPG3775_005489-T1
GF00001753	DBVPG4380_003448-T1, DBVPG4380_007263-T1, DBVPG4380_011512-T1	DBVPG3775_001769-T1
GF00001754	DBVPG4380_003837-T1, DBVPG4380_011243-T1, DBVPG4380_012778-T1	DBVPG3775_006214-T1
GF00001755	DBVPG4380_003453-T1, DBVPG4380_015969-T1, DBVPG4380_015780-T1	DBVPG3775_001754-T1
GF00001756	DBVPG4380_003454-T1, DBVPG4380_015187-T1, DBVPG4380_009404-T1	DBVPG3775_001758-T1
GF00001757	DBVPG4380_003456-T1, DBVPG4380_015669-T1, DBVPG4380_011402-T1	DBVPG3775_001760-T1
GF00001758	DBVPG4380_003460-T1, DBVPG4380_003825-T1	DBVPG3775_004039-T1, DBVPG3775_004040-T1
GF00001759	DBVPG4380_003473-T1, DBVPG4380_006335-T1, DBVPG4380_014262-T1	DBVPG3775_000185-T1
GF00001760	DBVPG4380_004630-T1, DBVPG4380_008003-T1, DBVPG4380_010471-T1	DBVPG3775_000876-T1
GF00001761	DBVPG4380_003507-T1, DBVPG4380_004947-T1, DBVPG4380_014922-T1	DBVPG3775_002834-T1
GF00001762	DBVPG4380_003510-T1, DBVPG4380_013675-T1, DBVPG4380_004944-T1	DBVPG3775_002831-T1
GF00001763	DBVPG4380_003511-T1, DBVPG4380_015475-T1, DBVPG4380_016325-T1	DBVPG3775_002830-T1
GF00001764	DBVPG4380_003512-T1, DBVPG4380_014368-T1, DBVPG4380_013699-T1	DBVPG3775_002829-T1
GF00001765	DBVPG4380_003517-T1, DBVPG4380_005541-T1, DBVPG4380_004824-T1	DBVPG3775_000343-T1
GF00001766	DBVPG4380_003518-T1, DBVPG4380_005540-T1, DBVPG4380_005539-T1	DBVPG3775_000342-T1
GF00001767	DBVPG4380_003525-T1, DBVPG4380_005532-T1	DBVPG3775_000334-T1, DBVPG3775_000335-T1
GF00001768	DBVPG4380_003536-T1, DBVPG4380_003905-T1, DBVPG4380_010455-T1	DBVPG3775_001600-T1
GF00001769	DBVPG4380_003547-T1, DBVPG4380_014661-T1, DBVPG4380_016362-T1	DBVPG3775_001335-T1
GF00001770	DBVPG4380_003548-T1, DBVPG4380_006294-T1, DBVPG4380_012932-T1	DBVPG3775_002022-T1
GF00001771	DBVPG4380_003551-T1, DBVPG4380_006292-T1, DBVPG4380_014527-T1	DBVPG3775_002024-T1
GF00001772	DBVPG4380_003557-T1, DBVPG4380_013225-T1, DBVPG4380_004913-T1	DBVPG3775_001569-T1
GF00001773	DBVPG4380_003558-T1, DBVPG4380_013224-T1, DBVPG4380_012805-T1	DBVPG3775_001570-T1
GF00001774	DBVPG4380_003559-T1, DBVPG4380_012806-T1, DBVPG4380_011817-T1	DBVPG3775_001571-T1
GF00001775	DBVPG4380_003568-T1, DBVPG4380_016252-T1, DBVPG4380_011925-T1	DBVPG3775_003986-T1
GF00001776	DBVPG4380_003571-T1, DBVPG4380_004098-T1, DBVPG4380_014181-T1	DBVPG3775_003983-T1
GF00001777	DBVPG4380_003577-T1, DBVPG4380_014256-T1, DBVPG4380_016313-T1	DBVPG3775_002130-T1
GF00001778	DBVPG4380_003585-T1, DBVPG4380_010465-T1, DBVPG4380_014678-T1	DBVPG3775_005814-T1
GF00001779	DBVPG4380_003595-T1, DBVPG4380_006764-T1, DBVPG4380_013980-T1	DBVPG3775_004106-T1
GF00001780	DBVPG4380_003616-T1, DBVPG4380_014639-T1, DBVPG4380_007084-T1	DBVPG3775_004221-T1
GF00001781	DBVPG4380_003622-T1, DBVPG4380_003778-T1, DBVPG4380_009159-T1	DBVPG3775_006118-T1
GF00001782	DBVPG4380_003636-T1, DBVPG4380_004360-T1, DBVPG4380_005141-T1	DBVPG3775_003996-T1
GF00001783	DBVPG4380_003637-T1, DBVPG4380_012199-T1, DBVPG4380_012987-T1	DBVPG3775_002580-T1
GF00001784	DBVPG4380_003657-T1, DBVPG4380_013075-T1, DBVPG4380_007016-T1	DBVPG3775_006695-T1
GF00001785	DBVPG4380_003664-T1, DBVPG4380_010710-T1, DBVPG4380_014636-T1	DBVPG3775_000705-T1
GF00001786	DBVPG4380_003665-T1, DBVPG4380_014637-T1, DBVPG4380_010021-T1	DBVPG3775_000706-T1
GF00001787	DBVPG4380_003669-T1, DBVPG4380_007506-T1, DBVPG4380_014341-T1	DBVPG3775_000710-T1
GF00001788	DBVPG4380_003671-T1, DBVPG4380_008495-T1, DBVPG4380_015234-T1	DBVPG3775_005481-T1
GF00001789	DBVPG4380_003678-T1, DBVPG4380_011744-T1, DBVPG4380_013061-T1	DBVPG3775_005488-T1
GF00001790	DBVPG4380_003679-T1, DBVPG4380_008541-T1, DBVPG4380_010557-T1	DBVPG3775_002407-T1
GF00001791	DBVPG4380_003701-T1, DBVPG4380_011786-T1, DBVPG4380_015673-T1	DBVPG3775_001838-T1
GF00001792	DBVPG4380_003708-T1, DBVPG4380_008301-T1, DBVPG4380_013874-T1	DBVPG3775_005222-T1
GF00001793	DBVPG4380_003709-T1, DBVPG4380_014415-T1, DBVPG4380_013873-T1	DBVPG3775_005223-T1
GF00001794	DBVPG4380_003710-T1, DBVPG4380_009792-T1, DBVPG4380_010804-T1	DBVPG3775_005224-T1
GF00001795	DBVPG4380_003714-T1, DBVPG4380_005300-T1	DBVPG3775_006403-T1, DBVPG3775_006974-T1
GF00001796	DBVPG4380_003717-T1, DBVPG4380_009324-T1, DBVPG4380_012902-T1	DBVPG3775_006971-T1
GF00001797	DBVPG4380_003732-T1, DBVPG4380_008698-T1, DBVPG4380_012668-T1	DBVPG3775_004724-T1
GF00001798	DBVPG4380_003741-T1, DBVPG4380_012485-T1, DBVPG4380_014411-T1	DBVPG3775_003476-T1
GF00001799	DBVPG4380_003742-T1, DBVPG4380_014371-T1, DBVPG4380_014412-T1	DBVPG3775_003477-T1
GF00001800	DBVPG4380_003752-T1, DBVPG4380_016068-T1, DBVPG4380_014493-T1	DBVPG3775_005356-T1
GF00001801	DBVPG4380_003765-T1, DBVPG4380_014299-T1, DBVPG4380_007750-T1	DBVPG3775_006686-T1
GF00001802	DBVPG4380_003766-T1, DBVPG4380_005516-T1, DBVPG4380_014298-T1	DBVPG3775_006687-T1
GF00001803	DBVPG4380_003779-T1, DBVPG4380_011370-T1, DBVPG4380_009163-T1	DBVPG3775_006120-T1
GF00001804	DBVPG4380_003781-T1, DBVPG4380_009943-T1, DBVPG4380_009158-T1	DBVPG3775_006122-T1
GF00001805	DBVPG4380_003816-T1, DBVPG4380_007555-T1	DBVPG3775_007500-T1, DBVPG3775_007501-T1
GF00001806	DBVPG4380_003819-T1, DBVPG4380_011043-T1, DBVPG4380_013491-T1	DBVPG3775_005549-T1
GF00001807	DBVPG4380_003835-T1, DBVPG4380_008755-T1, DBVPG4380_014369-T1	DBVPG3775_006212-T1
GF00001808	DBVPG4380_003843-T1, DBVPG4380_008568-T1, DBVPG4380_014136-T1	DBVPG3775_002804-T1
GF00001809	DBVPG4380_003852-T1, DBVPG4380_003944-T1, DBVPG4380_003853-T1	DBVPG3775_002669-T1
GF00001810	DBVPG4380_003859-T1, DBVPG4380_005669-T1, DBVPG4380_004057-T1	DBVPG3775_001213-T1
GF00001811	DBVPG4380_003860-T1, DBVPG4380_012578-T1, DBVPG4380_014882-T1	DBVPG3775_001212-T1
GF00001812	DBVPG4380_003866-T1, DBVPG4380_008556-T1, DBVPG4380_014398-T1	DBVPG3775_000863-T1
GF00001813	DBVPG4380_003870-T1, DBVPG4380_008552-T1, DBVPG4380_013711-T1	DBVPG3775_000859-T1
GF00001814	DBVPG4380_003879-T1, DBVPG4380_011499-T1, DBVPG4380_010073-T1	DBVPG3775_002712-T1
GF00001815	DBVPG4380_003880-T1, DBVPG4380_011500-T1, DBVPG4380_015349-T1	DBVPG3775_002711-T1
GF00001816	DBVPG4380_003907-T1, DBVPG4380_011261-T1, DBVPG4380_008957-T1	DBVPG3775_006494-T1
GF00001817	DBVPG4380_003911-T1, DBVPG4380_008961-T1	DBVPG3775_006489-T1, DBVPG3775_006490-T1
GF00001818	DBVPG4380_003916-T1, DBVPG4380_009347-T1, DBVPG4380_008893-T1	DBVPG3775_001171-T1
GF00001819	DBVPG4380_003931-T1, DBVPG4380_014448-T1, DBVPG4380_014790-T1	DBVPG3775_005685-T1
GF00001820	DBVPG4380_003951-T1, DBVPG4380_015603-T1, DBVPG4380_014046-T1	DBVPG3775_003723-T1
GF00001821	DBVPG4380_003954-T1, DBVPG4380_004825-T1, DBVPG4380_012793-T1	DBVPG3775_003726-T1
GF00001822	DBVPG4380_003964-T1, DBVPG4380_009740-T1, DBVPG4380_003965-T1	DBVPG3775_002975-T1
GF00001823	DBVPG4380_003966-T1, DBVPG4380_013249-T1, DBVPG4380_009741-T1	DBVPG3775_002974-T1
GF00001824	DBVPG4380_003970-T1, DBVPG4380_007715-T1, DBVPG4380_015742-T1	DBVPG3775_002970-T1
GF00001825	DBVPG4380_003972-T1, DBVPG4380_007712-T1, DBVPG4380_011757-T1	DBVPG3775_002967-T1
GF00001826	DBVPG4380_010852-T1, DBVPG4380_007823-T1, DBVPG4380_013668-T1	DBVPG3775_002366-T1
GF00001827	DBVPG4380_004001-T1, DBVPG4380_005929-T1	DBVPG3775_001820-T1, DBVPG3775_001821-T1
GF00001828	DBVPG4380_004013-T1, DBVPG4380_015183-T1, DBVPG4380_014988-T1	DBVPG3775_005253-T1
GF00001829	DBVPG4380_004025-T1, DBVPG4380_006904-T1, DBVPG4380_012784-T1	DBVPG3775_002091-T1
GF00001830	DBVPG4380_004036-T1, DBVPG4380_013297-T1	DBVPG3775_002793-T1, DBVPG3775_002794-T1
GF00001831	DBVPG4380_004038-T1, DBVPG4380_008173-T1	DBVPG3775_002788-T1, DBVPG3775_002790-T1
GF00001832	DBVPG4380_004052-T1, DBVPG4380_014467-T1, DBVPG4380_013248-T1	DBVPG3775_001220-T1
GF00001833	DBVPG4380_004053-T1, DBVPG4380_005674-T1, DBVPG4380_014468-T1	DBVPG3775_001219-T1
GF00001834	DBVPG4380_010651-T1, DBVPG4380_010790-T1, DBVPG4380_015146-T1	DBVPG3775_001472-T1
GF00001835	DBVPG4380_004083-T1, DBVPG4380_007860-T1, DBVPG4380_013169-T1	DBVPG3775_006747-T1
GF00001836	DBVPG4380_004095-T1, DBVPG4380_011446-T1, DBVPG4380_011882-T1	DBVPG3775_000112-T1
GF00001837	DBVPG4380_004096-T1, DBVPG4380_011881-T1, DBVPG4380_011668-T1	DBVPG3775_000113-T1
GF00001838	DBVPG4380_004102-T1, DBVPG4380_014009-T1, DBVPG4380_012726-T1	DBVPG3775_003978-T1
GF00001839	DBVPG4380_004103-T1, DBVPG4380_012727-T1, DBVPG4380_014517-T1	DBVPG3775_003977-T1
GF00001840	DBVPG4380_004113-T1, DBVPG4380_012567-T1, DBVPG4380_004555-T1	DBVPG3775_005961-T1
GF00001841	DBVPG4380_004125-T1, DBVPG4380_007624-T1, DBVPG4380_015038-T1	DBVPG3775_000382-T1
GF00001842	DBVPG4380_004136-T1, DBVPG4380_004334-T1, DBVPG4380_014523-T1	DBVPG3775_004256-T1
GF00001843	DBVPG4380_004140-T1, DBVPG4380_013111-T1, DBVPG4380_006950-T1	DBVPG3775_006032-T1
GF00001844	DBVPG4380_004161-T1, DBVPG4380_008680-T1	DBVPG3775_004774-T1, DBVPG3775_004777-T1
GF00001845	DBVPG4380_004164-T1, DBVPG4380_010727-T1, DBVPG4380_008677-T1	DBVPG3775_004778-T1
GF00001846	DBVPG4380_004201-T1, DBVPG4380_010227-T1, DBVPG4380_011778-T1	DBVPG3775_002611-T1
GF00001847	DBVPG4380_004203-T1, DBVPG4380_010299-T1, DBVPG4380_012634-T1	DBVPG3775_002607-T1
GF00001848	DBVPG4380_004209-T1, DBVPG4380_016364-T1, DBVPG4380_015228-T1	DBVPG3775_002268-T1
GF00001849	DBVPG4380_004212-T1, DBVPG4380_016059-T1, DBVPG4380_013382-T1	DBVPG3775_002265-T1
GF00001850	DBVPG4380_004213-T1, DBVPG4380_015637-T1, DBVPG4380_014816-T1	DBVPG3775_002264-T1
GF00001851	DBVPG4380_004230-T1, DBVPG4380_005119-T1, DBVPG4380_014646-T1	DBVPG3775_004570-T1
GF00001852	DBVPG4380_004235-T1, DBVPG4380_010931-T1, DBVPG4380_014093-T1	DBVPG3775_004574-T1
GF00001853	DBVPG4380_004238-T1, DBVPG4380_012847-T1, DBVPG4380_007449-T1	DBVPG3775_002737-T1
GF00001854	DBVPG4380_004277-T1, DBVPG4380_008212-T1, DBVPG4380_011437-T1	DBVPG3775_005624-T1
GF00001855	DBVPG4380_004281-T1, DBVPG4380_005110-T1, DBVPG4380_013497-T1	DBVPG3775_001389-T1
GF00001856	DBVPG4380_004286-T1, DBVPG4380_008488-T1, DBVPG4380_008953-T1	DBVPG3775_001396-T1
