	Rhodotorula_mucilaginosa_TFCN_54D-1.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00002747	TFCN54D1_009658-T1	DBVPG3775_001011-T1
GF00002748	TFCN54D1_003211-T1	DBVPG3775_001010-T1
GF00002749	TFCN54D1_003212-T1	DBVPG3775_001009-T1
GF00002750	TFCN54D1_009661-T1	DBVPG3775_001008-T1
GF00002751	TFCN54D1_003216-T1	DBVPG3775_001005-T1
GF00002752	TFCN54D1_009665-T1	DBVPG3775_001004-T1
GF00002753	TFCN54D1_003218-T1	DBVPG3775_001003-T1
GF00002754	TFCN54D1_009667-T1	DBVPG3775_001002-T1
GF00002755	TFCN54D1_003223-T1	DBVPG3775_000998-T1
GF00002756	TFCN54D1_003224-T1	DBVPG3775_000997-T1
GF00002757	TFCN54D1_003225-T1	DBVPG3775_000996-T1
GF00002758	TFCN54D1_003229-T1	DBVPG3775_000992-T1
GF00002759	TFCN54D1_003230-T1	DBVPG3775_000984-T1
GF00002760	TFCN54D1_003231-T1	DBVPG3775_000985-T1
GF00002761	TFCN54D1_003232-T1	DBVPG3775_000986-T1
GF00002762	TFCN54D1_003234-T1	DBVPG3775_000987-T1
GF00002763	TFCN54D1_007556-T1	DBVPG3775_000974-T1
GF00002764	TFCN54D1_007557-T1	DBVPG3775_000973-T1
GF00002765	TFCN54D1_007558-T1	DBVPG3775_000972-T1
GF00002766	TFCN54D1_003251-T1	DBVPG3775_000967-T1
GF00002767	TFCN54D1_009486-T1	DBVPG3775_003242-T1
GF00002768	TFCN54D1_003256-T1	DBVPG3775_000961-T1
GF00002769	TFCN54D1_008049-T1	DBVPG3775_007519-T1
GF00002770	TFCN54D1_007574-T1	DBVPG3775_000955-T1
GF00002771	TFCN54D1_003264-T1	DBVPG3775_000951-T1
GF00002772	TFCN54D1_007577-T1	DBVPG3775_000950-T1
GF00002773	TFCN54D1_003267-T1	DBVPG3775_000948-T1
GF00002774	TFCN54D1_007580-T1	DBVPG3775_000947-T1
GF00002775	TFCN54D1_003271-T1	DBVPG3775_000945-T1
GF00002776	TFCN54D1_003272-T1	DBVPG3775_000944-T1
GF00002777	TFCN54D1_007584-T1	DBVPG3775_000943-T1
GF00002778	TFCN54D1_007585-T1	DBVPG3775_000942-T1
GF00002779	TFCN54D1_007586-T1	DBVPG3775_000941-T1
GF00002780	TFCN54D1_003276-T1	DBVPG3775_000940-T1
GF00002781	TFCN54D1_007588-T1	DBVPG3775_000939-T1
GF00002782	TFCN54D1_007589-T1	DBVPG3775_000938-T1
GF00002783	TFCN54D1_007590-T1	DBVPG3775_000937-T1
GF00002784	TFCN54D1_007591-T1	DBVPG3775_000936-T1
GF00002785	TFCN54D1_003281-T1	DBVPG3775_000935-T1
GF00002786	TFCN54D1_006997-T1	DBVPG3775_007372-T1
GF00002787	TFCN54D1_003284-T1	DBVPG3775_000910-T1
GF00002788	TFCN54D1_003285-T1	DBVPG3775_000911-T1
GF00002789	TFCN54D1_003288-T1	DBVPG3775_000914-T1
GF00002790	TFCN54D1_003291-T1	DBVPG3775_000917-T1
GF00002791	TFCN54D1_007608-T1	DBVPG3775_000918-T1
GF00002792	TFCN54D1_007607-T1	DBVPG3775_000919-T1
GF00002793	TFCN54D1_003294-T1	DBVPG3775_000920-T1
GF00002794	TFCN54D1_007605-T1	DBVPG3775_000921-T1
GF00002795	TFCN54D1_007599-T1	DBVPG3775_000927-T1
GF00002796	TFCN54D1_007598-T1	DBVPG3775_000928-T1
GF00002797	TFCN54D1_003303-T1	DBVPG3775_000929-T1
GF00002798	TFCN54D1_003304-T1	DBVPG3775_000930-T1
GF00002799	TFCN54D1_007595-T1	DBVPG3775_000931-T1
GF00002800	TFCN54D1_003306-T1	DBVPG3775_000906-T1
GF00002801	TFCN54D1_005962-T1	DBVPG3775_000901-T1
GF00002802	TFCN54D1_005958-T1	DBVPG3775_000897-T1
GF00002803	TFCN54D1_005955-T1	DBVPG3775_000894-T1
GF00002804	TFCN54D1_003316-T1	DBVPG3775_000893-T1
GF00002805	TFCN54D1_003321-T1	DBVPG3775_001375-T1
GF00002806	TFCN54D1_008898-T1	DBVPG3775_001373-T1
GF00002807	TFCN54D1_003326-T1	DBVPG3775_001366-T1
GF00002808	TFCN54D1_003330-T1	DBVPG3775_001362-T1
GF00002809	TFCN54D1_003332-T1	DBVPG3775_001359-T1
GF00002810	TFCN54D1_008888-T1	DBVPG3775_001358-T1
GF00002811	TFCN54D1_003334-T1	DBVPG3775_001357-T1
GF00002812	TFCN54D1_003336-T1	DBVPG3775_001355-T1
GF00002813	TFCN54D1_008884-T1	DBVPG3775_001354-T1
GF00002814	TFCN54D1_003338-T1	DBVPG3775_001353-T1
GF00002815	TFCN54D1_008882-T1	DBVPG3775_001352-T1
GF00002816	TFCN54D1_003342-T1	DBVPG3775_001349-T1
GF00002817	TFCN54D1_003345-T1	DBVPG3775_001344-T1
GF00002818	TFCN54D1_008876-T1	DBVPG3775_001343-T1
GF00002819	TFCN54D1_003347-T1	DBVPG3775_001342-T1
GF00002820	TFCN54D1_008874-T1	DBVPG3775_001341-T1
GF00002821	TFCN54D1_008869-T1	DBVPG3775_005551-T1
GF00002822	TFCN54D1_003356-T1	DBVPG3775_005552-T1
GF00002823	TFCN54D1_003357-T1	DBVPG3775_005553-T1
GF00002824	TFCN54D1_008866-T1	DBVPG3775_005554-T1
GF00002825	TFCN54D1_003360-T1	DBVPG3775_005557-T1
GF00002826	TFCN54D1_003361-T1	DBVPG3775_005558-T1
GF00002827	TFCN54D1_003362-T1	DBVPG3775_005559-T1
GF00002828	TFCN54D1_003363-T1	DBVPG3775_005560-T1
GF00002829	TFCN54D1_008860-T1	DBVPG3775_005561-T1
GF00002830	TFCN54D1_008859-T1	DBVPG3775_005562-T1
GF00002831	TFCN54D1_003366-T1	DBVPG3775_005563-T1
GF00002832	TFCN54D1_003368-T1	DBVPG3775_005565-T1
GF00002833	TFCN54D1_012278-T1	DBVPG3775_005566-T1
GF00002834	TFCN54D1_003370-T1	DBVPG3775_005567-T1
GF00002835	TFCN54D1_012275-T1	DBVPG3775_005570-T1
GF00002836	TFCN54D1_003384-T1	DBVPG3775_005588-T1
GF00002837	TFCN54D1_003385-T1	DBVPG3775_005589-T1
GF00002838	TFCN54D1_003386-T1	DBVPG3775_005590-T1
GF00002839	TFCN54D1_003387-T1	DBVPG3775_005591-T1
GF00002840	TFCN54D1_012550-T1	DBVPG3775_005594-T1
GF00002841	TFCN54D1_007991-T1	DBVPG3775_005600-T1
GF00002842	TFCN54D1_007992-T1	DBVPG3775_005601-T1
GF00002843	TFCN54D1_003400-T1	DBVPG3775_005605-T1
GF00002844	TFCN54D1_003401-T1	DBVPG3775_005606-T1
GF00002845	TFCN54D1_003402-T1	DBVPG3775_005607-T1
GF00002846	TFCN54D1_007998-T1	DBVPG3775_005608-T1
GF00002847	TFCN54D1_003405-T1	DBVPG3775_005610-T1
GF00002848	TFCN54D1_003406-T1	DBVPG3775_005611-T1
GF00002849	TFCN54D1_003408-T1	DBVPG3775_005614-T1
GF00002850	TFCN54D1_008004-T1	DBVPG3775_005615-T1
GF00002851	TFCN54D1_008007-T1	DBVPG3775_005619-T1
GF00002852	TFCN54D1_003412-T1	DBVPG3775_005620-T1
GF00002853	TFCN54D1_008010-T1	DBVPG3775_005622-T1
GF00002854	TFCN54D1_008011-T1	DBVPG3775_005623-T1
GF00002855	TFCN54D1_003416-T1	DBVPG3775_005624-T1
GF00002856	TFCN54D1_008014-T1	DBVPG3775_005627-T1
GF00002857	TFCN54D1_008017-T1	DBVPG3775_005630-T1
GF00002858	TFCN54D1_008018-T1	DBVPG3775_005631-T1
GF00002859	TFCN54D1_008021-T1	DBVPG3775_005634-T1
GF00002860	TFCN54D1_003428-T1	DBVPG3775_000381-T1
GF00002861	TFCN54D1_003429-T1	DBVPG3775_000380-T1
GF00002862	TFCN54D1_003433-T1	DBVPG3775_000372-T1
GF00002863	TFCN54D1_003438-T1	DBVPG3775_000363-T1
GF00002864	TFCN54D1_009146-T1	DBVPG3775_000362-T1
GF00002865	TFCN54D1_003442-T1	DBVPG3775_000359-T1
GF00002866	TFCN54D1_003443-T1	DBVPG3775_000358-T1
GF00002867	TFCN54D1_003445-T1	DBVPG3775_000356-T1
GF00002868	TFCN54D1_003446-T1	DBVPG3775_000355-T1
GF00002869	TFCN54D1_003448-T1	DBVPG3775_000353-T1
GF00002870	TFCN54D1_003449-T1	DBVPG3775_000352-T1
GF00002871	TFCN54D1_012064-T1	DBVPG3775_000349-T1
GF00002872	TFCN54D1_003453-T1	DBVPG3775_000348-T1
GF00002873	TFCN54D1_003454-T1	DBVPG3775_000347-T1
GF00002874	TFCN54D1_003459-T1	DBVPG3775_000342-T1
GF00002875	TFCN54D1_003460-T1	DBVPG3775_000341-T1
GF00002876	TFCN54D1_010661-T1	DBVPG3775_000340-T1
GF00002877	TFCN54D1_010659-T1	DBVPG3775_000338-T1
GF00002878	TFCN54D1_010658-T1	DBVPG3775_000337-T1
GF00002879	TFCN54D1_003465-T1	DBVPG3775_000336-T1
GF00002880	TFCN54D1_003468-T1	DBVPG3775_000332-T1
GF00002881	TFCN54D1_003469-T1	DBVPG3775_000331-T1
GF00002882	TFCN54D1_003473-T1	DBVPG3775_000326-T1
GF00002883	TFCN54D1_003474-T1	DBVPG3775_000325-T1
GF00002884	TFCN54D1_010648-T1	DBVPG3775_000324-T1
GF00002885	TFCN54D1_003476-T1	DBVPG3775_000323-T1
GF00002886	TFCN54D1_003477-T1	DBVPG3775_000322-T1
GF00002887	TFCN54D1_010645-T1	DBVPG3775_000321-T1
GF00002888	TFCN54D1_003479-T1	DBVPG3775_000320-T1
GF00002889	TFCN54D1_010643-T1	DBVPG3775_000319-T1
GF00002890	TFCN54D1_010642-T1	DBVPG3775_000318-T1
GF00002891	TFCN54D1_003483-T1	DBVPG3775_000316-T1
GF00002892	TFCN54D1_010638-T1	DBVPG3775_000314-T1
GF00002893	TFCN54D1_010637-T1	DBVPG3775_000313-T1
GF00002894	TFCN54D1_003488-T1	DBVPG3775_000311-T1
GF00002895	TFCN54D1_003490-T1	DBVPG3775_000309-T1
GF00002896	TFCN54D1_010632-T1	DBVPG3775_000308-T1
GF00002897	TFCN54D1_010631-T1	DBVPG3775_000307-T1
GF00002898	TFCN54D1_009162-T1	DBVPG3775_000401-T1
GF00002899	TFCN54D1_010629-T1	DBVPG3775_000305-T1
GF00002900	TFCN54D1_003669-T1	DBVPG3775_000591-T1
GF00002901	TFCN54D1_006037-T1	DBVPG3775_001915-T1
GF00002902	TFCN54D1_010323-T1	DBVPG3775_000607-T1
GF00002903	TFCN54D1_010325-T1	DBVPG3775_000610-T1
GF00002904	TFCN54D1_010326-T1	DBVPG3775_000611-T1
GF00002905	TFCN54D1_003684-T1	DBVPG3775_000612-T1
GF00002906	TFCN54D1_003687-T1	DBVPG3775_000617-T1
GF00002907	TFCN54D1_003688-T1	DBVPG3775_000618-T1
GF00002908	TFCN54D1_003692-T1	DBVPG3775_000623-T1
GF00002909	TFCN54D1_003693-T1	DBVPG3775_000624-T1
GF00002910	TFCN54D1_003697-T1	DBVPG3775_000628-T1
GF00002911	TFCN54D1_003698-T1	DBVPG3775_000629-T1
GF00002912	TFCN54D1_003699-T1	DBVPG3775_000630-T1
GF00002913	TFCN54D1_003700-T1	DBVPG3775_000631-T1
GF00002914	TFCN54D1_010347-T1	DBVPG3775_000637-T1
GF00002915	TFCN54D1_003707-T1	DBVPG3775_000638-T1
GF00002916	TFCN54D1_010349-T1	DBVPG3775_000640-T1
GF00002917	TFCN54D1_003709-T1	DBVPG3775_000641-T1
GF00002918	TFCN54D1_010351-T1	DBVPG3775_000642-T1
GF00002919	TFCN54D1_003711-T1	DBVPG3775_000643-T1
GF00002920	TFCN54D1_003713-T1	DBVPG3775_000648-T1
GF00002921	TFCN54D1_003716-T1	DBVPG3775_000645-T1
GF00002922	TFCN54D1_003718-T1	DBVPG3775_000651-T1
GF00002923	TFCN54D1_012515-T1	DBVPG3775_000652-T1
GF00002924	TFCN54D1_012513-T1	DBVPG3775_000654-T1
GF00002925	TFCN54D1_003724-T1	DBVPG3775_000657-T1
GF00002926	TFCN54D1_003725-T1	DBVPG3775_000658-T1
GF00002927	TFCN54D1_010745-T1	DBVPG3775_000660-T1
GF00002928	TFCN54D1_003729-T1	DBVPG3775_000662-T1
GF00002929	TFCN54D1_003730-T1	DBVPG3775_000663-T1
GF00002930	TFCN54D1_010739-T1	DBVPG3775_000665-T1
GF00002931	TFCN54D1_003735-T1	DBVPG3775_000669-T1
GF00002932	TFCN54D1_003736-T1	DBVPG3775_000670-T1
GF00002933	TFCN54D1_003738-T1	DBVPG3775_000671-T1
GF00002934	TFCN54D1_010733-T1	DBVPG3775_000672-T1
GF00002935	TFCN54D1_003740-T1	DBVPG3775_000673-T1
GF00002936	TFCN54D1_003741-T1	DBVPG3775_000674-T1
GF00002937	TFCN54D1_010752-T1	DBVPG3775_000678-T1
GF00002938	TFCN54D1_010753-T1	DBVPG3775_000679-T1
GF00002939	TFCN54D1_010755-T1	DBVPG3775_000681-T1
GF00002940	TFCN54D1_003750-T1	DBVPG3775_000684-T1
GF00002941	TFCN54D1_003752-T1	DBVPG3775_000686-T1
GF00002942	TFCN54D1_003753-T1	DBVPG3775_000687-T1
GF00002943	TFCN54D1_003754-T1	DBVPG3775_000688-T1
GF00002944	TFCN54D1_003755-T1	DBVPG3775_000690-T1
GF00002945	TFCN54D1_003756-T1	DBVPG3775_000691-T1
GF00002946	TFCN54D1_003759-T1	DBVPG3775_000694-T1
GF00002947	TFCN54D1_003761-T1	DBVPG3775_000696-T1
GF00002948	TFCN54D1_009089-T1	DBVPG3775_000697-T1
GF00002949	TFCN54D1_009088-T1	DBVPG3775_000698-T1
GF00002950	TFCN54D1_003765-T1	DBVPG3775_000700-T1
GF00002951	TFCN54D1_003802-T1	DBVPG3775_006440-T1
GF00002952	TFCN54D1_003805-T1	DBVPG3775_006445-T1
GF00002953	TFCN54D1_009342-T1	DBVPG3775_006446-T1
GF00002954	TFCN54D1_003807-T1	DBVPG3775_006447-T1
GF00002955	TFCN54D1_009340-T1	DBVPG3775_006448-T1
GF00002956	TFCN54D1_009339-T1	DBVPG3775_006449-T1
GF00002957	TFCN54D1_003810-T1	DBVPG3775_006450-T1
GF00002958	TFCN54D1_009337-T1	DBVPG3775_006451-T1
GF00002959	TFCN54D1_012306-T1	DBVPG3775_007464-T1
GF00002960	TFCN54D1_003819-T1	DBVPG3775_007467-T1
GF00002961	TFCN54D1_012302-T1	DBVPG3775_007471-T1
GF00002962	TFCN54D1_003824-T1	DBVPG3775_007472-T1
GF00002963	TFCN54D1_012299-T1	DBVPG3775_007474-T1
GF00002964	TFCN54D1_003827-T1	DBVPG3775_007475-T1
GF00002965	TFCN54D1_012297-T1	DBVPG3775_007476-T1
GF00002966	TFCN54D1_003829-T1	DBVPG3775_007477-T1
GF00002967	TFCN54D1_010551-T1	DBVPG3775_006978-T1
GF00002968	TFCN54D1_003835-T1	DBVPG3775_006981-T1
GF00002969	TFCN54D1_003837-T1	DBVPG3775_006983-T1
GF00002970	TFCN54D1_003839-T1	DBVPG3775_006986-T1
GF00002971	TFCN54D1_010544-T1	DBVPG3775_006987-T1
GF00002972	TFCN54D1_010542-T1	DBVPG3775_006989-T1
GF00002973	TFCN54D1_010541-T1	DBVPG3775_006990-T1
GF00002974	TFCN54D1_003844-T1	DBVPG3775_006991-T1
GF00002975	TFCN54D1_010537-T1	DBVPG3775_006996-T1
GF00002976	TFCN54D1_007729-T1	DBVPG3775_003378-T1
GF00002977	TFCN54D1_010536-T1	DBVPG3775_006997-T1
GF00002978	TFCN54D1_003852-T1	DBVPG3775_006999-T1
GF00002979	TFCN54D1_010532-T1	DBVPG3775_007002-T1
GF00002980	TFCN54D1_010531-T1	DBVPG3775_007003-T1
GF00002981	TFCN54D1_011593-T1	DBVPG3775_007006-T1
GF00002982	TFCN54D1_011592-T1	DBVPG3775_007007-T1
GF00002983	TFCN54D1_004347-T1	DBVPG3775_006331-T1
GF00002984	TFCN54D1_003861-T1	DBVPG3775_007009-T1
GF00002985	TFCN54D1_011588-T1	DBVPG3775_007508-T1
GF00002986	TFCN54D1_011587-T1	DBVPG3775_007509-T1
GF00002987	TFCN54D1_003867-T1	DBVPG3775_007512-T1
GF00002988	TFCN54D1_011584-T1	DBVPG3775_007513-T1
GF00002989	TFCN54D1_003870-T1	DBVPG3775_007515-T1
GF00002990	TFCN54D1_003876-T1	DBVPG3775_001884-T1
GF00002991	TFCN54D1_003877-T1	DBVPG3775_001883-T1
GF00002992	TFCN54D1_003878-T1	DBVPG3775_001882-T1
GF00002993	TFCN54D1_003881-T1	DBVPG3775_001879-T1
GF00002994	TFCN54D1_003882-T1	DBVPG3775_001878-T1
GF00002995	TFCN54D1_011468-T1	DBVPG3775_001875-T1
GF00002996	TFCN54D1_003886-T1	DBVPG3775_001874-T1
GF00002997	TFCN54D1_003889-T1	DBVPG3775_001871-T1
GF00002998	TFCN54D1_003890-T1	DBVPG3775_001870-T1
GF00002999	TFCN54D1_003891-T1	DBVPG3775_001869-T1
GF00003000	TFCN54D1_003892-T1	DBVPG3775_001868-T1
GF00003001	TFCN54D1_003893-T1	DBVPG3775_001867-T1
GF00003002	TFCN54D1_011693-T1	DBVPG3775_001865-T1
GF00003003	TFCN54D1_003896-T1	DBVPG3775_001864-T1
GF00003004	TFCN54D1_003897-T1	DBVPG3775_001863-T1
GF00003005	TFCN54D1_011688-T1	DBVPG3775_001859-T1
GF00003006	TFCN54D1_003900-T1	DBVPG3775_001858-T1
GF00003007	TFCN54D1_011686-T1	DBVPG3775_001857-T1
GF00003008	TFCN54D1_011685-T1	DBVPG3775_001856-T1
GF00003009	TFCN54D1_011680-T1	DBVPG3775_001850-T1
GF00003010	TFCN54D1_011679-T1	DBVPG3775_001848-T1
GF00003011	TFCN54D1_012147-T1	DBVPG3775_001844-T1
GF00003012	TFCN54D1_003915-T1	DBVPG3775_001842-T1
GF00003013	TFCN54D1_003916-T1	DBVPG3775_001841-T1
GF00003014	TFCN54D1_003917-T1	DBVPG3775_001840-T1
GF00003015	TFCN54D1_012142-T1	DBVPG3775_001839-T1
GF00003016	TFCN54D1_003919-T1	DBVPG3775_001838-T1
GF00003017	TFCN54D1_003922-T1	DBVPG3775_001833-T1
GF00003018	TFCN54D1_003925-T1	DBVPG3775_001829-T1
GF00003019	TFCN54D1_003930-T1	DBVPG3775_001824-T1
GF00003020	TFCN54D1_003931-T1	DBVPG3775_001823-T1
GF00003021	TFCN54D1_003934-T1	DBVPG3775_001819-T1
GF00003022	TFCN54D1_003937-T1	DBVPG3775_001815-T1
GF00003023	TFCN54D1_003941-T1	DBVPG3775_001809-T1
GF00003024	TFCN54D1_007702-T1	DBVPG3775_001807-T1
GF00003025	TFCN54D1_007700-T1	DBVPG3775_001805-T1
GF00003026	TFCN54D1_003949-T1	DBVPG3775_001802-T1
GF00003027	TFCN54D1_007690-T1	DBVPG3775_001794-T1
GF00003028	TFCN54D1_007688-T1	DBVPG3775_001791-T1
GF00003029	TFCN54D1_007687-T1	DBVPG3775_001790-T1
GF00003030	TFCN54D1_003960-T1	DBVPG3775_001789-T1
GF00003031	TFCN54D1_003961-T1	DBVPG3775_001788-T1
GF00003032	TFCN54D1_003962-T1	DBVPG3775_001787-T1
GF00003033	TFCN54D1_003963-T1	DBVPG3775_001786-T1
GF00003034	TFCN54D1_003965-T1	DBVPG3775_001782-T1
GF00003035	TFCN54D1_007679-T1	DBVPG3775_001781-T1
GF00003036	TFCN54D1_003967-T1	DBVPG3775_001780-T1
GF00003037	TFCN54D1_003968-T1	DBVPG3775_001779-T1
GF00003038	TFCN54D1_003969-T1	DBVPG3775_001778-T1
GF00003039	TFCN54D1_003970-T1	DBVPG3775_001777-T1
GF00003040	TFCN54D1_003972-T1	DBVPG3775_001774-T1
GF00003041	TFCN54D1_007671-T1	DBVPG3775_001773-T1
GF00003042	TFCN54D1_003974-T1	DBVPG3775_001772-T1
GF00003043	TFCN54D1_007669-T1	DBVPG3775_001771-T1
GF00003044	TFCN54D1_003976-T1	DBVPG3775_001770-T1
GF00003045	TFCN54D1_007667-T1	DBVPG3775_001769-T1
GF00003046	TFCN54D1_007666-T1	DBVPG3775_001768-T1
GF00003047	TFCN54D1_007665-T1	DBVPG3775_001767-T1
GF00003048	TFCN54D1_003980-T1	DBVPG3775_001766-T1
GF00003049	TFCN54D1_003982-T1	DBVPG3775_001763-T1
GF00003050	TFCN54D1_007212-T1	DBVPG3775_003603-T1
GF00003051	TFCN54D1_007213-T1	DBVPG3775_003604-T1
GF00003052	TFCN54D1_003991-T1	DBVPG3775_003605-T1
GF00003053	TFCN54D1_007215-T1	DBVPG3775_003606-T1
GF00003054	TFCN54D1_003994-T1	DBVPG3775_003608-T1
GF00003055	TFCN54D1_003995-T1	DBVPG3775_003610-T1
GF00003056	TFCN54D1_003996-T1	DBVPG3775_003611-T1
GF00003057	TFCN54D1_003998-T1	DBVPG3775_003613-T1
GF00003058	TFCN54D1_003999-T1	DBVPG3775_003614-T1
GF00003059	TFCN54D1_004001-T1	DBVPG3775_003617-T1
GF00003060	TFCN54D1_004002-T1	DBVPG3775_003618-T1
GF00003061	TFCN54D1_004003-T1	DBVPG3775_003619-T1
GF00003062	TFCN54D1_004004-T1	DBVPG3775_003620-T1
GF00003063	TFCN54D1_004006-T1	DBVPG3775_003622-T1
GF00003064	TFCN54D1_004007-T1	DBVPG3775_003623-T1
GF00003065	TFCN54D1_004008-T1	DBVPG3775_003624-T1
GF00003066	TFCN54D1_004009-T1	DBVPG3775_003625-T1
GF00003067	TFCN54D1_004010-T1	DBVPG3775_003626-T1
GF00003068	TFCN54D1_004011-T1	DBVPG3775_003627-T1
GF00003069	TFCN54D1_011214-T1	DBVPG3775_003628-T1
GF00003070	TFCN54D1_004013-T1	DBVPG3775_003629-T1
GF00003071	TFCN54D1_004014-T1	DBVPG3775_003630-T1
GF00003072	TFCN54D1_004015-T1	DBVPG3775_003631-T1
GF00003073	TFCN54D1_004017-T1	DBVPG3775_003636-T1
GF00003074	TFCN54D1_011221-T1	DBVPG3775_003637-T1
GF00003075	TFCN54D1_005413-T1	DBVPG3775_003640-T1
GF00003076	TFCN54D1_005409-T1	DBVPG3775_003644-T1
GF00003077	TFCN54D1_004028-T1	DBVPG3775_003647-T1
GF00003078	TFCN54D1_005405-T1	DBVPG3775_003648-T1
GF00003079	TFCN54D1_005401-T1	DBVPG3775_003654-T1
GF00003080	TFCN54D1_004034-T1	DBVPG3775_003656-T1
GF00003081	TFCN54D1_005396-T1	DBVPG3775_003660-T1
GF00003082	TFCN54D1_004039-T1	DBVPG3775_003661-T1
GF00003083	TFCN54D1_004042-T1	DBVPG3775_003665-T1
GF00003084	TFCN54D1_005391-T1	DBVPG3775_003666-T1
GF00003085	TFCN54D1_005390-T1	DBVPG3775_003667-T1
GF00003086	TFCN54D1_004046-T1	DBVPG3775_003669-T1
GF00003087	TFCN54D1_004047-T1	DBVPG3775_003670-T1
GF00003088	TFCN54D1_004049-T1	DBVPG3775_003673-T1
GF00003089	TFCN54D1_005381-T1	DBVPG3775_003678-T1
GF00003090	TFCN54D1_004055-T1	DBVPG3775_003679-T1
GF00003091	TFCN54D1_004056-T1	DBVPG3775_003680-T1
GF00003092	TFCN54D1_004058-T1	DBVPG3775_003682-T1
GF00003093	TFCN54D1_004059-T1	DBVPG3775_003683-T1
GF00003094	TFCN54D1_004064-T1	DBVPG3775_006695-T1
GF00003095	TFCN54D1_004069-T1	DBVPG3775_006702-T1
GF00003096	TFCN54D1_005364-T1	DBVPG3775_006703-T1
GF00003097	TFCN54D1_005363-T1	DBVPG3775_006704-T1
GF00003098	TFCN54D1_005362-T1	DBVPG3775_006705-T1
GF00003099	TFCN54D1_004073-T1	DBVPG3775_006706-T1
GF00003100	TFCN54D1_004074-T1	DBVPG3775_006707-T1
GF00003101	TFCN54D1_005359-T1	DBVPG3775_006708-T1
GF00003102	TFCN54D1_005356-T1	DBVPG3775_006712-T1
GF00003103	TFCN54D1_005355-T1	DBVPG3775_006713-T1
GF00003104	TFCN54D1_005354-T1	DBVPG3775_006714-T1
GF00003105	TFCN54D1_004081-T1	DBVPG3775_006715-T1
GF00003106	TFCN54D1_004082-T1	DBVPG3775_006716-T1
GF00003107	TFCN54D1_004083-T1	DBVPG3775_006717-T1
GF00003108	TFCN54D1_005350-T1	DBVPG3775_006718-T1
GF00003109	TFCN54D1_004085-T1	DBVPG3775_006719-T1
GF00003110	TFCN54D1_004086-T1	DBVPG3775_006720-T1
GF00003111	TFCN54D1_004087-T1	DBVPG3775_006721-T1
GF00003112	TFCN54D1_004088-T1	DBVPG3775_006722-T1
GF00003113	TFCN54D1_004089-T1	DBVPG3775_006723-T1
GF00003114	TFCN54D1_005344-T1	DBVPG3775_006725-T1
GF00003115	TFCN54D1_004092-T1	DBVPG3775_006727-T1
GF00003116	TFCN54D1_005341-T1	DBVPG3775_006728-T1
GF00003117	TFCN54D1_005340-T1	DBVPG3775_006729-T1
GF00003118	TFCN54D1_005339-T1	DBVPG3775_006730-T1
GF00003119	TFCN54D1_004096-T1	DBVPG3775_006731-T1
GF00003120	TFCN54D1_005337-T1	DBVPG3775_006732-T1
GF00003121	TFCN54D1_005336-T1	DBVPG3775_006733-T1
GF00003122	TFCN54D1_004103-T1	DBVPG3775_006740-T1
GF00003123	TFCN54D1_004104-T1	DBVPG3775_006741-T1
GF00003124	TFCN54D1_005330-T1	DBVPG3775_006742-T1
GF00003125	TFCN54D1_005884-T1	DBVPG3775_000817-T1
GF00003126	TFCN54D1_005887-T1	DBVPG3775_000821-T1
GF00003127	TFCN54D1_005888-T1	DBVPG3775_000822-T1
GF00003128	TFCN54D1_011658-T1	DBVPG3775_006183-T1
GF00003129	TFCN54D1_004154-T1	DBVPG3775_000823-T1
GF00003130	TFCN54D1_005890-T1	DBVPG3775_000824-T1
GF00003131	TFCN54D1_005891-T1	DBVPG3775_000825-T1
GF00003132	TFCN54D1_005894-T1	DBVPG3775_000828-T1
GF00003133	TFCN54D1_005895-T1	DBVPG3775_000829-T1
GF00003134	TFCN54D1_005896-T1	DBVPG3775_000830-T1
GF00003135	TFCN54D1_004163-T1	DBVPG3775_000833-T1
GF00003136	TFCN54D1_005900-T1	DBVPG3775_000834-T1
GF00003137	TFCN54D1_004166-T1	DBVPG3775_000837-T1
GF00003138	TFCN54D1_005904-T1	DBVPG3775_000839-T1
GF00003139	TFCN54D1_005905-T1	DBVPG3775_000840-T1
GF00003140	TFCN54D1_005906-T1	DBVPG3775_000841-T1
GF00003141	TFCN54D1_004172-T1	DBVPG3775_000843-T1
GF00003142	TFCN54D1_005909-T1	DBVPG3775_000844-T1
GF00003143	TFCN54D1_005910-T1	DBVPG3775_000845-T1
GF00003144	TFCN54D1_004175-T1	DBVPG3775_000846-T1
GF00003145	TFCN54D1_004176-T1	DBVPG3775_000847-T1
GF00003146	TFCN54D1_005913-T1	DBVPG3775_000848-T1
GF00003147	TFCN54D1_004179-T1	DBVPG3775_000850-T1
GF00003148	TFCN54D1_005916-T1	DBVPG3775_000851-T1
GF00003149	TFCN54D1_004181-T1	DBVPG3775_000852-T1
GF00003150	TFCN54D1_004182-T1	DBVPG3775_000853-T1
GF00003151	TFCN54D1_004186-T1	DBVPG3775_000856-T1
GF00003152	TFCN54D1_011087-T1	DBVPG3775_007223-T1
GF00003153	TFCN54D1_004193-T1	DBVPG3775_000863-T1
GF00003154	TFCN54D1_005927-T1	DBVPG3775_000864-T1
GF00003155	TFCN54D1_004195-T1	DBVPG3775_000865-T1
