	Rhodotorula_mucilaginosa_TFCN_404D-1.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00002960	TFCN404D1_003210-T1	DBVPG3775_005037-T1
GF00002961	TFCN404D1_003212-T1	DBVPG3775_005039-T1
GF00002962	TFCN404D1_003213-T1	DBVPG3775_005040-T1
GF00002963	TFCN404D1_003214-T1	DBVPG3775_005041-T1
GF00002964	TFCN404D1_003215-T1	DBVPG3775_005042-T1
GF00002965	TFCN404D1_003218-T1	DBVPG3775_000050-T1
GF00002966	TFCN404D1_003219-T1	DBVPG3775_000051-T1
GF00002967	TFCN404D1_003221-T1	DBVPG3775_000053-T1
GF00002968	TFCN404D1_003223-T1	DBVPG3775_000055-T1
GF00002969	TFCN404D1_003224-T1	DBVPG3775_000056-T1
GF00002970	TFCN404D1_003227-T1	DBVPG3775_000060-T1
GF00002971	TFCN404D1_003228-T1	DBVPG3775_000061-T1
GF00002972	TFCN404D1_007276-T1	DBVPG3775_000063-T1
GF00002973	TFCN404D1_003230-T1	DBVPG3775_000064-T1
GF00002974	TFCN404D1_009798-T1	DBVPG3775_006782-T1
GF00002975	TFCN404D1_004972-T1	DBVPG3775_007488-T1
GF00002976	TFCN404D1_007287-T1	DBVPG3775_003961-T1
GF00002977	TFCN404D1_010021-T1	DBVPG3775_005047-T1
GF00002978	TFCN404D1_014811-T1	DBVPG3775_006310-T1
GF00002979	TFCN404D1_014810-T1	DBVPG3775_006309-T1
GF00002980	TFCN404D1_003324-T1	DBVPG3775_006306-T1
GF00002981	TFCN404D1_003325-T1	DBVPG3775_006305-T1
GF00002982	TFCN404D1_009389-T1	DBVPG3775_004594-T1
GF00002983	TFCN404D1_009390-T1	DBVPG3775_004595-T1
GF00002984	TFCN404D1_003333-T1	DBVPG3775_004596-T1
GF00002985	TFCN404D1_009392-T1	DBVPG3775_004597-T1
GF00002986	TFCN404D1_003335-T1	DBVPG3775_004598-T1
GF00002987	TFCN404D1_003337-T1	DBVPG3775_004600-T1
GF00002988	TFCN404D1_009396-T1	DBVPG3775_004601-T1
GF00002989	TFCN404D1_009399-T1	DBVPG3775_004604-T1
GF00002990	TFCN404D1_003341-T1	DBVPG3775_004605-T1
GF00002991	TFCN404D1_009401-T1	DBVPG3775_004606-T1
GF00002992	TFCN404D1_009402-T1	DBVPG3775_004607-T1
GF00002993	TFCN404D1_009403-T1	DBVPG3775_004608-T1
GF00002994	TFCN404D1_003345-T1	DBVPG3775_004609-T1
GF00002995	TFCN404D1_003346-T1	DBVPG3775_004610-T1
GF00002996	TFCN404D1_009406-T1	DBVPG3775_004611-T1
GF00002997	TFCN404D1_003348-T1	DBVPG3775_004612-T1
GF00002998	TFCN404D1_014382-T1	DBVPG3775_004614-T1
GF00002999	TFCN404D1_014381-T1	DBVPG3775_004615-T1
GF00003000	TFCN404D1_003352-T1	DBVPG3775_004616-T1
GF00003001	TFCN404D1_014379-T1	DBVPG3775_004617-T1
GF00003002	TFCN404D1_014378-T1	DBVPG3775_004618-T1
GF00003003	TFCN404D1_014377-T1	DBVPG3775_004619-T1
GF00003004	TFCN404D1_003356-T1	DBVPG3775_004620-T1
GF00003005	TFCN404D1_008111-T1	DBVPG3775_004621-T1
GF00003006	TFCN404D1_004009-T1	DBVPG3775_006599-T1
GF00003007	TFCN404D1_004011-T1	DBVPG3775_006602-T1
GF00003008	TFCN404D1_003363-T1	DBVPG3775_006603-T1
GF00003009	TFCN404D1_004015-T1	DBVPG3775_006606-T1
GF00003010	TFCN404D1_003366-T1	DBVPG3775_006607-T1
GF00003011	TFCN404D1_004017-T1	DBVPG3775_006608-T1
GF00003012	TFCN404D1_003368-T1	DBVPG3775_006609-T1
GF00003013	TFCN404D1_004021-T1	DBVPG3775_006612-T1
GF00003014	TFCN404D1_003371-T1	DBVPG3775_006613-T1
GF00003015	TFCN404D1_004023-T1	DBVPG3775_006614-T1
GF00003016	TFCN404D1_004024-T1	DBVPG3775_006615-T1
GF00003017	TFCN404D1_003374-T1	DBVPG3775_006616-T1
GF00003018	TFCN404D1_003378-T1	DBVPG3775_006620-T1
GF00003019	TFCN404D1_003379-T1	DBVPG3775_006621-T1
GF00003020	TFCN404D1_003380-T1	DBVPG3775_006622-T1
GF00003021	TFCN404D1_004032-T1	DBVPG3775_006623-T1
GF00003022	TFCN404D1_003419-T1	DBVPG3775_004470-T1
GF00003023	TFCN404D1_012386-T1	DBVPG3775_004471-T1
GF00003024	TFCN404D1_012387-T1	DBVPG3775_004472-T1
GF00003025	TFCN404D1_003422-T1	DBVPG3775_004473-T1
GF00003026	TFCN404D1_012389-T1	DBVPG3775_004474-T1
GF00003027	TFCN404D1_003424-T1	DBVPG3775_004476-T1
GF00003028	TFCN404D1_003425-T1	DBVPG3775_004477-T1
GF00003029	TFCN404D1_003426-T1	DBVPG3775_004478-T1
GF00003030	TFCN404D1_003430-T1	DBVPG3775_004481-T1
GF00003031	TFCN404D1_012397-T1	DBVPG3775_005727-T1
GF00003032	TFCN404D1_003432-T1	DBVPG3775_005726-T1
GF00003033	TFCN404D1_003433-T1	DBVPG3775_005724-T1
GF00003034	TFCN404D1_003949-T1	DBVPG3775_005723-T1
GF00003035	TFCN404D1_005795-T1	DBVPG3775_002651-T1
GF00003036	TFCN404D1_005797-T1	DBVPG3775_002653-T1
GF00003037	TFCN404D1_003441-T1	DBVPG3775_002654-T1
GF00003038	TFCN404D1_003443-T1	DBVPG3775_002656-T1
GF00003039	TFCN404D1_003444-T1	DBVPG3775_002657-T1
GF00003040	TFCN404D1_003445-T1	DBVPG3775_002659-T1
GF00003041	TFCN404D1_003446-T1	DBVPG3775_002660-T1
GF00003042	TFCN404D1_003447-T1	DBVPG3775_002661-T1
GF00003043	TFCN404D1_003448-T1	DBVPG3775_002662-T1
GF00003044	TFCN404D1_003450-T1	DBVPG3775_002664-T1
GF00003045	TFCN404D1_003452-T1	DBVPG3775_002666-T1
GF00003046	TFCN404D1_005814-T1	DBVPG3775_002669-T1
GF00003047	TFCN404D1_005815-T1	DBVPG3775_002670-T1
GF00003048	TFCN404D1_003458-T1	DBVPG3775_002671-T1
GF00003049	TFCN404D1_003460-T1	DBVPG3775_002673-T1
GF00003050	TFCN404D1_003462-T1	DBVPG3775_002675-T1
GF00003051	TFCN404D1_003465-T1	DBVPG3775_002678-T1
GF00003052	TFCN404D1_005824-T1	DBVPG3775_002679-T1
GF00003053	TFCN404D1_005825-T1	DBVPG3775_002680-T1
GF00003054	TFCN404D1_003469-T1	DBVPG3775_002682-T1
GF00003055	TFCN404D1_011761-T1	DBVPG3775_002683-T1
GF00003056	TFCN404D1_003471-T1	DBVPG3775_002684-T1
GF00003057	TFCN404D1_003472-T1	DBVPG3775_002685-T1
GF00003058	TFCN404D1_003473-T1	DBVPG3775_002686-T1
GF00003059	TFCN404D1_011757-T1	DBVPG3775_002687-T1
GF00003060	TFCN404D1_003475-T1	DBVPG3775_002688-T1
GF00003061	TFCN404D1_003476-T1	DBVPG3775_002689-T1
GF00003062	TFCN404D1_003478-T1	DBVPG3775_002691-T1
GF00003063	TFCN404D1_003479-T1	DBVPG3775_002692-T1
GF00003064	TFCN404D1_003480-T1	DBVPG3775_002693-T1
GF00003065	TFCN404D1_003484-T1	DBVPG3775_006229-T1
GF00003066	TFCN404D1_009909-T1	DBVPG3775_006232-T1
GF00003067	TFCN404D1_009910-T1	DBVPG3775_006233-T1
GF00003068	TFCN404D1_003488-T1	DBVPG3775_006235-T1
GF00003069	TFCN404D1_009912-T1	DBVPG3775_006236-T1
GF00003070	TFCN404D1_003491-T1	DBVPG3775_006238-T1
GF00003071	TFCN404D1_003492-T1	DBVPG3775_006239-T1
GF00003072	TFCN404D1_003493-T1	DBVPG3775_006240-T1
GF00003073	TFCN404D1_003498-T1	DBVPG3775_006245-T1
GF00003074	TFCN404D1_003500-T1	DBVPG3775_006247-T1
GF00003075	TFCN404D1_003502-T1	DBVPG3775_006251-T1
GF00003076	TFCN404D1_006855-T1	DBVPG3775_006253-T1
GF00003077	TFCN404D1_003505-T1	DBVPG3775_006254-T1
GF00003078	TFCN404D1_003507-T1	DBVPG3775_006256-T1
GF00003079	TFCN404D1_003508-T1	DBVPG3775_006257-T1
GF00003080	TFCN404D1_003509-T1	DBVPG3775_006258-T1
GF00003081	TFCN404D1_003510-T1	DBVPG3775_006259-T1
GF00003082	TFCN404D1_003513-T1	DBVPG3775_006263-T1
GF00003083	TFCN404D1_006842-T1	DBVPG3775_006268-T1
GF00003084	TFCN404D1_006840-T1	DBVPG3775_006270-T1
GF00003085	TFCN404D1_003522-T1	DBVPG3775_006272-T1
GF00003086	TFCN404D1_006836-T1	DBVPG3775_006273-T1
GF00003087	TFCN404D1_006835-T1	DBVPG3775_006274-T1
GF00003088	TFCN404D1_006834-T1	DBVPG3775_006275-T1
GF00003089	TFCN404D1_006831-T1	DBVPG3775_006278-T1
GF00003090	TFCN404D1_003529-T1	DBVPG3775_006279-T1
GF00003091	TFCN404D1_011412-T1	DBVPG3775_003894-T1
GF00003092	TFCN404D1_011410-T1	DBVPG3775_003896-T1
GF00003093	TFCN404D1_011409-T1	DBVPG3775_003897-T1
GF00003094	TFCN404D1_011408-T1	DBVPG3775_003898-T1
GF00003095	TFCN404D1_011248-T1	DBVPG3775_003901-T1
GF00003096	TFCN404D1_011250-T1	DBVPG3775_003903-T1
GF00003097	TFCN404D1_011251-T1	DBVPG3775_003904-T1
GF00003098	TFCN404D1_003542-T1	DBVPG3775_003905-T1
GF00003099	TFCN404D1_003543-T1	DBVPG3775_003906-T1
GF00003100	TFCN404D1_011254-T1	DBVPG3775_003907-T1
GF00003101	TFCN404D1_011255-T1	DBVPG3775_003908-T1
GF00003102	TFCN404D1_003546-T1	DBVPG3775_003909-T1
GF00003103	TFCN404D1_003548-T1	DBVPG3775_003911-T1
GF00003104	TFCN404D1_003549-T1	DBVPG3775_003912-T1
GF00003105	TFCN404D1_003550-T1	DBVPG3775_003913-T1
GF00003106	TFCN404D1_011261-T1	DBVPG3775_003914-T1
GF00003107	TFCN404D1_003552-T1	DBVPG3775_003915-T1
GF00003108	TFCN404D1_011263-T1	DBVPG3775_003916-T1
GF00003109	TFCN404D1_012019-T1	DBVPG3775_003918-T1
GF00003110	TFCN404D1_003556-T1	DBVPG3775_003919-T1
GF00003111	TFCN404D1_003557-T1	DBVPG3775_003920-T1
GF00003112	TFCN404D1_003558-T1	DBVPG3775_003921-T1
GF00003113	TFCN404D1_012014-T1	DBVPG3775_003923-T1
GF00003114	TFCN404D1_012012-T1	DBVPG3775_003925-T1
GF00003115	TFCN404D1_003564-T1	DBVPG3775_003926-T1
GF00003116	TFCN404D1_012010-T1	DBVPG3775_003927-T1
GF00003117	TFCN404D1_003568-T1	DBVPG3775_003930-T1
GF00003118	TFCN404D1_012006-T1	DBVPG3775_003931-T1
GF00003119	TFCN404D1_003570-T1	DBVPG3775_003932-T1
GF00003120	TFCN404D1_003571-T1	DBVPG3775_003933-T1
GF00003121	TFCN404D1_012003-T1	DBVPG3775_003934-T1
GF00003122	TFCN404D1_003574-T1	DBVPG3775_003936-T1
GF00003123	TFCN404D1_003575-T1	DBVPG3775_003937-T1
GF00003124	TFCN404D1_003576-T1	DBVPG3775_003938-T1
GF00003125	TFCN404D1_003577-T1	DBVPG3775_003939-T1
GF00003126	TFCN404D1_007306-T1	DBVPG3775_003942-T1
GF00003127	TFCN404D1_003580-T1	DBVPG3775_003943-T1
GF00003128	TFCN404D1_003581-T1	DBVPG3775_003944-T1
GF00003129	TFCN404D1_003582-T1	DBVPG3775_003945-T1
GF00003130	TFCN404D1_003583-T1	DBVPG3775_003946-T1
GF00003131	TFCN404D1_003588-T1	DBVPG3775_003950-T1
GF00003132	TFCN404D1_003593-T1	DBVPG3775_002603-T1
GF00003133	TFCN404D1_003594-T1	DBVPG3775_002604-T1
GF00003134	TFCN404D1_009117-T1	DBVPG3775_002607-T1
GF00003135	TFCN404D1_009114-T1	DBVPG3775_002611-T1
GF00003136	TFCN404D1_003600-T1	DBVPG3775_002612-T1
GF00003137	TFCN404D1_009112-T1	DBVPG3775_002613-T1
GF00003138	TFCN404D1_003602-T1	DBVPG3775_002614-T1
GF00003139	TFCN404D1_003603-T1	DBVPG3775_002615-T1
GF00003140	TFCN404D1_003604-T1	DBVPG3775_002616-T1
GF00003141	TFCN404D1_003607-T1	DBVPG3775_002619-T1
GF00003142	TFCN404D1_009106-T1	DBVPG3775_002620-T1
GF00003143	TFCN404D1_003611-T1	DBVPG3775_002624-T1
GF00003144	TFCN404D1_004593-T1	DBVPG3775_002627-T1
GF00003145	TFCN404D1_003615-T1	DBVPG3775_002628-T1
GF00003146	TFCN404D1_004591-T1	DBVPG3775_002629-T1
GF00003147	TFCN404D1_004590-T1	DBVPG3775_002630-T1
GF00003148	TFCN404D1_003618-T1	DBVPG3775_002631-T1
GF00003149	TFCN404D1_003622-T1	DBVPG3775_002634-T1
GF00003150	TFCN404D1_003623-T1	DBVPG3775_002635-T1
GF00003151	TFCN404D1_003624-T1	DBVPG3775_002636-T1
GF00003152	TFCN404D1_003626-T1	DBVPG3775_002638-T1
GF00003153	TFCN404D1_003627-T1	DBVPG3775_002639-T1
GF00003154	TFCN404D1_003628-T1	DBVPG3775_002640-T1
GF00003155	TFCN404D1_003629-T1	DBVPG3775_002641-T1
GF00003156	TFCN404D1_004578-T1	DBVPG3775_002642-T1
GF00003157	TFCN404D1_003632-T1	DBVPG3775_002644-T1
GF00003158	TFCN404D1_013859-T1	DBVPG3775_002645-T1
GF00003159	TFCN404D1_003634-T1	DBVPG3775_002646-T1
GF00003160	TFCN404D1_013861-T1	DBVPG3775_002647-T1
GF00003161	TFCN404D1_003636-T1	DBVPG3775_002648-T1
GF00003162	TFCN404D1_003639-T1	DBVPG3775_006783-T1
GF00003163	TFCN404D1_003641-T1	DBVPG3775_006785-T1
GF00003164	TFCN404D1_009793-T1	DBVPG3775_006787-T1
GF00003165	TFCN404D1_003645-T1	DBVPG3775_006789-T1
GF00003166	TFCN404D1_009789-T1	DBVPG3775_006791-T1
GF00003167	TFCN404D1_003647-T1	DBVPG3775_006792-T1
GF00003168	TFCN404D1_009787-T1	DBVPG3775_006793-T1
GF00003169	TFCN404D1_003649-T1	DBVPG3775_006794-T1
GF00003170	TFCN404D1_009784-T1	DBVPG3775_006796-T1
GF00003171	TFCN404D1_003652-T1	DBVPG3775_006797-T1
GF00003172	TFCN404D1_003655-T1	DBVPG3775_006800-T1
GF00003173	TFCN404D1_003656-T1	DBVPG3775_006801-T1
GF00003174	TFCN404D1_003658-T1	DBVPG3775_006803-T1
GF00003175	TFCN404D1_003659-T1	DBVPG3775_006804-T1
GF00003176	TFCN404D1_010347-T1	DBVPG3775_006807-T1
GF00003177	TFCN404D1_014236-T1	DBVPG3775_007449-T1
GF00003178	TFCN404D1_013961-T1	DBVPG3775_007447-T1
GF00003179	TFCN404D1_003673-T1	DBVPG3775_007446-T1
GF00003180	TFCN404D1_013959-T1	DBVPG3775_007445-T1
GF00003181	TFCN404D1_003676-T1	DBVPG3775_007443-T1
GF00003182	TFCN404D1_004838-T1	DBVPG3775_001484-T1
GF00003183	TFCN404D1_004835-T1	DBVPG3775_001481-T1
GF00003184	TFCN404D1_004829-T1	DBVPG3775_001474-T1
GF00003185	TFCN404D1_003689-T1	DBVPG3775_001473-T1
GF00003186	TFCN404D1_003693-T1	DBVPG3775_001469-T1
GF00003187	TFCN404D1_003694-T1	DBVPG3775_001468-T1
GF00003188	TFCN404D1_004822-T1	DBVPG3775_001467-T1
GF00003189	TFCN404D1_003698-T1	DBVPG3775_001463-T1
GF00003190	TFCN404D1_004818-T1	DBVPG3775_001462-T1
GF00003191	TFCN404D1_004817-T1	DBVPG3775_001461-T1
GF00003192	TFCN404D1_003701-T1	DBVPG3775_001460-T1
GF00003193	TFCN404D1_003702-T1	DBVPG3775_001459-T1
GF00003194	TFCN404D1_004814-T1	DBVPG3775_001458-T1
GF00003195	TFCN404D1_003704-T1	DBVPG3775_001457-T1
GF00003196	TFCN404D1_003705-T1	DBVPG3775_001456-T1
GF00003197	TFCN404D1_003706-T1	DBVPG3775_001455-T1
GF00003198	TFCN404D1_004809-T1	DBVPG3775_001453-T1
GF00003199	TFCN404D1_003710-T1	DBVPG3775_006483-T1
GF00003200	TFCN404D1_005215-T1	DBVPG3775_006481-T1
GF00003201	TFCN404D1_005212-T1	DBVPG3775_006479-T1
GF00003202	TFCN404D1_003715-T1	DBVPG3775_006478-T1
GF00003203	TFCN404D1_003717-T1	DBVPG3775_006477-T1
GF00003204	TFCN404D1_006584-T1	DBVPG3775_004231-T1
GF00003205	TFCN404D1_003719-T1	DBVPG3775_006475-T1
GF00003206	TFCN404D1_005207-T1	DBVPG3775_006474-T1
GF00003207	TFCN404D1_005206-T1	DBVPG3775_006473-T1
GF00003208	TFCN404D1_003723-T1	DBVPG3775_006471-T1
GF00003209	TFCN404D1_003724-T1	DBVPG3775_006470-T1
GF00003210	TFCN404D1_003729-T1	DBVPG3775_003598-T1
GF00003211	TFCN404D1_003730-T1	DBVPG3775_003597-T1
GF00003212	TFCN404D1_003733-T1	DBVPG3775_003594-T1
GF00003213	TFCN404D1_008675-T1	DBVPG3775_003593-T1
GF00003214	TFCN404D1_003735-T1	DBVPG3775_003592-T1
GF00003215	TFCN404D1_008673-T1	DBVPG3775_003591-T1
GF00003216	TFCN404D1_003737-T1	DBVPG3775_003590-T1
GF00003217	TFCN404D1_003739-T1	DBVPG3775_003588-T1
GF00003218	TFCN404D1_008669-T1	DBVPG3775_003587-T1
GF00003219	TFCN404D1_008668-T1	DBVPG3775_003586-T1
GF00003220	TFCN404D1_003742-T1	DBVPG3775_003585-T1
GF00003221	TFCN404D1_003746-T1	DBVPG3775_003581-T1
GF00003222	TFCN404D1_003747-T1	DBVPG3775_003580-T1
GF00003223	TFCN404D1_008661-T1	DBVPG3775_003579-T1
GF00003224	TFCN404D1_003752-T1	DBVPG3775_003575-T1
GF00003225	TFCN404D1_003753-T1	DBVPG3775_003574-T1
GF00003226	TFCN404D1_003775-T1	DBVPG3775_006905-T1
GF00003227	TFCN404D1_008948-T1	DBVPG3775_006906-T1
GF00003228	TFCN404D1_003777-T1	DBVPG3775_006907-T1
GF00003229	TFCN404D1_003778-T1	DBVPG3775_006908-T1
GF00003230	TFCN404D1_003779-T1	DBVPG3775_006909-T1
GF00003231	TFCN404D1_003782-T1	DBVPG3775_006912-T1
GF00003232	TFCN404D1_003784-T1	DBVPG3775_006914-T1
GF00003233	TFCN404D1_003785-T1	DBVPG3775_006915-T1
GF00003234	TFCN404D1_008938-T1	DBVPG3775_006916-T1
GF00003235	TFCN404D1_003787-T1	DBVPG3775_006917-T1
GF00003236	TFCN404D1_003789-T1	DBVPG3775_006919-T1
GF00003237	TFCN404D1_003790-T1	DBVPG3775_006920-T1
GF00003238	TFCN404D1_008933-T1	DBVPG3775_006921-T1
GF00003239	TFCN404D1_008932-T1	DBVPG3775_006922-T1
GF00003240	TFCN404D1_003793-T1	DBVPG3775_006923-T1
GF00003241	TFCN404D1_003796-T1	DBVPG3775_006926-T1
GF00003242	TFCN404D1_013256-T1	DBVPG3775_006927-T1
GF00003243	TFCN404D1_003799-T1	DBVPG3775_006930-T1
GF00003244	TFCN404D1_006336-T1	DBVPG3775_001699-T1
GF00003245	TFCN404D1_003802-T1	DBVPG3775_006025-T1
GF00003246	TFCN404D1_009688-T1	DBVPG3775_006028-T1
GF00003247	TFCN404D1_007180-T1	DBVPG3775_006071-T1
GF00003248	TFCN404D1_003812-T1	DBVPG3775_006070-T1
GF00003249	TFCN404D1_003813-T1	DBVPG3775_006069-T1
GF00003250	TFCN404D1_003814-T1	DBVPG3775_006068-T1
GF00003251	TFCN404D1_007176-T1	DBVPG3775_006067-T1
GF00003252	TFCN404D1_003816-T1	DBVPG3775_006066-T1
GF00003253	TFCN404D1_003817-T1	DBVPG3775_006065-T1
GF00003254	TFCN404D1_003818-T1	DBVPG3775_006064-T1
GF00003255	TFCN404D1_003820-T1	DBVPG3775_006061-T1
GF00003256	TFCN404D1_003821-T1	DBVPG3775_006060-T1
GF00003257	TFCN404D1_007169-T1	DBVPG3775_006059-T1
GF00003258	TFCN404D1_003823-T1	DBVPG3775_006058-T1
GF00003259	TFCN404D1_003825-T1	DBVPG3775_006057-T1
GF00003260	TFCN404D1_003826-T1	DBVPG3775_006056-T1
GF00003261	TFCN404D1_003827-T1	DBVPG3775_006055-T1
GF00003262	TFCN404D1_007164-T1	DBVPG3775_006054-T1
GF00003263	TFCN404D1_003829-T1	DBVPG3775_006053-T1
GF00003264	TFCN404D1_003830-T1	DBVPG3775_006052-T1
GF00003265	TFCN404D1_003831-T1	DBVPG3775_006051-T1
GF00003266	TFCN404D1_003832-T1	DBVPG3775_006050-T1
GF00003267	TFCN404D1_007159-T1	DBVPG3775_006049-T1
GF00003268	TFCN404D1_003834-T1	DBVPG3775_006048-T1
GF00003269	TFCN404D1_003835-T1	DBVPG3775_006047-T1
GF00003270	TFCN404D1_007154-T1	DBVPG3775_006044-T1
GF00003271	TFCN404D1_007153-T1	DBVPG3775_006043-T1
GF00003272	TFCN404D1_009672-T1	DBVPG3775_006041-T1
GF00003273	TFCN404D1_003842-T1	DBVPG3775_006040-T1
GF00003274	TFCN404D1_003846-T1	DBVPG3775_006037-T1
GF00003275	TFCN404D1_009678-T1	DBVPG3775_006036-T1
GF00003276	TFCN404D1_009679-T1	DBVPG3775_006035-T1
GF00003277	TFCN404D1_003850-T1	DBVPG3775_006033-T1
GF00003278	TFCN404D1_003855-T1	DBVPG3775_000771-T1
GF00003279	TFCN404D1_003856-T1	DBVPG3775_000769-T1
GF00003280	TFCN404D1_003857-T1	DBVPG3775_000768-T1
GF00003281	TFCN404D1_009827-T1	DBVPG3775_000767-T1
GF00003282	TFCN404D1_009828-T1	DBVPG3775_000766-T1
GF00003283	TFCN404D1_009829-T1	DBVPG3775_000765-T1
GF00003284	TFCN404D1_009831-T1	DBVPG3775_000762-T1
GF00003285	TFCN404D1_009832-T1	DBVPG3775_000761-T1
GF00003286	TFCN404D1_009836-T1	DBVPG3775_000758-T1
GF00003287	TFCN404D1_009837-T1	DBVPG3775_000757-T1
GF00003288	TFCN404D1_003870-T1	DBVPG3775_000756-T1
GF00003289	TFCN404D1_003871-T1	DBVPG3775_000755-T1
GF00003290	TFCN404D1_003875-T1	DBVPG3775_000750-T1
GF00003291	TFCN404D1_010455-T1	DBVPG3775_000749-T1
GF00003292	TFCN404D1_010454-T1	DBVPG3775_000748-T1
GF00003293	TFCN404D1_010453-T1	DBVPG3775_000747-T1
GF00003294	TFCN404D1_003881-T1	DBVPG3775_002362-T1
GF00003295	TFCN404D1_003882-T1	DBVPG3775_002363-T1
GF00003296	TFCN404D1_010447-T1	DBVPG3775_002365-T1
GF00003297	TFCN404D1_010445-T1	DBVPG3775_002367-T1
GF00003298	TFCN404D1_010442-T1	DBVPG3775_002370-T1
GF00003299	TFCN404D1_010441-T1	DBVPG3775_002371-T1
GF00003300	TFCN404D1_003891-T1	DBVPG3775_002372-T1
GF00003301	TFCN404D1_008339-T1	DBVPG3775_002375-T1
GF00003302	TFCN404D1_003901-T1	DBVPG3775_000415-T1
GF00003303	TFCN404D1_003903-T1	DBVPG3775_000413-T1
GF00003304	TFCN404D1_003904-T1	DBVPG3775_000412-T1
GF00003305	TFCN404D1_006662-T1	DBVPG3775_000410-T1
GF00003306	TFCN404D1_006663-T1	DBVPG3775_000409-T1
GF00003307	TFCN404D1_006664-T1	DBVPG3775_000408-T1
GF00003308	TFCN404D1_006667-T1	DBVPG3775_000405-T1
GF00003309	TFCN404D1_003914-T1	DBVPG3775_000404-T1
GF00003310	TFCN404D1_003915-T1	DBVPG3775_000403-T1
GF00003311	TFCN404D1_003916-T1	DBVPG3775_000402-T1
GF00003312	TFCN404D1_003917-T1	DBVPG3775_000401-T1
GF00003313	TFCN404D1_004861-T1	DBVPG3775_000306-T1
GF00003314	TFCN404D1_003918-T1	DBVPG3775_000400-T1
GF00003315	TFCN404D1_003920-T1	DBVPG3775_000396-T1
GF00003316	TFCN404D1_003922-T1	DBVPG3775_000352-T1
GF00003317	TFCN404D1_009499-T1	DBVPG3775_000353-T1
GF00003318	TFCN404D1_003925-T1	DBVPG3775_000355-T1
GF00003319	TFCN404D1_003926-T1	DBVPG3775_000356-T1
GF00003320	TFCN404D1_009494-T1	DBVPG3775_000358-T1
GF00003321	TFCN404D1_003929-T1	DBVPG3775_000359-T1
GF00003322	TFCN404D1_003933-T1	DBVPG3775_000362-T1
GF00003323	TFCN404D1_003934-T1	DBVPG3775_000363-T1
GF00003324	TFCN404D1_009488-T1	DBVPG3775_000364-T1
GF00003325	TFCN404D1_009487-T1	DBVPG3775_000365-T1
GF00003326	TFCN404D1_003937-T1	DBVPG3775_000366-T1
GF00003327	TFCN404D1_009485-T1	DBVPG3775_000367-T1
GF00003328	TFCN404D1_003940-T1	DBVPG3775_000372-T1
GF00003329	TFCN404D1_009821-T1	DBVPG3775_000373-T1
GF00003330	TFCN404D1_009815-T1	DBVPG3775_000380-T1
GF00003331	TFCN404D1_003952-T1	DBVPG3775_005719-T1
GF00003332	TFCN404D1_012698-T1	DBVPG3775_005718-T1
GF00003333	TFCN404D1_012696-T1	DBVPG3775_005716-T1
GF00003334	TFCN404D1_003963-T1	DBVPG3775_005709-T1
GF00003335	TFCN404D1_012692-T1	DBVPG3775_005708-T1
GF00003336	TFCN404D1_012691-T1	DBVPG3775_005707-T1
GF00003337	TFCN404D1_007938-T1	DBVPG3775_005705-T1
GF00003338	TFCN404D1_003968-T1	DBVPG3775_005704-T1
GF00003339	TFCN404D1_003973-T1	DBVPG3775_005700-T1
GF00003340	TFCN404D1_003974-T1	DBVPG3775_005699-T1
GF00003341	TFCN404D1_003975-T1	DBVPG3775_005698-T1
GF00003342	TFCN404D1_003976-T1	DBVPG3775_005697-T1
GF00003343	TFCN404D1_003977-T1	DBVPG3775_005696-T1
GF00003344	TFCN404D1_003979-T1	DBVPG3775_005694-T1
GF00003345	TFCN404D1_003983-T1	DBVPG3775_005690-T1
GF00003346	TFCN404D1_003984-T1	DBVPG3775_005689-T1
GF00003347	TFCN404D1_003985-T1	DBVPG3775_005688-T1
GF00003348	TFCN404D1_003986-T1	DBVPG3775_005687-T1
GF00003349	TFCN404D1_003987-T1	DBVPG3775_005686-T1
GF00003350	TFCN404D1_003988-T1	DBVPG3775_005685-T1
GF00003351	TFCN404D1_003989-T1	DBVPG3775_005684-T1
GF00003352	TFCN404D1_003990-T1	DBVPG3775_005683-T1
GF00003353	TFCN404D1_003991-T1	DBVPG3775_005682-T1
GF00003354	TFCN404D1_003992-T1	DBVPG3775_005681-T1
GF00003355	TFCN404D1_003997-T1	DBVPG3775_005676-T1
GF00003356	TFCN404D1_003998-T1	DBVPG3775_005675-T1
GF00003357	TFCN404D1_007911-T1	DBVPG3775_005673-T1
GF00003358	TFCN404D1_004002-T1	DBVPG3775_005671-T1
GF00003359	TFCN404D1_004005-T1	DBVPG3775_006595-T1
GF00003360	TFCN404D1_004006-T1	DBVPG3775_006596-T1
GF00003361	TFCN404D1_004007-T1	DBVPG3775_006597-T1
GF00003362	TFCN404D1_004008-T1	DBVPG3775_006598-T1
GF00003363	TFCN404D1_004035-T1	DBVPG3775_006627-T1
GF00003364	TFCN404D1_004036-T1	DBVPG3775_006628-T1
GF00003365	TFCN404D1_004037-T1	DBVPG3775_006629-T1
GF00003366	TFCN404D1_008220-T1	DBVPG3775_006630-T1
GF00003367	TFCN404D1_004039-T1	DBVPG3775_006631-T1
GF00003368	TFCN404D1_008222-T1	DBVPG3775_006632-T1
